,legacy_id,eightd_has_available_keys,num_docks_disabled,is_installed,num_docks_available,last_reported,is_renting,num_bikes_available,is_returning,num_bikes_disabled,station_status,station_id,num_ebikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
173,200,False,0,True,10,2020-07-30 18:31:25+00:00,True,9,True,0,active,200,0,,,2020-07-30 19:07:45,2020
174,201,False,0,True,14,2020-07-30 16:46:13+00:00,True,1,True,0,active,201,0,,,2020-07-30 19:07:45,2020
175,202,False,0,True,10,2020-07-30 17:30:29+00:00,True,4,True,1,active,202,0,,,2020-07-30 19:07:45,2020
176,203,False,0,True,9,2020-07-30 11:51:49+00:00,True,6,True,0,active,203,0,,,2020-07-30 19:07:45,2020
177,204,False,0,True,14,2020-07-30 08:25:15+00:00,True,1,True,0,active,204,0,,,2020-07-30 19:07:45,2020
178,205,False,0,True,8,2020-07-30 18:36:37+00:00,True,7,True,0,active,205,0,,,2020-07-30 19:07:45,2020
179,206,False,0,True,10,2020-07-30 18:28:30+00:00,True,13,True,0,active,206,0,,,2020-07-30 19:07:45,2020
180,208,True,0,True,1,2020-07-30 17:22:25+00:00,True,14,True,0,active,208,0,,,2020-07-30 19:07:45,2020
181,209,False,0,True,3,2020-07-30 19:03:54+00:00,True,11,True,1,active,209,0,,,2020-07-30 19:07:45,2020
182,210,False,0,True,14,2020-07-30 13:13:26+00:00,True,1,True,0,active,210,0,,,2020-07-30 19:07:45,2020
183,211,False,0,True,4,2020-07-30 15:39:49+00:00,True,14,True,1,active,211,0,,,2020-07-30 19:07:45,2020
184,212,False,0,True,24,2020-07-30 18:55:16+00:00,True,9,True,0,active,212,0,,,2020-07-30 19:07:45,2020
185,213,True,0,True,10,2020-07-30 18:00:42+00:00,True,6,True,0,active,213,0,,,2020-07-30 19:07:45,2020
186,214,False,0,True,4,2020-07-30 17:45:37+00:00,True,11,True,0,active,214,0,,,2020-07-30 19:07:45,2020
187,215,False,0,True,3,2020-07-30 17:58:27+00:00,True,12,True,0,active,215,0,,,2020-07-30 19:07:45,2020
188,216,False,0,True,1,2020-07-30 08:25:30+00:00,True,17,True,1,active,216,0,,,2020-07-30 19:07:45,2020
189,217,False,0,True,17,2020-07-30 19:01:30+00:00,True,2,True,0,active,217,0,,,2020-07-30 19:07:45,2020
190,218,False,0,True,5,2020-07-30 19:05:13+00:00,True,10,True,0,active,218,0,,,2020-07-30 19:07:45,2020
191,219,False,0,True,4,2020-07-30 18:33:47+00:00,True,11,True,0,active,219,0,,,2020-07-30 19:07:45,2020
192,221,False,0,True,10,2020-07-30 18:38:40+00:00,True,9,True,0,active,221,0,,,2020-07-30 19:07:45,2020
193,222,True,0,True,12,2020-07-30 17:30:58+00:00,True,2,True,0,active,222,0,,,2020-07-30 19:07:45,2020
194,224,False,0,True,9,2020-07-30 17:17:51+00:00,True,8,True,0,active,224,0,,,2020-07-30 19:07:45,2020
195,225,False,0,True,15,2020-07-30 18:56:39+00:00,True,2,True,2,active,225,0,,,2020-07-30 19:07:45,2020
196,226,False,0,True,11,2020-07-30 19:03:48+00:00,True,4,True,0,active,226,0,,,2020-07-30 19:07:45,2020
197,227,False,0,True,9,2020-07-30 18:17:44+00:00,True,9,True,1,active,227,0,,,2020-07-30 19:07:45,2020
198,228,False,0,True,9,2020-07-30 16:12:00+00:00,True,10,True,0,active,228,0,,,2020-07-30 19:07:45,2020
199,232,False,0,True,7,2020-07-30 08:11:52+00:00,True,4,True,0,active,232,0,,,2020-07-30 19:07:45,2020
200,233,False,0,True,9,2020-07-30 17:48:07+00:00,True,4,True,2,active,233,0,,,2020-07-30 19:07:45,2020
201,234,False,0,True,6,2020-07-30 18:41:01+00:00,True,9,True,0,active,234,0,,,2020-07-30 19:07:45,2020
202,235,False,0,True,9,2020-07-30 18:33:43+00:00,True,6,True,0,active,235,0,,,2020-07-30 19:07:45,2020
203,236,False,0,True,2,2020-07-30 18:43:31+00:00,True,13,True,0,active,236,0,,,2020-07-30 19:07:45,2020
204,239,False,0,True,15,2020-07-30 18:38:55+00:00,True,0,True,0,active,239,0,,,2020-07-30 19:07:45,2020
205,255,False,0,True,2,2020-07-30 01:59:20+00:00,True,13,True,0,active,255,0,,,2020-07-30 19:07:45,2020
206,258,False,0,True,4,2020-07-30 18:20:00+00:00,True,11,True,0,active,258,0,,,2020-07-30 19:07:45,2020
207,259,False,0,True,15,2020-07-30 17:16:15+00:00,True,0,True,0,active,259,0,,,2020-07-30 19:07:45,2020
208,260,False,0,True,10,2020-07-30 18:58:46+00:00,True,4,True,1,active,260,0,,,2020-07-30 19:07:45,2020
