,is_returning,num_bikes_available,station_status,eightd_has_available_keys,num_docks_disabled,station_id,num_bikes_disabled,num_docks_available,is_renting,legacy_id,num_ebikes_available,last_reported,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,11,active,False,0,3,0,4,True,3,0,2020-08-13 17:29:10+00:00,True,,,2020-08-13 17:33:15,2020
1,True,5,active,False,0,4,0,14,True,4,0,2020-08-13 17:20:49+00:00,True,,,2020-08-13 17:33:15,2020
2,True,1,active,False,0,5,0,14,True,5,0,2020-08-13 17:26:48+00:00,True,,,2020-08-13 17:33:15,2020
3,True,0,active,False,0,6,1,14,True,6,0,2020-08-13 17:25:29+00:00,True,,,2020-08-13 17:33:15,2020
4,True,6,active,False,0,7,0,9,True,7,0,2020-08-13 17:18:12+00:00,True,,,2020-08-13 17:33:15,2020
5,True,11,active,False,0,8,0,8,True,8,0,2020-08-13 17:30:08+00:00,True,,,2020-08-13 17:33:15,2020
6,True,12,active,False,0,9,1,2,True,9,0,2020-08-13 17:30:49+00:00,True,,,2020-08-13 17:33:15,2020
7,True,7,active,False,0,10,1,3,True,10,0,2020-08-13 17:12:45+00:00,True,,,2020-08-13 17:33:15,2020
8,True,10,active,False,0,11,1,4,True,11,0,2020-08-13 17:32:33+00:00,True,"{'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 1, 'active': True, 'dock_blocked_count': 0, 'region': 'BOS', 'valet_revision': 85}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-13 17:33:15,2020
9,True,8,active,True,0,12,1,9,True,12,0,2020-08-13 17:32:52+00:00,True,,,2020-08-13 17:33:15,2020
10,True,7,active,False,0,13,0,12,True,13,0,2020-08-13 17:23:28+00:00,True,,,2020-08-13 17:33:15,2020
11,True,20,active,False,0,14,0,5,True,14,0,2020-08-13 17:25:25+00:00,True,,,2020-08-13 17:33:15,2020
12,True,5,active,False,0,15,0,10,True,15,0,2020-08-13 16:51:32+00:00,True,,,2020-08-13 17:33:15,2020
13,True,15,active,True,0,16,0,4,True,16,0,2020-08-13 17:30:51+00:00,True,,,2020-08-13 17:33:15,2020
14,True,3,active,False,0,17,1,11,True,17,0,2020-08-13 17:07:05+00:00,True,,,2020-08-13 17:33:15,2020
15,True,2,active,False,0,19,1,12,True,19,0,2020-08-13 17:11:01+00:00,True,,,2020-08-13 17:33:15,2020
16,True,10,active,True,0,20,0,13,True,20,0,2020-08-13 17:15:49+00:00,True,,,2020-08-13 17:33:15,2020
