,station_id,legacy_id,station_status,num_docks_disabled,is_renting,is_installed,num_ebikes_available,eightd_has_available_keys,last_reported,num_bikes_disabled,num_bikes_available,num_docks_available,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
14,17,17,active,0,True,True,0,False,2020-08-14 00:01:49+00:00,1,4,10,True,,,2020-08-14 00:32:15,2020
15,19,19,active,0,True,True,0,False,2020-08-13 23:58:23+00:00,0,0,15,True,,,2020-08-14 00:32:15,2020
16,20,20,active,0,True,True,0,True,2020-08-14 00:06:20+00:00,1,8,14,True,,,2020-08-14 00:32:15,2020
17,21,21,active,0,True,True,0,True,2020-08-14 00:23:46+00:00,0,5,13,True,,,2020-08-14 00:32:15,2020
18,22,22,active,0,True,True,0,True,2020-08-13 23:51:44+00:00,0,5,42,True,,,2020-08-14 00:32:15,2020
19,23,23,active,0,True,True,0,False,2020-08-14 00:30:36+00:00,0,3,18,True,,,2020-08-14 00:32:15,2020
20,24,24,active,0,True,True,0,False,2020-08-14 00:30:40+00:00,1,12,6,True,,,2020-08-14 00:32:15,2020
21,25,25,active,0,True,True,0,False,2020-08-14 00:17:43+00:00,0,15,0,True,,,2020-08-14 00:32:15,2020
22,26,26,active,0,True,True,0,False,2020-08-14 00:17:31+00:00,1,10,4,True,,,2020-08-14 00:32:15,2020
23,27,27,active,0,True,True,0,False,2020-08-14 00:25:23+00:00,0,15,8,True,,,2020-08-14 00:32:15,2020
24,29,29,active,0,True,True,0,False,2020-08-13 22:23:51+00:00,0,5,10,True,,,2020-08-14 00:32:15,2020
25,30,30,active,0,True,True,0,False,2020-08-14 00:31:40+00:00,1,7,7,True,,,2020-08-14 00:32:15,2020
26,31,31,active,0,True,True,0,True,2020-08-14 00:27:04+00:00,0,7,12,True,,,2020-08-14 00:32:15,2020
27,32,32,active,0,True,True,0,False,2020-08-14 00:31:29+00:00,0,5,10,True,,,2020-08-14 00:32:15,2020
28,33,33,active,0,True,True,0,False,2020-08-14 00:29:23+00:00,0,9,18,True,,,2020-08-14 00:32:15,2020
29,35,35,active,0,True,True,0,False,2020-08-13 23:56:47+00:00,0,7,16,True,,,2020-08-14 00:32:15,2020
30,36,36,active,0,True,True,0,True,2020-08-14 00:26:02+00:00,0,0,33,True,,,2020-08-14 00:32:15,2020
31,37,37,active,0,True,True,0,True,2020-08-13 21:53:32+00:00,0,2,13,True,,,2020-08-14 00:32:15,2020
32,39,39,active,0,True,True,0,False,2020-08-14 00:28:09+00:00,0,13,10,True,,,2020-08-14 00:32:15,2020
33,40,40,active,0,True,True,0,False,2020-08-14 00:31:54+00:00,0,11,8,True,,,2020-08-14 00:32:15,2020
34,41,41,active,0,True,True,0,True,2020-08-14 00:29:22+00:00,0,16,11,True,,,2020-08-14 00:32:15,2020
35,42,42,active,0,True,True,0,False,2020-08-14 00:18:02+00:00,2,5,16,True,,,2020-08-14 00:32:15,2020
36,43,43,active,0,True,True,0,True,2020-08-14 00:29:01+00:00,2,3,10,True,,,2020-08-14 00:32:15,2020
37,44,44,active,0,True,True,0,False,2020-08-14 00:12:55+00:00,0,1,22,True,,,2020-08-14 00:32:15,2020
38,46,46,active,0,True,True,0,False,2020-08-14 00:30:29+00:00,0,4,15,True,,,2020-08-14 00:32:15,2020
39,47,47,active,0,True,True,0,True,2020-08-14 00:12:36+00:00,3,2,14,True,,,2020-08-14 00:32:15,2020
40,48,48,active,0,True,True,0,False,2020-08-13 23:43:03+00:00,0,2,17,True,,,2020-08-14 00:32:15,2020
41,49,49,active,0,True,True,0,False,2020-08-14 00:29:55+00:00,0,5,13,True,,,2020-08-14 00:32:15,2020
42,50,50,active,0,True,True,0,True,2020-08-13 22:28:12+00:00,0,0,15,True,,,2020-08-14 00:32:15,2020
43,51,51,active,0,True,True,0,False,2020-08-14 00:07:09+00:00,0,7,8,True,,,2020-08-14 00:32:15,2020
44,52,52,active,0,True,True,0,True,2020-08-14 00:22:15+00:00,1,0,22,True,,,2020-08-14 00:32:15,2020
45,53,53,active,0,True,True,0,False,2020-08-14 00:32:03+00:00,1,11,7,True,,,2020-08-14 00:32:15,2020
46,54,54,active,0,True,True,0,False,2020-08-14 00:30:53+00:00,0,12,3,True,,,2020-08-14 00:32:15,2020
47,55,55,active,0,True,True,0,False,2020-08-14 00:24:11+00:00,0,6,9,True,,,2020-08-14 00:32:15,2020
48,56,56,active,0,True,True,0,True,2020-08-14 00:20:35+00:00,1,7,10,True,,,2020-08-14 00:32:15,2020
49,57,57,active,0,True,True,0,True,2020-08-14 00:14:46+00:00,1,11,2,True,,,2020-08-14 00:32:15,2020
50,58,58,active,0,True,True,0,True,2020-08-14 00:28:46+00:00,2,14,3,True,,,2020-08-14 00:32:15,2020
51,59,59,active,0,True,True,0,True,2020-08-14 00:25:18+00:00,0,12,7,True,,,2020-08-14 00:32:15,2020
52,60,60,active,0,True,True,0,False,2020-08-14 00:32:00+00:00,0,1,18,True,,,2020-08-14 00:32:15,2020
53,61,61,active,0,True,True,0,False,2020-08-14 00:28:01+00:00,0,6,13,True,,,2020-08-14 00:32:15,2020
54,63,63,active,0,True,True,0,False,2020-08-13 23:49:06+00:00,0,10,5,True,,,2020-08-14 00:32:15,2020
55,64,64,active,0,True,True,0,False,2020-08-14 00:17:52+00:00,2,17,0,True,,,2020-08-14 00:32:15,2020
56,65,65,active,0,True,True,0,False,2020-08-13 23:45:46+00:00,1,5,17,True,,,2020-08-14 00:32:15,2020
57,66,66,active,0,True,True,0,False,2020-08-14 00:31:03+00:00,2,2,11,True,,,2020-08-14 00:32:15,2020
58,67,67,active,0,True,True,0,True,2020-08-14 00:32:01+00:00,1,8,18,True,,,2020-08-14 00:32:15,2020
59,68,68,active,0,True,True,0,True,2020-08-14 00:30:54+00:00,1,13,5,True,,,2020-08-14 00:32:15,2020
60,69,69,active,0,True,True,0,True,2020-08-13 23:57:27+00:00,1,18,0,True,,,2020-08-14 00:32:15,2020
61,70,70,active,0,True,True,0,False,2020-08-14 00:31:02+00:00,0,19,4,True,,,2020-08-14 00:32:15,2020
62,71,71,active,0,True,True,0,False,2020-08-14 00:12:59+00:00,1,17,5,True,,,2020-08-14 00:32:15,2020
63,72,72,active,0,True,True,0,False,2020-08-14 00:21:48+00:00,0,10,13,True,,,2020-08-14 00:32:15,2020
64,73,73,active,0,True,True,0,False,2020-08-14 00:07:41+00:00,1,1,13,True,,,2020-08-14 00:32:15,2020
65,74,74,active,0,True,True,0,True,2020-08-14 00:31:18+00:00,1,15,3,True,,,2020-08-14 00:32:15,2020
66,75,75,active,0,True,True,0,False,2020-08-14 00:29:30+00:00,0,4,11,True,,,2020-08-14 00:32:15,2020
67,76,76,active,0,True,True,0,False,2020-08-14 00:27:58+00:00,1,5,11,True,,,2020-08-14 00:32:15,2020
68,77,77,active,0,True,True,0,False,2020-08-13 23:43:49+00:00,1,7,7,True,,,2020-08-14 00:32:15,2020
69,78,78,active,0,True,True,0,False,2020-08-13 23:48:16+00:00,0,16,3,True,,,2020-08-14 00:32:15,2020
70,79,79,active,0,True,True,0,False,2020-08-14 00:10:32+00:00,4,11,4,True,,,2020-08-14 00:32:15,2020
71,80,80,active,0,True,True,0,False,2020-08-14 00:30:12+00:00,1,0,34,True,,,2020-08-14 00:32:15,2020
72,81,81,active,0,True,True,0,False,2020-08-14 00:26:23+00:00,2,3,14,True,,,2020-08-14 00:32:15,2020
73,82,82,active,0,True,True,0,False,2020-08-14 00:12:20+00:00,0,1,14,True,,,2020-08-14 00:32:15,2020
74,84,84,active,0,True,True,0,False,2020-08-14 00:05:23+00:00,0,2,13,True,,,2020-08-14 00:32:15,2020
75,85,85,active,0,True,True,0,False,2020-08-14 00:16:27+00:00,0,1,18,True,,,2020-08-14 00:32:15,2020
76,86,86,active,0,True,True,0,False,2020-08-14 00:31:46+00:00,0,14,5,True,,,2020-08-14 00:32:15,2020
77,87,87,active,0,True,True,0,False,2020-08-14 00:31:29+00:00,0,13,2,True,,,2020-08-14 00:32:15,2020
78,89,89,active,0,True,True,0,False,2020-08-14 00:00:38+00:00,0,12,7,True,,,2020-08-14 00:32:15,2020
79,90,90,active,0,True,True,0,False,2020-08-13 23:55:17+00:00,1,15,3,True,,,2020-08-14 00:32:15,2020
80,91,91,active,0,True,True,0,False,2020-08-14 00:25:37+00:00,0,1,18,True,,,2020-08-14 00:32:15,2020
81,92,92,active,0,True,True,0,False,2020-08-14 00:17:58+00:00,0,10,9,True,,,2020-08-14 00:32:15,2020
82,93,93,active,0,True,True,0,False,2020-08-14 00:13:41+00:00,0,12,3,True,,,2020-08-14 00:32:15,2020
83,94,94,active,0,True,True,0,False,2020-08-13 23:58:36+00:00,0,1,10,True,,,2020-08-14 00:32:15,2020
84,95,95,active,0,True,True,0,False,2020-08-13 23:55:07+00:00,1,4,10,True,,,2020-08-14 00:32:15,2020
85,96,96,active,0,True,True,0,False,2020-08-14 00:14:05+00:00,0,14,5,True,,,2020-08-14 00:32:15,2020
86,97,97,active,0,True,True,0,False,2020-08-14 00:30:08+00:00,1,7,11,True,,,2020-08-14 00:32:15,2020
87,98,98,active,0,True,True,0,False,2020-08-14 00:13:04+00:00,0,6,17,True,,,2020-08-14 00:32:15,2020
88,99,99,active,0,True,True,0,False,2020-08-13 23:04:12+00:00,0,12,3,True,,,2020-08-14 00:32:15,2020
89,100,100,active,0,True,True,0,True,2020-08-14 00:25:05+00:00,2,23,0,True,,,2020-08-14 00:32:15,2020
90,101,101,active,0,True,True,0,False,2020-08-14 00:15:33+00:00,0,15,0,True,,,2020-08-14 00:32:15,2020
91,102,102,active,0,True,True,0,False,2020-08-14 00:29:45+00:00,1,11,3,True,,,2020-08-14 00:32:15,2020
92,103,103,active,0,True,True,0,False,2020-08-14 00:31:15+00:00,0,4,11,True,,,2020-08-14 00:32:15,2020
93,104,104,active,0,True,True,0,False,2020-08-14 00:06:53+00:00,0,7,12,True,,,2020-08-14 00:32:15,2020
94,105,105,active,0,True,True,0,False,2020-08-14 00:20:22+00:00,0,6,13,True,,,2020-08-14 00:32:15,2020
95,106,106,active,0,True,True,0,False,2020-08-14 00:23:29+00:00,1,1,13,True,,,2020-08-14 00:32:15,2020
96,107,107,active,0,True,True,0,False,2020-08-14 00:03:21+00:00,0,0,19,True,,,2020-08-14 00:32:15,2020
97,108,108,active,0,True,True,0,False,2020-08-14 00:31:07+00:00,0,7,10,True,,,2020-08-14 00:32:15,2020
98,109,109,active,0,True,True,0,False,2020-08-13 22:42:01+00:00,0,0,35,True,,,2020-08-14 00:32:15,2020
99,110,110,active,0,True,True,0,False,2020-08-13 23:25:45+00:00,0,2,13,True,,,2020-08-14 00:32:15,2020
100,111,111,active,0,True,True,0,False,2020-08-13 23:56:44+00:00,0,7,8,True,,,2020-08-14 00:32:15,2020
101,112,112,active,0,True,True,0,False,2020-08-13 23:03:36+00:00,0,10,5,True,,,2020-08-14 00:32:15,2020
102,113,113,active,0,True,True,0,False,2020-08-14 00:13:22+00:00,0,9,6,True,,,2020-08-14 00:32:15,2020
103,114,114,active,0,True,True,0,False,2020-08-14 00:29:39+00:00,1,2,12,True,,,2020-08-14 00:32:15,2020
104,115,115,active,0,True,True,0,False,2020-08-14 00:29:18+00:00,3,11,5,True,,,2020-08-14 00:32:15,2020
105,116,116,active,0,True,True,0,False,2020-08-14 00:17:02+00:00,0,13,10,True,,,2020-08-14 00:32:15,2020
106,117,117,active,0,True,True,0,False,2020-08-14 00:27:58+00:00,0,1,18,True,,,2020-08-14 00:32:15,2020
107,118,118,active,0,True,True,0,False,2020-08-14 00:30:16+00:00,1,12,6,True,,,2020-08-14 00:32:15,2020
108,119,119,active,0,True,True,0,False,2020-08-14 00:12:36+00:00,0,13,2,True,,,2020-08-14 00:32:15,2020
109,120,120,active,0,True,True,0,False,2020-08-14 00:32:09+00:00,0,12,3,True,,,2020-08-14 00:32:15,2020
110,121,121,active,0,True,True,0,False,2020-08-14 00:31:38+00:00,0,12,5,True,,,2020-08-14 00:32:15,2020
111,122,122,active,0,True,True,0,False,2020-08-14 00:12:21+00:00,0,7,8,True,,,2020-08-14 00:32:15,2020
112,124,124,active,0,True,True,0,False,2020-08-14 00:12:58+00:00,1,5,9,True,,,2020-08-14 00:32:15,2020
113,125,125,active,0,True,True,0,False,2020-08-14 00:16:41+00:00,1,7,7,True,,,2020-08-14 00:32:15,2020
114,126,126,active,0,True,True,0,False,2020-08-13 23:34:21+00:00,1,6,8,True,,,2020-08-14 00:32:15,2020
115,128,128,active,0,True,True,0,False,2020-08-14 00:19:27+00:00,0,9,10,True,,,2020-08-14 00:32:15,2020
116,129,129,active,0,True,True,0,False,2020-08-13 23:17:20+00:00,0,19,0,True,,,2020-08-14 00:32:15,2020
117,130,130,active,0,True,True,0,False,2020-08-13 23:43:42+00:00,0,9,6,True,,,2020-08-14 00:32:15,2020
118,131,131,active,0,True,True,0,False,2020-08-14 00:30:08+00:00,2,10,6,True,,,2020-08-14 00:32:15,2020
119,133,133,active,0,True,True,0,False,2020-08-14 00:05:16+00:00,1,6,16,True,,,2020-08-14 00:32:15,2020
120,135,135,active,0,True,True,0,False,2020-08-13 20:55:32+00:00,0,1,16,True,,,2020-08-14 00:32:15,2020
121,136,136,active,0,True,True,0,False,2020-08-13 23:59:35+00:00,2,5,12,True,,,2020-08-14 00:32:15,2020
122,137,137,active,0,True,True,0,False,2020-08-14 00:27:45+00:00,0,6,9,True,,,2020-08-14 00:32:15,2020
123,138,138,active,0,True,True,0,False,2020-08-14 00:15:31+00:00,2,11,2,True,,,2020-08-14 00:32:15,2020
124,139,139,active,0,True,True,0,False,2020-08-14 00:13:52+00:00,1,8,10,True,,,2020-08-14 00:32:15,2020
125,140,140,active,0,True,True,0,False,2020-08-14 00:19:32+00:00,1,13,3,True,,,2020-08-14 00:32:15,2020
126,141,141,active,0,True,True,0,False,2020-08-14 00:30:08+00:00,0,12,3,True,,,2020-08-14 00:32:15,2020
127,142,142,active,0,True,True,0,False,2020-08-14 00:31:58+00:00,1,9,13,True,,,2020-08-14 00:32:15,2020
128,143,143,active,0,True,True,0,False,2020-08-14 00:16:53+00:00,1,16,6,True,,,2020-08-14 00:32:15,2020
129,144,144,active,0,True,True,0,False,2020-08-13 23:59:58+00:00,0,11,8,True,,,2020-08-14 00:32:15,2020
130,145,145,active,0,True,True,0,False,2020-08-14 00:22:45+00:00,0,18,1,True,,,2020-08-14 00:32:15,2020
131,146,146,active,0,True,True,0,False,2020-08-14 00:31:58+00:00,0,7,12,True,,,2020-08-14 00:32:15,2020
132,149,149,active,0,True,True,0,True,2020-08-14 00:26:12+00:00,1,7,10,True,,,2020-08-14 00:32:15,2020
133,150,150,active,0,True,True,0,False,2020-08-13 23:50:47+00:00,1,9,9,True,,,2020-08-14 00:32:15,2020
134,151,151,active,0,True,True,0,False,2020-08-14 00:02:43+00:00,1,0,18,True,,,2020-08-14 00:32:15,2020
135,152,152,active,0,True,True,0,True,2020-08-14 00:30:27+00:00,0,11,4,True,,,2020-08-14 00:32:15,2020
136,156,156,active,0,True,True,0,False,2020-08-13 23:16:33+00:00,0,8,7,True,,,2020-08-14 00:32:15,2020
137,157,157,active,0,True,True,0,False,2020-08-14 00:22:20+00:00,1,14,0,True,,,2020-08-14 00:32:15,2020
138,159,159,active,0,True,True,0,False,2020-08-14 00:19:22+00:00,0,4,11,True,,,2020-08-14 00:32:15,2020
139,160,160,active,0,True,True,0,True,2020-08-14 00:15:25+00:00,0,8,6,True,,,2020-08-14 00:32:15,2020
140,161,161,active,0,True,True,0,True,2020-08-14 00:31:55+00:00,2,8,13,True,,,2020-08-14 00:32:15,2020
141,162,162,active,0,True,True,0,False,2020-08-14 00:05:05+00:00,0,2,13,True,,,2020-08-14 00:32:15,2020
142,163,163,active,0,True,True,0,True,2020-08-14 00:17:42+00:00,0,10,9,True,,,2020-08-14 00:32:15,2020
143,167,167,active,0,True,True,0,False,2020-08-14 00:13:32+00:00,0,4,11,True,,,2020-08-14 00:32:15,2020
144,169,169,active,0,True,True,0,False,2020-08-14 00:19:18+00:00,0,6,13,True,,,2020-08-14 00:32:15,2020
145,170,170,active,0,True,True,0,True,2020-08-14 00:30:30+00:00,0,7,7,True,,,2020-08-14 00:32:15,2020
146,171,171,active,0,True,True,0,True,2020-08-13 23:47:49+00:00,0,12,11,True,,,2020-08-14 00:32:15,2020
147,173,173,active,0,True,True,0,True,2020-08-14 00:11:05+00:00,0,12,2,True,,,2020-08-14 00:32:15,2020
148,174,174,active,0,True,True,0,False,2020-08-14 00:24:31+00:00,2,4,9,True,,,2020-08-14 00:32:15,2020
149,175,175,active,0,True,True,0,True,2020-08-14 00:16:33+00:00,2,8,7,True,,,2020-08-14 00:32:15,2020
150,176,176,active,0,True,True,0,False,2020-08-14 00:28:18+00:00,0,12,3,True,,,2020-08-14 00:32:15,2020
151,177,177,active,0,True,True,0,False,2020-08-14 00:05:31+00:00,0,2,17,True,,,2020-08-14 00:32:15,2020
152,178,178,active,0,True,True,0,False,2020-08-14 00:25:23+00:00,0,2,17,True,,,2020-08-14 00:32:15,2020
153,179,179,active,0,True,True,0,False,2020-08-14 00:30:17+00:00,0,11,14,True,,,2020-08-14 00:32:15,2020
154,180,180,active,0,True,True,0,False,2020-08-14 00:18:17+00:00,0,9,10,True,,,2020-08-14 00:32:15,2020
155,181,181,active,0,True,True,0,False,2020-08-14 00:22:00+00:00,0,12,7,True,,,2020-08-14 00:32:15,2020
156,182,182,active,0,True,True,0,True,2020-08-14 00:12:54+00:00,0,4,15,True,,,2020-08-14 00:32:15,2020
157,183,183,active,0,True,True,0,False,2020-08-14 00:10:29+00:00,1,3,15,True,,,2020-08-14 00:32:15,2020
158,184,184,active,0,True,True,0,False,2020-08-14 00:09:15+00:00,0,5,14,True,,,2020-08-14 00:32:15,2020
159,185,185,active,0,True,True,0,False,2020-08-14 00:29:29+00:00,0,8,7,True,,,2020-08-14 00:32:15,2020
160,186,186,active,0,True,True,0,True,2020-08-14 00:10:28+00:00,0,15,0,True,,,2020-08-14 00:32:15,2020
161,187,187,active,0,True,True,0,False,2020-08-14 00:26:24+00:00,0,6,9,True,,,2020-08-14 00:32:15,2020
162,188,188,active,0,True,True,0,False,2020-08-14 00:09:47+00:00,1,12,2,True,,,2020-08-14 00:32:15,2020
163,189,189,active,0,True,True,0,True,2020-08-14 00:18:55+00:00,0,0,23,True,,,2020-08-14 00:32:15,2020
164,190,190,active,0,True,True,0,True,2020-08-14 00:27:32+00:00,1,9,27,True,,,2020-08-14 00:32:15,2020
165,191,191,active,0,True,True,0,False,2020-08-14 00:22:33+00:00,0,4,11,True,,,2020-08-14 00:32:15,2020
166,192,192,active,0,True,True,0,False,2020-08-13 23:56:49+00:00,0,0,19,True,,,2020-08-14 00:32:15,2020
167,193,193,active,0,True,True,0,True,2020-08-14 00:27:35+00:00,1,6,8,True,,,2020-08-14 00:32:15,2020
168,194,194,active,0,True,True,0,False,2020-08-13 23:26:51+00:00,0,5,14,True,,,2020-08-14 00:32:15,2020
169,195,195,active,0,True,True,0,False,2020-08-14 00:31:40+00:00,1,4,18,True,,,2020-08-14 00:32:15,2020
170,196,196,active,0,True,True,0,True,2020-08-13 22:31:42+00:00,1,0,9,True,,,2020-08-14 00:32:15,2020
171,197,197,active,0,True,True,0,False,2020-08-13 23:59:03+00:00,1,3,11,True,,,2020-08-14 00:32:15,2020
172,199,199,active,0,True,True,0,False,2020-08-13 23:52:47+00:00,0,6,9,True,,,2020-08-14 00:32:15,2020
173,200,200,active,0,True,True,0,False,2020-08-14 00:00:36+00:00,0,11,8,True,,,2020-08-14 00:32:15,2020
174,201,201,active,0,True,True,0,False,2020-08-14 00:14:03+00:00,0,10,5,True,,,2020-08-14 00:32:15,2020
175,202,202,active,0,True,True,0,False,2020-08-13 20:38:42+00:00,0,1,14,True,,,2020-08-14 00:32:15,2020
176,203,203,active,0,True,True,0,False,2020-08-13 14:09:27+00:00,0,0,15,True,,,2020-08-14 00:32:15,2020
177,204,204,active,0,True,True,0,False,2020-08-13 23:23:03+00:00,1,1,13,True,,,2020-08-14 00:32:15,2020
178,205,205,active,0,True,True,0,False,2020-08-13 21:21:34+00:00,0,2,13,True,,,2020-08-14 00:32:15,2020
179,206,206,active,0,True,True,0,True,2020-08-13 23:52:23+00:00,1,3,19,True,,,2020-08-14 00:32:15,2020
180,208,208,active,0,True,True,0,True,2020-08-13 23:24:18+00:00,0,9,6,True,,,2020-08-14 00:32:15,2020
181,209,209,active,0,True,True,0,False,2020-08-13 22:18:03+00:00,0,8,7,True,,,2020-08-14 00:32:15,2020
182,210,210,active,0,True,True,0,False,2020-08-13 16:34:19+00:00,0,4,11,True,,,2020-08-14 00:32:15,2020
183,211,211,active,0,True,True,0,False,2020-08-14 00:26:57+00:00,0,8,11,True,,,2020-08-14 00:32:15,2020
184,212,212,active,0,True,True,0,False,2020-08-14 00:24:46+00:00,0,13,20,True,,,2020-08-14 00:32:15,2020
185,213,213,active,0,True,True,0,True,2020-08-14 00:14:05+00:00,0,5,11,True,,,2020-08-14 00:32:15,2020
186,214,214,active,0,True,True,0,False,2020-08-14 00:31:01+00:00,0,7,8,True,,,2020-08-14 00:32:15,2020
187,215,215,active,0,True,True,0,False,2020-08-13 23:26:48+00:00,0,5,10,True,,,2020-08-14 00:32:15,2020
188,216,216,active,0,True,True,0,False,2020-08-13 22:08:51+00:00,1,18,0,True,,,2020-08-14 00:32:15,2020
189,217,217,active,0,True,True,0,False,2020-08-13 23:59:25+00:00,0,8,11,True,,,2020-08-14 00:32:15,2020
190,218,218,active,0,True,True,0,False,2020-08-14 00:06:07+00:00,0,15,0,True,,,2020-08-14 00:32:15,2020
191,219,219,active,0,True,True,0,False,2020-08-14 00:28:52+00:00,1,4,10,True,,,2020-08-14 00:32:15,2020
192,221,221,active,0,True,True,0,False,2020-08-14 00:32:12+00:00,0,8,11,True,,,2020-08-14 00:32:15,2020
193,222,222,active,0,True,True,0,True,2020-08-13 23:59:03+00:00,0,2,12,True,,,2020-08-14 00:32:15,2020
194,224,224,active,0,True,True,0,False,2020-08-13 23:27:44+00:00,2,12,3,True,,,2020-08-14 00:32:15,2020
195,225,225,active,0,True,True,0,False,2020-08-14 00:27:53+00:00,0,6,13,True,,,2020-08-14 00:32:15,2020
196,226,226,active,0,True,True,0,False,2020-08-14 00:21:31+00:00,0,2,13,True,,,2020-08-14 00:32:15,2020
197,227,227,active,0,True,True,0,False,2020-08-14 00:31:02+00:00,3,13,3,True,,,2020-08-14 00:32:15,2020
198,228,228,active,0,True,True,0,False,2020-08-14 00:15:20+00:00,0,1,18,True,,,2020-08-14 00:32:15,2020
199,232,232,active,0,True,True,0,False,2020-08-13 22:59:36+00:00,0,6,5,True,,,2020-08-14 00:32:15,2020
200,233,233,active,0,True,True,0,False,2020-08-14 00:20:25+00:00,0,7,8,True,,,2020-08-14 00:32:15,2020
201,234,234,active,0,True,True,0,False,2020-08-14 00:32:00+00:00,0,1,14,True,,,2020-08-14 00:32:15,2020
202,235,235,active,0,True,True,0,False,2020-08-13 21:34:16+00:00,0,7,8,True,,,2020-08-14 00:32:15,2020
203,236,236,active,0,True,True,0,False,2020-08-14 00:21:37+00:00,0,9,6,True,,,2020-08-14 00:32:15,2020
204,239,239,active,0,True,True,0,False,2020-08-14 00:13:26+00:00,0,3,12,True,,,2020-08-14 00:32:15,2020
205,255,255,active,0,True,True,0,False,2020-08-13 12:33:28+00:00,0,10,5,True,,,2020-08-14 00:32:15,2020
206,258,258,active,0,True,True,0,False,2020-08-14 00:17:18+00:00,1,14,0,True,,,2020-08-14 00:32:15,2020
207,259,259,active,0,True,True,0,False,2020-08-13 18:35:59+00:00,0,14,1,True,,,2020-08-14 00:32:15,2020
208,260,260,active,0,True,True,0,False,2020-08-13 23:02:45+00:00,0,15,0,True,,,2020-08-14 00:32:15,2020
209,271,271,active,0,True,True,0,False,2020-08-13 19:07:23+00:00,0,9,6,True,,,2020-08-14 00:32:15,2020
210,272,272,active,0,True,True,0,False,2020-08-13 22:50:46+00:00,1,7,11,True,,,2020-08-14 00:32:15,2020
211,273,273,active,0,True,True,0,False,2020-08-14 00:19:09+00:00,0,18,22,True,,,2020-08-14 00:32:15,2020
212,279,279,active,0,True,True,0,False,2020-08-13 23:54:59+00:00,0,18,1,True,,,2020-08-14 00:32:15,2020
213,280,280,active,0,True,True,0,False,2020-08-13 23:57:24+00:00,1,9,9,True,,,2020-08-14 00:32:15,2020
214,282,282,active,0,True,True,0,False,2020-08-14 00:09:26+00:00,1,8,6,True,,,2020-08-14 00:32:15,2020
215,296,296,active,0,True,True,0,False,2020-08-14 00:19:54+00:00,0,8,15,True,,,2020-08-14 00:32:15,2020
216,318,318,active,0,True,True,0,False,2020-08-14 00:14:45+00:00,1,0,18,True,,,2020-08-14 00:32:15,2020
217,319,319,active,0,True,True,0,False,2020-08-14 00:18:58+00:00,0,3,22,True,,,2020-08-14 00:32:15,2020
218,327,327,active,0,True,True,0,False,2020-08-13 23:03:24+00:00,0,0,15,True,,,2020-08-14 00:32:15,2020
219,328,328,active,0,True,True,0,False,2020-08-14 00:31:37+00:00,2,8,5,True,,,2020-08-14 00:32:15,2020
220,329,329,active,0,True,True,0,False,2020-08-13 23:14:31+00:00,1,12,2,True,,,2020-08-14 00:32:15,2020
221,330,330,active,0,True,True,0,False,2020-08-13 23:59:19+00:00,0,6,9,True,,,2020-08-14 00:32:15,2020
222,331,331,active,0,True,True,0,False,2020-08-14 00:22:23+00:00,1,2,12,True,,,2020-08-14 00:32:15,2020
