,is_installed,station_status,is_renting,eightd_has_available_keys,num_ebikes_available,num_bikes_available,valet,legacy_id,is_returning,num_docks_available,station_id,num_docks_disabled,last_reported,num_bikes_disabled,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,active,True,False,0,12,"{'dock_blocked_count': 0, 'active': True, 'off_dock_count': 0, 'off_dock_capacity': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'valet_revision': 3}",296,True,10,296,0,2020-08-02 21:22:55+00:00,1,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-02 21:52:15,2020
1,True,active,True,True,0,6,,3,True,7,3,0,2020-08-02 21:39:50+00:00,2,,2020-08-02 21:52:15,2020
2,True,active,True,False,0,11,,4,True,8,4,0,2020-08-02 21:08:57+00:00,0,,2020-08-02 21:52:15,2020
3,True,active,True,False,0,2,,5,True,13,5,0,2020-08-02 20:56:11+00:00,0,,2020-08-02 21:52:15,2020
4,True,active,True,False,0,9,,6,True,6,6,0,2020-08-02 21:35:09+00:00,0,,2020-08-02 21:52:15,2020
5,True,active,True,False,0,9,,7,True,5,7,0,2020-08-02 21:39:50+00:00,1,,2020-08-02 21:52:15,2020
6,True,active,True,False,0,11,,8,True,5,8,0,2020-08-02 21:21:31+00:00,3,,2020-08-02 21:52:15,2020
7,True,active,True,False,0,9,,9,True,6,9,0,2020-08-02 21:35:48+00:00,0,,2020-08-02 21:52:15,2020
8,True,active,True,False,0,2,,10,True,8,10,0,2020-08-02 21:39:14+00:00,1,,2020-08-02 21:52:15,2020
9,True,active,True,False,0,10,,11,True,2,11,0,2020-08-02 21:29:24+00:00,3,,2020-08-02 21:52:15,2020
10,True,active,True,True,0,6,,12,True,12,12,0,2020-08-02 21:26:57+00:00,0,,2020-08-02 21:52:15,2020
11,True,active,True,False,0,12,,13,True,7,13,0,2020-08-02 21:51:50+00:00,0,,2020-08-02 21:52:15,2020
12,True,active,True,False,0,19,,14,True,5,14,0,2020-08-02 21:50:39+00:00,1,,2020-08-02 21:52:15,2020
13,True,active,True,False,0,9,,15,True,6,15,0,2020-08-02 21:03:51+00:00,0,,2020-08-02 21:52:15,2020
14,True,active,True,True,0,12,,16,True,7,16,0,2020-08-02 20:57:15+00:00,0,,2020-08-02 21:52:15,2020
15,True,active,True,False,0,8,,17,True,6,17,0,2020-08-02 21:07:47+00:00,1,,2020-08-02 21:52:15,2020
16,True,active,True,False,0,2,,19,True,13,19,0,2020-08-02 21:46:04+00:00,0,,2020-08-02 21:52:15,2020
17,True,active,True,True,0,12,,20,True,11,20,0,2020-08-02 21:52:10+00:00,0,,2020-08-02 21:52:15,2020
18,True,active,True,True,0,13,,21,True,5,21,0,2020-08-02 21:15:30+00:00,0,,2020-08-02 21:52:15,2020
19,True,active,True,True,0,11,,22,True,36,22,0,2020-08-02 21:07:44+00:00,0,,2020-08-02 21:52:15,2020
20,True,active,True,True,0,3,,23,True,18,23,0,2020-08-02 21:30:21+00:00,0,,2020-08-02 21:52:15,2020
21,True,active,True,False,0,14,,24,True,4,24,0,2020-08-02 21:50:35+00:00,1,,2020-08-02 21:52:15,2020
22,True,active,True,False,0,6,,25,True,7,25,0,2020-08-02 21:37:44+00:00,2,,2020-08-02 21:52:15,2020
23,True,active,True,False,0,1,,26,True,14,26,0,2020-08-02 21:36:13+00:00,0,,2020-08-02 21:52:15,2020
24,True,active,True,False,0,4,,27,True,19,27,0,2020-08-02 21:42:20+00:00,0,,2020-08-02 21:52:15,2020
25,True,active,True,False,0,6,,29,True,9,29,0,2020-08-02 20:54:08+00:00,0,,2020-08-02 21:52:15,2020
26,True,active,True,False,0,1,,30,True,11,30,0,2020-08-02 21:21:19+00:00,3,,2020-08-02 21:52:15,2020
27,True,active,True,True,0,1,,31,True,18,31,0,2020-08-02 21:12:03+00:00,0,,2020-08-02 21:52:15,2020
28,True,active,True,False,0,5,,32,True,7,32,0,2020-08-02 21:49:24+00:00,3,,2020-08-02 21:52:15,2020
29,True,active,True,False,0,1,,33,True,25,33,0,2020-08-02 21:25:24+00:00,1,,2020-08-02 21:52:15,2020
30,True,active,True,False,0,3,,35,True,20,35,0,2020-08-02 20:31:59+00:00,0,,2020-08-02 21:52:15,2020
31,True,active,True,True,0,15,,36,True,18,36,0,2020-08-02 21:45:44+00:00,0,,2020-08-02 21:52:15,2020
32,True,active,True,True,0,8,,37,True,7,37,0,2020-08-02 20:10:59+00:00,0,,2020-08-02 21:52:15,2020
33,True,active,True,False,0,5,,39,True,17,39,0,2020-08-02 21:41:08+00:00,1,,2020-08-02 21:52:15,2020
34,True,active,True,False,0,13,,40,True,3,40,0,2020-08-02 21:19:57+00:00,3,,2020-08-02 21:52:15,2020
35,True,active,True,True,0,9,,41,True,13,41,0,2020-08-02 21:46:00+00:00,5,,2020-08-02 21:52:15,2020
36,True,active,True,False,0,0,,42,True,22,42,0,2020-08-02 21:39:30+00:00,1,,2020-08-02 21:52:15,2020
37,True,active,True,True,0,12,,43,True,3,43,0,2020-08-02 21:47:34+00:00,0,,2020-08-02 21:52:15,2020
38,True,active,True,False,0,4,,44,True,18,44,0,2020-08-02 21:41:32+00:00,1,,2020-08-02 21:52:15,2020
39,True,active,True,False,0,7,,46,True,11,46,0,2020-08-02 21:51:58+00:00,1,,2020-08-02 21:52:15,2020
40,True,active,True,True,0,9,,47,True,10,47,0,2020-08-02 21:42:33+00:00,0,,2020-08-02 21:52:15,2020
41,True,active,True,False,0,3,,48,True,16,48,0,2020-08-02 21:00:53+00:00,0,,2020-08-02 21:52:15,2020
42,True,active,True,False,0,10,,49,True,8,49,0,2020-08-02 21:23:10+00:00,0,,2020-08-02 21:52:15,2020
43,True,active,True,True,0,5,,50,True,10,50,0,2020-08-02 21:46:44+00:00,0,,2020-08-02 21:52:15,2020
44,True,active,True,False,0,14,,51,True,0,51,0,2020-08-02 21:00:12+00:00,1,,2020-08-02 21:52:15,2020
45,True,active,True,True,0,4,,52,True,18,52,0,2020-08-02 21:51:45+00:00,1,,2020-08-02 21:52:15,2020
46,True,active,True,False,0,7,,53,True,11,53,0,2020-08-02 21:51:53+00:00,1,,2020-08-02 21:52:15,2020
47,True,active,True,False,0,1,,54,True,11,54,0,2020-08-02 21:44:09+00:00,3,,2020-08-02 21:52:15,2020
48,True,active,True,False,0,1,,55,True,14,55,0,2020-08-02 21:03:22+00:00,0,,2020-08-02 21:52:15,2020
49,True,active,True,True,0,11,,56,True,7,56,0,2020-08-02 21:28:53+00:00,0,,2020-08-02 21:52:15,2020
50,True,active,True,True,0,4,,57,True,10,57,0,2020-08-02 21:42:14+00:00,0,,2020-08-02 21:52:15,2020
51,True,active,True,True,0,5,,58,True,14,58,0,2020-08-02 21:21:28+00:00,0,,2020-08-02 21:52:15,2020
52,True,active,True,True,0,10,,59,True,9,59,0,2020-08-02 21:33:46+00:00,0,,2020-08-02 21:52:15,2020
53,True,active,True,False,0,6,,60,True,13,60,0,2020-08-02 21:43:22+00:00,0,,2020-08-02 21:52:15,2020
54,True,active,True,False,0,18,,61,True,1,61,0,2020-08-02 21:35:23+00:00,0,,2020-08-02 21:52:15,2020
55,True,active,True,False,0,1,,63,True,14,63,0,2020-08-02 21:44:44+00:00,0,,2020-08-02 21:52:15,2020
56,True,active,True,False,0,12,,64,True,7,64,0,2020-08-02 21:46:02+00:00,0,,2020-08-02 21:52:15,2020
57,True,active,True,False,0,16,,65,True,6,65,0,2020-08-02 20:35:12+00:00,1,,2020-08-02 21:52:15,2020
58,True,active,True,False,0,11,,66,True,3,66,0,2020-08-02 21:16:44+00:00,1,,2020-08-02 21:52:15,2020
59,True,active,True,False,0,1,,67,True,25,67,0,2020-08-02 21:45:58+00:00,1,,2020-08-02 21:52:15,2020
60,True,active,True,True,0,11,,68,True,8,68,0,2020-08-02 21:46:08+00:00,0,,2020-08-02 21:52:15,2020
61,True,active,True,True,0,6,,69,True,13,69,0,2020-08-02 21:44:12+00:00,0,,2020-08-02 21:52:15,2020
62,True,active,True,False,0,16,,70,True,7,70,0,2020-08-02 21:49:44+00:00,0,,2020-08-02 21:52:15,2020
63,True,active,True,False,0,19,,71,True,4,71,0,2020-08-02 21:42:11+00:00,0,,2020-08-02 21:52:15,2020
64,True,active,True,False,0,4,,72,True,19,72,0,2020-08-02 20:39:27+00:00,0,,2020-08-02 21:52:15,2020
65,True,active,True,False,0,15,,73,True,0,73,0,2020-08-02 21:07:31+00:00,0,,2020-08-02 21:52:15,2020
66,True,active,True,True,0,18,,74,True,0,74,0,2020-08-02 20:58:12+00:00,1,,2020-08-02 21:52:15,2020
67,True,active,True,False,0,2,,75,True,13,75,0,2020-08-02 21:43:26+00:00,0,,2020-08-02 21:52:15,2020
68,True,active,True,False,0,1,,76,True,16,76,0,2020-08-02 21:44:03+00:00,0,,2020-08-02 21:52:15,2020
69,True,active,True,False,0,6,,77,True,9,77,0,2020-08-02 21:40:25+00:00,0,,2020-08-02 21:52:15,2020
70,True,active,True,False,0,4,,78,True,15,78,0,2020-08-02 21:46:03+00:00,0,,2020-08-02 21:52:15,2020
71,True,active,True,False,0,12,,79,True,6,79,0,2020-08-02 21:23:51+00:00,1,,2020-08-02 21:52:15,2020
72,True,active,True,False,0,9,,80,True,23,80,0,2020-08-02 21:48:46+00:00,3,,2020-08-02 21:52:15,2020
73,True,active,True,False,0,7,,81,True,11,81,0,2020-08-02 21:49:30+00:00,1,,2020-08-02 21:52:15,2020
74,True,active,True,False,0,7,,82,True,8,82,0,2020-08-02 21:47:45+00:00,0,,2020-08-02 21:52:15,2020
75,True,active,True,False,0,6,,84,True,9,84,0,2020-08-02 21:14:04+00:00,0,,2020-08-02 21:52:15,2020
76,True,active,True,False,0,13,,85,True,6,85,0,2020-08-02 21:15:24+00:00,0,,2020-08-02 21:52:15,2020
77,True,active,True,False,0,16,,86,True,2,86,0,2020-08-02 21:26:48+00:00,1,,2020-08-02 21:52:15,2020
78,True,active,True,False,0,0,,87,True,15,87,0,2020-08-02 21:48:21+00:00,0,,2020-08-02 21:52:15,2020
79,True,active,True,False,0,15,,89,True,2,89,0,2020-08-02 21:43:01+00:00,2,,2020-08-02 21:52:15,2020
80,True,active,True,False,0,5,,90,True,13,90,0,2020-08-02 21:51:36+00:00,1,,2020-08-02 21:52:15,2020
81,True,active,True,False,0,6,,91,True,13,91,0,2020-08-02 21:51:36+00:00,0,,2020-08-02 21:52:15,2020
82,True,active,True,False,0,19,,92,True,0,92,0,2020-08-02 21:49:43+00:00,0,,2020-08-02 21:52:15,2020
83,True,active,True,False,0,12,,93,True,1,93,0,2020-08-02 21:46:14+00:00,2,,2020-08-02 21:52:15,2020
84,True,active,True,False,0,5,,94,True,5,94,0,2020-08-02 21:41:01+00:00,1,,2020-08-02 21:52:15,2020
85,True,active,True,False,0,1,,95,True,14,95,0,2020-08-02 21:50:52+00:00,0,,2020-08-02 21:52:15,2020
86,True,active,True,False,0,1,,96,True,18,96,0,2020-08-02 21:36:45+00:00,0,,2020-08-02 21:52:15,2020
87,True,active,True,False,0,6,,97,True,12,97,0,2020-08-02 21:29:55+00:00,1,,2020-08-02 21:52:15,2020
88,True,active,True,False,0,13,,98,True,8,98,0,2020-08-02 21:11:57+00:00,1,,2020-08-02 21:52:15,2020
89,True,active,True,False,0,14,,99,True,1,99,0,2020-08-02 21:12:21+00:00,0,,2020-08-02 21:52:15,2020
90,True,active,True,True,0,15,,100,True,9,100,0,2020-08-02 21:28:15+00:00,1,,2020-08-02 21:52:15,2020
91,True,active,True,False,0,12,,101,True,3,101,0,2020-08-02 21:07:00+00:00,0,,2020-08-02 21:52:15,2020
92,True,active,True,False,0,11,,102,True,4,102,0,2020-08-02 21:42:46+00:00,0,,2020-08-02 21:52:15,2020
93,True,active,True,False,0,5,,103,True,9,103,0,2020-08-02 21:18:18+00:00,1,,2020-08-02 21:52:15,2020
94,True,active,True,False,0,7,,104,True,11,104,0,2020-08-02 21:45:47+00:00,1,,2020-08-02 21:52:15,2020
