,num_bikes_available,legacy_id,num_docks_disabled,eightd_has_available_keys,is_renting,is_returning,station_id,last_reported,is_installed,num_bikes_disabled,num_ebikes_available,num_docks_available,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2,3,0,True,True,True,3,2020-07-28 22:12:41+00:00,True,0,0,13,active,,,2020-07-28 22:14:10,2020
1,11,4,0,False,True,True,4,2020-07-28 22:10:36+00:00,True,0,0,8,active,,,2020-07-28 22:14:10,2020
2,11,5,0,False,True,True,5,2020-07-28 22:10:44+00:00,True,0,0,4,active,,,2020-07-28 22:14:10,2020
3,5,6,0,False,True,True,6,2020-07-28 21:55:13+00:00,True,0,0,10,active,,,2020-07-28 22:14:10,2020
4,4,7,0,False,True,True,7,2020-07-28 22:09:33+00:00,True,0,0,11,active,,,2020-07-28 22:14:10,2020
5,1,8,0,False,True,True,8,2020-07-28 22:11:32+00:00,True,1,0,17,active,,,2020-07-28 22:14:10,2020
6,11,9,0,False,True,True,9,2020-07-28 22:13:36+00:00,True,1,0,3,active,,,2020-07-28 22:14:10,2020
7,10,10,0,False,True,True,10,2020-07-28 22:02:56+00:00,True,1,0,0,active,,,2020-07-28 22:14:10,2020
8,3,11,0,False,True,True,11,2020-07-28 22:04:59+00:00,True,2,0,10,active,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'valet_revision': 69, 'region': 'BOS', 'active': True, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 30}",2020-07-28 22:14:10,2020
9,13,12,0,True,True,True,12,2020-07-28 22:11:33+00:00,True,0,0,5,active,,,2020-07-28 22:14:10,2020
10,0,13,0,False,True,True,13,2020-07-28 22:01:14+00:00,True,0,0,19,active,,,2020-07-28 22:14:10,2020
11,4,14,0,False,True,True,14,2020-07-28 22:13:30+00:00,True,0,0,21,active,,,2020-07-28 22:14:10,2020
12,11,15,0,False,True,True,15,2020-07-28 22:07:04+00:00,True,0,0,4,active,,,2020-07-28 22:14:10,2020
13,10,16,0,True,True,True,16,2020-07-28 22:10:55+00:00,True,2,0,7,active,,,2020-07-28 22:14:10,2020
14,7,17,0,False,True,True,17,2020-07-28 21:09:56+00:00,True,0,0,8,active,,,2020-07-28 22:14:10,2020
15,3,19,0,False,True,True,19,2020-07-28 21:49:16+00:00,True,0,0,12,active,,,2020-07-28 22:14:10,2020
16,13,20,0,True,True,True,20,2020-07-28 22:05:49+00:00,True,0,0,10,active,,,2020-07-28 22:14:10,2020
17,7,21,0,True,True,True,21,2020-07-28 21:58:10+00:00,True,2,0,9,active,,,2020-07-28 22:14:10,2020
18,2,22,0,False,True,True,22,2020-07-28 22:13:19+00:00,True,0,0,45,active,,,2020-07-28 22:14:10,2020
19,1,23,0,True,True,True,23,2020-07-28 22:13:41+00:00,True,2,0,18,active,,,2020-07-28 22:14:10,2020
20,12,24,0,False,True,True,24,2020-07-28 22:11:37+00:00,True,0,0,7,active,,,2020-07-28 22:14:10,2020
21,13,25,0,False,True,True,25,2020-07-28 22:09:02+00:00,True,0,0,2,active,,,2020-07-28 22:14:10,2020
22,8,26,0,False,True,True,26,2020-07-28 22:13:52+00:00,True,0,0,7,active,,,2020-07-28 22:14:10,2020
23,11,27,0,False,True,True,27,2020-07-28 22:02:52+00:00,True,0,0,12,active,,,2020-07-28 22:14:10,2020
24,11,29,0,False,True,True,29,2020-07-28 21:58:20+00:00,True,1,0,3,active,,,2020-07-28 22:14:10,2020
25,4,30,0,False,True,True,30,2020-07-28 22:01:22+00:00,True,0,0,11,active,,,2020-07-28 22:14:10,2020
26,6,31,0,True,True,True,31,2020-07-28 21:38:43+00:00,True,1,0,12,active,,,2020-07-28 22:14:10,2020
27,3,32,0,False,True,True,32,2020-07-28 22:06:46+00:00,True,0,0,12,active,,,2020-07-28 22:14:10,2020
28,4,33,0,False,True,True,33,2020-07-28 22:06:27+00:00,True,2,0,21,active,,,2020-07-28 22:14:10,2020
29,4,35,0,False,True,True,35,2020-07-28 22:09:20+00:00,True,1,0,18,active,,,2020-07-28 22:14:10,2020
30,23,36,0,True,True,True,36,2020-07-28 22:04:53+00:00,True,1,0,9,active,,,2020-07-28 22:14:10,2020
31,1,37,0,True,True,True,37,2020-07-28 20:55:56+00:00,True,0,0,14,active,,,2020-07-28 22:14:10,2020
32,2,39,0,False,True,True,39,2020-07-28 22:13:39+00:00,True,1,0,20,active,,,2020-07-28 22:14:10,2020
33,13,40,0,False,True,True,40,2020-07-28 22:11:11+00:00,True,0,0,6,active,,,2020-07-28 22:14:10,2020
34,11,41,0,True,True,True,41,2020-07-28 22:11:47+00:00,True,1,0,15,active,,,2020-07-28 22:14:10,2020
35,12,42,0,False,True,True,42,2020-07-28 22:11:11+00:00,True,0,0,11,active,,,2020-07-28 22:14:10,2020
36,2,43,0,True,True,True,43,2020-07-28 21:58:52+00:00,True,0,0,13,active,,,2020-07-28 22:14:10,2020
37,6,44,0,False,True,True,44,2020-07-28 22:04:30+00:00,True,0,0,17,active,,,2020-07-28 22:14:10,2020
38,10,46,0,False,True,True,46,2020-07-28 22:13:12+00:00,True,1,0,8,active,,,2020-07-28 22:14:10,2020
39,18,47,0,True,True,True,47,2020-07-28 22:06:54+00:00,True,0,0,1,active,,,2020-07-28 22:14:10,2020
40,2,48,0,False,True,True,48,2020-07-28 22:03:45+00:00,True,1,0,16,active,,,2020-07-28 22:14:10,2020
41,1,49,0,False,True,True,49,2020-07-28 21:44:57+00:00,True,1,0,16,active,,,2020-07-28 22:14:10,2020
42,0,50,0,True,True,True,50,2020-07-28 22:01:24+00:00,True,0,0,15,active,,,2020-07-28 22:14:10,2020
43,9,51,0,False,True,True,51,2020-07-28 22:09:31+00:00,True,1,0,5,active,,,2020-07-28 22:14:10,2020
44,17,52,0,True,True,True,52,2020-07-28 22:08:49+00:00,True,3,0,3,active,,,2020-07-28 22:14:10,2020
45,8,53,0,False,True,True,53,2020-07-28 22:13:12+00:00,True,0,0,11,active,,,2020-07-28 22:14:10,2020
46,12,54,0,False,True,True,54,2020-07-28 22:02:04+00:00,True,0,0,3,active,,,2020-07-28 22:14:10,2020
47,13,55,0,False,True,True,55,2020-07-28 22:11:50+00:00,True,0,0,2,active,,,2020-07-28 22:14:10,2020
48,16,56,0,True,True,True,56,2020-07-28 22:04:05+00:00,True,0,0,2,active,,,2020-07-28 22:14:10,2020
49,3,57,0,True,True,True,57,2020-07-28 22:08:51+00:00,True,0,0,11,active,,,2020-07-28 22:14:10,2020
50,6,58,0,True,True,True,58,2020-07-28 22:12:36+00:00,True,0,0,13,active,,,2020-07-28 22:14:10,2020
51,0,59,0,True,True,True,59,2020-07-28 22:06:16+00:00,True,0,0,19,active,,,2020-07-28 22:14:10,2020
52,14,60,0,False,True,True,60,2020-07-28 22:13:40+00:00,True,0,0,5,active,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'dock_blocked_count': 0, 'valet_revision': 59, 'region': 'BOS', 'active': True, 'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 6}",2020-07-28 22:14:10,2020
53,16,61,0,False,True,True,61,2020-07-28 22:13:59+00:00,True,0,0,3,active,,,2020-07-28 22:14:10,2020
54,15,63,0,False,True,True,63,2020-07-28 21:25:34+00:00,True,0,0,0,active,,,2020-07-28 22:14:10,2020
55,7,64,0,False,True,True,64,2020-07-28 21:41:50+00:00,True,0,0,12,active,,,2020-07-28 22:14:10,2020
56,9,65,0,False,True,True,65,2020-07-28 21:41:14+00:00,True,1,0,13,active,,,2020-07-28 22:14:10,2020
57,3,66,0,False,True,True,66,2020-07-28 21:53:51+00:00,True,0,0,12,active,,,2020-07-28 22:14:10,2020
58,15,67,0,True,True,True,67,2020-07-28 22:10:00+00:00,True,4,0,8,active,,,2020-07-28 22:14:10,2020
59,8,68,0,True,True,True,68,2020-07-28 22:13:52+00:00,True,0,0,11,active,,,2020-07-28 22:14:10,2020
60,9,69,0,True,True,True,69,2020-07-28 22:09:14+00:00,True,2,0,8,active,,,2020-07-28 22:14:10,2020
61,11,70,0,False,True,True,70,2020-07-28 22:02:41+00:00,True,0,0,12,active,,,2020-07-28 22:14:10,2020
62,15,71,0,False,True,True,71,2020-07-28 22:11:26+00:00,True,0,0,8,active,,,2020-07-28 22:14:10,2020
63,12,72,0,False,True,True,72,2020-07-28 22:11:08+00:00,True,0,0,11,active,,,2020-07-28 22:14:10,2020
64,10,73,0,False,True,True,73,2020-07-28 21:27:33+00:00,True,0,0,5,active,,,2020-07-28 22:14:10,2020
65,12,74,0,True,True,True,74,2020-07-28 21:43:56+00:00,True,1,0,6,active,,,2020-07-28 22:14:10,2020
66,5,75,0,False,True,True,75,2020-07-28 22:02:36+00:00,True,1,0,9,active,,,2020-07-28 22:14:10,2020
67,4,76,0,False,True,True,76,2020-07-28 22:09:16+00:00,True,0,0,13,active,,,2020-07-28 22:14:10,2020
68,8,77,0,False,True,True,77,2020-07-28 22:01:33+00:00,True,0,0,7,active,,,2020-07-28 22:14:10,2020
69,10,78,0,False,True,True,78,2020-07-28 22:08:45+00:00,True,1,0,8,active,,,2020-07-28 22:14:10,2020
70,3,79,0,False,True,True,79,2020-07-28 22:08:38+00:00,True,2,0,14,active,,,2020-07-28 22:14:10,2020
71,16,80,0,False,True,True,80,2020-07-28 22:12:15+00:00,True,0,0,19,active,,,2020-07-28 22:14:10,2020
72,9,81,0,False,True,True,81,2020-07-28 22:12:23+00:00,True,0,0,10,active,,,2020-07-28 22:14:10,2020
73,2,82,0,False,True,True,82,2020-07-28 21:42:34+00:00,True,0,0,13,active,,,2020-07-28 22:14:10,2020
74,4,84,0,False,True,True,84,2020-07-28 22:13:27+00:00,True,1,0,10,active,,,2020-07-28 22:14:10,2020
75,0,85,0,False,True,True,85,2020-07-28 21:50:33+00:00,True,0,0,19,active,,,2020-07-28 22:14:10,2020
76,9,86,0,False,True,True,86,2020-07-28 22:11:40+00:00,True,0,0,10,active,,,2020-07-28 22:14:10,2020
77,13,87,0,False,True,True,87,2020-07-28 22:13:16+00:00,True,0,0,2,active,,,2020-07-28 22:14:10,2020
78,3,89,0,False,True,True,89,2020-07-28 21:54:13+00:00,True,2,0,14,active,,,2020-07-28 22:14:10,2020
