,eightd_has_available_keys,num_bikes_available,station_status,last_reported,num_docks_disabled,is_renting,is_returning,legacy_id,num_bikes_disabled,station_id,num_docks_available,is_installed,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,False,6,active,2020-08-10 18:08:19+00:00,0,True,True,3,0,3,9,True,0,,,2020-08-10 18:33:05,2020
1,False,3,active,2020-08-10 18:09:10+00:00,0,True,True,4,0,4,16,True,0,,,2020-08-10 18:33:05,2020
2,False,0,active,2020-08-10 18:13:21+00:00,0,True,True,5,0,5,15,True,0,,,2020-08-10 18:33:05,2020
3,False,12,active,2020-08-10 18:31:54+00:00,0,True,True,6,1,6,2,True,0,,,2020-08-10 18:33:05,2020
4,False,7,active,2020-08-10 17:12:46+00:00,0,True,True,7,0,7,8,True,0,,,2020-08-10 18:33:05,2020
5,False,13,active,2020-08-10 18:28:42+00:00,0,True,True,8,0,8,6,True,0,,,2020-08-10 18:33:05,2020
6,False,2,active,2020-08-10 18:28:06+00:00,0,True,True,9,0,9,13,True,0,,,2020-08-10 18:33:05,2020
7,False,3,active,2020-08-10 18:12:00+00:00,0,True,True,10,2,10,6,True,0,,,2020-08-10 18:33:05,2020
8,False,11,active,2020-08-10 18:22:24+00:00,0,True,True,11,1,11,3,True,0,,,2020-08-10 18:33:05,2020
9,True,16,active,2020-08-10 18:12:42+00:00,0,True,True,12,0,12,2,True,0,,,2020-08-10 18:33:05,2020
10,False,18,active,2020-08-10 18:28:35+00:00,0,True,True,13,0,13,1,True,0,,,2020-08-10 18:33:05,2020
11,False,14,active,2020-08-10 18:23:48+00:00,0,True,True,14,2,14,9,True,0,,,2020-08-10 18:33:05,2020
12,False,13,active,2020-08-10 17:35:57+00:00,0,True,True,15,0,15,2,True,0,,,2020-08-10 18:33:05,2020
13,True,6,active,2020-08-10 18:27:18+00:00,0,True,True,16,0,16,13,True,0,,,2020-08-10 18:33:05,2020
14,False,1,active,2020-08-10 18:14:16+00:00,0,True,True,17,0,17,14,True,0,,,2020-08-10 18:33:05,2020
15,False,5,active,2020-08-10 18:30:31+00:00,0,True,True,19,0,19,10,True,0,,,2020-08-10 18:33:05,2020
16,True,0,active,2020-08-10 18:32:55+00:00,0,True,True,20,1,20,22,True,0,,,2020-08-10 18:33:05,2020
17,True,2,active,2020-08-10 17:25:10+00:00,0,True,True,21,0,21,16,True,0,,,2020-08-10 18:33:05,2020
18,True,22,active,2020-08-10 18:10:07+00:00,0,True,True,22,2,22,23,True,0,,,2020-08-10 18:33:05,2020
19,False,11,active,2020-08-10 17:55:28+00:00,0,True,True,23,0,23,10,True,0,,,2020-08-10 18:33:05,2020
20,False,1,active,2020-08-10 14:57:36+00:00,0,True,True,24,0,24,18,True,0,,,2020-08-10 18:33:05,2020
21,False,1,active,2020-08-10 18:16:50+00:00,0,True,True,25,1,25,13,True,0,,,2020-08-10 18:33:05,2020
22,False,7,active,2020-08-10 17:24:54+00:00,0,True,True,26,0,26,8,True,0,,,2020-08-10 18:33:05,2020
23,False,12,active,2020-08-10 18:16:20+00:00,0,True,True,27,1,27,10,True,0,,,2020-08-10 18:33:05,2020
24,False,8,active,2020-08-10 16:48:00+00:00,0,True,True,29,1,29,6,True,0,,,2020-08-10 18:33:05,2020
25,False,15,active,2020-08-10 18:05:17+00:00,0,True,True,30,0,30,0,True,0,,,2020-08-10 18:33:05,2020
26,True,6,active,2020-08-10 17:24:16+00:00,0,True,True,31,0,31,13,True,0,,,2020-08-10 18:33:05,2020
27,False,7,active,2020-08-10 18:30:39+00:00,0,True,True,32,0,32,8,True,0,,,2020-08-10 18:33:05,2020
28,False,15,active,2020-08-10 18:31:51+00:00,0,True,True,33,0,33,12,True,0,,,2020-08-10 18:33:05,2020
