,is_returning,num_bikes_available,station_status,eightd_has_available_keys,num_docks_disabled,station_id,num_bikes_disabled,num_docks_available,is_renting,legacy_id,num_ebikes_available,last_reported,is_installed,timestamp_of_data_read_request,year_station_last_reported
210,True,3,active,False,0,272,1,15,True,272,0,2020-08-13 04:47:01+00:00,True,2020-08-13 05:38:40,2020
211,True,15,active,False,0,273,0,25,True,273,0,2020-08-13 03:46:05+00:00,True,2020-08-13 05:38:40,2020
212,True,18,active,False,0,279,0,1,True,279,0,2020-08-13 03:24:03+00:00,True,2020-08-13 05:38:40,2020
213,True,8,active,False,0,280,0,11,True,280,0,2020-08-13 03:45:58+00:00,True,2020-08-13 05:38:40,2020
214,True,10,active,False,0,282,1,4,True,282,0,2020-08-13 03:23:49+00:00,True,2020-08-13 05:38:40,2020
215,True,15,active,False,0,296,0,8,True,296,0,2020-08-13 05:11:00+00:00,True,2020-08-13 05:38:40,2020
216,True,3,active,False,0,318,0,16,True,318,0,2020-08-13 04:58:28+00:00,True,2020-08-13 05:38:40,2020
217,True,2,active,False,0,319,0,23,True,319,0,2020-08-13 04:19:05+00:00,True,2020-08-13 05:38:40,2020
218,True,9,active,False,0,327,0,6,True,327,0,2020-08-13 03:22:42+00:00,True,2020-08-13 05:38:40,2020
219,True,11,active,False,0,328,1,3,True,328,0,2020-08-13 03:55:30+00:00,True,2020-08-13 05:38:40,2020
220,True,8,active,False,0,329,0,7,True,329,0,2020-08-13 04:16:03+00:00,True,2020-08-13 05:38:40,2020
221,True,5,active,False,0,330,0,10,True,330,0,2020-08-13 05:13:50+00:00,True,2020-08-13 05:38:40,2020
222,True,5,active,False,0,331,1,9,True,331,0,2020-08-13 05:19:07+00:00,True,2020-08-13 05:38:40,2020
223,True,14,active,False,0,332,1,0,True,332,0,2020-08-13 03:28:16+00:00,True,2020-08-13 05:38:40,2020
224,True,25,active,False,0,333,0,0,True,333,0,2020-08-13 04:18:16+00:00,True,2020-08-13 05:38:40,2020
225,True,16,active,False,0,334,2,1,True,334,0,2020-08-13 03:37:19+00:00,True,2020-08-13 05:38:40,2020
226,True,12,active,False,0,335,0,7,True,335,0,2020-08-13 05:38:11+00:00,True,2020-08-13 05:38:40,2020
227,True,4,active,False,0,336,0,11,True,336,0,2020-08-13 03:25:37+00:00,True,2020-08-13 05:38:40,2020
228,True,15,active,False,0,337,0,0,True,337,0,2020-08-13 03:25:15+00:00,True,2020-08-13 05:38:40,2020
