,num_bikes_available,station_id,num_ebikes_available,is_renting,num_docks_available,eightd_has_available_keys,legacy_id,is_installed,station_status,num_docks_disabled,is_returning,num_bikes_disabled,last_reported,timestamp_of_data_read_request,year_station_last_reported
0,2,3,0,True,13,False,3,True,active,0,True,0,2020-08-21 00:14:11+00:00,2020-08-21 00:14:30,2020
1,14,4,0,True,5,False,4,True,active,0,True,0,2020-08-21 00:08:43+00:00,2020-08-21 00:14:30,2020
2,5,5,0,True,10,False,5,True,active,0,True,0,2020-08-21 00:04:45+00:00,2020-08-21 00:14:30,2020
3,1,6,0,True,14,False,6,True,active,0,True,0,2020-08-21 00:07:28+00:00,2020-08-21 00:14:30,2020
4,9,7,0,True,6,False,7,True,active,0,True,0,2020-08-21 00:11:26+00:00,2020-08-21 00:14:30,2020
5,16,8,0,True,2,False,8,True,active,0,True,1,2020-08-21 00:13:05+00:00,2020-08-21 00:14:30,2020
6,12,9,0,True,3,False,9,True,active,0,True,0,2020-08-21 00:03:22+00:00,2020-08-21 00:14:30,2020
7,0,10,0,True,11,False,10,True,active,0,True,0,2020-08-20 23:27:55+00:00,2020-08-21 00:14:30,2020
8,1,11,0,True,14,False,11,True,active,0,True,0,2020-08-20 23:59:04+00:00,2020-08-21 00:14:30,2020
9,10,12,0,True,6,True,12,True,active,0,True,2,2020-08-21 00:13:22+00:00,2020-08-21 00:14:30,2020
10,0,13,0,True,19,False,13,True,active,0,True,0,2020-08-20 23:41:45+00:00,2020-08-21 00:14:30,2020
11,0,14,0,True,25,False,14,True,active,0,True,0,2020-08-20 23:51:37+00:00,2020-08-21 00:14:30,2020
12,12,15,0,True,3,False,15,True,active,0,True,0,2020-08-20 23:53:27+00:00,2020-08-21 00:14:30,2020
13,10,16,0,True,9,True,16,True,active,0,True,0,2020-08-20 23:40:19+00:00,2020-08-21 00:14:30,2020
14,6,17,0,True,9,False,17,True,active,0,True,0,2020-08-21 00:13:33+00:00,2020-08-21 00:14:30,2020
15,4,19,0,True,11,False,19,True,active,0,True,0,2020-08-21 00:12:28+00:00,2020-08-21 00:14:30,2020
16,11,20,0,True,12,True,20,True,active,0,True,0,2020-08-21 00:12:27+00:00,2020-08-21 00:14:30,2020
17,13,21,0,True,5,True,21,True,active,0,True,0,2020-08-21 00:12:29+00:00,2020-08-21 00:14:30,2020
18,4,22,0,True,43,True,22,True,active,0,True,0,2020-08-21 00:00:45+00:00,2020-08-21 00:14:30,2020
19,1,23,0,True,20,False,23,True,active,0,True,0,2020-08-20 23:46:58+00:00,2020-08-21 00:14:30,2020
20,16,24,0,True,2,False,24,True,active,0,True,1,2020-08-21 00:08:08+00:00,2020-08-21 00:14:30,2020
21,7,25,0,True,7,False,25,True,active,0,True,1,2020-08-21 00:11:36+00:00,2020-08-21 00:14:30,2020
22,11,26,0,True,4,False,26,True,active,0,True,0,2020-08-20 23:12:29+00:00,2020-08-21 00:14:30,2020
23,8,27,0,True,11,False,27,True,active,0,True,4,2020-08-21 00:12:49+00:00,2020-08-21 00:14:30,2020
24,3,29,0,True,11,False,29,True,active,0,True,1,2020-08-20 23:03:32+00:00,2020-08-21 00:14:30,2020
25,0,30,0,True,15,False,30,True,active,0,True,0,2020-08-21 00:13:12+00:00,2020-08-21 00:14:30,2020
26,9,31,0,True,10,True,31,True,active,0,True,0,2020-08-21 00:08:52+00:00,2020-08-21 00:14:30,2020
27,1,32,0,True,14,False,32,True,active,0,True,0,2020-08-21 00:06:33+00:00,2020-08-21 00:14:30,2020
28,11,33,0,True,15,False,33,True,active,0,True,1,2020-08-21 00:10:18+00:00,2020-08-21 00:14:30,2020
29,3,35,0,True,20,False,35,True,active,0,True,0,2020-08-21 00:03:00+00:00,2020-08-21 00:14:30,2020
30,11,36,0,True,22,True,36,True,active,0,True,0,2020-08-21 00:12:21+00:00,2020-08-21 00:14:30,2020
31,11,37,0,True,4,True,37,True,active,0,True,0,2020-08-21 00:07:44+00:00,2020-08-21 00:14:30,2020
32,7,39,0,True,16,False,39,True,active,0,True,0,2020-08-21 00:13:49+00:00,2020-08-21 00:14:30,2020
33,8,40,0,True,11,False,40,True,active,0,True,0,2020-08-21 00:13:56+00:00,2020-08-21 00:14:30,2020
34,15,41,0,True,11,True,41,True,active,0,True,1,2020-08-21 00:14:15+00:00,2020-08-21 00:14:30,2020
35,7,42,0,True,15,False,42,True,active,0,True,1,2020-08-20 23:54:30+00:00,2020-08-21 00:14:30,2020
36,6,43,0,True,9,True,43,True,active,0,True,0,2020-08-21 00:04:22+00:00,2020-08-21 00:14:30,2020
37,6,44,0,True,17,False,44,True,active,0,True,0,2020-08-20 23:42:44+00:00,2020-08-21 00:14:30,2020
38,7,46,0,True,12,False,46,True,active,0,True,0,2020-08-21 00:13:57+00:00,2020-08-21 00:14:30,2020
39,19,47,0,True,0,True,47,True,active,0,True,0,2020-08-21 00:11:34+00:00,2020-08-21 00:14:30,2020
40,5,48,0,True,13,False,48,True,active,0,True,1,2020-08-20 23:45:28+00:00,2020-08-21 00:14:30,2020
41,12,49,0,True,6,False,49,True,active,0,True,0,2020-08-21 00:07:16+00:00,2020-08-21 00:14:30,2020
42,8,50,0,True,6,True,50,True,active,0,True,1,2020-08-20 23:55:14+00:00,2020-08-21 00:14:30,2020
43,9,51,0,True,6,False,51,True,active,0,True,0,2020-08-21 00:09:34+00:00,2020-08-21 00:14:30,2020
44,3,52,0,True,20,True,52,True,active,0,True,0,2020-08-21 00:14:10+00:00,2020-08-21 00:14:30,2020
45,16,53,0,True,3,False,53,True,active,0,True,0,2020-08-21 00:12:44+00:00,2020-08-21 00:14:30,2020
46,1,54,0,True,14,False,54,True,active,0,True,0,2020-08-21 00:04:08+00:00,2020-08-21 00:14:30,2020
47,11,55,0,True,4,False,55,True,active,0,True,0,2020-08-21 00:06:45+00:00,2020-08-21 00:14:30,2020
48,6,56,0,True,12,False,56,True,active,0,True,0,2020-08-20 23:48:05+00:00,2020-08-21 00:14:30,2020
49,4,57,0,True,10,True,57,True,active,0,True,0,2020-08-21 00:12:25+00:00,2020-08-21 00:14:30,2020
50,7,58,0,True,11,True,58,True,active,0,True,1,2020-08-20 23:55:06+00:00,2020-08-21 00:14:30,2020
51,10,59,0,True,9,True,59,True,active,0,True,0,2020-08-20 23:58:13+00:00,2020-08-21 00:14:30,2020
52,15,60,0,True,4,False,60,True,active,0,True,0,2020-08-21 00:13:19+00:00,2020-08-21 00:14:30,2020
53,14,61,0,True,5,False,61,True,active,0,True,0,2020-08-21 00:08:36+00:00,2020-08-21 00:14:30,2020
54,6,63,0,True,9,False,63,True,active,0,True,0,2020-08-21 00:05:42+00:00,2020-08-21 00:14:30,2020
55,13,64,0,False,6,False,64,True,active,0,False,0,2020-08-20 23:52:06+00:00,2020-08-21 00:14:30,2020
56,1,65,0,True,22,False,65,True,active,0,True,0,2020-08-20 23:30:18+00:00,2020-08-21 00:14:30,2020
57,13,66,0,True,2,False,66,True,active,0,True,0,2020-08-21 00:11:35+00:00,2020-08-21 00:14:30,2020
58,11,67,0,True,15,True,67,True,active,0,True,1,2020-08-21 00:06:41+00:00,2020-08-21 00:14:30,2020
59,13,68,0,True,6,True,68,True,active,0,True,0,2020-08-21 00:13:40+00:00,2020-08-21 00:14:30,2020
60,14,69,0,True,5,True,69,True,active,0,True,0,2020-08-21 00:01:19+00:00,2020-08-21 00:14:30,2020
61,13,70,0,True,9,False,70,True,active,0,True,1,2020-08-21 00:09:34+00:00,2020-08-21 00:14:30,2020
62,15,71,0,True,6,False,71,True,active,0,True,2,2020-08-21 00:07:39+00:00,2020-08-21 00:14:30,2020
63,0,72,0,True,23,False,72,True,active,0,True,0,2020-08-21 00:12:13+00:00,2020-08-21 00:14:30,2020
64,6,73,0,True,9,False,73,True,active,0,True,0,2020-08-21 00:12:59+00:00,2020-08-21 00:14:30,2020
65,12,74,0,True,5,True,74,True,active,0,True,2,2020-08-21 00:14:13+00:00,2020-08-21 00:14:30,2020
66,5,75,0,True,9,False,75,True,active,0,True,1,2020-08-20 23:54:38+00:00,2020-08-21 00:14:30,2020
67,7,76,0,True,10,False,76,True,active,0,True,0,2020-08-21 00:08:45+00:00,2020-08-21 00:14:30,2020
68,1,77,0,True,14,False,77,True,active,0,True,0,2020-08-21 00:09:22+00:00,2020-08-21 00:14:30,2020
69,11,78,0,True,8,False,78,True,active,0,True,0,2020-08-20 23:50:25+00:00,2020-08-21 00:14:30,2020
70,10,79,0,True,7,False,79,True,active,0,True,2,2020-08-21 00:10:26+00:00,2020-08-21 00:14:30,2020
71,0,80,0,True,35,False,80,True,active,0,True,0,2020-08-20 23:59:55+00:00,2020-08-21 00:14:30,2020
72,19,81,0,True,0,False,81,True,active,0,True,0,2020-08-21 00:09:50+00:00,2020-08-21 00:14:30,2020
73,3,82,0,True,12,False,82,True,active,0,True,0,2020-08-21 00:06:19+00:00,2020-08-21 00:14:30,2020
74,7,84,0,True,8,False,84,True,active,0,True,0,2020-08-20 23:58:40+00:00,2020-08-21 00:14:30,2020
75,0,85,0,True,19,False,85,True,active,0,True,0,2020-08-20 22:29:05+00:00,2020-08-21 00:14:30,2020
76,3,86,0,True,16,False,86,True,active,0,True,0,2020-08-21 00:10:39+00:00,2020-08-21 00:14:30,2020
77,8,87,0,True,6,False,87,True,active,0,True,1,2020-08-21 00:09:38+00:00,2020-08-21 00:14:30,2020
78,11,89,0,True,8,False,89,True,active,0,True,0,2020-08-20 23:41:14+00:00,2020-08-21 00:14:30,2020
79,11,90,0,True,8,False,90,True,active,0,True,0,2020-08-20 23:51:50+00:00,2020-08-21 00:14:30,2020
80,1,91,0,True,17,False,91,True,active,0,True,1,2020-08-21 00:14:07+00:00,2020-08-21 00:14:30,2020
81,11,92,0,True,8,False,92,True,active,0,True,0,2020-08-20 23:38:51+00:00,2020-08-21 00:14:30,2020
82,14,93,0,True,1,False,93,True,active,0,True,0,2020-08-21 00:06:34+00:00,2020-08-21 00:14:30,2020
83,7,94,0,True,3,False,94,True,active,0,True,1,2020-08-20 23:47:12+00:00,2020-08-21 00:14:30,2020
84,9,95,0,True,5,False,95,True,active,0,True,1,2020-08-21 00:13:42+00:00,2020-08-21 00:14:30,2020
