,is_renting,num_bikes_disabled,num_docks_disabled,station_id,is_installed,num_bikes_available,legacy_id,last_reported,num_docks_available,is_returning,station_status,num_ebikes_available,eightd_has_available_keys,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,0,3,True,2,3,2020-08-09 00:16:45+00:00,13,True,active,0,False,,,2020-08-09 00:19:40,2020
1,True,0,0,4,True,5,4,2020-08-09 00:12:02+00:00,14,True,active,0,False,,,2020-08-09 00:19:40,2020
2,True,0,0,5,True,0,5,2020-08-08 23:53:12+00:00,15,True,active,0,False,,,2020-08-09 00:19:40,2020
3,True,1,0,6,True,2,6,2020-08-09 00:19:17+00:00,12,True,active,0,False,,,2020-08-09 00:19:40,2020
4,True,1,0,7,True,5,7,2020-08-09 00:11:43+00:00,9,True,active,0,False,,,2020-08-09 00:19:40,2020
5,True,0,0,8,True,12,8,2020-08-08 23:57:51+00:00,7,True,active,0,False,,,2020-08-09 00:19:40,2020
6,True,2,0,9,True,0,9,2020-08-08 23:44:54+00:00,13,True,active,0,False,,,2020-08-09 00:19:40,2020
7,True,1,0,10,True,0,10,2020-08-08 23:32:25+00:00,10,True,active,0,False,,,2020-08-09 00:19:40,2020
8,True,1,0,11,True,7,11,2020-08-09 00:17:09+00:00,7,True,active,0,False,,,2020-08-09 00:19:40,2020
9,True,0,0,12,True,0,12,2020-08-09 00:04:38+00:00,18,True,active,0,True,,,2020-08-09 00:19:40,2020
10,True,0,0,13,True,0,13,2020-08-08 23:33:21+00:00,19,True,active,0,False,,,2020-08-09 00:19:40,2020
11,True,0,0,14,True,2,14,2020-08-09 00:09:09+00:00,23,True,active,0,False,,,2020-08-09 00:19:40,2020
12,True,0,0,15,True,11,15,2020-08-09 00:17:05+00:00,4,True,active,0,False,,,2020-08-09 00:19:40,2020
13,True,0,0,16,True,5,16,2020-08-09 00:12:37+00:00,14,True,active,0,True,,,2020-08-09 00:19:40,2020
14,True,1,0,17,True,1,17,2020-08-09 00:03:21+00:00,13,True,active,0,False,,,2020-08-09 00:19:40,2020
15,True,1,0,19,True,3,19,2020-08-09 00:04:35+00:00,11,True,active,0,False,,,2020-08-09 00:19:40,2020
16,True,0,0,20,True,2,20,2020-08-09 00:14:36+00:00,21,True,active,0,True,,,2020-08-09 00:19:40,2020
17,True,0,0,21,True,12,21,2020-08-09 00:04:44+00:00,6,True,active,0,True,,,2020-08-09 00:19:40,2020
18,True,0,0,22,True,12,22,2020-08-09 00:18:22+00:00,35,True,active,0,True,,,2020-08-09 00:19:40,2020
19,True,1,0,23,True,13,23,2020-08-09 00:02:57+00:00,7,True,active,0,False,,,2020-08-09 00:19:40,2020
20,True,0,0,24,True,18,24,2020-08-09 00:16:36+00:00,1,True,active,0,False,,,2020-08-09 00:19:40,2020
21,True,0,0,25,True,7,25,2020-08-09 00:10:24+00:00,8,True,active,0,False,,,2020-08-09 00:19:40,2020
22,True,0,0,26,True,10,26,2020-08-08 23:11:38+00:00,5,True,active,0,False,,,2020-08-09 00:19:40,2020
23,True,1,0,27,True,6,27,2020-08-09 00:14:56+00:00,16,True,active,0,False,,,2020-08-09 00:19:40,2020
24,True,2,0,29,True,1,29,2020-08-08 22:45:03+00:00,12,True,active,0,False,,,2020-08-09 00:19:40,2020
25,True,0,0,30,True,4,30,2020-08-08 23:59:54+00:00,11,True,active,0,False,,,2020-08-09 00:19:40,2020
26,True,0,0,31,True,8,31,2020-08-08 23:50:34+00:00,11,True,active,0,False,,,2020-08-09 00:19:40,2020
27,True,1,0,32,True,0,32,2020-08-09 00:17:10+00:00,14,True,active,0,False,,,2020-08-09 00:19:40,2020
28,True,1,0,33,True,12,33,2020-08-09 00:17:29+00:00,14,True,active,0,False,,,2020-08-09 00:19:40,2020
29,True,1,0,35,True,12,35,2020-08-08 23:33:54+00:00,10,True,active,0,False,,,2020-08-09 00:19:40,2020
30,True,0,0,36,True,21,36,2020-08-09 00:16:10+00:00,12,True,active,0,True,,,2020-08-09 00:19:40,2020
31,True,0,0,37,True,1,37,2020-08-09 00:05:16+00:00,14,True,active,0,True,,,2020-08-09 00:19:40,2020
32,True,0,0,39,True,8,39,2020-08-08 23:56:25+00:00,15,True,active,0,False,,,2020-08-09 00:19:40,2020
33,True,2,0,40,True,3,40,2020-08-09 00:05:31+00:00,14,True,active,0,False,,,2020-08-09 00:19:40,2020
34,True,1,0,41,True,10,41,2020-08-09 00:18:48+00:00,16,True,active,0,True,,,2020-08-09 00:19:40,2020
35,True,2,0,42,True,11,42,2020-08-09 00:19:18+00:00,10,True,active,0,False,,,2020-08-09 00:19:40,2020
36,True,0,0,43,True,12,43,2020-08-09 00:13:29+00:00,3,True,active,0,True,,,2020-08-09 00:19:40,2020
37,True,0,0,44,True,15,44,2020-08-08 23:18:16+00:00,8,True,active,0,False,,,2020-08-09 00:19:40,2020
38,True,0,0,46,True,10,46,2020-08-09 00:17:14+00:00,9,True,active,0,False,,,2020-08-09 00:19:40,2020
39,True,2,0,47,True,7,47,2020-08-09 00:16:40+00:00,10,True,active,0,True,,,2020-08-09 00:19:40,2020
40,True,0,0,48,True,0,48,2020-08-08 23:09:35+00:00,19,True,active,0,False,,,2020-08-09 00:19:40,2020
41,True,0,0,49,True,13,49,2020-08-09 00:13:45+00:00,5,True,active,0,False,,,2020-08-09 00:19:40,2020
42,True,0,0,50,True,12,50,2020-08-08 23:58:00+00:00,3,True,active,0,True,,,2020-08-09 00:19:40,2020
43,True,0,0,51,True,4,51,2020-08-09 00:02:10+00:00,11,True,active,0,False,,,2020-08-09 00:19:40,2020
44,True,1,0,52,True,7,52,2020-08-09 00:19:06+00:00,15,True,active,0,True,,,2020-08-09 00:19:40,2020
45,True,0,0,53,True,16,53,2020-08-09 00:19:13+00:00,3,True,active,0,False,,,2020-08-09 00:19:40,2020
46,True,0,0,54,True,2,54,2020-08-09 00:10:17+00:00,13,True,active,0,False,,,2020-08-09 00:19:40,2020
47,True,1,0,55,True,10,55,2020-08-09 00:13:21+00:00,4,True,active,0,False,,,2020-08-09 00:19:40,2020
48,True,0,0,56,True,6,56,2020-08-08 22:18:26+00:00,12,True,active,0,True,,,2020-08-09 00:19:40,2020
49,True,0,0,57,True,13,57,2020-08-09 00:09:38+00:00,1,True,active,0,True,,,2020-08-09 00:19:40,2020
50,True,2,0,58,True,10,58,2020-08-09 00:18:44+00:00,7,True,active,0,True,,,2020-08-09 00:19:40,2020
51,True,0,0,59,True,10,59,2020-08-08 23:59:53+00:00,9,True,active,0,False,,,2020-08-09 00:19:40,2020
52,True,0,0,60,True,13,60,2020-08-09 00:19:15+00:00,6,True,active,0,False,,,2020-08-09 00:19:40,2020
53,True,1,0,61,True,6,61,2020-08-09 00:14:24+00:00,12,True,active,0,False,,,2020-08-09 00:19:40,2020
54,True,1,0,63,True,2,63,2020-08-08 23:25:34+00:00,12,True,active,0,False,,,2020-08-09 00:19:40,2020
