,num_docks_available,eightd_has_available_keys,legacy_id,station_status,station_id,is_installed,num_bikes_disabled,is_renting,last_reported,is_returning,num_bikes_available,num_ebikes_available,num_docks_disabled,timestamp_of_data_read_request,year_station_last_reported
44,16,True,52,active,52,True,0,True,2020-08-19 06:31:24+00:00,True,7,0,0,2020-08-19 07:50:05,2020
45,9,False,53,active,53,True,0,True,2020-08-19 07:25:53+00:00,True,10,0,0,2020-08-19 07:50:05,2020
46,2,False,54,active,54,True,1,True,2020-08-19 06:16:20+00:00,True,12,0,0,2020-08-19 07:50:05,2020
47,9,False,55,active,55,True,0,True,2020-08-19 06:34:12+00:00,True,6,0,0,2020-08-19 07:50:05,2020
48,10,False,56,active,56,True,1,True,2020-08-19 01:28:31+00:00,True,7,0,0,2020-08-19 07:50:05,2020
49,0,True,57,active,57,True,0,True,2020-08-19 05:29:27+00:00,True,14,0,0,2020-08-19 07:50:05,2020
50,6,True,58,active,58,True,1,True,2020-08-19 06:23:45+00:00,True,12,0,0,2020-08-19 07:50:05,2020
51,19,True,59,active,59,True,0,True,2020-08-19 06:59:00+00:00,True,0,0,0,2020-08-19 07:50:05,2020
52,14,False,60,active,60,True,2,True,2020-08-19 04:35:13+00:00,True,3,0,0,2020-08-19 07:50:05,2020
53,18,False,61,active,61,True,0,True,2020-08-19 07:13:25+00:00,True,1,0,0,2020-08-19 07:50:05,2020
54,0,False,63,active,63,True,0,True,2020-08-19 00:24:41+00:00,True,15,0,0,2020-08-19 07:50:05,2020
55,14,False,64,active,64,True,1,True,2020-08-19 02:38:19+00:00,True,4,0,0,2020-08-19 07:50:05,2020
56,22,False,65,active,65,True,0,True,2020-08-19 04:10:08+00:00,True,1,0,0,2020-08-19 07:50:05,2020
57,1,False,66,active,66,True,1,True,2020-08-19 04:58:14+00:00,True,13,0,0,2020-08-19 07:50:05,2020
58,27,True,67,active,67,True,0,True,2020-08-19 04:28:36+00:00,True,0,0,0,2020-08-19 07:50:05,2020
59,1,True,68,active,68,True,0,True,2020-08-19 05:30:00+00:00,True,18,0,0,2020-08-19 07:50:05,2020
60,1,True,69,active,69,True,0,True,2020-08-19 07:15:41+00:00,True,18,0,0,2020-08-19 07:50:05,2020
61,21,False,70,active,70,True,0,True,2020-08-19 02:03:27+00:00,True,2,0,0,2020-08-19 07:50:05,2020
62,10,False,71,active,71,True,0,True,2020-08-19 04:01:29+00:00,True,13,0,0,2020-08-19 07:50:05,2020
63,9,False,72,active,72,True,1,True,2020-08-19 02:36:59+00:00,True,13,0,0,2020-08-19 07:50:05,2020
64,5,False,73,active,73,True,1,True,2020-08-19 07:47:42+00:00,True,9,0,0,2020-08-19 07:50:05,2020
65,14,False,74,active,74,True,0,True,2020-08-19 07:44:27+00:00,True,5,0,0,2020-08-19 07:50:05,2020
66,3,False,75,active,75,True,1,True,2020-08-19 05:02:38+00:00,True,11,0,0,2020-08-19 07:50:05,2020
67,1,False,76,active,76,True,1,True,2020-08-19 07:41:01+00:00,True,15,0,0,2020-08-19 07:50:05,2020
68,8,False,77,active,77,True,0,True,2020-08-19 04:27:21+00:00,True,7,0,0,2020-08-19 07:50:05,2020
69,5,False,78,active,78,True,0,True,2020-08-19 07:28:51+00:00,True,14,0,0,2020-08-19 07:50:05,2020
70,2,False,79,active,79,True,2,True,2020-08-19 06:27:28+00:00,True,15,0,0,2020-08-19 07:50:05,2020
71,35,False,80,active,80,True,0,True,2020-08-19 01:58:59+00:00,True,0,0,0,2020-08-19 07:50:05,2020
72,17,False,81,active,81,True,1,True,2020-08-19 04:20:42+00:00,True,1,0,0,2020-08-19 07:50:05,2020
73,7,False,82,active,82,True,1,False,2020-08-19 04:25:37+00:00,False,7,0,0,2020-08-19 07:50:05,2020
74,3,False,84,active,84,True,1,True,2020-08-19 04:19:24+00:00,True,11,0,0,2020-08-19 07:50:05,2020
75,19,False,85,active,85,True,0,True,2020-08-19 02:57:23+00:00,True,0,0,0,2020-08-19 07:50:05,2020
76,5,False,86,active,86,True,0,True,2020-08-19 04:38:21+00:00,True,14,0,0,2020-08-19 07:50:05,2020
77,3,False,87,active,87,True,1,True,2020-08-19 04:03:15+00:00,True,11,0,0,2020-08-19 07:50:05,2020
78,9,False,89,active,89,True,0,True,2020-08-19 05:17:21+00:00,True,10,0,0,2020-08-19 07:50:05,2020
79,7,False,90,active,90,True,0,True,2020-08-19 04:07:14+00:00,True,12,0,0,2020-08-19 07:50:05,2020
80,17,False,91,active,91,True,1,True,2020-08-19 05:05:11+00:00,True,1,0,0,2020-08-19 07:50:05,2020
81,0,False,92,active,92,True,1,True,2020-08-19 00:24:51+00:00,True,18,0,0,2020-08-19 07:50:05,2020
82,2,False,93,active,93,True,2,True,2020-08-19 01:20:38+00:00,True,11,0,0,2020-08-19 07:50:05,2020
83,10,False,94,active,94,True,1,True,2020-08-19 04:21:14+00:00,True,0,0,0,2020-08-19 07:50:05,2020
84,9,False,95,active,95,True,4,True,2020-08-19 05:32:09+00:00,True,2,0,0,2020-08-19 07:50:05,2020
85,11,False,96,active,96,True,0,True,2020-08-19 05:02:06+00:00,True,8,0,0,2020-08-19 07:50:05,2020
86,12,False,97,active,97,True,1,True,2020-08-19 07:41:33+00:00,True,6,0,0,2020-08-19 07:50:05,2020
87,20,False,98,active,98,True,0,True,2020-08-19 03:27:55+00:00,True,3,0,0,2020-08-19 07:50:05,2020
88,0,False,99,active,99,True,2,True,2020-08-19 03:07:42+00:00,True,13,0,0,2020-08-19 07:50:05,2020
89,15,True,100,active,100,True,0,True,2020-08-19 03:57:29+00:00,True,10,0,0,2020-08-19 07:50:05,2020
90,6,False,101,active,101,True,0,True,2020-08-19 01:22:29+00:00,True,9,0,0,2020-08-19 07:50:05,2020
91,8,False,102,active,102,True,0,True,2020-08-19 04:31:02+00:00,True,7,0,0,2020-08-19 07:50:05,2020
92,1,False,103,active,103,True,0,True,2020-08-19 05:15:17+00:00,True,14,0,0,2020-08-19 07:50:05,2020
93,15,False,104,active,104,True,0,True,2020-08-19 02:51:33+00:00,True,4,0,0,2020-08-19 07:50:05,2020
94,10,False,105,active,105,True,0,True,2020-08-19 04:38:06+00:00,True,9,0,0,2020-08-19 07:50:05,2020
95,6,False,106,active,106,True,0,True,2020-08-19 05:11:43+00:00,True,9,0,0,2020-08-19 07:50:05,2020
96,19,False,107,active,107,True,0,True,2020-08-19 07:32:51+00:00,True,0,0,0,2020-08-19 07:50:05,2020
97,15,False,108,active,108,True,0,True,2020-08-19 04:25:26+00:00,True,2,0,0,2020-08-19 07:50:05,2020
98,31,False,109,active,109,True,2,True,2020-08-18 22:32:39+00:00,True,2,0,0,2020-08-19 07:50:05,2020
99,13,False,110,active,110,True,0,True,2020-08-19 04:29:18+00:00,True,2,0,0,2020-08-19 07:50:05,2020
100,13,False,111,active,111,True,0,True,2020-08-18 22:49:12+00:00,True,2,0,0,2020-08-19 07:50:05,2020
101,8,False,112,active,112,True,0,True,2020-08-19 00:39:38+00:00,True,7,0,0,2020-08-19 07:50:05,2020
102,10,False,113,active,113,True,1,True,2020-08-19 04:52:33+00:00,True,4,0,0,2020-08-19 07:50:05,2020
103,11,False,114,active,114,True,0,True,2020-08-19 05:02:55+00:00,True,4,0,0,2020-08-19 07:50:05,2020
104,5,False,115,active,115,True,0,True,2020-08-19 06:24:41+00:00,True,14,0,0,2020-08-19 07:50:05,2020
105,10,False,116,active,116,True,0,True,2020-08-19 02:49:32+00:00,True,13,0,0,2020-08-19 07:50:05,2020
106,13,False,117,active,117,True,1,True,2020-08-19 02:33:46+00:00,True,5,0,0,2020-08-19 07:50:05,2020
107,0,False,118,active,118,True,1,True,2020-08-19 02:38:52+00:00,True,18,0,0,2020-08-19 07:50:05,2020
108,0,False,119,active,119,True,2,True,2020-08-19 02:47:01+00:00,True,13,0,0,2020-08-19 07:50:05,2020
109,0,False,120,active,120,True,0,True,2020-08-19 03:01:06+00:00,True,15,0,0,2020-08-19 07:50:05,2020
110,3,False,121,active,121,True,3,True,2020-08-19 05:04:17+00:00,True,11,0,0,2020-08-19 07:50:05,2020
111,12,False,122,active,122,True,0,True,2020-08-19 00:33:38+00:00,True,3,0,0,2020-08-19 07:50:05,2020
112,14,False,124,active,124,True,0,True,2020-08-18 21:10:49+00:00,True,1,0,0,2020-08-19 07:50:05,2020
113,7,False,125,active,125,True,1,True,2020-08-19 07:24:51+00:00,True,6,0,1,2020-08-19 07:50:05,2020
114,0,False,126,active,126,True,1,True,2020-08-19 06:30:19+00:00,True,14,0,0,2020-08-19 07:50:05,2020
115,4,False,128,active,128,True,0,True,2020-08-19 01:56:21+00:00,True,15,0,0,2020-08-19 07:50:05,2020
116,6,False,129,active,129,True,0,True,2020-08-19 03:51:59+00:00,True,13,0,0,2020-08-19 07:50:05,2020
117,1,False,130,active,130,True,0,True,2020-08-19 02:31:00+00:00,True,14,0,0,2020-08-19 07:50:05,2020
118,3,False,131,active,131,True,0,True,2020-08-19 02:55:20+00:00,True,15,0,0,2020-08-19 07:50:05,2020
119,3,False,133,active,133,True,1,True,2020-08-19 07:31:56+00:00,True,19,0,0,2020-08-19 07:50:05,2020
120,16,False,135,active,135,True,0,True,2020-08-19 01:34:13+00:00,True,1,0,0,2020-08-19 07:50:05,2020
121,18,False,136,active,136,True,1,True,2020-08-19 01:30:38+00:00,True,0,0,0,2020-08-19 07:50:05,2020
122,2,False,137,active,137,True,0,True,2020-08-19 05:22:50+00:00,True,13,0,0,2020-08-19 07:50:05,2020
123,3,False,138,active,138,True,1,True,2020-08-19 04:26:59+00:00,True,11,0,0,2020-08-19 07:50:05,2020
124,0,False,139,active,139,True,0,True,2020-08-19 04:17:35+00:00,True,19,0,0,2020-08-19 07:50:05,2020
125,5,False,140,active,140,True,0,True,2020-08-19 06:13:00+00:00,True,12,0,0,2020-08-19 07:50:05,2020
126,10,False,141,active,141,True,0,True,2020-08-19 05:54:51+00:00,True,5,0,0,2020-08-19 07:50:05,2020
127,4,False,142,active,142,True,0,True,2020-08-19 01:41:17+00:00,True,19,0,0,2020-08-19 07:50:05,2020
128,15,False,143,active,143,True,1,True,2020-08-19 05:49:31+00:00,True,7,0,0,2020-08-19 07:50:05,2020
129,0,False,144,active,144,True,0,True,2020-08-19 00:08:04+00:00,True,19,0,0,2020-08-19 07:50:05,2020
130,2,False,145,active,145,True,0,True,2020-08-19 04:38:20+00:00,True,17,0,0,2020-08-19 07:50:05,2020
131,0,False,146,active,146,True,1,True,2020-08-19 01:47:14+00:00,True,18,0,0,2020-08-19 07:50:05,2020
132,3,True,149,active,149,True,1,True,2020-08-19 02:53:35+00:00,True,14,0,0,2020-08-19 07:50:05,2020
133,6,False,150,active,150,True,1,True,2020-08-19 05:10:07+00:00,True,12,0,0,2020-08-19 07:50:05,2020
134,4,False,151,active,151,True,0,True,2020-08-19 05:32:44+00:00,True,15,0,0,2020-08-19 07:50:05,2020
135,1,True,152,active,152,True,0,True,2020-08-19 07:43:32+00:00,True,14,0,0,2020-08-19 07:50:05,2020
136,8,False,156,active,156,True,1,True,2020-08-19 02:08:26+00:00,True,6,0,0,2020-08-19 07:50:05,2020
137,7,False,157,active,157,True,2,True,2020-08-19 04:21:17+00:00,True,6,0,0,2020-08-19 07:50:05,2020
138,11,False,159,active,159,True,0,True,2020-08-19 06:35:24+00:00,True,4,0,0,2020-08-19 07:50:05,2020
139,10,True,160,active,160,True,0,True,2020-08-19 01:11:04+00:00,True,4,0,0,2020-08-19 07:50:05,2020
140,0,True,161,active,161,True,1,True,2020-08-19 03:16:07+00:00,True,22,0,0,2020-08-19 07:50:05,2020
141,8,False,162,active,162,True,0,True,2020-08-19 00:12:49+00:00,True,7,0,0,2020-08-19 07:50:05,2020
142,10,True,163,active,163,True,0,True,2020-08-19 06:03:40+00:00,True,9,0,0,2020-08-19 07:50:05,2020
143,6,False,167,active,167,True,0,True,2020-08-19 06:44:42+00:00,True,9,0,0,2020-08-19 07:50:05,2020
144,11,False,169,active,169,True,0,True,2020-08-19 02:28:05+00:00,True,8,0,0,2020-08-19 07:50:05,2020
145,14,True,170,active,170,True,0,True,2020-08-18 22:24:55+00:00,True,0,0,0,2020-08-19 07:50:05,2020
146,20,True,171,active,171,True,0,True,2020-08-19 00:23:19+00:00,True,3,0,0,2020-08-19 07:50:05,2020
147,2,True,173,active,173,True,0,True,2020-08-19 02:54:35+00:00,True,12,0,0,2020-08-19 07:50:05,2020
148,12,False,174,active,174,True,0,True,2020-08-19 04:29:08+00:00,True,3,0,0,2020-08-19 07:50:05,2020
149,9,True,175,active,175,True,1,True,2020-08-19 04:44:39+00:00,True,7,0,0,2020-08-19 07:50:05,2020
150,4,False,176,active,176,True,0,True,2020-08-19 00:52:10+00:00,True,11,0,0,2020-08-19 07:50:05,2020
151,3,False,177,active,177,True,0,True,2020-08-19 06:02:09+00:00,True,16,0,0,2020-08-19 07:50:05,2020
152,16,False,178,active,178,True,1,True,2020-08-19 05:43:10+00:00,True,2,0,0,2020-08-19 07:50:05,2020
153,7,False,179,active,179,True,0,True,2020-08-19 07:14:33+00:00,True,18,0,0,2020-08-19 07:50:05,2020
154,9,False,180,active,180,True,0,True,2020-08-19 01:11:59+00:00,True,10,0,0,2020-08-19 07:50:05,2020
155,7,False,181,active,181,True,0,True,2020-08-19 06:46:45+00:00,True,12,0,0,2020-08-19 07:50:05,2020
156,15,True,182,active,182,True,0,True,2020-08-19 02:09:08+00:00,True,4,0,0,2020-08-19 07:50:05,2020
157,11,False,183,active,183,True,0,True,2020-08-19 00:06:14+00:00,True,8,0,0,2020-08-19 07:50:05,2020
158,13,False,184,active,184,True,0,True,2020-08-19 02:27:23+00:00,True,6,0,0,2020-08-19 07:50:05,2020
159,14,False,185,active,185,True,1,True,2020-08-19 05:46:08+00:00,True,0,0,0,2020-08-19 07:50:05,2020
160,14,True,186,active,186,True,0,True,2020-08-19 00:39:06+00:00,True,1,0,0,2020-08-19 07:50:05,2020
161,5,False,187,active,187,True,0,True,2020-08-19 00:43:12+00:00,True,10,0,0,2020-08-19 07:50:05,2020
162,0,False,188,active,188,True,0,True,2020-08-19 05:29:12+00:00,True,15,0,0,2020-08-19 07:50:05,2020
163,12,True,189,active,189,True,0,True,2020-08-19 04:24:22+00:00,True,11,0,0,2020-08-19 07:50:05,2020
164,14,True,190,active,190,True,2,True,2020-08-19 07:42:51+00:00,True,21,0,0,2020-08-19 07:50:05,2020
165,11,False,191,active,191,True,0,True,2020-08-19 02:41:04+00:00,True,4,0,0,2020-08-19 07:50:05,2020
166,19,False,192,active,192,True,0,True,2020-08-18 23:56:26+00:00,True,0,0,0,2020-08-19 07:50:05,2020
167,11,True,193,active,193,True,0,True,2020-08-19 05:58:19+00:00,True,4,0,0,2020-08-19 07:50:05,2020
168,15,False,194,active,194,True,3,True,2020-08-19 06:30:44+00:00,True,1,0,0,2020-08-19 07:50:05,2020
169,7,False,195,active,195,True,1,True,2020-08-19 04:15:32+00:00,True,15,0,0,2020-08-19 07:50:05,2020
170,10,False,196,active,196,True,0,True,2020-08-19 01:13:46+00:00,True,0,0,0,2020-08-19 07:50:05,2020
171,6,False,197,active,197,True,1,True,2020-08-19 05:18:04+00:00,True,8,0,0,2020-08-19 07:50:05,2020
172,4,False,199,active,199,True,0,True,2020-08-19 01:27:28+00:00,True,11,0,0,2020-08-19 07:50:05,2020
173,3,False,200,active,200,True,0,True,2020-08-19 07:39:38+00:00,True,16,0,0,2020-08-19 07:50:05,2020
174,12,False,201,active,201,True,0,True,2020-08-19 05:21:50+00:00,True,3,0,0,2020-08-19 07:50:05,2020
175,13,False,202,active,202,True,0,True,2020-08-18 23:32:32+00:00,True,2,0,0,2020-08-19 07:50:05,2020
176,8,False,203,active,203,True,1,True,2020-08-18 22:44:51+00:00,True,6,0,0,2020-08-19 07:50:05,2020
177,14,False,204,active,204,True,0,True,2020-08-19 00:14:31+00:00,True,1,0,0,2020-08-19 07:50:05,2020
178,11,False,205,active,205,True,0,True,2020-08-18 23:29:38+00:00,True,4,0,0,2020-08-19 07:50:05,2020
179,19,True,206,active,206,True,1,True,2020-08-19 05:07:15+00:00,True,3,0,0,2020-08-19 07:50:05,2020
180,2,True,208,active,208,True,0,True,2020-08-19 03:51:53+00:00,True,13,0,0,2020-08-19 07:50:05,2020
181,1,False,209,active,209,True,1,True,2020-08-19 01:54:46+00:00,True,13,0,0,2020-08-19 07:50:05,2020
182,7,False,210,active,210,True,1,True,2020-08-19 02:43:49+00:00,True,7,0,0,2020-08-19 07:50:05,2020
183,15,False,211,active,211,True,0,True,2020-08-19 01:25:35+00:00,True,4,0,0,2020-08-19 07:50:05,2020
184,31,False,212,active,212,True,0,True,2020-08-19 05:04:14+00:00,True,2,0,0,2020-08-19 07:50:05,2020
185,16,True,213,active,213,True,0,True,2020-08-18 21:21:10+00:00,True,0,0,0,2020-08-19 07:50:05,2020
186,2,False,214,active,214,True,0,True,2020-08-19 05:24:26+00:00,True,13,0,0,2020-08-19 07:50:05,2020
187,1,False,215,active,215,True,2,True,2020-08-19 02:57:55+00:00,True,12,0,0,2020-08-19 07:50:05,2020
188,0,False,216,active,216,True,0,False,2020-08-18 23:12:50+00:00,False,19,0,0,2020-08-19 07:50:05,2020
189,14,False,217,active,217,True,1,True,2020-08-19 05:03:03+00:00,True,4,0,0,2020-08-19 07:50:05,2020
190,12,False,218,active,218,True,3,True,2020-08-19 04:17:37+00:00,True,0,0,0,2020-08-19 07:50:05,2020
191,13,False,219,active,219,True,0,True,2020-08-18 21:48:43+00:00,True,2,0,0,2020-08-19 07:50:05,2020
192,9,False,221,active,221,True,1,True,2020-08-19 03:40:47+00:00,True,9,0,0,2020-08-19 07:50:05,2020
193,11,True,222,active,222,True,0,True,2020-08-19 02:15:32+00:00,True,3,0,0,2020-08-19 07:50:05,2020
194,4,False,224,active,224,True,1,True,2020-08-18 23:06:42+00:00,True,12,0,0,2020-08-19 07:50:05,2020
195,7,False,225,active,225,True,1,True,2020-08-19 04:52:29+00:00,True,11,0,0,2020-08-19 07:50:05,2020
196,4,False,226,active,226,True,1,True,2020-08-19 05:48:28+00:00,True,10,0,0,2020-08-19 07:50:05,2020
197,19,False,227,active,227,True,0,True,2020-08-19 04:24:50+00:00,True,0,0,0,2020-08-19 07:50:05,2020
198,16,False,228,active,228,True,0,True,2020-08-19 00:26:03+00:00,True,3,0,0,2020-08-19 07:50:05,2020
199,9,False,232,active,232,True,0,True,2020-08-19 04:06:06+00:00,True,2,0,0,2020-08-19 07:50:05,2020
200,10,False,233,active,233,True,0,True,2020-08-19 06:35:38+00:00,True,5,0,0,2020-08-19 07:50:05,2020
201,9,False,234,active,234,True,0,True,2020-08-19 01:25:14+00:00,True,6,0,0,2020-08-19 07:50:05,2020
202,12,False,235,active,235,True,0,True,2020-08-19 02:44:27+00:00,True,3,0,0,2020-08-19 07:50:05,2020
203,5,False,236,active,236,True,0,True,2020-08-19 03:05:30+00:00,True,10,0,0,2020-08-19 07:50:05,2020
204,4,False,239,active,239,True,0,True,2020-08-19 05:12:08+00:00,True,11,0,0,2020-08-19 07:50:05,2020
205,9,False,255,active,255,True,1,True,2020-08-19 02:23:54+00:00,True,5,0,0,2020-08-19 07:50:05,2020
206,7,False,258,active,258,True,0,True,2020-08-19 00:03:23+00:00,True,8,0,0,2020-08-19 07:50:05,2020
207,5,False,259,active,259,True,0,True,2020-08-18 17:28:18+00:00,True,10,0,0,2020-08-19 07:50:05,2020
208,9,False,260,active,260,True,0,True,2020-08-19 04:03:07+00:00,True,6,0,0,2020-08-19 07:50:05,2020
209,3,False,271,active,271,True,0,True,2020-08-19 04:26:33+00:00,True,12,0,0,2020-08-19 07:50:05,2020
210,9,False,272,active,272,True,0,True,2020-08-19 04:38:26+00:00,True,10,0,0,2020-08-19 07:50:05,2020
211,12,False,273,active,273,True,0,True,2020-08-19 04:29:49+00:00,True,28,0,0,2020-08-19 07:50:05,2020
212,2,False,279,active,279,True,0,True,2020-08-19 06:15:18+00:00,True,17,0,0,2020-08-19 07:50:05,2020
213,5,False,280,active,280,True,0,True,2020-08-18 22:54:33+00:00,True,14,0,0,2020-08-19 07:50:05,2020
214,0,False,282,active,282,True,0,True,2020-08-19 01:12:51+00:00,True,15,0,0,2020-08-19 07:50:05,2020
215,0,False,296,active,296,True,1,True,2020-08-19 01:07:04+00:00,True,22,0,0,2020-08-19 07:50:05,2020
216,17,False,318,active,318,True,0,True,2020-08-19 07:08:47+00:00,True,2,0,0,2020-08-19 07:50:05,2020
217,15,False,319,active,319,True,0,True,2020-08-19 01:58:56+00:00,True,10,0,0,2020-08-19 07:50:05,2020
218,12,False,327,active,327,True,0,True,2020-08-19 04:55:32+00:00,True,3,0,0,2020-08-19 07:50:05,2020
219,7,False,328,active,328,True,0,True,2020-08-19 04:29:31+00:00,True,8,0,0,2020-08-19 07:50:05,2020
220,4,False,329,active,329,True,1,True,2020-08-19 07:16:09+00:00,True,10,0,0,2020-08-19 07:50:05,2020
221,14,False,330,active,330,True,0,True,2020-08-18 23:25:25+00:00,True,1,0,0,2020-08-19 07:50:05,2020
222,9,False,331,active,331,True,1,True,2020-08-19 05:50:11+00:00,True,5,0,0,2020-08-19 07:50:05,2020
223,0,False,332,active,332,True,1,True,2020-08-19 05:19:01+00:00,True,14,0,0,2020-08-19 07:50:05,2020
224,0,False,333,active,333,True,0,True,2020-08-19 05:45:56+00:00,True,25,0,0,2020-08-19 07:50:05,2020
225,4,False,334,active,334,True,0,True,2020-08-19 03:02:45+00:00,True,15,0,0,2020-08-19 07:50:05,2020
226,17,False,335,active,335,True,0,True,2020-08-19 06:12:06+00:00,True,2,0,0,2020-08-19 07:50:05,2020
227,12,False,336,active,336,True,0,True,2020-08-18 21:08:08+00:00,True,3,0,0,2020-08-19 07:50:05,2020
228,2,False,337,active,337,True,0,True,2020-08-18 21:44:03+00:00,True,13,0,0,2020-08-19 07:50:05,2020
229,1,False,338,active,338,True,0,True,2020-08-19 05:14:32+00:00,True,14,0,0,2020-08-19 07:50:05,2020
230,5,False,339,active,339,True,0,False,2020-08-19 01:01:24+00:00,False,10,0,0,2020-08-19 07:50:05,2020
