,num_docks_available,eightd_has_available_keys,legacy_id,station_status,station_id,is_installed,num_bikes_disabled,is_renting,last_reported,is_returning,num_bikes_available,num_ebikes_available,num_docks_disabled,timestamp_of_data_read_request,year_station_last_reported
231,1,False,340,active,340,True,0,True,2020-08-18 19:23:25+00:00,True,18,0,0,2020-08-19 07:50:05,2020
232,3,True,341,active,341,True,0,True,2020-08-19 00:17:17+00:00,True,12,0,0,2020-08-19 07:50:05,2020
233,0,False,342,active,342,True,0,True,2020-08-19 07:42:52+00:00,True,15,0,0,2020-08-19 07:50:05,2020
234,10,False,343,active,343,True,1,True,2020-08-18 21:51:30+00:00,True,4,0,0,2020-08-19 07:50:05,2020
235,7,False,344,active,344,True,0,True,2020-08-19 05:32:26+00:00,True,12,0,0,2020-08-19 07:50:05,2020
236,6,False,345,active,345,True,0,True,2020-08-19 06:47:17+00:00,True,13,0,0,2020-08-19 07:50:05,2020
237,10,False,346,active,346,True,0,True,2020-08-19 06:04:37+00:00,True,5,0,0,2020-08-19 07:50:05,2020
238,4,False,347,active,347,True,0,True,2020-08-19 02:50:13+00:00,True,11,0,0,2020-08-19 07:50:05,2020
239,13,False,348,active,348,True,0,True,2020-08-19 06:28:30+00:00,True,2,0,0,2020-08-19 07:50:05,2020
240,13,False,349,active,349,True,0,True,2020-08-19 00:15:46+00:00,True,4,0,0,2020-08-19 07:50:05,2020
241,5,False,350,active,350,True,0,True,2020-08-19 02:33:22+00:00,True,12,0,0,2020-08-19 07:50:05,2020
242,2,False,351,active,351,True,0,True,2020-08-19 03:11:27+00:00,True,13,0,0,2020-08-19 07:50:05,2020
243,9,False,352,active,352,True,0,True,2020-08-19 02:36:34+00:00,True,6,0,0,2020-08-19 07:50:05,2020
244,5,True,353,active,353,True,0,True,2020-08-19 00:06:01+00:00,True,10,0,0,2020-08-19 07:50:05,2020
245,11,False,354,active,354,True,0,True,2020-08-19 05:42:38+00:00,True,4,0,0,2020-08-19 07:50:05,2020
246,1,False,355,active,355,True,0,True,2020-08-19 00:01:42+00:00,True,16,0,0,2020-08-19 07:50:05,2020
247,20,False,356,active,356,True,0,True,2020-08-19 02:57:57+00:00,True,3,0,0,2020-08-19 07:50:05,2020
248,5,False,357,active,357,True,0,True,2020-08-19 05:08:15+00:00,True,10,0,0,2020-08-19 07:50:05,2020
249,1,False,358,active,358,True,0,True,2020-08-19 06:20:57+00:00,True,18,0,0,2020-08-19 07:50:05,2020
250,12,False,359,active,359,True,0,True,2020-08-19 05:20:59+00:00,True,3,0,0,2020-08-19 07:50:05,2020
251,0,False,360,active,360,True,0,True,2020-08-19 04:18:51+00:00,True,15,0,0,2020-08-19 07:50:05,2020
252,9,False,361,active,361,True,0,True,2020-08-19 07:07:33+00:00,True,10,0,0,2020-08-19 07:50:05,2020
253,10,False,362,active,362,True,1,True,2020-08-19 06:13:26+00:00,True,8,0,0,2020-08-19 07:50:05,2020
254,13,False,363,active,363,True,0,True,2020-08-19 02:33:45+00:00,True,6,0,0,2020-08-19 07:50:05,2020
255,0,False,364,active,364,True,1,True,2020-08-19 05:31:11+00:00,True,18,0,0,2020-08-19 07:50:05,2020
256,14,False,365,active,365,True,0,True,2020-08-19 01:32:48+00:00,True,5,0,0,2020-08-19 07:50:05,2020
257,3,False,366,active,366,True,0,True,2020-08-19 04:35:35+00:00,True,12,0,0,2020-08-19 07:50:05,2020
258,1,False,367,active,367,True,0,True,2020-08-19 07:37:20+00:00,True,18,0,0,2020-08-19 07:50:05,2020
259,13,False,368,active,368,True,0,True,2020-08-19 07:45:33+00:00,True,2,0,0,2020-08-19 07:50:05,2020
260,0,False,369,active,369,True,0,True,2020-08-19 01:56:56+00:00,True,15,0,0,2020-08-19 07:50:05,2020
261,19,False,370,active,370,True,0,True,2020-08-19 03:34:53+00:00,True,0,0,0,2020-08-19 07:50:05,2020
262,12,False,371,active,371,True,0,True,2020-08-19 00:55:37+00:00,True,7,0,0,2020-08-19 07:50:05,2020
263,16,False,372,active,372,True,1,True,2020-08-19 06:36:55+00:00,True,2,0,0,2020-08-19 07:50:05,2020
264,6,False,373,active,373,True,0,True,2020-08-18 22:53:16+00:00,True,9,0,0,2020-08-19 07:50:05,2020
265,17,False,374,active,374,True,1,True,2020-08-19 05:00:31+00:00,True,1,0,0,2020-08-19 07:50:05,2020
266,0,False,376,active,376,True,0,True,2020-08-19 04:14:36+00:00,True,15,0,0,2020-08-19 07:50:05,2020
267,9,False,377,active,377,True,0,True,2020-08-19 05:41:49+00:00,True,10,0,0,2020-08-19 07:50:05,2020
268,12,False,378,active,378,True,0,True,2020-08-19 04:12:32+00:00,True,7,0,0,2020-08-19 07:50:05,2020
269,6,False,379,active,379,True,1,True,2020-08-19 05:43:57+00:00,True,8,0,0,2020-08-19 07:50:05,2020
270,18,False,380,active,380,True,0,True,2020-08-19 06:14:18+00:00,True,0,0,0,2020-08-19 07:50:05,2020
271,5,False,381,active,381,True,0,True,2020-08-19 04:05:11+00:00,True,14,0,0,2020-08-19 07:50:05,2020
272,14,True,384,active,384,True,0,True,2020-08-19 03:00:26+00:00,True,5,0,0,2020-08-19 07:50:05,2020
273,13,False,385,active,385,True,0,True,2020-08-19 02:09:53+00:00,True,1,0,1,2020-08-19 07:50:05,2020
274,6,False,386,active,386,True,0,True,2020-08-19 05:51:26+00:00,True,13,0,0,2020-08-19 07:50:05,2020
275,3,False,387,active,387,True,2,True,2020-08-19 00:57:27+00:00,True,10,0,0,2020-08-19 07:50:05,2020
276,3,False,388,active,388,True,0,True,2020-08-18 23:01:40+00:00,True,8,0,0,2020-08-19 07:50:05,2020
277,9,False,389,active,389,True,0,True,2020-08-19 02:04:50+00:00,True,5,0,0,2020-08-19 07:50:05,2020
278,7,False,390,active,390,True,0,True,2020-08-18 15:43:58+00:00,True,8,0,0,2020-08-19 07:50:05,2020
279,1,False,391,active,391,True,0,True,2020-08-18 13:31:28+00:00,True,14,0,0,2020-08-19 07:50:05,2020
280,7,False,392,active,392,True,0,True,2020-08-18 23:56:12+00:00,True,8,0,0,2020-08-19 07:50:05,2020
281,7,False,393,active,393,True,0,True,2020-08-18 21:41:59+00:00,True,8,0,0,2020-08-19 07:50:05,2020
282,14,False,394,active,394,True,0,True,2020-08-18 22:40:56+00:00,True,0,0,0,2020-08-19 07:50:05,2020
283,4,False,395,active,395,True,0,True,2020-08-18 21:35:53+00:00,True,11,0,0,2020-08-19 07:50:05,2020
284,2,False,396,active,396,True,0,True,2020-08-19 01:54:18+00:00,True,13,0,0,2020-08-19 07:50:05,2020
285,8,False,397,active,397,True,1,True,2020-08-18 20:30:21+00:00,True,6,0,0,2020-08-19 07:50:05,2020
286,7,False,398,active,398,True,0,True,2020-08-19 01:22:52+00:00,True,12,0,0,2020-08-19 07:50:05,2020
287,6,False,399,active,399,True,0,True,2020-08-19 06:02:10+00:00,True,9,0,0,2020-08-19 07:50:05,2020
288,8,False,400,active,400,True,0,True,2020-08-19 01:22:46+00:00,True,19,0,0,2020-08-19 07:50:05,2020
289,3,False,401,active,401,True,0,True,2020-08-19 01:19:12+00:00,True,12,0,0,2020-08-19 07:50:05,2020
290,6,False,402,active,402,True,0,True,2020-08-19 03:01:58+00:00,True,9,0,0,2020-08-19 07:50:05,2020
291,5,False,403,active,403,True,1,True,2020-08-19 04:17:37+00:00,True,9,0,0,2020-08-19 07:50:05,2020
292,3,False,404,active,404,True,0,True,2020-08-19 04:02:17+00:00,True,13,0,0,2020-08-19 07:50:05,2020
293,6,False,405,active,405,True,0,True,2020-08-19 01:25:31+00:00,True,13,0,0,2020-08-19 07:50:05,2020
294,0,False,406,active,406,True,0,True,2020-08-18 23:22:58+00:00,True,19,0,0,2020-08-19 07:50:05,2020
295,17,False,407,active,407,True,0,True,2020-08-19 01:53:25+00:00,True,2,0,0,2020-08-19 07:50:05,2020
296,5,False,408,active,408,True,1,True,2020-08-19 03:24:19+00:00,True,9,0,0,2020-08-19 07:50:05,2020
297,6,False,409,active,409,True,0,True,2020-08-19 07:05:32+00:00,True,13,0,0,2020-08-19 07:50:05,2020
298,11,False,410,active,410,True,0,True,2020-08-19 02:38:14+00:00,True,8,0,0,2020-08-19 07:50:05,2020
299,11,False,411,active,411,True,0,True,2020-08-19 04:33:11+00:00,True,4,0,0,2020-08-19 07:50:05,2020
300,9,False,412,active,412,True,0,True,2020-08-19 03:44:10+00:00,True,10,0,0,2020-08-19 07:50:05,2020
301,7,False,413,active,413,True,3,True,2020-08-19 05:10:41+00:00,True,9,0,0,2020-08-19 07:50:05,2020
302,19,False,414,active,414,True,0,True,2020-08-19 04:07:36+00:00,True,4,0,0,2020-08-19 07:50:05,2020
303,16,False,415,active,415,True,0,True,2020-08-19 03:37:30+00:00,True,3,0,0,2020-08-19 07:50:05,2020
304,11,False,416,active,416,True,1,True,2020-08-19 06:15:29+00:00,True,3,0,0,2020-08-19 07:50:05,2020
305,8,False,417,active,417,True,0,True,2020-08-19 04:53:34+00:00,True,11,0,0,2020-08-19 07:50:05,2020
306,6,False,419,active,419,True,0,True,2020-08-19 02:21:54+00:00,True,9,0,0,2020-08-19 07:50:05,2020
307,0,False,420,out_of_service,420,False,0,False,1970-01-02 00:00:00+00:00,False,0,0,0,2020-08-19 07:50:05,1970
308,0,False,421,active,421,True,0,True,2020-08-17 16:27:03+00:00,True,19,0,0,2020-08-19 07:50:05,2020
309,9,False,422,active,422,True,1,True,2020-08-19 00:39:44+00:00,True,5,0,0,2020-08-19 07:50:05,2020
310,9,False,423,active,423,True,0,True,2020-08-19 01:35:22+00:00,True,10,0,0,2020-08-19 07:50:05,2020
311,16,False,424,active,424,True,0,True,2020-08-19 02:40:02+00:00,True,3,0,0,2020-08-19 07:50:05,2020
312,16,False,425,active,425,True,0,True,2020-08-18 22:46:58+00:00,True,0,0,0,2020-08-19 07:50:05,2020
313,26,False,426,active,426,True,0,True,2020-08-19 00:56:00+00:00,True,1,0,0,2020-08-19 07:50:05,2020
314,18,False,427,active,427,True,0,True,2020-08-18 14:14:07+00:00,True,1,0,0,2020-08-19 07:50:05,2020
315,12,False,428,active,428,True,1,True,2020-08-19 00:44:14+00:00,True,6,0,0,2020-08-19 07:50:05,2020
316,3,False,430,active,430,True,0,True,2020-08-18 22:24:09+00:00,True,16,0,0,2020-08-19 07:50:05,2020
317,14,False,431,active,431,True,0,True,2020-08-18 15:50:09+00:00,True,1,0,0,2020-08-19 07:50:05,2020
318,15,False,432,active,432,True,0,True,2020-08-19 00:27:01+00:00,True,4,0,0,2020-08-19 07:50:05,2020
319,17,False,433,active,433,True,0,True,2020-08-19 01:44:49+00:00,True,2,0,0,2020-08-19 07:50:05,2020
320,17,False,434,active,434,True,0,True,2020-08-19 00:42:49+00:00,True,2,0,0,2020-08-19 07:50:05,2020
321,6,False,435,active,435,True,0,True,2020-08-18 22:40:18+00:00,True,9,0,0,2020-08-19 07:50:05,2020
322,12,False,436,active,436,True,0,True,2020-08-19 05:17:31+00:00,True,3,0,0,2020-08-19 07:50:05,2020
323,15,False,437,active,437,True,0,True,2020-08-19 04:28:50+00:00,True,4,0,0,2020-08-19 07:50:05,2020
324,0,False,440,active,440,True,0,True,2020-08-19 00:24:28+00:00,True,17,0,0,2020-08-19 07:50:05,2020
325,6,False,441,active,441,True,1,True,2020-08-19 07:24:15+00:00,True,12,0,0,2020-08-19 07:50:05,2020
326,0,False,442,active,442,True,0,True,2020-08-18 21:01:08+00:00,True,15,0,0,2020-08-19 07:50:05,2020
327,15,False,443,active,443,True,0,True,2020-08-19 05:24:42+00:00,True,4,0,0,2020-08-19 07:50:05,2020
328,9,False,445,active,445,True,0,True,2020-08-19 01:47:02+00:00,True,10,0,0,2020-08-19 07:50:05,2020
329,12,False,446,active,446,True,0,True,2020-08-19 04:51:25+00:00,True,0,0,0,2020-08-19 07:50:05,2020
330,12,False,447,active,447,True,0,True,2020-08-19 00:58:46+00:00,True,7,0,0,2020-08-19 07:50:05,2020
331,4,False,448,active,448,True,0,True,2020-08-18 08:58:50+00:00,True,7,0,0,2020-08-19 07:50:05,2020
332,0,False,449,out_of_service,449,False,0,True,1970-01-02 00:00:00+00:00,True,0,0,0,2020-08-19 07:50:05,1970
333,5,False,450,active,450,True,0,False,2020-08-19 01:40:53+00:00,False,10,0,0,2020-08-19 07:50:05,2020
334,3,False,451,active,451,True,0,True,2020-08-19 05:11:27+00:00,True,12,0,0,2020-08-19 07:50:05,2020
335,2,False,452,active,452,True,0,True,2020-08-19 05:05:31+00:00,True,13,0,0,2020-08-19 07:50:05,2020
336,8,False,453,active,453,True,0,True,2020-08-19 03:15:46+00:00,True,7,0,0,2020-08-19 07:50:05,2020
337,15,False,454,active,454,True,0,True,2020-08-19 01:51:42+00:00,True,0,0,0,2020-08-19 07:50:05,2020
338,5,False,455,active,455,True,0,True,2020-08-19 01:08:48+00:00,True,7,0,0,2020-08-19 07:50:05,2020
339,13,False,456,active,456,True,0,True,2020-08-19 04:29:02+00:00,True,6,0,0,2020-08-19 07:50:05,2020
340,0,False,457,active,457,True,0,True,2020-08-19 01:12:46+00:00,True,11,0,0,2020-08-19 07:50:05,2020
341,3,False,458,active,458,True,2,True,2020-08-18 23:32:08+00:00,True,6,0,0,2020-08-19 07:50:05,2020
