,num_bikes_available,num_ebikes_available,num_docks_available,num_docks_disabled,is_renting,eightd_has_available_keys,legacy_id,is_returning,station_status,last_reported,num_bikes_disabled,station_id,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,3,0,12,0,True,True,3,True,active,2020-07-31 11:22:29+00:00,0,3,True,,,2020-07-31 11:27:30,2020
1,16,0,3,0,True,False,4,True,active,2020-07-31 09:53:51+00:00,0,4,True,,,2020-07-31 11:27:30,2020
2,13,0,2,0,True,False,5,True,active,2020-07-31 11:07:43+00:00,0,5,True,,,2020-07-31 11:27:30,2020
3,4,0,11,0,True,False,6,True,active,2020-07-31 11:21:57+00:00,0,6,True,,,2020-07-31 11:27:30,2020
4,10,0,4,0,True,False,7,True,active,2020-07-31 09:28:01+00:00,1,7,True,,,2020-07-31 11:27:30,2020
5,14,0,3,0,True,False,8,True,active,2020-07-31 11:13:44+00:00,2,8,True,,,2020-07-31 11:27:30,2020
6,11,0,4,0,True,False,9,True,active,2020-07-31 08:01:54+00:00,0,9,True,,,2020-07-31 11:27:30,2020
7,9,0,2,0,True,False,10,True,active,2020-07-31 11:16:49+00:00,0,10,True,,,2020-07-31 11:27:30,2020
8,4,0,11,0,True,False,11,True,active,2020-07-31 11:24:15+00:00,0,11,True,"{'dock_blocked_count': 0, 'off_dock_count': 32, 'active': True, 'valet_revision': 75, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 11:27:30,2020
9,1,0,16,0,True,True,12,True,active,2020-07-31 11:23:05+00:00,1,12,True,,,2020-07-31 11:27:30,2020
10,19,0,0,0,True,False,13,True,active,2020-07-31 10:40:51+00:00,0,13,True,,,2020-07-31 11:27:30,2020
11,12,0,13,0,True,False,14,True,active,2020-07-31 11:21:25+00:00,0,14,True,,,2020-07-31 11:27:30,2020
12,12,0,1,0,True,False,15,True,active,2020-07-31 11:07:08+00:00,2,15,True,,,2020-07-31 11:27:30,2020
13,5,0,13,0,True,True,16,True,active,2020-07-31 11:08:41+00:00,1,16,True,,,2020-07-31 11:27:30,2020
14,10,0,5,0,True,False,17,True,active,2020-07-31 11:10:12+00:00,0,17,True,,,2020-07-31 11:27:30,2020
15,10,0,5,0,True,False,19,True,active,2020-07-31 10:04:12+00:00,0,19,True,,,2020-07-31 11:27:30,2020
16,5,0,18,0,True,True,20,True,active,2020-07-31 09:42:31+00:00,0,20,True,,,2020-07-31 11:27:30,2020
17,5,0,13,0,True,True,21,True,active,2020-07-31 10:18:05+00:00,0,21,True,,,2020-07-31 11:27:30,2020
18,5,0,41,0,True,True,22,True,active,2020-07-31 11:13:07+00:00,1,22,True,,,2020-07-31 11:27:30,2020
