,eightd_has_available_keys,num_ebikes_available,num_docks_disabled,num_bikes_available,station_id,is_returning,num_bikes_disabled,num_docks_available,station_status,legacy_id,is_installed,is_renting,last_reported,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,False,0,0,13,3,True,0,2,active,3,True,True,2020-08-20 19:23:30+00:00,,,2020-08-20 19:28:15,2020
1,False,0,0,5,4,True,0,14,active,4,True,True,2020-08-20 19:25:22+00:00,,,2020-08-20 19:28:15,2020
2,False,0,0,2,5,True,0,13,active,5,True,True,2020-08-20 19:17:59+00:00,,,2020-08-20 19:28:15,2020
3,False,0,0,13,6,True,1,1,active,6,True,True,2020-08-20 19:26:28+00:00,,,2020-08-20 19:28:15,2020
4,False,0,0,7,7,True,0,8,active,7,True,True,2020-08-20 18:30:09+00:00,,,2020-08-20 19:28:15,2020
5,False,0,0,10,8,True,1,8,active,8,True,True,2020-08-20 19:28:08+00:00,,,2020-08-20 19:28:15,2020
6,False,0,0,6,9,True,0,9,active,9,True,True,2020-08-20 19:23:47+00:00,,,2020-08-20 19:28:15,2020
7,False,0,0,8,10,True,0,3,active,10,True,True,2020-08-20 19:26:19+00:00,,,2020-08-20 19:28:15,2020
8,False,0,0,11,11,True,0,4,active,11,True,True,2020-08-20 19:26:04+00:00,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'active': True, 'dock_blocked_count': 0, 'valet_revision': 98, 'off_dock_count': 51}",2020-08-20 19:28:15,2020
9,True,0,0,14,12,True,2,2,active,12,True,True,2020-08-20 19:12:35+00:00,,,2020-08-20 19:28:15,2020
10,False,0,0,12,13,True,0,7,active,13,True,True,2020-08-20 19:20:34+00:00,,,2020-08-20 19:28:15,2020
11,False,0,0,22,14,True,0,3,active,14,True,True,2020-08-20 19:03:53+00:00,,,2020-08-20 19:28:15,2020
12,False,0,0,12,15,True,0,3,active,15,True,True,2020-08-20 18:52:23+00:00,,,2020-08-20 19:28:15,2020
