,num_bikes_available,is_installed,legacy_id,station_status,eightd_has_available_keys,num_docks_available,num_ebikes_available,is_renting,is_returning,last_reported,station_id,num_docks_disabled,num_bikes_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,9,True,3,active,True,6,0,True,True,2020-08-05 13:43:21+00:00,3,0,0,,,2020-08-05 14:40:10,2020
1,6,True,4,active,False,13,0,True,True,2020-08-05 14:24:32+00:00,4,0,0,,,2020-08-05 14:40:10,2020
2,5,True,5,active,False,10,0,True,True,2020-08-05 14:36:27+00:00,5,0,0,,,2020-08-05 14:40:10,2020
3,15,True,6,active,False,0,0,True,True,2020-08-05 14:37:05+00:00,6,0,0,,,2020-08-05 14:40:10,2020
4,13,True,7,active,False,2,0,True,True,2020-08-05 14:35:31+00:00,7,0,0,,,2020-08-05 14:40:10,2020
5,8,True,8,active,False,11,0,True,True,2020-08-05 14:39:10+00:00,8,0,0,,,2020-08-05 14:40:10,2020
6,6,True,9,active,False,9,0,True,True,2020-08-05 14:38:23+00:00,9,0,0,,,2020-08-05 14:40:10,2020
7,2,True,10,active,False,9,0,True,True,2020-08-05 14:23:47+00:00,10,0,0,,,2020-08-05 14:40:10,2020
8,13,True,11,active,False,2,0,True,True,2020-08-05 14:40:01+00:00,11,0,0,"{'off_dock_count': 52, 'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 50, 'region': 'BOS', 'valet_revision': 79, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-05 14:40:10,2020
9,11,True,12,active,True,7,0,True,True,2020-08-05 14:38:20+00:00,12,0,0,,,2020-08-05 14:40:10,2020
10,19,True,13,active,False,0,0,True,True,2020-08-05 14:26:49+00:00,13,0,0,,,2020-08-05 14:40:10,2020
11,16,True,14,active,False,9,0,True,True,2020-08-05 14:36:54+00:00,14,0,0,,,2020-08-05 14:40:10,2020
12,6,True,15,active,False,9,0,True,True,2020-08-05 14:33:05+00:00,15,0,0,,,2020-08-05 14:40:10,2020
13,7,True,16,active,True,12,0,True,True,2020-08-05 14:38:01+00:00,16,0,0,,,2020-08-05 14:40:10,2020
14,2,True,17,active,False,13,0,True,True,2020-08-05 13:46:43+00:00,17,0,0,,,2020-08-05 14:40:10,2020
15,8,True,19,active,False,7,0,True,True,2020-08-05 14:31:11+00:00,19,0,0,,,2020-08-05 14:40:10,2020
16,15,True,20,active,True,8,0,True,True,2020-08-05 14:15:48+00:00,20,0,0,,,2020-08-05 14:40:10,2020
17,6,True,21,active,True,11,0,True,True,2020-08-05 13:51:30+00:00,21,0,1,,,2020-08-05 14:40:10,2020
18,10,True,22,active,True,35,0,True,True,2020-08-05 14:03:18+00:00,22,0,2,,,2020-08-05 14:40:10,2020
19,12,True,23,active,True,9,0,True,True,2020-08-05 14:38:31+00:00,23,0,0,,,2020-08-05 14:40:10,2020
20,4,True,24,active,False,15,0,True,True,2020-08-05 13:51:42+00:00,24,0,0,,,2020-08-05 14:40:10,2020
21,4,True,25,active,False,11,0,True,True,2020-08-05 14:20:40+00:00,25,0,0,,,2020-08-05 14:40:10,2020
22,5,True,26,active,False,9,0,True,True,2020-08-05 13:45:44+00:00,26,0,1,,,2020-08-05 14:40:10,2020
23,2,True,27,active,False,21,0,True,True,2020-08-05 14:37:20+00:00,27,0,0,,,2020-08-05 14:40:10,2020
24,13,True,29,active,False,2,0,True,True,2020-08-05 12:44:55+00:00,29,0,0,,,2020-08-05 14:40:10,2020
25,9,True,30,active,False,6,0,True,True,2020-08-05 14:39:03+00:00,30,0,0,,,2020-08-05 14:40:10,2020
26,6,True,31,active,True,13,0,True,True,2020-08-05 13:10:50+00:00,31,0,0,,,2020-08-05 14:40:10,2020
27,10,True,32,active,False,5,0,True,True,2020-08-05 14:36:12+00:00,32,0,0,,,2020-08-05 14:40:10,2020
28,10,True,33,active,False,17,0,True,True,2020-08-05 14:17:59+00:00,33,0,0,,,2020-08-05 14:40:10,2020
29,16,True,35,active,False,6,0,True,True,2020-08-05 14:37:58+00:00,35,0,1,,,2020-08-05 14:40:10,2020
30,16,True,36,active,True,17,0,True,True,2020-08-05 14:24:56+00:00,36,0,0,,,2020-08-05 14:40:10,2020
31,9,True,37,active,True,6,0,True,True,2020-08-05 13:56:22+00:00,37,0,0,,,2020-08-05 14:40:10,2020
32,9,True,39,active,False,14,0,True,True,2020-08-05 14:35:56+00:00,39,0,0,,,2020-08-05 14:40:10,2020
33,8,True,40,active,False,10,0,True,True,2020-08-05 14:36:09+00:00,40,0,1,,,2020-08-05 14:40:10,2020
34,0,True,41,active,True,26,0,True,True,2020-08-05 14:18:19+00:00,41,1,0,,,2020-08-05 14:40:10,2020
35,6,True,42,active,False,17,0,True,True,2020-08-05 14:38:01+00:00,42,0,0,,,2020-08-05 14:40:10,2020
36,9,True,43,active,True,6,0,True,True,2020-08-05 14:00:37+00:00,43,0,0,,,2020-08-05 14:40:10,2020
37,18,True,44,active,False,5,0,True,True,2020-08-05 13:26:18+00:00,44,0,0,,,2020-08-05 14:40:10,2020
38,5,True,46,active,False,14,0,True,True,2020-08-05 14:29:14+00:00,46,0,0,,,2020-08-05 14:40:10,2020
39,4,True,47,active,True,15,0,True,True,2020-08-05 14:26:08+00:00,47,0,0,,,2020-08-05 14:40:10,2020
40,15,True,48,active,False,4,0,True,True,2020-08-05 14:19:58+00:00,48,0,0,,,2020-08-05 14:40:10,2020
41,15,True,49,active,False,2,0,True,True,2020-08-05 13:12:05+00:00,49,0,1,,,2020-08-05 14:40:10,2020
42,14,True,50,active,True,0,0,True,True,2020-08-05 14:25:51+00:00,50,0,1,,,2020-08-05 14:40:10,2020
43,5,True,51,active,False,10,0,True,True,2020-08-05 13:37:51+00:00,51,0,0,,,2020-08-05 14:40:10,2020
44,7,True,52,active,True,16,0,True,True,2020-08-05 14:38:41+00:00,52,0,0,,,2020-08-05 14:40:10,2020
45,9,True,53,active,False,10,0,True,True,2020-08-05 14:24:59+00:00,53,0,0,,,2020-08-05 14:40:10,2020
46,13,True,54,active,False,2,0,True,True,2020-08-05 14:11:47+00:00,54,0,0,,,2020-08-05 14:40:10,2020
47,14,True,55,active,False,0,0,True,True,2020-08-05 14:25:25+00:00,55,0,1,,,2020-08-05 14:40:10,2020
48,4,True,56,active,True,14,0,True,True,2020-08-05 13:59:51+00:00,56,0,0,,,2020-08-05 14:40:10,2020
49,2,True,57,active,True,11,0,True,True,2020-08-05 13:06:19+00:00,57,0,1,,,2020-08-05 14:40:10,2020
50,4,True,58,active,True,15,0,True,True,2020-08-05 14:13:21+00:00,58,0,0,,,2020-08-05 14:40:10,2020
51,9,True,59,active,True,10,0,True,True,2020-08-05 14:22:58+00:00,59,0,0,,,2020-08-05 14:40:10,2020
52,5,True,60,active,False,13,0,True,True,2020-08-05 14:39:57+00:00,60,0,1,"{'off_dock_count': 33, 'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 40, 'region': 'BOS', 'valet_revision': 67, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-05 14:40:10,2020
53,14,True,61,active,False,5,0,True,True,2020-08-05 14:34:41+00:00,61,0,0,,,2020-08-05 14:40:10,2020
54,2,True,63,active,False,13,0,True,True,2020-08-05 14:22:56+00:00,63,0,0,,,2020-08-05 14:40:10,2020
55,9,True,64,active,False,10,0,True,True,2020-08-05 14:02:14+00:00,64,0,0,,,2020-08-05 14:40:10,2020
56,5,True,65,active,False,17,0,True,True,2020-08-05 13:56:53+00:00,65,0,1,,,2020-08-05 14:40:10,2020
57,2,True,66,active,False,13,0,True,True,2020-08-05 14:39:37+00:00,66,0,0,,,2020-08-05 14:40:10,2020
58,12,True,67,active,True,15,0,True,True,2020-08-05 14:19:18+00:00,67,0,0,,,2020-08-05 14:40:10,2020
59,8,True,68,active,True,11,0,True,True,2020-08-05 14:39:09+00:00,68,0,0,,,2020-08-05 14:40:10,2020
60,10,True,69,active,True,9,0,True,True,2020-08-05 14:24:20+00:00,69,0,0,,,2020-08-05 14:40:10,2020
61,15,True,70,active,False,8,0,True,True,2020-08-05 14:07:51+00:00,70,0,0,,,2020-08-05 14:40:10,2020
62,13,True,71,active,False,10,0,True,True,2020-08-05 14:19:53+00:00,71,0,0,,,2020-08-05 14:40:10,2020
63,9,True,72,active,False,14,0,True,True,2020-08-05 14:39:19+00:00,72,0,0,,,2020-08-05 14:40:10,2020
64,8,True,73,active,False,7,0,True,True,2020-08-05 14:34:40+00:00,73,0,0,,,2020-08-05 14:40:10,2020
65,10,True,74,active,True,9,0,True,True,2020-08-05 14:17:33+00:00,74,0,0,,,2020-08-05 14:40:10,2020
66,1,True,75,active,False,14,0,True,True,2020-08-05 12:46:40+00:00,75,0,0,,,2020-08-05 14:40:10,2020
67,6,True,76,active,False,11,0,True,True,2020-08-05 14:29:24+00:00,76,0,0,,,2020-08-05 14:40:10,2020
68,1,True,77,active,False,14,0,True,True,2020-08-05 13:45:11+00:00,77,0,0,,,2020-08-05 14:40:10,2020
69,8,True,78,active,False,10,0,True,True,2020-08-05 14:07:59+00:00,78,0,1,,,2020-08-05 14:40:10,2020
70,8,True,79,active,False,11,0,True,True,2020-08-05 14:31:59+00:00,79,0,0,,,2020-08-05 14:40:10,2020
71,32,True,80,active,False,3,0,True,True,2020-08-05 14:26:12+00:00,80,0,0,,,2020-08-05 14:40:10,2020
72,5,True,81,active,False,14,0,True,True,2020-08-05 14:34:33+00:00,81,0,0,,,2020-08-05 14:40:10,2020
73,6,True,82,active,False,8,0,True,True,2020-08-05 13:55:20+00:00,82,0,1,,,2020-08-05 14:40:10,2020
74,9,True,84,active,False,6,0,True,True,2020-08-05 14:00:25+00:00,84,0,0,,,2020-08-05 14:40:10,2020
75,18,True,85,active,False,1,0,True,True,2020-08-05 14:34:36+00:00,85,0,0,,,2020-08-05 14:40:10,2020
76,1,True,86,active,False,18,0,True,True,2020-08-05 14:37:23+00:00,86,0,0,,,2020-08-05 14:40:10,2020
77,1,True,87,active,False,14,0,True,True,2020-08-05 13:48:23+00:00,87,0,0,,,2020-08-05 14:40:10,2020
78,14,True,89,active,False,5,0,True,True,2020-08-05 13:28:43+00:00,89,0,0,,,2020-08-05 14:40:10,2020
79,11,True,90,active,False,8,0,True,True,2020-08-05 14:15:23+00:00,90,0,0,,,2020-08-05 14:40:10,2020
80,10,True,91,active,False,8,0,True,True,2020-08-05 14:12:48+00:00,91,0,1,,,2020-08-05 14:40:10,2020
81,16,True,92,active,False,3,0,True,True,2020-08-05 13:10:20+00:00,92,0,0,,,2020-08-05 14:40:10,2020
82,10,True,93,active,False,3,0,True,True,2020-08-05 13:02:35+00:00,93,0,2,,,2020-08-05 14:40:10,2020
83,3,True,94,active,False,8,0,True,True,2020-08-05 14:08:44+00:00,94,0,0,,,2020-08-05 14:40:10,2020
84,9,True,95,active,False,6,0,True,True,2020-08-05 14:38:30+00:00,95,0,0,,,2020-08-05 14:40:10,2020
85,7,True,96,active,False,12,0,True,True,2020-08-05 14:21:32+00:00,96,0,0,,,2020-08-05 14:40:10,2020
