,num_docks_available,num_docks_disabled,last_reported,num_ebikes_available,station_id,station_status,is_renting,num_bikes_disabled,is_installed,legacy_id,num_bikes_available,is_returning,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,7,0,2020-07-29 21:51:11+00:00,0,3,active,True,2,True,3,6,True,True,,,2020-07-29 22:19:55,2020
1,4,0,2020-07-29 22:01:06+00:00,0,4,active,True,0,True,4,15,True,False,,,2020-07-29 22:19:55,2020
2,9,0,2020-07-29 22:10:35+00:00,0,5,active,True,0,True,5,6,True,False,,,2020-07-29 22:19:55,2020
3,6,0,2020-07-29 22:16:41+00:00,0,6,active,True,0,True,6,9,True,False,,,2020-07-29 22:19:55,2020
4,8,0,2020-07-29 21:40:19+00:00,0,7,active,True,0,True,7,7,True,False,,,2020-07-29 22:19:55,2020
5,14,0,2020-07-29 22:17:46+00:00,0,8,active,True,1,True,8,4,True,False,,,2020-07-29 22:19:55,2020
6,8,0,2020-07-29 22:11:38+00:00,0,9,active,True,1,True,9,6,True,False,,,2020-07-29 22:19:55,2020
7,8,0,2020-07-29 21:45:24+00:00,0,10,active,True,1,True,10,2,True,False,,,2020-07-29 22:19:55,2020
8,12,0,2020-07-29 22:16:02+00:00,0,11,active,True,1,True,11,2,True,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 12, 'region': 'BOS', 'active': True, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'valet_revision': 69, 'dock_blocked_count': 0, 'off_dock_capacity': 50}",2020-07-29 22:19:55,2020
9,5,0,2020-07-29 21:54:07+00:00,0,12,active,True,1,True,12,12,True,True,,,2020-07-29 22:19:55,2020
10,10,0,2020-07-29 22:15:45+00:00,0,13,active,True,0,True,13,9,True,False,,,2020-07-29 22:19:55,2020
11,25,0,2020-07-29 21:56:13+00:00,0,14,active,True,0,True,14,0,True,False,,,2020-07-29 22:19:55,2020
12,6,0,2020-07-29 22:19:19+00:00,0,15,active,True,0,True,15,9,True,False,,,2020-07-29 22:19:55,2020
13,6,0,2020-07-29 22:18:28+00:00,0,16,active,True,2,True,16,11,True,True,,,2020-07-29 22:19:55,2020
14,6,0,2020-07-29 22:12:56+00:00,0,17,active,True,0,True,17,9,True,False,,,2020-07-29 22:19:55,2020
15,12,0,2020-07-29 22:15:05+00:00,0,19,active,True,0,True,19,3,True,False,,,2020-07-29 22:19:55,2020
16,9,0,2020-07-29 22:18:55+00:00,0,20,active,True,1,True,20,13,True,False,,,2020-07-29 22:19:55,2020
17,11,0,2020-07-29 22:17:48+00:00,0,21,active,True,0,True,21,7,True,False,,,2020-07-29 22:19:55,2020
18,31,0,2020-07-29 22:14:58+00:00,0,22,active,True,1,True,22,15,True,True,,,2020-07-29 22:19:55,2020
19,17,0,2020-07-29 22:18:18+00:00,0,23,active,True,0,True,23,4,True,True,,,2020-07-29 22:19:55,2020
20,14,0,2020-07-29 22:03:20+00:00,0,24,active,True,0,True,24,5,True,False,,,2020-07-29 22:19:55,2020
21,7,0,2020-07-29 22:18:34+00:00,0,25,active,True,0,True,25,8,True,False,,,2020-07-29 22:19:55,2020
22,14,0,2020-07-29 22:12:14+00:00,0,26,active,True,1,True,26,0,True,False,,,2020-07-29 22:19:55,2020
23,11,0,2020-07-29 22:13:35+00:00,0,27,active,True,2,True,27,10,True,False,,,2020-07-29 22:19:55,2020
24,3,0,2020-07-29 22:09:15+00:00,0,29,active,True,0,True,29,12,True,False,,,2020-07-29 22:19:55,2020
25,10,0,2020-07-29 22:18:12+00:00,0,30,active,True,0,True,30,5,True,False,,,2020-07-29 22:19:55,2020
26,11,0,2020-07-29 22:11:37+00:00,0,31,active,True,1,True,31,7,True,True,,,2020-07-29 22:19:55,2020
27,4,0,2020-07-29 22:17:16+00:00,0,32,active,True,1,True,32,10,True,False,,,2020-07-29 22:19:55,2020
28,9,0,2020-07-29 22:15:22+00:00,0,33,active,True,1,True,33,17,True,False,,,2020-07-29 22:19:55,2020
29,10,0,2020-07-29 22:19:45+00:00,0,35,active,True,0,True,35,13,True,False,,,2020-07-29 22:19:55,2020
30,7,0,2020-07-29 22:15:31+00:00,0,36,active,True,0,True,36,26,True,True,,,2020-07-29 22:19:55,2020
31,12,0,2020-07-29 21:55:12+00:00,0,37,active,True,0,True,37,3,True,True,,,2020-07-29 22:19:55,2020
32,12,0,2020-07-29 22:18:42+00:00,0,39,active,True,1,True,39,10,True,False,,,2020-07-29 22:19:55,2020
