,eightd_has_available_keys,legacy_id,is_returning,last_reported,num_bikes_disabled,num_docks_available,station_id,num_docks_disabled,is_installed,num_bikes_available,is_renting,num_ebikes_available,station_status,timestamp_of_data_read_request,year_station_last_reported
227,False,336,True,2020-08-11 05:18:23+00:00,2,0,336,0,True,13,True,0,active,2020-08-11 06:58:45,2020
228,False,337,True,2020-08-11 01:26:03+00:00,0,1,337,0,True,14,True,0,active,2020-08-11 06:58:45,2020
229,False,338,True,2020-08-11 06:53:39+00:00,0,8,338,0,True,7,True,0,active,2020-08-11 06:58:45,2020
230,False,339,True,2020-08-11 01:31:00+00:00,0,6,339,0,True,9,True,0,active,2020-08-11 06:58:45,2020
231,False,340,True,2020-08-11 05:56:18+00:00,0,2,340,0,True,17,True,0,active,2020-08-11 06:58:45,2020
232,True,341,True,2020-08-11 01:18:14+00:00,0,9,341,0,True,6,True,0,active,2020-08-11 06:58:45,2020
233,False,342,True,2020-08-11 06:30:35+00:00,0,2,342,0,True,13,True,0,active,2020-08-11 06:58:45,2020
234,False,343,True,2020-08-11 05:08:58+00:00,0,10,343,0,True,5,True,0,active,2020-08-11 06:58:45,2020
235,False,344,True,2020-08-11 01:58:41+00:00,0,17,344,0,True,2,True,0,active,2020-08-11 06:58:45,2020
236,False,345,True,2020-08-11 04:26:27+00:00,2,11,345,0,True,6,True,0,active,2020-08-11 06:58:45,2020
237,False,346,True,2020-08-11 02:38:36+00:00,0,10,346,0,True,5,True,0,active,2020-08-11 06:58:45,2020
238,False,347,True,2020-08-10 18:56:34+00:00,0,3,347,0,True,12,True,0,active,2020-08-11 06:58:45,2020
239,False,348,True,2020-08-11 06:10:44+00:00,1,9,348,0,True,5,True,0,active,2020-08-11 06:58:45,2020
240,True,349,True,2020-08-10 22:16:36+00:00,0,12,349,0,True,5,True,0,active,2020-08-11 06:58:45,2020
241,False,350,True,2020-08-10 19:23:29+00:00,0,4,350,0,True,13,True,0,active,2020-08-11 06:58:45,2020
242,False,351,True,2020-08-11 04:22:35+00:00,0,8,351,0,True,7,True,0,active,2020-08-11 06:58:45,2020
243,False,352,True,2020-08-11 02:29:48+00:00,0,5,352,0,True,10,True,0,active,2020-08-11 06:58:45,2020
244,True,353,True,2020-08-10 15:45:32+00:00,0,10,353,0,True,5,True,0,active,2020-08-11 06:58:45,2020
245,False,354,True,2020-08-11 06:58:09+00:00,1,2,354,0,True,12,True,0,active,2020-08-11 06:58:45,2020
246,False,355,True,2020-08-11 05:28:37+00:00,0,4,355,0,True,13,True,0,active,2020-08-11 06:58:45,2020
247,False,356,True,2020-08-11 02:55:10+00:00,0,22,356,0,True,1,True,0,active,2020-08-11 06:58:45,2020
248,False,357,True,2020-08-10 23:59:27+00:00,0,10,357,0,True,5,True,0,active,2020-08-11 06:58:45,2020
249,False,358,True,2020-08-11 02:54:38+00:00,0,10,358,0,True,9,True,0,active,2020-08-11 06:58:45,2020
250,False,359,True,2020-08-11 06:12:29+00:00,0,14,359,0,True,1,True,0,active,2020-08-11 06:58:45,2020
251,False,360,True,2020-08-11 03:40:45+00:00,0,6,360,0,True,9,True,0,active,2020-08-11 06:58:45,2020
252,False,361,True,2020-08-11 03:49:53+00:00,0,6,361,0,True,13,True,0,active,2020-08-11 06:58:45,2020
253,False,362,True,2020-08-11 04:16:44+00:00,0,7,362,0,True,12,True,0,active,2020-08-11 06:58:45,2020
254,False,363,True,2020-08-11 01:43:28+00:00,1,9,363,0,True,9,True,0,active,2020-08-11 06:58:45,2020
255,False,364,True,2020-08-11 05:50:35+00:00,0,5,364,0,True,14,True,0,active,2020-08-11 06:58:45,2020
256,False,365,True,2020-08-11 02:57:58+00:00,2,17,365,0,True,0,True,0,active,2020-08-11 06:58:45,2020
257,False,366,True,2020-08-11 05:01:22+00:00,0,9,366,0,True,6,True,0,active,2020-08-11 06:58:45,2020
258,False,367,True,2020-08-11 01:23:18+00:00,0,1,367,0,True,18,True,0,active,2020-08-11 06:58:45,2020
259,False,368,True,2020-08-11 03:15:31+00:00,1,5,368,0,True,9,True,0,active,2020-08-11 06:58:45,2020
260,False,369,True,2020-08-11 01:53:15+00:00,1,0,369,0,True,14,True,0,active,2020-08-11 06:58:45,2020
261,False,370,True,2020-08-11 04:06:34+00:00,0,4,370,0,True,15,True,0,active,2020-08-11 06:58:45,2020
262,False,371,True,2020-08-11 02:00:55+00:00,0,3,371,0,True,16,True,0,active,2020-08-11 06:58:45,2020
263,False,372,True,2020-08-11 06:13:20+00:00,0,9,372,0,True,10,True,0,active,2020-08-11 06:58:45,2020
264,False,373,True,2020-08-10 21:39:18+00:00,0,8,373,0,True,7,True,0,active,2020-08-11 06:58:45,2020
265,False,374,True,2020-08-11 05:23:38+00:00,1,17,374,0,True,1,True,0,active,2020-08-11 06:58:45,2020
266,False,376,True,2020-08-11 04:58:55+00:00,0,3,376,0,True,12,True,0,active,2020-08-11 06:58:45,2020
267,False,377,True,2020-08-11 04:57:26+00:00,0,4,377,0,True,15,True,0,active,2020-08-11 06:58:45,2020
268,False,378,True,2020-08-11 03:06:44+00:00,0,9,378,0,True,10,True,0,active,2020-08-11 06:58:45,2020
269,False,379,True,2020-08-11 01:37:11+00:00,0,4,379,0,True,11,True,0,active,2020-08-11 06:58:45,2020
270,False,380,True,2020-08-11 04:34:42+00:00,0,17,380,0,True,1,True,0,active,2020-08-11 06:58:45,2020
271,False,381,True,2020-08-11 04:01:32+00:00,0,6,381,0,True,13,True,0,active,2020-08-11 06:58:45,2020
272,True,384,True,2020-08-11 04:40:48+00:00,0,10,384,0,True,9,True,0,active,2020-08-11 06:58:45,2020
273,False,385,True,2020-08-11 04:35:04+00:00,2,8,385,1,True,4,True,0,active,2020-08-11 06:58:45,2020
274,False,386,True,2020-08-11 05:32:53+00:00,0,6,386,0,True,13,True,0,active,2020-08-11 06:58:45,2020
275,False,387,True,2020-08-11 04:05:53+00:00,1,0,387,0,True,14,True,0,active,2020-08-11 06:58:45,2020
276,False,388,True,2020-08-10 22:45:24+00:00,0,6,388,0,True,5,True,0,active,2020-08-11 06:58:45,2020
277,False,389,True,2020-08-10 21:07:52+00:00,0,0,389,0,True,14,True,0,active,2020-08-11 06:58:45,2020
278,False,390,True,2020-08-11 02:32:47+00:00,0,1,390,0,True,14,True,0,active,2020-08-11 06:58:45,2020
279,False,391,True,2020-08-11 01:20:41+00:00,0,2,391,0,True,13,True,0,active,2020-08-11 06:58:45,2020
280,False,392,True,2020-08-11 03:27:24+00:00,0,7,392,0,True,8,True,0,active,2020-08-11 06:58:45,2020
281,False,393,True,2020-08-10 01:22:59+00:00,1,8,393,0,True,6,True,0,active,2020-08-11 06:58:45,2020
282,False,394,True,2020-08-11 02:04:18+00:00,0,12,394,0,True,2,True,0,active,2020-08-11 06:58:45,2020
283,False,395,True,2020-08-10 16:55:20+00:00,0,5,395,0,True,10,True,0,active,2020-08-11 06:58:45,2020
284,False,396,True,2020-08-10 23:27:29+00:00,0,3,396,0,True,12,True,0,active,2020-08-11 06:58:45,2020
285,False,397,True,2020-08-11 01:57:04+00:00,0,1,397,0,True,14,True,0,active,2020-08-11 06:58:45,2020
286,False,398,True,2020-08-11 01:18:31+00:00,0,3,398,0,True,16,True,0,active,2020-08-11 06:58:45,2020
287,False,399,True,2020-08-11 04:24:42+00:00,1,6,399,0,True,8,True,0,active,2020-08-11 06:58:45,2020
288,False,400,True,2020-08-10 20:50:16+00:00,0,18,400,0,True,9,True,0,active,2020-08-11 06:58:45,2020
289,False,401,True,2020-08-11 01:17:34+00:00,0,10,401,0,True,5,True,0,active,2020-08-11 06:58:45,2020
290,False,402,True,2020-08-11 04:49:27+00:00,1,7,402,0,True,7,True,0,active,2020-08-11 06:58:45,2020
291,False,403,True,2020-08-11 04:29:01+00:00,1,0,403,0,True,14,True,0,active,2020-08-11 06:58:45,2020
292,False,404,True,2020-08-11 03:36:10+00:00,1,4,404,0,True,11,True,0,active,2020-08-11 06:58:45,2020
293,False,405,True,2020-08-11 00:33:15+00:00,0,14,405,0,True,5,True,0,active,2020-08-11 06:58:45,2020
294,False,406,True,2020-08-11 01:02:53+00:00,0,1,406,0,True,18,True,0,active,2020-08-11 06:58:45,2020
295,False,407,True,2020-08-11 00:33:03+00:00,0,19,407,0,True,0,True,0,active,2020-08-11 06:58:45,2020
296,False,408,True,2020-08-11 00:32:33+00:00,0,7,408,0,True,8,True,0,active,2020-08-11 06:58:45,2020
297,False,409,True,2020-08-11 05:02:26+00:00,0,3,409,0,True,16,True,0,active,2020-08-11 06:58:45,2020
298,False,410,True,2020-08-11 04:16:45+00:00,0,3,410,0,True,16,True,0,active,2020-08-11 06:58:45,2020
299,False,411,True,2020-08-10 16:41:54+00:00,0,10,411,0,True,5,True,0,active,2020-08-11 06:58:45,2020
300,False,412,True,2020-08-11 03:12:25+00:00,1,3,412,0,True,15,True,0,active,2020-08-11 06:58:45,2020
301,False,413,True,2020-08-11 04:39:56+00:00,0,0,413,0,True,19,True,0,active,2020-08-11 06:58:45,2020
302,False,414,True,2020-08-10 23:53:12+00:00,0,20,414,0,True,3,True,0,active,2020-08-11 06:58:45,2020
303,False,415,True,2020-08-11 06:24:08+00:00,1,7,415,0,True,11,True,0,active,2020-08-11 06:58:45,2020
304,False,416,True,2020-08-11 04:23:56+00:00,1,11,416,0,True,3,True,0,active,2020-08-11 06:58:45,2020
305,False,417,True,2020-08-11 04:34:14+00:00,0,2,417,0,True,17,True,0,active,2020-08-11 06:58:45,2020
306,False,419,True,2020-08-11 03:15:52+00:00,0,0,419,0,True,15,True,0,active,2020-08-11 06:58:45,2020
307,False,420,False,1970-01-02 00:00:00+00:00,0,0,420,0,False,0,False,0,out_of_service,2020-08-11 06:58:45,1970
308,False,421,True,2020-08-10 15:34:47+00:00,2,2,421,0,True,15,True,0,active,2020-08-11 06:58:45,2020
309,False,422,True,2020-08-10 14:46:48+00:00,2,0,422,0,True,13,True,0,active,2020-08-11 06:58:45,2020
310,False,423,True,2020-08-11 00:27:28+00:00,0,17,423,0,True,2,True,0,active,2020-08-11 06:58:45,2020
311,False,424,True,2020-08-11 02:43:51+00:00,0,10,424,0,True,9,True,0,active,2020-08-11 06:58:45,2020
312,False,425,True,2020-08-11 00:38:12+00:00,0,9,425,0,True,7,True,0,active,2020-08-11 06:58:45,2020
313,False,426,True,2020-08-11 02:29:08+00:00,1,22,426,0,True,4,True,0,active,2020-08-11 06:58:45,2020
314,False,427,True,2020-08-10 23:55:16+00:00,0,18,427,0,True,1,True,0,active,2020-08-11 06:58:45,2020
315,False,428,True,2020-08-11 01:45:14+00:00,1,3,428,0,True,15,True,0,active,2020-08-11 06:58:45,2020
316,False,430,True,2020-08-11 06:04:44+00:00,2,5,430,0,True,12,True,0,active,2020-08-11 06:58:45,2020
317,False,431,True,2020-08-10 23:10:16+00:00,0,14,431,0,True,1,True,0,active,2020-08-11 06:58:45,2020
318,False,432,True,2020-08-10 21:56:17+00:00,0,10,432,0,True,9,True,0,active,2020-08-11 06:58:45,2020
319,False,433,True,2020-08-10 23:22:35+00:00,1,17,433,0,True,1,True,0,active,2020-08-11 06:58:45,2020
320,False,434,True,2020-08-10 08:56:28+00:00,0,19,434,0,True,0,True,0,active,2020-08-11 06:58:45,2020
321,False,435,True,2020-08-11 04:31:47+00:00,0,9,435,0,True,6,True,0,active,2020-08-11 06:58:45,2020
322,False,436,True,2020-08-11 04:05:13+00:00,0,10,436,0,True,5,True,0,active,2020-08-11 06:58:45,2020
323,False,437,True,2020-08-11 05:16:37+00:00,0,2,437,0,True,17,True,0,active,2020-08-11 06:58:45,2020
324,False,440,True,2020-08-11 03:34:27+00:00,0,8,440,0,True,9,True,0,active,2020-08-11 06:58:45,2020
325,False,441,True,2020-08-11 02:11:12+00:00,0,7,441,0,True,12,True,0,active,2020-08-11 06:58:45,2020
326,False,442,True,2020-08-11 00:47:17+00:00,1,3,442,0,True,11,True,0,active,2020-08-11 06:58:45,2020
327,False,443,True,2020-08-11 04:05:16+00:00,0,13,443,0,True,6,True,0,active,2020-08-11 06:58:45,2020
328,False,445,True,2020-08-11 01:56:59+00:00,0,8,445,0,True,11,True,0,active,2020-08-11 06:58:45,2020
329,False,446,True,2020-08-11 04:28:31+00:00,0,7,446,0,True,5,True,0,active,2020-08-11 06:58:45,2020
330,False,447,True,2020-08-10 21:17:09+00:00,0,19,447,0,True,0,True,0,active,2020-08-11 06:58:45,2020
331,False,448,True,2020-08-10 22:24:44+00:00,0,8,448,0,True,3,True,0,active,2020-08-11 06:58:45,2020
332,False,449,True,1970-01-02 00:00:00+00:00,0,0,449,0,False,0,True,0,out_of_service,2020-08-11 06:58:45,1970
333,False,450,True,2020-08-11 03:08:07+00:00,0,9,450,0,True,6,True,0,active,2020-08-11 06:58:45,2020
334,False,451,True,2020-08-11 02:26:07+00:00,0,12,451,0,True,3,True,0,active,2020-08-11 06:58:45,2020
335,False,452,True,2020-08-11 04:26:01+00:00,0,3,452,0,True,12,True,0,active,2020-08-11 06:58:45,2020
336,False,453,True,2020-08-11 01:51:51+00:00,0,12,453,0,True,3,True,0,active,2020-08-11 06:58:45,2020
337,False,454,True,2020-08-11 06:21:37+00:00,1,1,454,0,True,13,True,0,active,2020-08-11 06:58:45,2020
338,False,455,True,2020-08-10 20:11:41+00:00,1,11,455,0,True,0,True,0,active,2020-08-11 06:58:45,2020
339,False,456,True,2020-08-11 03:52:09+00:00,0,8,456,0,True,11,True,0,active,2020-08-11 06:58:45,2020
340,False,457,True,2020-08-10 21:25:23+00:00,0,11,457,0,True,0,True,0,active,2020-08-11 06:58:45,2020
341,False,458,True,2020-08-11 00:13:24+00:00,0,8,458,0,True,3,True,0,active,2020-08-11 06:58:45,2020
