,is_returning,is_installed,is_renting,num_docks_available,station_id,legacy_id,last_reported,num_docks_disabled,num_bikes_disabled,station_status,num_bikes_available,num_ebikes_available,eightd_has_available_keys,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,True,True,True,14,3,3,2020-07-29 01:16:38+00:00,0,0,active,1,0,True,,,2020-07-29 01:17:45,2020
1,True,True,True,5,4,4,2020-07-29 01:16:55+00:00,0,0,active,14,0,False,,,2020-07-29 01:17:45,2020
2,True,True,True,11,5,5,2020-07-29 00:52:37+00:00,0,0,active,4,0,False,,,2020-07-29 01:17:45,2020
3,True,True,True,13,6,6,2020-07-29 01:03:33+00:00,0,0,active,2,0,False,,,2020-07-29 01:17:45,2020
4,True,True,True,15,7,7,2020-07-29 01:13:44+00:00,0,0,active,0,0,False,,,2020-07-29 01:17:45,2020
5,True,True,True,6,8,8,2020-07-29 01:08:26+00:00,0,1,active,12,0,False,,,2020-07-29 01:17:45,2020
6,True,True,True,11,9,9,2020-07-29 01:15:17+00:00,0,1,active,3,0,False,,,2020-07-29 01:17:45,2020
7,True,True,True,2,10,10,2020-07-29 00:58:50+00:00,0,0,active,9,0,False,,,2020-07-29 01:17:45,2020
8,True,True,True,1,11,11,2020-07-29 01:04:16+00:00,0,2,active,12,0,False,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'valet_revision': 69, 'region': 'BOS', 'off_dock_count': 2}",2020-07-29 01:17:45,2020
9,True,True,True,9,12,12,2020-07-29 01:06:19+00:00,0,0,active,9,0,True,,,2020-07-29 01:17:45,2020
10,True,True,True,17,13,13,2020-07-29 00:20:47+00:00,0,0,active,2,0,False,,,2020-07-29 01:17:45,2020
11,True,True,True,24,14,14,2020-07-29 00:43:20+00:00,0,0,active,1,0,False,,,2020-07-29 01:17:45,2020
12,True,True,True,5,15,15,2020-07-29 01:00:48+00:00,0,0,active,10,0,False,,,2020-07-29 01:17:45,2020
13,True,True,True,10,16,16,2020-07-29 01:12:37+00:00,0,2,active,7,0,True,,,2020-07-29 01:17:45,2020
14,True,True,True,10,17,17,2020-07-29 00:59:22+00:00,0,0,active,5,0,False,,,2020-07-29 01:17:45,2020
15,True,True,True,4,19,19,2020-07-29 00:40:09+00:00,0,0,active,11,0,False,,,2020-07-29 01:17:45,2020
16,True,True,True,8,20,20,2020-07-29 01:15:24+00:00,0,0,active,15,0,True,,,2020-07-29 01:17:45,2020
17,True,True,True,10,21,21,2020-07-29 01:05:47+00:00,0,2,active,6,0,True,,,2020-07-29 01:17:45,2020
18,True,True,True,46,22,22,2020-07-29 00:14:16+00:00,0,0,active,1,0,False,,,2020-07-29 01:17:45,2020
19,True,True,True,19,23,23,2020-07-29 00:56:53+00:00,0,0,active,2,0,True,,,2020-07-29 01:17:45,2020
20,True,True,True,13,24,24,2020-07-29 01:16:09+00:00,0,0,active,6,0,False,,,2020-07-29 01:17:45,2020
21,True,True,True,4,25,25,2020-07-29 00:26:51+00:00,0,0,active,11,0,False,,,2020-07-29 01:17:45,2020
22,True,True,True,5,26,26,2020-07-29 00:32:52+00:00,0,0,active,10,0,False,,,2020-07-29 01:17:45,2020
23,True,True,True,16,27,27,2020-07-29 01:03:06+00:00,0,0,active,7,0,False,,,2020-07-29 01:17:45,2020
24,True,True,True,6,29,29,2020-07-29 01:16:11+00:00,0,0,active,9,0,False,,,2020-07-29 01:17:45,2020
25,True,True,True,14,30,30,2020-07-29 00:49:31+00:00,0,0,active,1,0,False,,,2020-07-29 01:17:45,2020
26,True,True,True,13,31,31,2020-07-29 00:44:51+00:00,0,1,active,5,0,True,,,2020-07-29 01:17:45,2020
27,True,True,True,11,32,32,2020-07-29 01:08:54+00:00,0,0,active,4,0,False,,,2020-07-29 01:17:45,2020
28,True,True,True,13,33,33,2020-07-29 01:12:46+00:00,0,2,active,12,0,False,,,2020-07-29 01:17:45,2020
29,True,True,True,21,35,35,2020-07-29 00:31:59+00:00,0,1,active,1,0,False,,,2020-07-29 01:17:45,2020
30,True,True,True,7,36,36,2020-07-29 00:51:02+00:00,0,1,active,25,0,True,,,2020-07-29 01:17:45,2020
31,True,True,True,13,37,37,2020-07-29 01:10:00+00:00,0,0,active,2,0,True,,,2020-07-29 01:17:45,2020
32,True,True,True,14,39,39,2020-07-29 01:00:26+00:00,0,1,active,8,0,False,,,2020-07-29 01:17:45,2020
33,True,True,True,1,40,40,2020-07-29 01:12:28+00:00,0,1,active,17,0,False,,,2020-07-29 01:17:45,2020
34,True,True,True,11,41,41,2020-07-29 01:11:18+00:00,0,1,active,15,0,True,,,2020-07-29 01:17:45,2020
35,True,True,True,14,42,42,2020-07-29 00:52:01+00:00,0,0,active,9,0,False,,,2020-07-29 01:17:45,2020
36,True,True,True,11,43,43,2020-07-28 23:40:52+00:00,0,0,active,4,0,True,,,2020-07-29 01:17:45,2020
37,True,True,True,11,44,44,2020-07-29 00:15:25+00:00,0,0,active,12,0,False,,,2020-07-29 01:17:45,2020
38,True,True,True,5,46,46,2020-07-29 01:14:11+00:00,0,1,active,13,0,False,,,2020-07-29 01:17:45,2020
39,True,True,True,6,47,47,2020-07-29 01:15:15+00:00,0,0,active,13,0,True,,,2020-07-29 01:17:45,2020
40,True,True,True,17,48,48,2020-07-29 00:50:52+00:00,0,1,active,1,0,False,,,2020-07-29 01:17:45,2020
41,True,True,True,15,49,49,2020-07-29 01:06:09+00:00,0,1,active,2,0,False,,,2020-07-29 01:17:45,2020
42,True,True,True,13,50,50,2020-07-29 00:24:30+00:00,0,0,active,2,0,True,,,2020-07-29 01:17:45,2020
43,True,True,True,9,51,51,2020-07-29 00:49:08+00:00,0,2,active,4,0,False,,,2020-07-29 01:17:45,2020
44,True,True,True,4,52,52,2020-07-29 01:11:46+00:00,0,0,active,19,0,True,,,2020-07-29 01:17:45,2020
45,True,True,True,0,53,53,2020-07-29 01:04:22+00:00,0,0,active,19,0,False,,,2020-07-29 01:17:45,2020
