,eightd_has_available_keys,legacy_id,num_bikes_available,is_installed,station_status,num_bikes_disabled,last_reported,num_docks_available,num_ebikes_available,station_id,num_docks_disabled,is_returning,is_renting,timestamp_of_data_read_request,year_station_last_reported
204,False,239,13,True,active,0,2020-08-13 03:23:57+00:00,2,0,239,0,True,True,2020-08-13 04:27:10,2020
205,False,255,9,True,active,0,2020-08-13 04:03:35+00:00,6,0,255,0,True,True,2020-08-13 04:27:10,2020
206,False,258,10,True,active,0,2020-08-13 03:24:46+00:00,5,0,258,0,True,True,2020-08-13 04:27:10,2020
207,False,259,14,True,active,0,2020-08-13 04:03:59+00:00,1,0,259,0,True,True,2020-08-13 04:27:10,2020
208,False,260,12,True,active,0,2020-08-12 20:35:39+00:00,3,0,260,0,False,False,2020-08-13 04:27:10,2020
209,False,271,4,True,active,0,2020-08-13 03:22:53+00:00,11,0,271,0,True,True,2020-08-13 04:27:10,2020
210,False,272,5,True,active,1,2020-08-13 03:22:53+00:00,13,0,272,0,True,True,2020-08-13 04:27:10,2020
211,False,273,15,True,active,0,2020-08-13 03:46:05+00:00,25,0,273,0,True,True,2020-08-13 04:27:10,2020
212,False,279,18,True,active,0,2020-08-13 03:24:03+00:00,1,0,279,0,True,True,2020-08-13 04:27:10,2020
213,False,280,8,True,active,0,2020-08-13 03:45:58+00:00,11,0,280,0,True,True,2020-08-13 04:27:10,2020
214,False,282,10,True,active,1,2020-08-13 03:23:49+00:00,4,0,282,0,True,True,2020-08-13 04:27:10,2020
215,False,296,15,True,active,0,2020-08-13 04:25:39+00:00,8,0,296,0,True,True,2020-08-13 04:27:10,2020
216,False,318,2,True,active,0,2020-08-13 03:51:41+00:00,17,0,318,0,True,True,2020-08-13 04:27:10,2020
217,False,319,2,True,active,0,2020-08-13 04:19:05+00:00,23,0,319,0,True,True,2020-08-13 04:27:10,2020
218,False,327,9,True,active,0,2020-08-13 03:22:42+00:00,6,0,327,0,True,True,2020-08-13 04:27:10,2020
219,False,328,11,True,active,1,2020-08-13 03:55:30+00:00,3,0,328,0,True,True,2020-08-13 04:27:10,2020
220,False,329,8,True,active,0,2020-08-13 04:16:03+00:00,7,0,329,0,True,True,2020-08-13 04:27:10,2020
221,False,330,6,True,active,0,2020-08-13 03:24:30+00:00,9,0,330,0,True,True,2020-08-13 04:27:10,2020
222,False,331,11,True,active,1,2020-08-13 04:16:40+00:00,3,0,331,0,True,True,2020-08-13 04:27:10,2020
223,False,332,14,True,active,1,2020-08-13 03:28:16+00:00,0,0,332,0,True,True,2020-08-13 04:27:10,2020
224,False,333,25,True,active,0,2020-08-13 04:18:16+00:00,0,0,333,0,True,True,2020-08-13 04:27:10,2020
225,False,334,16,True,active,2,2020-08-13 03:37:19+00:00,1,0,334,0,True,True,2020-08-13 04:27:10,2020
226,False,335,12,True,active,0,2020-08-13 03:59:06+00:00,7,0,335,0,True,True,2020-08-13 04:27:10,2020
227,False,336,4,True,active,0,2020-08-13 03:25:37+00:00,11,0,336,0,True,True,2020-08-13 04:27:10,2020
228,False,337,15,True,active,0,2020-08-13 03:25:15+00:00,0,0,337,0,True,True,2020-08-13 04:27:10,2020
