,num_docks_disabled,station_status,last_reported,is_renting,station_id,is_installed,num_bikes_disabled,eightd_has_available_keys,num_ebikes_available,num_docks_available,legacy_id,num_bikes_available,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
109,0,active,2020-08-07 22:42:01+00:00,True,120,True,0,False,0,3,120,12,True,,,2020-08-07 22:43:25,2020
110,0,active,2020-08-07 22:40:42+00:00,True,121,True,0,False,0,15,121,2,True,,,2020-08-07 22:43:25,2020
111,0,active,2020-08-07 22:41:02+00:00,True,122,True,1,False,0,2,122,12,True,,,2020-08-07 22:43:25,2020
112,0,active,2020-08-07 21:48:48+00:00,True,124,True,0,False,0,11,124,4,True,,,2020-08-07 22:43:25,2020
113,0,active,2020-08-07 21:50:45+00:00,True,125,True,1,False,0,11,125,3,True,,,2020-08-07 22:43:25,2020
114,0,active,2020-08-07 20:53:53+00:00,True,126,True,0,False,0,7,126,8,True,,,2020-08-07 22:43:25,2020
115,0,active,2020-08-07 22:33:31+00:00,True,128,True,2,False,0,3,128,14,True,,,2020-08-07 22:43:25,2020
116,0,active,2020-08-07 22:37:24+00:00,True,129,True,0,False,0,8,129,11,True,,,2020-08-07 22:43:25,2020
117,0,active,2020-08-07 21:00:00+00:00,True,130,True,0,False,0,3,130,12,True,,,2020-08-07 22:43:25,2020
118,0,active,2020-08-07 22:24:31+00:00,True,131,True,0,False,0,11,131,7,True,,,2020-08-07 22:43:25,2020
119,0,active,2020-08-07 22:32:43+00:00,True,133,True,1,False,0,16,133,6,True,,,2020-08-07 22:43:25,2020
120,0,active,2020-08-07 22:24:53+00:00,True,135,True,0,False,0,10,135,7,True,,,2020-08-07 22:43:25,2020
121,0,active,2020-08-07 22:41:05+00:00,True,136,True,0,False,0,12,136,7,True,,,2020-08-07 22:43:25,2020
122,0,active,2020-08-07 22:10:12+00:00,True,137,True,0,False,0,7,137,8,True,,,2020-08-07 22:43:25,2020
123,0,active,2020-08-07 22:06:34+00:00,True,138,True,1,False,0,3,138,11,True,,,2020-08-07 22:43:25,2020
124,0,active,2020-08-07 22:42:23+00:00,True,139,True,0,False,0,11,139,8,True,,,2020-08-07 22:43:25,2020
125,0,active,2020-08-07 20:57:05+00:00,False,140,True,17,False,0,0,140,0,True,,,2020-08-07 22:43:25,2020
126,0,active,2020-08-07 22:32:11+00:00,True,141,True,1,False,0,13,141,1,True,,,2020-08-07 22:43:25,2020
127,0,active,2020-08-07 22:37:33+00:00,True,142,True,0,False,0,15,142,8,True,,,2020-08-07 22:43:25,2020
128,0,active,2020-08-07 22:37:02+00:00,True,143,True,1,False,0,15,143,7,True,,,2020-08-07 22:43:25,2020
129,0,active,2020-08-07 22:08:48+00:00,True,144,True,0,False,0,6,144,13,True,,,2020-08-07 22:43:25,2020
130,0,active,2020-08-07 22:37:33+00:00,True,145,True,0,False,0,15,145,4,True,,,2020-08-07 22:43:25,2020
131,0,active,2020-08-07 22:41:43+00:00,True,146,True,1,False,0,4,146,14,True,,,2020-08-07 22:43:25,2020
132,0,active,2020-08-07 22:42:32+00:00,True,149,True,0,True,0,8,149,10,True,,,2020-08-07 22:43:25,2020
133,0,active,2020-08-07 22:19:12+00:00,True,150,True,0,False,0,7,150,12,True,,,2020-08-07 22:43:25,2020
134,0,active,2020-08-07 22:40:31+00:00,True,151,True,0,False,0,11,151,8,True,,,2020-08-07 22:43:25,2020
135,0,active,2020-08-07 22:06:44+00:00,True,152,True,0,True,0,11,152,4,True,,,2020-08-07 22:43:25,2020
136,0,active,2020-08-07 22:07:46+00:00,True,156,True,0,False,0,12,156,3,True,,,2020-08-07 22:43:25,2020
137,0,active,2020-08-07 22:39:45+00:00,True,157,True,2,False,0,0,157,13,True,,,2020-08-07 22:43:25,2020
138,0,active,2020-08-07 22:27:33+00:00,True,159,True,0,False,0,13,159,2,True,,,2020-08-07 22:43:25,2020
139,0,active,2020-08-07 22:20:58+00:00,True,160,True,0,True,0,7,160,7,True,,,2020-08-07 22:43:25,2020
140,0,active,2020-08-07 22:42:25+00:00,True,161,True,0,True,0,15,161,8,True,,,2020-08-07 22:43:25,2020
141,0,active,2020-08-07 21:52:54+00:00,True,162,True,0,False,0,7,162,8,True,,,2020-08-07 22:43:25,2020
142,0,active,2020-08-07 22:42:37+00:00,True,163,True,0,True,0,8,163,11,True,,,2020-08-07 22:43:25,2020
143,0,active,2020-08-07 22:28:01+00:00,True,167,True,0,False,0,13,167,2,True,,,2020-08-07 22:43:25,2020
144,0,active,2020-08-07 22:39:41+00:00,True,169,True,0,False,0,12,169,7,True,,,2020-08-07 22:43:25,2020
145,0,active,2020-08-07 21:33:35+00:00,True,170,True,0,True,0,9,170,5,True,,,2020-08-07 22:43:25,2020
146,0,active,2020-08-07 22:04:23+00:00,True,171,True,0,True,0,17,171,6,True,,,2020-08-07 22:43:25,2020
147,0,active,2020-08-07 21:26:31+00:00,True,173,True,0,True,0,7,173,7,True,,,2020-08-07 22:43:25,2020
148,0,active,2020-08-07 21:43:47+00:00,True,174,True,0,False,0,15,174,0,True,,,2020-08-07 22:43:25,2020
149,0,active,2020-08-07 22:40:44+00:00,True,175,True,0,True,0,11,175,6,True,,,2020-08-07 22:43:25,2020
150,0,active,2020-08-07 22:27:31+00:00,True,176,True,0,False,0,9,176,6,True,,,2020-08-07 22:43:25,2020
151,0,active,2020-08-07 22:39:07+00:00,True,177,True,0,False,0,15,177,4,True,,,2020-08-07 22:43:25,2020
152,0,active,2020-08-07 22:34:21+00:00,True,178,True,1,False,0,15,178,3,True,,,2020-08-07 22:43:25,2020
153,0,active,2020-08-07 22:23:10+00:00,True,179,True,0,False,0,18,179,7,True,,,2020-08-07 22:43:25,2020
154,0,active,2020-08-07 22:01:49+00:00,True,180,True,0,False,0,10,180,9,True,,,2020-08-07 22:43:25,2020
155,0,active,2020-08-07 22:29:14+00:00,True,181,True,0,False,0,6,181,13,True,,,2020-08-07 22:43:25,2020
156,0,active,2020-08-07 22:38:26+00:00,True,182,True,0,True,0,5,182,14,True,,,2020-08-07 22:43:25,2020
157,0,active,2020-08-07 22:35:35+00:00,True,183,True,0,False,0,18,183,1,True,,,2020-08-07 22:43:25,2020
158,0,active,2020-08-07 22:13:53+00:00,True,184,True,0,False,0,18,184,1,True,,,2020-08-07 22:43:25,2020
159,0,active,2020-08-07 22:25:23+00:00,True,185,True,0,False,0,1,185,14,True,,,2020-08-07 22:43:25,2020
160,0,active,2020-08-07 22:34:17+00:00,True,186,True,1,True,0,1,186,13,True,,,2020-08-07 22:43:25,2020
161,0,active,2020-08-07 22:24:29+00:00,True,187,True,0,False,0,8,187,7,True,,,2020-08-07 22:43:25,2020
162,0,active,2020-08-07 22:20:20+00:00,True,188,True,0,False,0,1,188,14,True,,,2020-08-07 22:43:25,2020
163,0,active,2020-08-07 22:28:52+00:00,True,189,True,0,True,0,18,189,5,True,,,2020-08-07 22:43:25,2020
164,0,active,2020-08-07 22:40:48+00:00,True,190,True,0,True,0,3,190,34,True,,,2020-08-07 22:43:25,2020
165,0,active,2020-08-07 21:30:56+00:00,True,191,True,0,False,0,13,191,2,True,,,2020-08-07 22:43:25,2020
166,0,active,2020-08-07 21:36:14+00:00,True,192,True,1,False,0,10,192,8,True,,,2020-08-07 22:43:25,2020
167,0,active,2020-08-07 22:29:25+00:00,True,193,True,1,True,0,9,193,5,True,,,2020-08-07 22:43:25,2020
168,0,active,2020-08-07 22:36:40+00:00,True,194,True,0,False,0,18,194,1,True,,,2020-08-07 22:43:25,2020
169,0,active,2020-08-07 22:21:56+00:00,True,195,True,0,False,0,19,195,4,True,,,2020-08-07 22:43:25,2020
170,0,active,2020-08-07 22:24:29+00:00,True,196,True,0,True,0,3,196,7,True,,,2020-08-07 22:43:25,2020
171,0,active,2020-08-07 21:42:31+00:00,True,197,True,0,False,0,15,197,0,True,,,2020-08-07 22:43:25,2020
172,0,active,2020-08-07 20:53:23+00:00,True,199,True,0,False,0,15,199,0,True,,,2020-08-07 22:43:25,2020
173,0,active,2020-08-07 22:35:14+00:00,True,200,True,0,False,0,4,200,15,True,,,2020-08-07 22:43:25,2020
174,0,active,2020-08-07 18:25:17+00:00,True,201,True,0,False,0,13,201,2,True,,,2020-08-07 22:43:25,2020
175,0,active,2020-08-07 21:34:56+00:00,True,202,True,0,False,0,9,202,6,True,,,2020-08-07 22:43:25,2020
176,0,active,2020-08-07 20:34:13+00:00,True,203,True,0,False,0,12,203,3,True,,,2020-08-07 22:43:25,2020
177,0,active,2020-08-07 22:03:05+00:00,True,204,True,0,False,0,10,204,5,True,,,2020-08-07 22:43:25,2020
178,0,active,2020-08-07 21:53:00+00:00,True,205,True,0,False,0,8,205,7,True,,,2020-08-07 22:43:25,2020
179,0,active,2020-08-07 22:36:07+00:00,True,206,True,0,False,0,21,206,2,True,,,2020-08-07 22:43:25,2020
180,0,active,2020-08-07 22:20:48+00:00,True,208,True,0,True,0,4,208,11,True,,,2020-08-07 22:43:25,2020
181,0,active,2020-08-07 16:22:23+00:00,True,209,True,0,False,0,2,209,13,True,,,2020-08-07 22:43:25,2020
182,0,active,2020-08-07 21:25:33+00:00,True,210,True,0,False,0,12,210,3,True,,,2020-08-07 22:43:25,2020
183,0,active,2020-08-07 22:42:33+00:00,True,211,True,0,False,0,11,211,8,True,,,2020-08-07 22:43:25,2020
184,0,active,2020-08-07 22:27:01+00:00,True,212,True,0,False,0,12,212,21,True,,,2020-08-07 22:43:25,2020
185,0,active,2020-08-07 19:23:37+00:00,True,213,True,0,True,0,10,213,6,True,,,2020-08-07 22:43:25,2020
186,0,active,2020-08-07 22:14:56+00:00,True,214,True,0,False,0,8,214,7,True,,,2020-08-07 22:43:25,2020
187,0,active,2020-08-07 22:13:22+00:00,True,215,True,1,False,0,6,215,8,True,,,2020-08-07 22:43:25,2020
188,0,active,2020-08-07 20:19:23+00:00,True,216,True,0,False,0,3,216,16,True,,,2020-08-07 22:43:25,2020
189,0,active,2020-08-07 21:24:18+00:00,True,217,True,1,False,0,3,217,15,True,,,2020-08-07 22:43:25,2020
190,0,active,2020-08-07 22:37:52+00:00,True,218,True,0,False,0,0,218,15,True,,,2020-08-07 22:43:25,2020
191,0,active,2020-08-07 21:08:13+00:00,True,219,True,0,False,0,5,219,10,True,,,2020-08-07 22:43:25,2020
192,0,active,2020-08-07 22:18:45+00:00,True,221,True,0,False,0,11,221,8,True,,,2020-08-07 22:43:25,2020
193,0,active,2020-08-07 22:38:55+00:00,True,222,True,0,True,0,12,222,2,True,,,2020-08-07 22:43:25,2020
194,0,active,2020-08-07 22:42:24+00:00,True,224,True,0,False,0,3,224,14,True,,,2020-08-07 22:43:25,2020
195,0,active,2020-08-07 22:40:07+00:00,True,225,True,0,False,0,14,225,5,True,,,2020-08-07 22:43:25,2020
196,0,active,2020-08-07 22:16:04+00:00,True,226,True,0,False,0,15,226,0,True,,,2020-08-07 22:43:25,2020
197,0,active,2020-08-07 22:33:29+00:00,True,227,True,0,False,0,6,227,13,True,,,2020-08-07 22:43:25,2020
198,0,active,2020-08-07 22:42:37+00:00,True,228,True,0,False,0,16,228,3,True,,,2020-08-07 22:43:25,2020
199,0,active,2020-08-07 18:06:05+00:00,True,232,True,0,False,0,9,232,2,True,,,2020-08-07 22:43:25,2020
200,0,active,2020-08-07 22:30:16+00:00,True,233,True,0,False,0,4,233,11,True,,,2020-08-07 22:43:25,2020
201,0,active,2020-08-07 22:11:22+00:00,True,234,True,0,False,0,8,234,7,True,,,2020-08-07 22:43:25,2020
202,0,active,2020-08-07 15:55:32+00:00,True,235,True,1,False,0,14,235,0,True,,,2020-08-07 22:43:25,2020
203,0,active,2020-08-07 22:20:44+00:00,True,236,True,0,False,0,2,236,13,True,,,2020-08-07 22:43:25,2020
204,0,active,2020-08-07 22:36:58+00:00,True,239,True,0,False,0,6,239,9,True,,,2020-08-07 22:43:25,2020
205,0,active,2020-08-07 18:29:21+00:00,True,255,True,0,False,0,4,255,11,True,,,2020-08-07 22:43:25,2020
206,0,active,2020-08-07 22:25:25+00:00,True,258,True,0,False,0,7,258,8,True,,,2020-08-07 22:43:25,2020
207,0,active,2020-08-07 20:11:11+00:00,True,259,True,0,False,0,9,259,6,True,,,2020-08-07 22:43:25,2020
208,0,active,2020-08-07 22:34:42+00:00,True,260,True,1,False,0,2,260,12,True,,,2020-08-07 22:43:25,2020
209,0,active,2020-08-07 20:57:27+00:00,True,271,True,0,False,0,9,271,6,True,,,2020-08-07 22:43:25,2020
210,0,active,2020-08-07 20:12:44+00:00,True,272,True,0,False,0,15,272,4,True,,,2020-08-07 22:43:25,2020
211,0,active,2020-08-07 22:26:55+00:00,True,273,True,1,False,0,22,273,17,True,,,2020-08-07 22:43:25,2020
212,0,active,2020-08-07 22:21:14+00:00,True,279,True,0,False,0,6,279,13,True,,,2020-08-07 22:43:25,2020
213,0,active,2020-08-07 21:26:55+00:00,True,280,True,0,False,0,10,280,9,True,,,2020-08-07 22:43:25,2020
214,0,active,2020-08-07 22:40:59+00:00,True,282,True,1,False,0,6,282,8,True,,,2020-08-07 22:43:25,2020
215,0,active,2020-08-07 22:36:47+00:00,True,296,True,1,False,0,22,296,0,True,,,2020-08-07 22:43:25,2020
216,0,active,2020-08-07 22:41:42+00:00,True,318,True,0,False,0,9,318,10,True,,,2020-08-07 22:43:25,2020
217,0,active,2020-08-07 22:38:39+00:00,True,319,True,0,False,0,14,319,11,True,,,2020-08-07 22:43:25,2020
218,0,active,2020-08-07 22:28:05+00:00,True,327,True,0,False,0,15,327,0,True,,,2020-08-07 22:43:25,2020
219,0,active,2020-08-07 22:37:14+00:00,True,328,True,0,False,0,0,328,15,True,,,2020-08-07 22:43:25,2020
220,0,active,2020-08-07 22:02:48+00:00,True,329,True,1,False,0,13,329,1,True,,,2020-08-07 22:43:25,2020
221,0,active,2020-08-07 22:31:28+00:00,True,330,True,0,False,0,2,330,13,True,,,2020-08-07 22:43:25,2020
222,0,active,2020-08-07 22:08:14+00:00,True,331,True,0,False,0,9,331,6,True,,,2020-08-07 22:43:25,2020
223,0,active,2020-08-07 22:40:13+00:00,True,332,True,0,False,0,6,332,9,True,,,2020-08-07 22:43:25,2020
224,0,active,2020-08-07 22:19:51+00:00,True,333,True,0,False,0,6,333,19,True,,,2020-08-07 22:43:25,2020
