,eightd_has_available_keys,num_bikes_disabled,num_docks_available,is_installed,is_renting,station_status,station_id,num_bikes_available,legacy_id,num_ebikes_available,is_returning,last_reported,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,0,13,True,True,active,3,2,3,0,True,2020-07-31 02:33:46+00:00,0,,,2020-07-31 03:28:15,2020
1,False,0,1,True,True,active,4,18,4,0,True,2020-07-31 03:05:07+00:00,0,,,2020-07-31 03:28:15,2020
2,False,0,1,True,True,active,5,14,5,0,True,2020-07-31 03:23:43+00:00,0,,,2020-07-31 03:28:15,2020
3,False,0,13,True,True,active,6,2,6,0,True,2020-07-31 03:07:45+00:00,0,,,2020-07-31 03:28:15,2020
4,False,0,9,True,True,active,7,6,7,0,True,2020-07-31 03:12:35+00:00,0,,,2020-07-31 03:28:15,2020
5,False,2,0,True,True,active,8,17,8,0,True,2020-07-31 03:12:50+00:00,0,,,2020-07-31 03:28:15,2020
6,False,0,6,True,True,active,9,9,9,0,True,2020-07-31 02:15:19+00:00,0,,,2020-07-31 03:28:15,2020
7,False,0,3,True,True,active,10,8,10,0,True,2020-07-31 02:23:42+00:00,0,,,2020-07-31 03:28:15,2020
8,False,0,15,True,True,active,11,0,11,0,True,2020-07-31 03:05:30+00:00,0,,,2020-07-31 03:28:15,2020
9,True,1,17,True,True,active,12,0,12,0,True,2020-07-31 03:18:12+00:00,0,,,2020-07-31 03:28:15,2020
10,False,0,16,True,True,active,13,3,13,0,True,2020-07-31 02:14:35+00:00,0,,,2020-07-31 03:28:15,2020
11,False,0,25,True,True,active,14,0,14,0,True,2020-07-31 03:08:40+00:00,0,,,2020-07-31 03:28:15,2020
12,False,2,3,True,True,active,15,10,15,0,True,2020-07-31 03:02:46+00:00,0,,,2020-07-31 03:28:15,2020
13,True,2,14,True,True,active,16,3,16,0,True,2020-07-31 03:12:43+00:00,0,,,2020-07-31 03:28:15,2020
14,False,0,10,True,True,active,17,5,17,0,True,2020-07-31 03:28:09+00:00,0,,,2020-07-31 03:28:15,2020
15,False,0,5,True,True,active,19,10,19,0,True,2020-07-31 03:01:50+00:00,0,,,2020-07-31 03:28:15,2020
16,True,0,12,True,True,active,20,11,20,0,True,2020-07-31 03:09:03+00:00,0,,,2020-07-31 03:28:15,2020
17,True,0,10,True,True,active,21,8,21,0,True,2020-07-31 02:49:32+00:00,0,,,2020-07-31 03:28:15,2020
18,True,0,38,True,True,active,22,9,22,0,True,2020-07-31 03:07:43+00:00,0,,,2020-07-31 03:28:15,2020
19,True,0,16,True,True,active,23,5,23,0,True,2020-07-31 03:23:27+00:00,0,,,2020-07-31 03:28:15,2020
20,False,1,10,True,True,active,24,8,24,0,True,2020-07-31 03:05:06+00:00,0,,,2020-07-31 03:28:15,2020
21,False,0,3,True,True,active,25,12,25,0,True,2020-07-31 03:02:53+00:00,0,,,2020-07-31 03:28:15,2020
22,False,2,7,True,True,active,26,6,26,0,True,2020-07-31 02:52:40+00:00,0,,,2020-07-31 03:28:15,2020
23,False,2,0,True,True,active,27,21,27,0,True,2020-07-31 03:14:34+00:00,0,,,2020-07-31 03:28:15,2020
24,False,0,9,True,True,active,29,6,29,0,True,2020-07-31 00:21:00+00:00,0,,,2020-07-31 03:28:15,2020
25,False,0,13,True,True,active,30,2,30,0,True,2020-07-31 03:06:02+00:00,0,,,2020-07-31 03:28:15,2020
26,True,1,0,True,True,active,31,18,31,0,True,2020-07-31 02:30:28+00:00,0,,,2020-07-31 03:28:15,2020
27,False,2,2,True,True,active,32,11,32,0,True,2020-07-31 03:18:11+00:00,0,,,2020-07-31 03:28:15,2020
28,False,0,4,True,True,active,33,23,33,0,True,2020-07-31 02:57:35+00:00,0,,,2020-07-31 03:28:15,2020
29,False,0,17,True,True,active,35,6,35,0,True,2020-07-31 01:46:18+00:00,0,,,2020-07-31 03:28:15,2020
30,True,0,33,True,True,active,36,0,36,0,True,2020-07-31 03:10:53+00:00,0,,,2020-07-31 03:28:15,2020
31,True,0,14,True,True,active,37,1,37,0,True,2020-07-31 01:20:58+00:00,0,,,2020-07-31 03:28:15,2020
32,False,0,14,True,True,active,39,9,39,0,True,2020-07-31 02:33:56+00:00,0,,,2020-07-31 03:28:15,2020
33,False,0,3,True,True,active,40,16,40,0,True,2020-07-31 03:26:01+00:00,0,,,2020-07-31 03:28:15,2020
34,True,1,0,True,True,active,41,26,41,0,True,2020-07-31 03:13:48+00:00,0,,,2020-07-31 03:28:15,2020
35,False,0,10,True,True,active,42,13,42,0,True,2020-07-31 00:48:53+00:00,0,,,2020-07-31 03:28:15,2020
36,True,0,4,True,True,active,43,11,43,0,True,2020-07-31 01:59:22+00:00,0,,,2020-07-31 03:28:15,2020
37,False,0,2,True,True,active,44,21,44,0,True,2020-07-31 01:31:22+00:00,0,,,2020-07-31 03:28:15,2020
38,False,0,6,True,True,active,46,13,46,0,True,2020-07-31 03:15:33+00:00,0,,,2020-07-31 03:28:15,2020
39,True,2,2,True,True,active,47,15,47,0,True,2020-07-31 03:07:16+00:00,0,,,2020-07-31 03:28:15,2020
40,False,0,14,True,True,active,48,5,48,0,True,2020-07-31 01:56:19+00:00,0,,,2020-07-31 03:28:15,2020
41,False,0,17,True,True,active,49,1,49,0,True,2020-07-31 02:48:56+00:00,0,,,2020-07-31 03:28:15,2020
42,True,0,15,True,True,active,50,0,50,0,True,2020-07-31 00:20:13+00:00,0,,,2020-07-31 03:28:15,2020
43,False,2,9,True,True,active,51,4,51,0,True,2020-07-31 03:12:46+00:00,0,,,2020-07-31 03:28:15,2020
44,True,1,11,True,True,active,52,11,52,0,True,2020-07-31 03:07:50+00:00,0,,,2020-07-31 03:28:15,2020
45,False,0,16,True,True,active,53,3,53,0,True,2020-07-31 03:25:50+00:00,0,,,2020-07-31 03:28:15,2020
46,False,0,14,True,True,active,54,1,54,0,True,2020-07-31 02:30:36+00:00,0,,,2020-07-31 03:28:15,2020
47,False,0,5,True,True,active,55,10,55,0,True,2020-07-31 02:33:26+00:00,0,,,2020-07-31 03:28:15,2020
48,True,3,5,True,True,active,56,10,56,0,True,2020-07-31 00:31:30+00:00,0,,,2020-07-31 03:28:15,2020
49,True,0,8,True,True,active,57,6,57,0,True,2020-07-31 02:43:56+00:00,0,,,2020-07-31 03:28:15,2020
50,True,0,17,True,True,active,58,2,58,0,True,2020-07-31 03:18:02+00:00,0,,,2020-07-31 03:28:15,2020
51,True,0,6,True,True,active,59,13,59,0,True,2020-07-31 02:53:09+00:00,0,,,2020-07-31 03:28:15,2020
52,False,0,16,True,True,active,60,3,60,0,True,2020-07-31 03:14:12+00:00,0,"{'off_dock_capacity': 40, 'active': True, 'off_dock_count': 12, 'dock_blocked_count': 0, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'valet_revision': 63}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-07-31 03:28:15,2020
53,False,0,13,True,True,active,61,6,61,0,True,2020-07-31 03:28:09+00:00,0,,,2020-07-31 03:28:15,2020
54,False,0,4,True,True,active,63,11,63,0,True,2020-07-31 03:00:04+00:00,0,,,2020-07-31 03:28:15,2020
55,False,1,8,True,True,active,64,10,64,0,True,2020-07-31 02:41:04+00:00,0,,,2020-07-31 03:28:15,2020
56,False,2,16,True,True,active,65,5,65,0,True,2020-07-31 03:02:35+00:00,0,,,2020-07-31 03:28:15,2020
57,False,0,4,True,True,active,66,11,66,0,True,2020-07-31 02:51:13+00:00,0,,,2020-07-31 03:28:15,2020
58,True,1,26,True,True,active,67,0,67,0,True,2020-07-31 03:28:08+00:00,0,,,2020-07-31 03:28:15,2020
59,True,0,7,True,True,active,68,12,68,0,True,2020-07-31 03:22:41+00:00,0,,,2020-07-31 03:28:15,2020
60,True,2,6,True,True,active,69,11,69,0,True,2020-07-31 02:59:43+00:00,0,,,2020-07-31 03:28:15,2020
61,False,0,5,True,True,active,70,18,70,0,True,2020-07-31 03:27:26+00:00,0,,,2020-07-31 03:28:15,2020
62,False,0,1,True,True,active,71,22,71,0,True,2020-07-31 02:36:50+00:00,0,,,2020-07-31 03:28:15,2020
63,False,0,20,True,True,active,72,3,72,0,True,2020-07-31 03:04:27+00:00,0,,,2020-07-31 03:28:15,2020
64,False,0,4,True,True,active,73,11,73,0,True,2020-07-31 02:38:35+00:00,0,,,2020-07-31 03:28:15,2020
65,True,1,13,True,True,active,74,5,74,0,True,2020-07-31 03:19:39+00:00,0,,,2020-07-31 03:28:15,2020
66,False,0,11,True,True,active,75,4,75,0,True,2020-07-31 03:15:45+00:00,0,,,2020-07-31 03:28:15,2020
67,False,0,2,True,True,active,76,15,76,0,True,2020-07-31 02:53:56+00:00,0,,,2020-07-31 03:28:15,2020
68,False,0,7,True,True,active,77,8,77,0,True,2020-07-31 02:46:05+00:00,0,,,2020-07-31 03:28:15,2020
69,False,1,3,True,True,active,78,15,78,0,True,2020-07-31 02:50:18+00:00,0,,,2020-07-31 03:28:15,2020
70,False,0,15,True,True,active,79,4,79,0,True,2020-07-31 03:12:39+00:00,0,,,2020-07-31 03:28:15,2020
71,False,0,35,True,True,active,80,0,80,0,True,2020-07-31 00:39:21+00:00,0,,,2020-07-31 03:28:15,2020
72,False,0,8,True,True,active,81,11,81,0,True,2020-07-31 02:35:23+00:00,0,,,2020-07-31 03:28:15,2020
73,False,0,10,True,True,active,82,5,82,0,True,2020-07-31 02:32:00+00:00,0,,,2020-07-31 03:28:15,2020
74,False,0,9,True,True,active,84,6,84,0,True,2020-07-31 02:58:14+00:00,0,,,2020-07-31 03:28:15,2020
75,False,0,19,True,True,active,85,0,85,0,True,2020-07-31 02:10:09+00:00,0,,,2020-07-31 03:28:15,2020
76,False,0,7,True,True,active,86,12,86,0,True,2020-07-31 01:33:18+00:00,0,,,2020-07-31 03:28:15,2020
