,station_id,is_installed,legacy_id,num_bikes_available,num_bikes_disabled,last_reported,is_returning,num_docks_disabled,num_ebikes_available,is_renting,station_status,eightd_has_available_keys,num_docks_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
217,319,True,319,13,0,2020-08-04 22:13:49+00:00,True,0,0,True,active,False,12,,,2020-08-04 22:59:25,2020
218,327,True,327,8,0,2020-08-04 21:18:00+00:00,True,0,0,True,active,False,7,,,2020-08-04 22:59:25,2020
219,328,True,328,9,0,2020-08-04 20:39:28+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
220,329,True,329,10,0,2020-08-04 22:13:10+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
221,330,True,330,3,0,2020-08-04 22:45:32+00:00,True,0,0,True,active,False,12,,,2020-08-04 22:59:25,2020
222,331,True,331,6,0,2020-08-04 22:49:10+00:00,True,0,0,True,active,False,9,,,2020-08-04 22:59:25,2020
223,332,True,332,2,0,2020-08-04 22:50:13+00:00,True,0,0,True,active,False,13,,,2020-08-04 22:59:25,2020
224,333,True,333,23,0,2020-08-04 17:12:19+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
225,334,True,334,15,0,2020-08-04 22:16:40+00:00,True,0,0,True,active,False,4,,,2020-08-04 22:59:25,2020
226,335,True,335,4,0,2020-08-04 22:19:50+00:00,True,0,0,True,active,False,15,,,2020-08-04 22:59:25,2020
227,336,True,336,14,0,2020-08-04 18:53:10+00:00,True,0,0,True,active,False,1,,,2020-08-04 22:59:25,2020
228,337,True,337,13,0,2020-08-04 18:12:51+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
229,338,True,338,4,0,2020-08-04 22:54:29+00:00,True,0,0,True,active,False,11,,,2020-08-04 22:59:25,2020
230,339,True,339,9,0,2020-08-04 20:25:03+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
231,340,True,340,16,0,2020-08-04 17:02:48+00:00,True,0,0,True,active,False,3,,,2020-08-04 22:59:25,2020
232,341,True,341,5,0,2020-08-04 19:49:02+00:00,True,0,0,True,active,True,10,,,2020-08-04 22:59:25,2020
233,342,True,342,13,0,2020-08-04 22:58:31+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
234,343,True,343,6,0,2020-08-04 19:00:47+00:00,True,0,0,True,active,False,9,,,2020-08-04 22:59:25,2020
235,344,True,344,1,0,2020-08-04 19:32:44+00:00,True,0,0,True,active,False,18,,,2020-08-04 22:59:25,2020
236,345,True,345,12,1,2020-08-04 21:52:16+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
237,346,True,346,1,0,2020-08-04 22:44:45+00:00,True,0,0,True,active,False,14,,,2020-08-04 22:59:25,2020
238,347,True,347,5,0,2020-08-04 18:55:15+00:00,True,0,0,True,active,False,10,,,2020-08-04 22:59:25,2020
239,348,True,348,13,0,2020-08-04 18:40:01+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
240,349,True,349,10,0,2020-08-04 01:02:05+00:00,True,0,0,True,active,True,7,,,2020-08-04 22:59:25,2020
241,350,True,350,5,0,2020-08-04 22:20:29+00:00,True,0,0,True,active,False,12,,,2020-08-04 22:59:25,2020
242,351,True,351,8,3,2020-08-04 19:00:32+00:00,True,0,0,True,active,False,4,,,2020-08-04 22:59:25,2020
243,352,True,352,9,0,2020-08-04 22:52:38+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
244,353,True,353,8,0,2020-08-04 18:26:56+00:00,True,0,0,True,active,True,7,,,2020-08-04 22:59:25,2020
245,354,True,354,9,0,2020-08-04 21:58:39+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
246,355,True,355,12,0,2020-08-04 21:38:51+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
247,356,True,356,10,0,2020-08-04 22:53:17+00:00,True,0,0,True,active,False,13,,,2020-08-04 22:59:25,2020
248,357,True,357,10,0,2020-08-04 20:22:27+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
249,358,True,358,14,0,2020-08-04 22:28:08+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
250,359,True,359,2,0,2020-08-04 22:47:29+00:00,True,0,0,True,active,False,13,,,2020-08-04 22:59:25,2020
251,360,True,360,1,0,2020-08-04 22:55:50+00:00,True,0,0,True,active,False,14,,,2020-08-04 22:59:25,2020
252,361,True,361,7,0,2020-08-04 22:57:55+00:00,True,0,0,True,active,False,12,,,2020-08-04 22:59:25,2020
253,362,True,362,16,0,2020-08-04 22:11:48+00:00,True,0,0,True,active,False,3,,,2020-08-04 22:59:25,2020
254,363,True,363,9,0,2020-08-04 22:59:07+00:00,True,0,0,True,active,False,10,,,2020-08-04 22:59:25,2020
255,364,True,364,5,0,2020-08-04 22:44:27+00:00,True,0,0,True,active,False,14,,,2020-08-04 22:59:25,2020
256,365,True,365,0,1,2020-08-04 22:02:03+00:00,True,0,0,True,active,False,18,,,2020-08-04 22:59:25,2020
257,366,True,366,0,0,2020-08-04 22:53:34+00:00,True,0,0,True,active,False,15,,,2020-08-04 22:59:25,2020
258,367,True,367,10,0,2020-08-04 22:36:38+00:00,True,0,0,True,active,False,9,,,2020-08-04 22:59:25,2020
259,368,True,368,3,1,2020-08-04 21:30:21+00:00,True,0,0,True,active,False,11,,,2020-08-04 22:59:25,2020
260,369,True,369,14,0,2020-08-04 22:41:07+00:00,True,0,0,True,active,False,1,,,2020-08-04 22:59:25,2020
261,370,True,370,9,0,2020-08-04 22:48:33+00:00,True,0,0,True,active,False,10,,,2020-08-04 22:59:25,2020
262,371,True,371,13,0,2020-08-04 16:52:53+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
263,372,True,372,7,0,2020-08-04 22:32:24+00:00,True,0,0,True,active,False,12,,,2020-08-04 22:59:25,2020
264,373,True,373,10,0,2020-08-04 22:46:46+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
265,374,True,374,8,0,2020-08-04 22:54:15+00:00,True,0,0,True,active,False,11,,,2020-08-04 22:59:25,2020
266,376,True,376,0,0,2020-08-04 19:07:18+00:00,True,0,0,True,active,False,15,,,2020-08-04 22:59:25,2020
267,377,True,377,5,0,2020-08-04 22:21:20+00:00,True,0,0,True,active,False,14,,,2020-08-04 22:59:25,2020
268,378,True,378,10,0,2020-08-04 22:27:03+00:00,True,0,0,True,active,False,9,,,2020-08-04 22:59:25,2020
269,379,True,379,7,0,2020-08-04 22:44:05+00:00,True,0,0,True,active,False,8,,,2020-08-04 22:59:25,2020
270,380,True,380,10,0,2020-08-04 22:30:39+00:00,True,0,0,True,active,False,8,,,2020-08-04 22:59:25,2020
271,381,True,381,11,0,2020-08-04 22:55:54+00:00,True,0,0,True,active,False,8,,,2020-08-04 22:59:25,2020
272,384,True,384,4,0,2020-08-04 22:25:22+00:00,True,0,0,True,active,True,15,,,2020-08-04 22:59:25,2020
273,385,True,385,2,1,2020-08-04 22:32:29+00:00,True,1,0,True,active,False,11,,,2020-08-04 22:59:25,2020
274,386,True,386,6,0,2020-08-04 22:59:09+00:00,True,0,0,True,active,False,13,,,2020-08-04 22:59:25,2020
275,387,True,387,9,0,2020-08-04 21:21:01+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
276,388,True,388,4,0,2020-08-04 11:37:15+00:00,True,0,0,True,active,False,7,,,2020-08-04 22:59:25,2020
277,389,True,389,13,0,2020-08-04 17:32:40+00:00,True,0,0,True,active,False,1,,,2020-08-04 22:59:25,2020
278,390,True,390,13,0,2020-08-04 18:26:07+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
279,391,True,391,11,0,2020-08-04 16:04:42+00:00,True,0,0,True,active,False,4,,,2020-08-04 22:59:25,2020
280,392,True,392,9,0,2020-08-04 22:20:08+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
281,393,True,393,6,0,2020-08-04 08:55:15+00:00,True,0,0,True,active,False,9,,,2020-08-04 22:59:25,2020
282,394,True,394,1,0,2020-08-04 18:37:46+00:00,True,0,0,True,active,False,13,,,2020-08-04 22:59:25,2020
283,395,True,395,10,0,2020-08-04 22:15:17+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
284,396,True,396,12,0,2020-08-04 08:56:09+00:00,True,0,0,True,active,False,3,,,2020-08-04 22:59:25,2020
285,397,True,397,4,0,2020-08-04 21:53:53+00:00,True,0,0,True,active,False,11,,,2020-08-04 22:59:25,2020
286,398,True,398,5,0,2020-08-04 22:23:04+00:00,True,0,0,True,active,False,14,,,2020-08-04 22:59:25,2020
287,399,True,399,11,0,2020-08-04 21:56:00+00:00,True,0,0,True,active,False,4,,,2020-08-04 22:59:25,2020
288,400,True,400,6,1,2020-08-04 22:11:32+00:00,True,0,0,True,active,False,20,,,2020-08-04 22:59:25,2020
289,401,True,401,11,0,2020-08-04 21:52:01+00:00,True,0,0,True,active,False,4,,,2020-08-04 22:59:25,2020
290,402,True,402,3,0,2020-08-04 22:19:08+00:00,True,0,0,True,active,False,12,,,2020-08-04 22:59:25,2020
291,403,True,403,12,0,2020-08-04 22:17:35+00:00,True,0,0,True,active,False,3,,,2020-08-04 22:59:25,2020
292,404,True,404,7,1,2020-08-04 22:46:39+00:00,True,0,0,True,active,False,8,,,2020-08-04 22:59:25,2020
293,405,True,405,16,0,2020-08-04 18:34:44+00:00,True,0,0,True,active,False,3,,,2020-08-04 22:59:25,2020
294,406,True,406,12,0,2020-08-04 22:48:12+00:00,True,0,0,True,active,False,3,,,2020-08-04 22:59:25,2020
295,407,True,407,6,0,2020-08-04 16:51:36+00:00,True,0,0,True,active,False,13,,,2020-08-04 22:59:25,2020
296,408,True,408,4,0,2020-08-04 22:55:24+00:00,True,0,0,True,active,False,11,,,2020-08-04 22:59:25,2020
297,409,True,409,13,0,2020-08-04 22:49:56+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
298,410,True,410,15,0,2020-08-04 19:17:28+00:00,True,0,0,True,active,False,4,,,2020-08-04 22:59:25,2020
299,411,True,411,13,0,2020-08-04 20:40:31+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
300,412,True,412,8,0,2020-08-04 22:55:52+00:00,True,0,0,True,active,False,11,,,2020-08-04 22:59:25,2020
301,413,True,413,14,0,2020-08-04 22:52:29+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
302,414,True,414,1,0,2020-08-04 20:44:19+00:00,True,0,0,True,active,False,22,,,2020-08-04 22:59:25,2020
303,415,True,415,17,0,2020-08-04 22:43:11+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
304,416,True,416,0,0,2020-08-04 22:45:57+00:00,True,0,0,True,active,False,15,,,2020-08-04 22:59:25,2020
305,417,True,417,12,0,2020-08-04 22:53:53+00:00,True,0,0,True,active,False,7,,,2020-08-04 22:59:25,2020
306,419,True,419,10,0,2020-08-04 19:25:47+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
307,420,False,420,0,0,1970-01-02 00:00:00+00:00,False,0,0,False,out_of_service,False,0,,,2020-08-04 22:59:25,1970
308,421,True,421,12,1,2020-08-04 12:11:15+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
309,422,True,422,14,0,2020-08-04 20:30:09+00:00,True,0,0,True,active,False,1,,,2020-08-04 22:59:25,2020
310,423,True,423,9,0,2020-08-04 20:20:51+00:00,True,0,0,True,active,False,10,,,2020-08-04 22:59:25,2020
311,424,True,424,5,0,2020-08-04 22:45:50+00:00,True,0,0,True,active,False,14,,,2020-08-04 22:59:25,2020
312,425,True,425,0,0,2020-08-04 10:32:00+00:00,True,0,0,True,active,False,16,,,2020-08-04 22:59:25,2020
313,426,True,426,5,0,2020-08-04 22:52:26+00:00,True,0,0,True,active,False,22,,,2020-08-04 22:59:25,2020
314,427,True,427,2,0,2020-08-04 17:25:29+00:00,True,0,0,True,active,False,17,,,2020-08-04 22:59:25,2020
315,428,True,428,13,0,2020-08-04 22:14:11+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
316,430,True,430,17,0,2020-08-04 14:55:40+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
317,431,True,431,1,0,2020-08-04 16:08:38+00:00,True,0,0,True,active,False,14,,,2020-08-04 22:59:25,2020
318,432,True,432,8,0,2020-08-04 22:51:58+00:00,True,0,0,True,active,False,11,,,2020-08-04 22:59:25,2020
319,433,True,433,0,0,2020-08-04 15:16:13+00:00,True,0,0,True,active,False,19,,,2020-08-04 22:59:25,2020
320,434,True,434,3,0,2020-08-04 22:01:08+00:00,True,0,0,True,active,False,16,,,2020-08-04 22:59:25,2020
321,435,True,435,15,0,2020-08-04 18:39:43+00:00,True,0,0,True,active,False,0,,,2020-08-04 22:59:25,2020
322,436,True,436,3,2,2020-08-04 20:48:42+00:00,True,0,0,True,active,False,10,,,2020-08-04 22:59:25,2020
323,437,True,437,17,0,2020-08-04 22:58:41+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
324,440,True,440,13,0,2020-08-04 22:34:21+00:00,True,0,0,True,active,False,4,,,2020-08-04 22:59:25,2020
325,441,True,441,16,1,2020-08-04 21:28:00+00:00,True,0,0,True,active,False,2,,,2020-08-04 22:59:25,2020
326,442,True,442,7,0,2020-08-04 21:57:09+00:00,True,0,0,True,active,False,8,,,2020-08-04 22:59:25,2020
327,443,True,443,3,0,2020-08-04 22:52:32+00:00,True,0,0,True,active,False,16,,,2020-08-04 22:59:25,2020
328,445,True,445,14,0,2020-08-04 21:16:19+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
329,446,True,446,5,1,2020-08-04 22:13:42+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
330,447,True,447,0,0,2020-08-04 08:59:54+00:00,True,0,0,True,active,False,19,,,2020-08-04 22:59:25,2020
331,448,True,448,2,0,2020-08-04 19:23:50+00:00,True,0,0,True,active,False,9,,,2020-08-04 22:59:25,2020
332,449,False,449,0,0,1970-01-02 00:00:00+00:00,True,0,0,True,out_of_service,False,0,,,2020-08-04 22:59:25,1970
333,450,True,450,3,0,2020-08-04 21:29:32+00:00,True,0,0,True,active,False,12,,,2020-08-04 22:59:25,2020
334,451,True,451,11,0,2020-08-04 22:56:48+00:00,True,0,0,True,active,False,4,,,2020-08-04 22:59:25,2020
335,452,True,452,9,1,2020-08-04 22:58:25+00:00,True,0,0,True,active,False,5,,,2020-08-04 22:59:25,2020
336,453,True,453,7,0,2020-08-04 20:55:50+00:00,True,0,0,True,active,False,8,,,2020-08-04 22:59:25,2020
337,454,True,454,9,0,2020-08-04 22:47:59+00:00,True,0,0,True,active,False,6,,,2020-08-04 22:59:25,2020
338,455,True,455,11,0,2020-08-04 22:55:28+00:00,True,0,0,True,active,False,1,,,2020-08-04 22:59:25,2020
