,legacy_id,is_installed,is_returning,station_status,num_bikes_disabled,num_docks_available,num_bikes_available,station_id,eightd_has_available_keys,last_reported,is_renting,num_ebikes_available,num_docks_disabled,timestamp_of_data_read_request,year_station_last_reported
51,59,True,True,active,0,11,8,59,True,2020-08-21 02:26:22+00:00,True,0,0,2020-08-21 04:52:45,2020
52,60,True,True,active,0,12,7,60,False,2020-08-21 04:52:12+00:00,True,0,0,2020-08-21 04:52:45,2020
53,61,True,True,active,0,3,16,61,False,2020-08-21 04:34:20+00:00,True,0,0,2020-08-21 04:52:45,2020
54,63,True,True,active,0,8,7,63,False,2020-08-21 03:38:11+00:00,True,0,0,2020-08-21 04:52:45,2020
55,64,True,False,active,0,6,13,64,False,2020-08-20 23:52:06+00:00,False,0,0,2020-08-21 04:52:45,2020
56,65,True,True,active,0,23,0,65,False,2020-08-21 02:12:12+00:00,True,0,0,2020-08-21 04:52:45,2020
57,66,True,True,active,0,0,15,66,False,2020-08-21 04:15:18+00:00,True,0,0,2020-08-21 04:52:45,2020
58,67,True,True,active,1,26,0,67,True,2020-08-21 03:59:51+00:00,True,0,0,2020-08-21 04:52:45,2020
59,68,True,True,active,0,13,6,68,True,2020-08-21 03:49:50+00:00,True,0,0,2020-08-21 04:52:45,2020
60,69,True,True,active,0,1,18,69,True,2020-08-21 04:49:42+00:00,True,0,0,2020-08-21 04:52:45,2020
61,70,True,True,active,1,15,7,70,False,2020-08-21 03:18:48+00:00,True,0,0,2020-08-21 04:52:45,2020
62,71,True,True,active,1,5,17,71,False,2020-08-21 04:19:01+00:00,True,0,0,2020-08-21 04:52:45,2020
63,72,True,True,active,0,23,0,72,False,2020-08-21 00:12:13+00:00,True,0,0,2020-08-21 04:52:45,2020
64,73,True,True,active,0,14,1,73,False,2020-08-21 04:00:55+00:00,True,0,0,2020-08-21 04:52:45,2020
65,74,True,True,active,0,8,11,74,True,2020-08-21 04:39:52+00:00,True,0,0,2020-08-21 04:52:45,2020
66,75,True,True,active,0,11,4,75,False,2020-08-21 03:04:46+00:00,True,0,0,2020-08-21 04:52:45,2020
67,76,True,True,active,1,1,15,76,False,2020-08-21 03:49:52+00:00,True,0,0,2020-08-21 04:52:45,2020
68,77,True,True,active,0,12,3,77,False,2020-08-21 04:00:18+00:00,True,0,0,2020-08-21 04:52:45,2020
69,78,True,True,active,1,7,11,78,False,2020-08-21 03:13:45+00:00,True,0,0,2020-08-21 04:52:45,2020
70,79,True,True,active,1,1,17,79,False,2020-08-21 04:23:19+00:00,True,0,0,2020-08-21 04:52:45,2020
71,80,True,True,active,0,35,0,80,False,2020-08-21 04:42:48+00:00,True,0,0,2020-08-21 04:52:45,2020
72,81,True,True,active,0,5,14,81,False,2020-08-21 04:47:29+00:00,True,0,0,2020-08-21 04:52:45,2020
73,82,True,True,active,0,14,1,82,False,2020-08-21 02:10:00+00:00,True,0,0,2020-08-21 04:52:45,2020
74,84,True,True,active,0,6,9,84,False,2020-08-21 02:28:52+00:00,True,0,0,2020-08-21 04:52:45,2020
75,85,True,True,active,0,18,1,85,False,2020-08-21 02:21:56+00:00,True,0,0,2020-08-21 04:52:45,2020
76,86,True,True,active,0,18,1,86,False,2020-08-21 02:48:42+00:00,True,0,0,2020-08-21 04:52:45,2020
77,87,True,True,active,1,6,8,87,False,2020-08-21 03:43:17+00:00,True,0,0,2020-08-21 04:52:45,2020
78,89,True,True,active,0,5,14,89,False,2020-08-21 02:38:22+00:00,True,0,0,2020-08-21 04:52:45,2020
79,90,True,True,active,0,4,15,90,False,2020-08-21 04:45:29+00:00,True,0,0,2020-08-21 04:52:45,2020
80,91,True,True,active,0,19,0,91,False,2020-08-21 04:35:06+00:00,True,0,0,2020-08-21 04:52:45,2020
81,92,True,True,active,1,10,8,92,False,2020-08-21 00:18:38+00:00,True,0,0,2020-08-21 04:52:45,2020
82,93,True,True,active,0,8,7,93,False,2020-08-21 01:06:28+00:00,True,0,0,2020-08-21 04:52:45,2020
83,94,True,True,active,1,2,8,94,False,2020-08-21 04:10:05+00:00,True,0,0,2020-08-21 04:52:45,2020
84,95,True,True,active,0,8,7,95,False,2020-08-21 04:29:08+00:00,True,0,0,2020-08-21 04:52:45,2020
85,96,True,True,active,0,5,14,96,False,2020-08-21 03:43:16+00:00,True,0,0,2020-08-21 04:52:45,2020
86,97,True,True,active,0,5,14,97,False,2020-08-21 02:37:01+00:00,True,0,0,2020-08-21 04:52:45,2020
87,98,True,True,active,1,13,9,98,False,2020-08-21 04:25:20+00:00,True,0,0,2020-08-21 04:52:45,2020
88,99,True,True,active,0,0,15,99,False,2020-08-21 04:09:10+00:00,True,0,0,2020-08-21 04:52:45,2020
89,100,True,True,active,1,9,15,100,True,2020-08-21 04:29:21+00:00,True,0,0,2020-08-21 04:52:45,2020
90,101,True,True,active,0,7,8,101,False,2020-08-21 00:23:19+00:00,True,0,0,2020-08-21 04:52:45,2020
91,102,True,True,active,0,11,4,102,False,2020-08-21 02:18:26+00:00,True,0,0,2020-08-21 04:52:45,2020
92,103,True,True,active,0,0,15,103,False,2020-08-21 01:01:01+00:00,True,0,0,2020-08-21 04:52:45,2020
93,104,True,True,active,0,7,12,104,False,2020-08-21 03:39:06+00:00,True,0,0,2020-08-21 04:52:45,2020
94,105,True,True,active,0,19,0,105,False,2020-08-21 02:58:51+00:00,True,0,0,2020-08-21 04:52:45,2020
95,106,True,True,active,0,8,7,106,False,2020-08-20 22:38:04+00:00,True,0,0,2020-08-21 04:52:45,2020
96,107,True,True,active,0,17,2,107,False,2020-08-21 03:10:42+00:00,True,0,0,2020-08-21 04:52:45,2020
97,108,True,True,active,0,17,0,108,False,2020-08-21 04:46:46+00:00,True,0,0,2020-08-21 04:52:45,2020
98,109,True,True,active,0,33,2,109,False,2020-08-21 02:08:03+00:00,True,0,0,2020-08-21 04:52:45,2020
99,110,True,True,active,1,12,2,110,False,2020-08-21 02:56:01+00:00,True,0,0,2020-08-21 04:52:45,2020
100,111,True,True,active,0,11,4,111,False,2020-08-21 02:30:42+00:00,True,0,0,2020-08-21 04:52:45,2020
101,112,True,True,active,0,11,4,112,False,2020-08-21 00:43:43+00:00,True,0,0,2020-08-21 04:52:45,2020
102,113,True,True,active,1,6,8,113,False,2020-08-21 03:09:04+00:00,True,0,0,2020-08-21 04:52:45,2020
103,114,True,True,active,0,12,3,114,False,2020-08-21 03:08:39+00:00,True,0,0,2020-08-21 04:52:45,2020
104,115,True,True,active,0,10,9,115,False,2020-08-21 03:59:10+00:00,True,0,0,2020-08-21 04:52:45,2020
105,116,True,True,active,0,5,18,116,False,2020-08-21 04:50:18+00:00,True,0,0,2020-08-21 04:52:45,2020
106,117,True,True,active,0,8,11,117,False,2020-08-21 02:22:34+00:00,True,0,0,2020-08-21 04:52:45,2020
107,118,True,True,active,3,0,16,118,False,2020-08-21 03:59:43+00:00,True,0,0,2020-08-21 04:52:45,2020
108,119,True,True,active,0,8,7,119,False,2020-08-21 04:37:25+00:00,True,0,0,2020-08-21 04:52:45,2020
109,120,True,True,active,1,14,0,120,False,2020-08-21 04:20:35+00:00,True,0,0,2020-08-21 04:52:45,2020
110,121,True,True,active,0,1,16,121,False,2020-08-21 04:37:14+00:00,True,0,0,2020-08-21 04:52:45,2020
111,122,True,True,active,0,11,4,122,False,2020-08-21 04:48:09+00:00,True,0,0,2020-08-21 04:52:45,2020
112,124,True,True,active,0,12,3,124,False,2020-08-21 00:34:41+00:00,True,0,0,2020-08-21 04:52:45,2020
113,125,True,True,active,1,2,12,125,False,2020-08-21 03:52:51+00:00,True,0,0,2020-08-21 04:52:45,2020
114,126,True,True,active,1,2,12,126,False,2020-08-21 03:33:29+00:00,True,0,0,2020-08-21 04:52:45,2020
115,128,True,True,active,0,14,5,128,False,2020-08-21 02:35:40+00:00,True,0,0,2020-08-21 04:52:45,2020
116,129,True,True,active,0,15,4,129,False,2020-08-21 03:10:52+00:00,True,0,0,2020-08-21 04:52:45,2020
117,130,True,True,active,0,5,10,130,False,2020-08-20 23:16:03+00:00,True,0,0,2020-08-21 04:52:45,2020
118,131,True,True,active,0,3,15,131,False,2020-08-21 04:07:00+00:00,True,0,0,2020-08-21 04:52:45,2020
119,133,True,True,active,1,12,10,133,False,2020-08-21 03:44:00+00:00,True,0,0,2020-08-21 04:52:45,2020
120,135,True,True,active,0,17,0,135,False,2020-08-21 00:18:40+00:00,True,0,0,2020-08-21 04:52:45,2020
121,136,True,True,active,0,19,0,136,False,2020-08-20 21:34:48+00:00,True,0,0,2020-08-21 04:52:45,2020
122,137,True,True,active,0,7,8,137,False,2020-08-21 04:04:16+00:00,True,0,0,2020-08-21 04:52:45,2020
123,138,True,True,active,2,8,5,138,False,2020-08-21 04:44:10+00:00,True,0,0,2020-08-21 04:52:45,2020
124,139,True,True,active,0,9,10,139,False,2020-08-21 04:28:22+00:00,True,0,0,2020-08-21 04:52:45,2020
125,140,True,True,active,0,2,15,140,False,2020-08-21 00:34:00+00:00,True,0,0,2020-08-21 04:52:45,2020
126,141,True,False,active,0,14,1,141,False,2020-08-21 00:50:54+00:00,False,0,0,2020-08-21 04:52:45,2020
127,142,True,True,active,0,3,20,142,False,2020-08-21 04:47:31+00:00,True,0,0,2020-08-21 04:52:45,2020
128,143,True,True,active,0,5,18,143,False,2020-08-21 04:42:07+00:00,True,0,0,2020-08-21 04:52:45,2020
129,144,True,True,active,0,1,18,144,False,2020-08-21 00:23:51+00:00,True,0,0,2020-08-21 04:52:45,2020
130,145,True,True,active,0,4,15,145,False,2020-08-21 02:28:29+00:00,True,0,0,2020-08-21 04:52:45,2020
131,146,True,True,active,0,7,12,146,False,2020-08-21 03:48:10+00:00,True,0,0,2020-08-21 04:52:45,2020
132,149,True,True,active,2,14,2,149,True,2020-08-21 04:17:35+00:00,True,0,0,2020-08-21 04:52:45,2020
133,150,True,True,active,0,14,5,150,False,2020-08-21 04:52:06+00:00,True,0,0,2020-08-21 04:52:45,2020
134,151,True,True,active,1,17,1,151,False,2020-08-21 04:46:54+00:00,True,0,0,2020-08-21 04:52:45,2020
135,152,True,True,active,1,9,5,152,True,2020-08-21 03:19:11+00:00,True,0,0,2020-08-21 04:52:45,2020
136,156,True,True,active,0,10,5,156,False,2020-08-21 02:33:12+00:00,True,0,0,2020-08-21 04:52:45,2020
137,157,True,True,active,0,15,0,157,False,2020-08-21 03:49:39+00:00,True,0,0,2020-08-21 04:52:45,2020
138,159,True,True,active,1,10,4,159,False,2020-08-21 04:22:13+00:00,True,0,0,2020-08-21 04:52:45,2020
139,160,True,True,active,0,5,9,160,True,2020-08-21 02:53:05+00:00,True,0,0,2020-08-21 04:52:45,2020
140,161,True,True,active,0,4,19,161,True,2020-08-21 04:47:44+00:00,True,0,0,2020-08-21 04:52:45,2020
141,162,True,True,active,0,9,6,162,False,2020-08-20 19:32:17+00:00,True,0,0,2020-08-21 04:52:45,2020
142,163,True,True,active,0,2,17,163,True,2020-08-21 02:41:40+00:00,True,0,0,2020-08-21 04:52:45,2020
143,167,True,True,active,0,1,14,167,False,2020-08-21 04:12:31+00:00,True,0,0,2020-08-21 04:52:45,2020
144,169,True,True,active,0,11,8,169,False,2020-08-20 23:56:41+00:00,True,0,0,2020-08-21 04:52:45,2020
145,170,True,True,active,0,7,7,170,True,2020-08-20 23:12:03+00:00,True,0,0,2020-08-21 04:52:45,2020
146,171,True,True,active,0,12,11,171,True,2020-08-21 01:12:53+00:00,True,0,0,2020-08-21 04:52:45,2020
147,173,True,True,active,0,5,9,173,True,2020-08-21 00:33:41+00:00,True,0,0,2020-08-21 04:52:45,2020
148,174,True,True,active,0,8,7,174,False,2020-08-21 03:26:14+00:00,True,0,0,2020-08-21 04:52:45,2020
149,175,True,True,active,2,7,8,175,True,2020-08-21 04:44:29+00:00,True,0,0,2020-08-21 04:52:45,2020
150,176,True,True,active,0,3,12,176,False,2020-08-21 04:17:39+00:00,True,0,0,2020-08-21 04:52:45,2020
151,177,True,True,active,1,17,1,177,False,2020-08-21 03:30:42+00:00,True,0,0,2020-08-21 04:52:45,2020
152,178,True,True,active,0,10,9,178,False,2020-08-21 03:55:10+00:00,True,0,0,2020-08-21 04:52:45,2020
153,179,True,True,active,0,7,18,179,False,2020-08-21 03:34:53+00:00,True,0,0,2020-08-21 04:52:45,2020
154,180,True,True,active,0,4,15,180,False,2020-08-21 03:06:16+00:00,True,0,0,2020-08-21 04:52:45,2020
155,181,True,True,active,0,12,7,181,False,2020-08-21 02:22:51+00:00,True,0,0,2020-08-21 04:52:45,2020
156,182,True,True,active,0,17,2,182,True,2020-08-21 01:37:45+00:00,True,0,0,2020-08-21 04:52:45,2020
157,183,True,True,active,0,14,5,183,False,2020-08-21 01:12:59+00:00,True,0,0,2020-08-21 04:52:45,2020
158,184,True,True,active,0,15,4,184,False,2020-08-21 03:52:33+00:00,True,0,0,2020-08-21 04:52:45,2020
159,185,True,True,active,0,11,4,185,False,2020-08-21 04:39:35+00:00,True,0,0,2020-08-21 04:52:45,2020
160,186,True,True,active,0,12,3,186,True,2020-08-21 04:05:13+00:00,True,0,0,2020-08-21 04:52:45,2020
161,187,True,True,active,0,12,3,187,False,2020-08-21 01:28:25+00:00,True,0,0,2020-08-21 04:52:45,2020
162,188,True,True,active,0,1,14,188,False,2020-08-21 02:45:43+00:00,True,0,0,2020-08-21 04:52:45,2020
163,189,True,True,active,0,22,1,189,True,2020-08-21 04:52:16+00:00,True,0,0,2020-08-21 04:52:45,2020
164,190,True,True,active,0,20,17,190,True,2020-08-21 04:47:18+00:00,True,0,0,2020-08-21 04:52:45,2020
165,191,True,True,active,0,13,2,191,False,2020-08-21 04:03:41+00:00,True,0,0,2020-08-21 04:52:45,2020
166,192,True,True,active,0,18,1,192,False,2020-08-21 04:34:53+00:00,True,0,0,2020-08-21 04:52:45,2020
167,193,True,True,active,0,13,2,193,True,2020-08-21 03:06:07+00:00,True,0,0,2020-08-21 04:52:45,2020
168,194,True,True,active,0,18,1,194,False,2020-08-21 03:53:06+00:00,True,0,0,2020-08-21 04:52:45,2020
