,num_bikes_available,num_docks_disabled,legacy_id,eightd_has_available_keys,num_docks_available,is_installed,num_bikes_disabled,last_reported,num_ebikes_available,is_renting,is_returning,station_id,station_status,timestamp_of_data_read_request,year_station_last_reported
0,5,0,3,False,9,True,1,2020-08-12 21:58:20+00:00,0,True,True,3,active,2020-08-12 21:58:45,2020
1,4,0,4,False,15,True,0,2020-08-12 21:57:16+00:00,0,True,True,4,active,2020-08-12 21:58:45,2020
2,3,0,5,False,12,True,0,2020-08-12 21:55:03+00:00,0,True,True,5,active,2020-08-12 21:58:45,2020
3,0,0,6,False,13,True,2,2020-08-12 21:51:26+00:00,0,True,True,6,active,2020-08-12 21:58:45,2020
4,10,0,7,False,4,True,1,2020-08-12 21:47:45+00:00,0,True,True,7,active,2020-08-12 21:58:45,2020
5,11,0,8,False,8,True,0,2020-08-12 21:51:27+00:00,0,True,True,8,active,2020-08-12 21:58:45,2020
6,7,0,9,False,7,True,1,2020-08-12 21:57:37+00:00,0,True,True,9,active,2020-08-12 21:58:45,2020
7,3,0,10,False,8,True,0,2020-08-12 21:34:21+00:00,0,True,True,10,active,2020-08-12 21:58:45,2020
8,12,0,11,False,2,True,1,2020-08-12 21:55:27+00:00,0,True,True,11,active,2020-08-12 21:58:45,2020
9,16,0,12,True,2,True,0,2020-08-12 21:58:29+00:00,0,True,True,12,active,2020-08-12 21:58:45,2020
10,2,0,13,False,16,True,1,2020-08-12 21:58:25+00:00,0,True,True,13,active,2020-08-12 21:58:45,2020
11,2,0,14,False,22,True,1,2020-08-12 21:49:40+00:00,0,True,True,14,active,2020-08-12 21:58:45,2020
12,13,0,15,False,2,True,0,2020-08-12 21:49:41+00:00,0,True,True,15,active,2020-08-12 21:58:45,2020
13,8,0,16,True,11,True,0,2020-08-12 21:40:46+00:00,0,True,True,16,active,2020-08-12 21:58:45,2020
14,2,0,17,False,12,True,1,2020-08-12 21:52:44+00:00,0,True,True,17,active,2020-08-12 21:58:45,2020
15,7,0,19,False,8,True,0,2020-08-12 21:37:44+00:00,0,True,True,19,active,2020-08-12 21:58:45,2020
16,17,0,20,True,6,True,0,2020-08-12 21:53:04+00:00,0,True,True,20,active,2020-08-12 21:58:45,2020
17,14,0,21,True,4,True,0,2020-08-12 21:50:32+00:00,0,True,True,21,active,2020-08-12 21:58:45,2020
18,12,0,22,True,35,True,0,2020-08-12 21:58:23+00:00,0,True,True,22,active,2020-08-12 21:58:45,2020
19,11,0,23,False,10,True,0,2020-08-12 21:58:23+00:00,0,True,True,23,active,2020-08-12 21:58:45,2020
20,8,0,24,False,10,True,1,2020-08-12 21:22:53+00:00,0,True,True,24,active,2020-08-12 21:58:45,2020
21,8,0,25,False,6,True,1,2020-08-12 21:57:28+00:00,0,True,True,25,active,2020-08-12 21:58:45,2020
22,11,0,26,False,4,True,0,2020-08-12 21:50:04+00:00,0,True,True,26,active,2020-08-12 21:58:45,2020
23,16,0,27,False,6,True,1,2020-08-12 21:57:18+00:00,0,True,True,27,active,2020-08-12 21:58:45,2020
24,9,0,29,False,6,True,0,2020-08-12 21:40:24+00:00,0,True,True,29,active,2020-08-12 21:58:45,2020
25,7,0,30,False,8,True,0,2020-08-12 21:56:58+00:00,0,True,True,30,active,2020-08-12 21:58:45,2020
26,4,0,31,True,15,True,0,2020-08-12 21:43:33+00:00,0,True,True,31,active,2020-08-12 21:58:45,2020
27,15,0,32,False,0,True,0,2020-08-12 21:54:02+00:00,0,True,True,32,active,2020-08-12 21:58:45,2020
28,7,0,33,False,19,True,1,2020-08-12 21:56:45+00:00,0,True,True,33,active,2020-08-12 21:58:45,2020
29,11,0,35,False,12,True,0,2020-08-12 21:50:18+00:00,0,True,True,35,active,2020-08-12 21:58:45,2020
30,11,0,36,True,22,True,0,2020-08-12 21:49:22+00:00,0,True,True,36,active,2020-08-12 21:58:45,2020
31,0,0,37,True,15,True,0,2020-08-12 21:39:25+00:00,0,True,True,37,active,2020-08-12 21:58:45,2020
32,1,0,39,False,20,True,2,2020-08-12 21:50:01+00:00,0,True,True,39,active,2020-08-12 21:58:45,2020
33,1,0,40,False,17,True,1,2020-08-12 21:56:26+00:00,0,True,True,40,active,2020-08-12 21:58:45,2020
34,2,0,41,True,25,True,0,2020-08-12 21:58:26+00:00,0,True,True,41,active,2020-08-12 21:58:45,2020
35,8,0,42,False,15,True,0,2020-08-12 21:58:23+00:00,0,True,True,42,active,2020-08-12 21:58:45,2020
36,10,0,43,True,5,True,0,2020-08-12 21:56:47+00:00,0,True,True,43,active,2020-08-12 21:58:45,2020
37,8,0,44,False,15,True,0,2020-08-12 21:51:20+00:00,0,True,True,44,active,2020-08-12 21:58:45,2020
38,7,0,46,False,10,True,2,2020-08-12 21:56:15+00:00,0,True,True,46,active,2020-08-12 21:58:45,2020
39,3,0,47,True,16,True,0,2020-08-12 21:58:09+00:00,0,True,True,47,active,2020-08-12 21:58:45,2020
40,5,0,48,False,14,True,0,2020-08-12 21:14:38+00:00,0,True,True,48,active,2020-08-12 21:58:45,2020
41,14,0,49,False,4,True,0,2020-08-12 21:41:45+00:00,0,True,True,49,active,2020-08-12 21:58:45,2020
42,1,0,50,True,14,True,0,2020-08-12 21:41:50+00:00,0,True,True,50,active,2020-08-12 21:58:45,2020
43,6,0,51,False,9,True,0,2020-08-12 21:39:59+00:00,0,True,True,51,active,2020-08-12 21:58:45,2020
44,10,0,52,True,12,True,1,2020-08-12 21:47:33+00:00,0,True,True,52,active,2020-08-12 21:58:45,2020
45,3,0,53,False,15,True,1,2020-08-12 21:54:18+00:00,0,True,True,53,active,2020-08-12 21:58:45,2020
46,7,0,54,False,8,True,0,2020-08-12 21:56:43+00:00,0,True,True,54,active,2020-08-12 21:58:45,2020
47,13,0,55,False,2,True,0,2020-08-12 21:50:50+00:00,0,True,True,55,active,2020-08-12 21:58:45,2020
48,6,0,56,True,11,True,1,2020-08-12 21:20:57+00:00,0,True,True,56,active,2020-08-12 21:58:45,2020
49,10,0,57,True,3,True,1,2020-08-12 21:46:26+00:00,0,True,True,57,active,2020-08-12 21:58:45,2020
50,15,0,58,True,2,True,2,2020-08-12 21:56:44+00:00,0,True,True,58,active,2020-08-12 21:58:45,2020
51,2,0,59,True,17,True,0,2020-08-12 21:36:16+00:00,0,True,True,59,active,2020-08-12 21:58:45,2020
52,16,0,60,False,3,True,0,2020-08-12 21:58:14+00:00,0,True,True,60,active,2020-08-12 21:58:45,2020
53,12,0,61,False,6,True,1,2020-08-12 21:53:03+00:00,0,True,True,61,active,2020-08-12 21:58:45,2020
54,3,0,63,False,12,True,0,2020-08-12 21:45:59+00:00,0,True,True,63,active,2020-08-12 21:58:45,2020
55,9,0,64,False,10,True,0,2020-08-12 21:56:48+00:00,0,True,True,64,active,2020-08-12 21:58:45,2020
56,1,0,65,False,22,True,0,2020-08-12 18:57:19+00:00,0,True,True,65,active,2020-08-12 21:58:45,2020
57,9,0,66,False,5,True,1,2020-08-12 21:43:58+00:00,0,True,True,66,active,2020-08-12 21:58:45,2020
58,4,0,67,True,23,True,0,2020-08-12 21:53:03+00:00,0,True,True,67,active,2020-08-12 21:58:45,2020
59,10,0,68,True,7,True,2,2020-08-12 21:56:56+00:00,0,True,True,68,active,2020-08-12 21:58:45,2020
60,3,0,69,True,16,True,0,2020-08-12 21:43:44+00:00,0,True,True,69,active,2020-08-12 21:58:45,2020
61,17,0,70,False,6,True,0,2020-08-12 21:47:40+00:00,0,True,True,70,active,2020-08-12 21:58:45,2020
62,23,0,71,False,0,True,0,2020-08-12 21:54:11+00:00,0,True,True,71,active,2020-08-12 21:58:45,2020
63,9,0,72,False,14,True,0,2020-08-12 21:55:16+00:00,0,True,True,72,active,2020-08-12 21:58:45,2020
64,6,0,73,False,7,True,2,2020-08-12 21:46:25+00:00,0,True,True,73,active,2020-08-12 21:58:45,2020
65,12,0,74,True,6,True,1,2020-08-12 21:58:22+00:00,0,True,True,74,active,2020-08-12 21:58:45,2020
66,1,0,75,False,14,True,0,2020-08-12 21:48:40+00:00,0,True,True,75,active,2020-08-12 21:58:45,2020
67,10,0,76,False,7,True,0,2020-08-12 21:51:17+00:00,0,True,True,76,active,2020-08-12 21:58:45,2020
68,11,0,77,False,3,True,1,2020-08-12 21:19:28+00:00,0,True,True,77,active,2020-08-12 21:58:45,2020
69,14,0,78,False,5,True,0,2020-08-12 21:47:09+00:00,0,True,True,78,active,2020-08-12 21:58:45,2020
70,4,0,79,False,14,True,1,2020-08-12 21:55:09+00:00,0,True,True,79,active,2020-08-12 21:58:45,2020
71,14,0,80,False,20,True,1,2020-08-12 21:57:22+00:00,0,True,True,80,active,2020-08-12 21:58:45,2020
