,last_reported,num_ebikes_available,is_returning,legacy_id,station_status,num_docks_available,station_id,num_docks_disabled,num_bikes_available,is_installed,eightd_has_available_keys,num_bikes_disabled,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,2020-08-01 14:13:31+00:00,0,True,3,active,14,3,0,1,True,False,0,True,,,2020-08-01 15:01:50,2020
1,2020-08-01 14:56:48+00:00,0,True,4,active,18,4,0,1,True,False,0,True,,,2020-08-01 15:01:50,2020
2,2020-08-01 14:39:35+00:00,0,True,5,active,15,5,0,0,True,False,0,True,,,2020-08-01 15:01:50,2020
3,2020-08-01 14:58:03+00:00,0,True,6,active,12,6,0,3,True,False,0,True,,,2020-08-01 15:01:50,2020
4,2020-08-01 14:47:03+00:00,0,True,7,active,10,7,0,5,True,False,0,True,,,2020-08-01 15:01:50,2020
5,2020-08-01 14:58:05+00:00,0,True,8,active,12,8,0,5,True,False,2,True,,,2020-08-01 15:01:50,2020
6,2020-08-01 14:47:18+00:00,0,True,9,active,3,9,0,12,True,False,0,True,,,2020-08-01 15:01:50,2020
7,2020-08-01 14:24:09+00:00,0,True,10,active,6,10,0,4,True,False,1,True,,,2020-08-01 15:01:50,2020
8,2020-08-01 14:40:57+00:00,0,True,11,active,0,11,0,14,True,False,1,True,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'dock_blocked_count': 0, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 20, 'valet_revision': 75, 'active': True}",2020-08-01 15:01:50,2020
9,2020-08-01 14:59:27+00:00,0,True,12,active,14,12,0,2,True,True,2,True,,,2020-08-01 15:01:50,2020
10,2020-08-01 14:54:36+00:00,0,True,13,active,4,13,0,15,True,False,0,True,,,2020-08-01 15:01:50,2020
11,2020-08-01 15:00:52+00:00,0,True,14,active,15,14,0,10,True,False,0,True,,,2020-08-01 15:01:50,2020
12,2020-08-01 14:18:10+00:00,0,True,15,active,0,15,0,14,True,False,1,True,,,2020-08-01 15:01:50,2020
