,legacy_id,last_reported,is_returning,num_ebikes_available,is_installed,num_docks_disabled,station_id,num_bikes_available,station_status,num_bikes_disabled,is_renting,eightd_has_available_keys,num_docks_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,3,2020-08-20 16:54:31+00:00,True,0,True,0,3,10,active,0,True,False,5,,,2020-08-20 17:25:30,2020
1,4,2020-08-20 17:11:07+00:00,True,0,True,0,4,3,active,0,True,False,16,,,2020-08-20 17:25:30,2020
2,5,2020-08-20 17:01:49+00:00,True,0,True,0,5,1,active,0,True,False,14,,,2020-08-20 17:25:30,2020
3,6,2020-08-20 17:18:42+00:00,True,0,True,0,6,7,active,1,True,False,7,,,2020-08-20 17:25:30,2020
4,7,2020-08-20 17:19:28+00:00,True,0,True,0,7,7,active,0,True,False,8,,,2020-08-20 17:25:30,2020
5,8,2020-08-20 17:03:49+00:00,True,0,True,0,8,6,active,1,True,False,12,,,2020-08-20 17:25:30,2020
6,9,2020-08-20 17:24:18+00:00,True,0,True,0,9,4,active,0,True,False,11,,,2020-08-20 17:25:30,2020
7,10,2020-08-20 17:24:01+00:00,True,0,True,0,10,7,active,0,True,False,4,,,2020-08-20 17:25:30,2020
8,11,2020-08-20 17:24:39+00:00,True,0,True,0,11,15,active,0,True,False,0,,,2020-08-20 17:25:30,2020
9,12,2020-08-20 17:01:37+00:00,True,0,True,0,12,17,active,1,True,True,0,,,2020-08-20 17:25:30,2020
10,13,2020-08-20 17:16:28+00:00,True,0,True,0,13,13,active,0,True,False,6,,,2020-08-20 17:25:30,2020
11,14,2020-08-20 17:21:11+00:00,True,0,True,0,14,23,active,0,True,False,2,,,2020-08-20 17:25:30,2020
12,15,2020-08-20 17:18:28+00:00,True,0,True,0,15,11,active,0,True,False,4,,,2020-08-20 17:25:30,2020
13,16,2020-08-20 17:22:17+00:00,True,0,True,0,16,7,active,0,True,True,12,,,2020-08-20 17:25:30,2020
14,17,2020-08-20 16:16:40+00:00,True,0,True,0,17,5,active,1,True,False,9,,,2020-08-20 17:25:30,2020
15,19,2020-08-20 16:19:04+00:00,True,0,True,0,19,3,active,0,True,False,12,,,2020-08-20 17:25:30,2020
16,20,2020-08-20 16:42:55+00:00,True,0,True,0,20,5,active,0,True,True,18,,,2020-08-20 17:25:30,2020
17,21,2020-08-20 17:14:10+00:00,True,0,True,0,21,4,active,0,True,True,14,,,2020-08-20 17:25:30,2020
18,22,2020-08-20 17:25:19+00:00,True,0,True,0,22,22,active,0,True,True,25,,,2020-08-20 17:25:30,2020
19,23,2020-08-20 17:21:20+00:00,True,0,True,0,23,21,active,0,True,False,0,,,2020-08-20 17:25:30,2020
20,24,2020-08-20 17:24:52+00:00,True,0,True,0,24,15,active,1,True,False,3,,,2020-08-20 17:25:30,2020
21,25,2020-08-20 17:24:41+00:00,True,0,True,0,25,8,active,0,True,False,7,,,2020-08-20 17:25:30,2020
22,26,2020-08-20 17:02:31+00:00,True,0,True,0,26,8,active,2,True,False,5,,,2020-08-20 17:25:30,2020
23,27,2020-08-20 17:21:44+00:00,True,0,True,0,27,14,active,0,True,False,9,,,2020-08-20 17:25:30,2020
24,29,2020-08-20 17:17:02+00:00,True,0,True,0,29,5,active,1,True,False,9,,,2020-08-20 17:25:30,2020
25,30,2020-08-20 17:19:22+00:00,True,0,True,0,30,12,active,0,True,False,3,,,2020-08-20 17:25:30,2020
26,31,2020-08-20 17:24:25+00:00,True,0,True,0,31,2,active,0,True,True,17,,,2020-08-20 17:25:30,2020
27,32,2020-08-20 17:15:29+00:00,True,0,True,0,32,12,active,2,True,False,1,,,2020-08-20 17:25:30,2020
28,33,2020-08-20 17:07:00+00:00,True,0,True,0,33,20,active,0,True,False,7,,,2020-08-20 17:25:30,2020
29,35,2020-08-20 16:48:22+00:00,True,0,True,0,35,17,active,1,True,False,5,,,2020-08-20 17:25:30,2020
30,36,2020-08-20 17:15:14+00:00,True,0,True,0,36,14,active,2,True,True,17,,,2020-08-20 17:25:30,2020
31,37,2020-08-20 15:33:47+00:00,True,0,True,0,37,11,active,0,True,True,4,,,2020-08-20 17:25:30,2020
