,eightd_has_available_keys,station_id,num_docks_disabled,is_returning,is_renting,num_docks_available,last_reported,station_status,legacy_id,num_bikes_disabled,is_installed,num_ebikes_available,num_bikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
210,False,272,0,True,True,10,2020-07-31 22:36:37+00:00,active,272,2,True,0,7,,,2020-07-31 23:42:35,2020
211,False,273,0,True,True,12,2020-07-31 22:55:40+00:00,active,273,0,True,0,28,,,2020-07-31 23:42:35,2020
212,False,279,0,True,True,12,2020-07-31 23:39:05+00:00,active,279,0,True,0,7,,,2020-07-31 23:42:35,2020
213,False,280,0,True,True,15,2020-07-31 23:05:58+00:00,active,280,1,True,0,3,,,2020-07-31 23:42:35,2020
214,False,282,0,True,True,5,2020-07-31 23:39:28+00:00,active,282,3,True,0,7,,,2020-07-31 23:42:35,2020
215,False,296,0,True,True,6,2020-07-31 23:34:13+00:00,active,296,0,True,0,17,,,2020-07-31 23:42:35,2020
216,False,318,0,True,True,8,2020-07-31 23:42:03+00:00,active,318,0,True,0,11,,,2020-07-31 23:42:35,2020
217,False,319,0,True,True,19,2020-07-31 23:37:06+00:00,active,319,0,True,0,6,,,2020-07-31 23:42:35,2020
218,False,327,0,True,True,15,2020-07-31 23:10:46+00:00,active,327,0,True,0,0,,,2020-07-31 23:42:35,2020
219,False,328,0,True,True,4,2020-07-31 23:37:12+00:00,active,328,0,True,0,11,,,2020-07-31 23:42:35,2020
220,False,329,0,True,True,5,2020-07-31 23:39:14+00:00,active,329,0,True,0,10,,,2020-07-31 23:42:35,2020
221,False,330,0,True,True,14,2020-07-31 23:37:08+00:00,active,330,0,True,0,1,,,2020-07-31 23:42:35,2020
222,False,331,0,True,True,12,2020-07-31 23:39:09+00:00,active,331,2,True,0,1,,,2020-07-31 23:42:35,2020
223,False,332,0,True,True,11,2020-07-31 23:29:34+00:00,active,332,0,True,0,4,,,2020-07-31 23:42:35,2020
224,False,333,0,True,True,7,2020-07-31 23:28:41+00:00,active,333,0,True,0,18,,,2020-07-31 23:42:35,2020
225,False,334,0,True,True,4,2020-07-31 23:16:41+00:00,active,334,0,True,0,15,,,2020-07-31 23:42:35,2020
226,False,335,0,True,True,4,2020-07-31 23:31:54+00:00,active,335,0,True,0,15,,,2020-07-31 23:42:35,2020
227,False,336,0,True,True,6,2020-07-31 23:15:38+00:00,active,336,0,True,0,9,,,2020-07-31 23:42:35,2020
228,False,337,0,True,True,4,2020-07-31 19:55:26+00:00,active,337,1,True,0,10,,,2020-07-31 23:42:35,2020
229,False,338,0,True,True,13,2020-07-31 22:54:36+00:00,active,338,1,True,0,1,,,2020-07-31 23:42:35,2020
230,False,339,0,True,True,5,2020-07-31 21:58:05+00:00,active,339,1,True,0,9,,,2020-07-31 23:42:35,2020
231,False,340,0,True,True,4,2020-07-31 22:20:26+00:00,active,340,0,True,0,15,,,2020-07-31 23:42:35,2020
232,True,341,0,True,True,8,2020-07-31 16:13:56+00:00,active,341,0,True,0,7,,,2020-07-31 23:42:35,2020
233,False,342,0,True,True,4,2020-07-31 23:42:13+00:00,active,342,1,True,0,10,,,2020-07-31 23:42:35,2020
234,False,343,0,True,True,10,2020-07-31 23:38:32+00:00,active,343,1,True,0,4,,,2020-07-31 23:42:35,2020
235,False,344,0,True,True,18,2020-07-31 22:56:06+00:00,active,344,0,True,0,1,,,2020-07-31 23:42:35,2020
236,False,345,0,True,True,17,2020-07-31 23:41:41+00:00,active,345,1,True,0,1,,,2020-07-31 23:42:35,2020
237,False,346,0,True,True,14,2020-07-31 22:44:05+00:00,active,346,0,True,0,1,,,2020-07-31 23:42:35,2020
238,False,347,0,True,True,12,2020-07-31 22:10:40+00:00,active,347,0,True,0,3,,,2020-07-31 23:42:35,2020
239,False,348,0,True,True,2,2020-07-31 22:52:20+00:00,active,348,2,True,0,11,,,2020-07-31 23:42:35,2020
240,True,349,0,True,True,6,2020-07-31 21:50:36+00:00,active,349,0,True,0,11,,,2020-07-31 23:42:35,2020
241,False,350,0,True,True,15,2020-07-31 18:38:22+00:00,active,350,0,True,0,2,,,2020-07-31 23:42:35,2020
242,False,351,0,True,True,10,2020-07-31 22:57:15+00:00,active,351,1,True,0,4,,,2020-07-31 23:42:35,2020
243,False,352,0,True,True,10,2020-07-31 23:36:02+00:00,active,352,0,True,0,5,,,2020-07-31 23:42:35,2020
244,True,353,0,True,True,4,2020-07-31 17:28:08+00:00,active,353,0,True,0,11,,,2020-07-31 23:42:35,2020
245,False,354,0,True,True,13,2020-07-31 23:38:03+00:00,active,354,0,True,0,2,,,2020-07-31 23:42:35,2020
246,False,355,0,True,True,13,2020-07-31 23:19:54+00:00,active,355,0,True,0,4,,,2020-07-31 23:42:35,2020
247,False,356,0,True,True,6,2020-07-31 23:38:40+00:00,active,356,1,True,0,16,,,2020-07-31 23:42:35,2020
248,False,357,0,True,True,0,2020-07-31 23:41:51+00:00,active,357,1,True,0,14,,,2020-07-31 23:42:35,2020
249,False,358,0,True,True,9,2020-07-31 23:28:06+00:00,active,358,0,True,0,10,,,2020-07-31 23:42:35,2020
250,False,359,0,True,True,15,2020-07-31 23:27:48+00:00,active,359,0,True,0,0,,,2020-07-31 23:42:35,2020
251,False,360,0,True,True,10,2020-07-31 23:14:02+00:00,active,360,0,True,0,5,,,2020-07-31 23:42:35,2020
252,False,361,0,True,True,14,2020-07-31 23:40:18+00:00,active,361,0,True,0,5,,,2020-07-31 23:42:35,2020
253,False,362,0,True,True,9,2020-07-31 23:38:49+00:00,active,362,0,True,0,10,,,2020-07-31 23:42:35,2020
254,False,363,0,True,True,13,2020-07-31 23:41:57+00:00,active,363,0,True,0,6,,,2020-07-31 23:42:35,2020
255,False,364,0,True,True,16,2020-07-31 23:27:39+00:00,active,364,1,True,0,2,,,2020-07-31 23:42:35,2020
256,False,365,0,True,True,19,2020-07-31 22:26:16+00:00,active,365,0,True,0,0,,,2020-07-31 23:42:35,2020
257,False,366,0,True,True,14,2020-07-31 23:21:14+00:00,active,366,0,True,0,1,,,2020-07-31 23:42:35,2020
258,False,367,0,True,True,0,2020-07-31 19:42:30+00:00,active,367,0,True,0,19,,,2020-07-31 23:42:35,2020
259,False,368,0,True,True,10,2020-07-31 21:59:18+00:00,active,368,1,True,0,4,,,2020-07-31 23:42:35,2020
260,False,369,0,True,True,0,2020-07-31 23:19:44+00:00,active,369,0,True,0,15,,,2020-07-31 23:42:35,2020
261,False,370,0,True,True,4,2020-07-31 23:35:35+00:00,active,370,0,True,0,15,,,2020-07-31 23:42:35,2020
262,False,371,0,True,True,11,2020-07-31 23:38:30+00:00,active,371,1,True,0,7,,,2020-07-31 23:42:35,2020
263,False,372,0,True,True,13,2020-07-31 23:39:53+00:00,active,372,0,True,0,6,,,2020-07-31 23:42:35,2020
264,False,373,0,True,True,7,2020-07-31 23:10:13+00:00,active,373,0,True,0,8,,,2020-07-31 23:42:35,2020
265,False,374,0,True,True,12,2020-07-31 23:37:36+00:00,active,374,1,True,0,6,,,2020-07-31 23:42:35,2020
266,False,376,0,True,True,11,2020-07-31 23:20:08+00:00,active,376,0,True,0,4,,,2020-07-31 23:42:35,2020
267,False,377,0,True,True,10,2020-07-31 23:38:01+00:00,active,377,0,True,0,9,,,2020-07-31 23:42:35,2020
268,False,378,0,True,True,16,2020-07-31 23:26:33+00:00,active,378,1,True,0,2,,,2020-07-31 23:42:35,2020
269,False,379,0,True,True,4,2020-07-31 23:36:05+00:00,active,379,1,True,0,10,,,2020-07-31 23:42:35,2020
270,False,380,0,True,True,15,2020-07-31 23:39:22+00:00,active,380,0,True,0,3,,,2020-07-31 23:42:35,2020
271,False,381,0,True,True,4,2020-07-31 23:32:19+00:00,active,381,0,True,0,15,,,2020-07-31 23:42:35,2020
272,True,384,0,True,True,15,2020-07-31 23:38:27+00:00,active,384,0,True,0,4,,,2020-07-31 23:42:35,2020
273,False,385,1,True,True,11,2020-07-31 23:15:45+00:00,active,385,0,True,0,3,,,2020-07-31 23:42:35,2020
274,False,386,0,True,True,12,2020-07-31 23:28:13+00:00,active,386,0,True,0,7,,,2020-07-31 23:42:35,2020
275,False,387,0,True,True,5,2020-07-31 23:35:05+00:00,active,387,0,True,0,10,,,2020-07-31 23:42:35,2020
276,False,388,0,True,True,7,2020-07-31 08:46:35+00:00,active,388,0,True,0,4,,,2020-07-31 23:42:35,2020
277,False,389,0,True,True,5,2020-07-31 21:32:16+00:00,active,389,0,True,0,9,,,2020-07-31 23:42:35,2020
278,False,390,0,True,True,2,2020-07-31 21:45:15+00:00,active,390,0,True,0,13,,,2020-07-31 23:42:35,2020
279,False,391,0,True,True,2,2020-07-31 08:51:47+00:00,active,391,0,True,0,13,,,2020-07-31 23:42:35,2020
280,False,392,0,True,True,9,2020-07-31 23:21:03+00:00,active,392,0,True,0,6,,,2020-07-31 23:42:35,2020
281,False,393,0,True,True,11,2020-07-31 23:28:39+00:00,active,393,2,True,0,2,,,2020-07-31 23:42:35,2020
282,False,394,0,True,True,14,2020-07-31 08:57:02+00:00,active,394,0,True,0,0,,,2020-07-31 23:42:35,2020
283,False,395,0,True,True,6,2020-07-31 21:57:19+00:00,active,395,0,True,0,9,,,2020-07-31 23:42:35,2020
284,False,396,0,True,True,5,2020-07-31 17:42:57+00:00,active,396,0,True,0,10,,,2020-07-31 23:42:35,2020
285,False,397,0,True,True,3,2020-07-31 22:17:02+00:00,active,397,0,True,0,12,,,2020-07-31 23:42:35,2020
286,False,398,0,True,True,10,2020-07-31 23:10:06+00:00,active,398,0,True,0,9,,,2020-07-31 23:42:35,2020
287,False,399,0,True,True,1,2020-07-31 23:39:47+00:00,active,399,0,True,0,14,,,2020-07-31 23:42:35,2020
288,False,400,0,True,True,16,2020-07-31 22:05:54+00:00,active,400,0,True,0,11,,,2020-07-31 23:42:35,2020
289,False,401,0,True,True,10,2020-07-31 21:49:27+00:00,active,401,0,True,0,5,,,2020-07-31 23:42:35,2020
290,False,402,0,True,True,7,2020-07-31 23:05:41+00:00,active,402,0,True,0,8,,,2020-07-31 23:42:35,2020
291,False,403,0,True,True,10,2020-07-31 23:24:28+00:00,active,403,1,True,0,4,,,2020-07-31 23:42:35,2020
292,False,404,0,True,True,13,2020-07-31 23:32:33+00:00,active,404,0,True,0,3,,,2020-07-31 23:42:35,2020
293,False,405,0,True,True,7,2020-07-31 22:36:53+00:00,active,405,1,True,0,11,,,2020-07-31 23:42:35,2020
294,False,406,0,True,True,9,2020-07-31 16:52:51+00:00,active,406,2,True,0,4,,,2020-07-31 23:42:35,2020
295,False,407,0,True,True,18,2020-07-31 23:10:04+00:00,active,407,0,True,0,1,,,2020-07-31 23:42:35,2020
296,False,408,0,True,True,5,2020-07-31 22:52:43+00:00,active,408,0,True,0,10,,,2020-07-31 23:42:35,2020
297,False,409,0,True,True,15,2020-07-31 23:33:59+00:00,active,409,0,True,0,4,,,2020-07-31 23:42:35,2020
298,False,410,0,True,True,2,2020-07-31 22:30:52+00:00,active,410,0,True,0,17,,,2020-07-31 23:42:35,2020
299,False,411,0,True,True,2,2020-07-31 20:52:17+00:00,active,411,0,True,0,13,,,2020-07-31 23:42:35,2020
300,False,412,0,True,True,14,2020-07-31 23:22:17+00:00,active,412,1,True,0,4,,,2020-07-31 23:42:35,2020
301,False,413,0,True,True,12,2020-07-31 23:42:27+00:00,active,413,0,True,0,7,,,2020-07-31 23:42:35,2020
302,False,414,0,True,True,20,2020-07-31 22:46:12+00:00,active,414,0,True,0,3,,,2020-07-31 23:42:35,2020
303,False,415,0,True,True,13,2020-07-31 23:39:18+00:00,active,415,1,True,0,5,,,2020-07-31 23:42:35,2020
304,False,416,0,True,True,10,2020-07-31 23:39:20+00:00,active,416,0,True,0,5,,,2020-07-31 23:42:35,2020
305,False,417,0,True,True,8,2020-07-31 23:36:53+00:00,active,417,0,True,0,11,,,2020-07-31 23:42:35,2020
306,False,419,0,True,True,4,2020-07-31 23:36:06+00:00,active,419,0,True,0,11,,,2020-07-31 23:42:35,2020
307,False,420,0,False,False,0,1970-01-02 00:00:00+00:00,out_of_service,420,0,False,0,0,,,2020-07-31 23:42:35,1970
308,False,421,0,True,True,9,2020-07-31 13:31:55+00:00,active,421,1,True,0,9,,,2020-07-31 23:42:35,2020
309,False,422,0,True,True,1,2020-07-31 08:56:02+00:00,active,422,0,True,0,14,,,2020-07-31 23:42:35,2020
310,False,423,0,True,True,10,2020-07-31 23:16:02+00:00,active,423,0,True,0,9,,,2020-07-31 23:42:35,2020
311,False,424,0,True,True,14,2020-07-31 22:27:15+00:00,active,424,0,True,0,5,,,2020-07-31 23:42:35,2020
312,False,425,0,True,True,11,2020-07-31 21:35:26+00:00,active,425,0,True,0,5,,,2020-07-31 23:42:35,2020
313,False,426,0,True,True,8,2020-07-31 23:08:12+00:00,active,426,0,True,0,19,,,2020-07-31 23:42:35,2020
314,False,427,0,True,True,10,2020-07-31 21:03:26+00:00,active,427,0,True,0,9,,,2020-07-31 23:42:35,2020
315,False,428,0,True,True,5,2020-07-31 23:13:43+00:00,active,428,0,True,0,14,,,2020-07-31 23:42:35,2020
316,False,430,0,True,True,2,2020-07-31 21:23:25+00:00,active,430,0,True,0,17,,,2020-07-31 23:42:35,2020
317,False,431,0,True,True,14,2020-07-31 22:53:12+00:00,active,431,1,True,0,0,,,2020-07-31 23:42:35,2020
318,False,432,0,True,True,10,2020-07-31 20:25:53+00:00,active,432,0,True,0,9,,,2020-07-31 23:42:35,2020
319,False,433,0,True,True,19,2020-07-31 14:04:48+00:00,active,433,0,True,0,0,,,2020-07-31 23:42:35,2020
320,False,434,0,True,True,12,2020-07-31 21:25:50+00:00,active,434,1,True,0,6,,,2020-07-31 23:42:35,2020
321,False,435,0,True,True,0,2020-07-31 21:12:30+00:00,active,435,2,True,0,13,,,2020-07-31 23:42:35,2020
322,False,436,0,True,True,10,2020-07-31 22:50:41+00:00,active,436,0,True,0,5,,,2020-07-31 23:42:35,2020
323,False,437,0,True,True,7,2020-07-31 23:40:51+00:00,active,437,0,True,0,12,,,2020-07-31 23:42:35,2020
324,False,440,0,True,True,17,2020-07-31 22:47:26+00:00,active,440,0,True,0,0,,,2020-07-31 23:42:35,2020
325,False,441,0,True,True,6,2020-07-31 23:40:00+00:00,active,441,0,True,0,13,,,2020-07-31 23:42:35,2020
326,False,442,0,True,True,12,2020-07-31 21:49:46+00:00,active,442,0,True,0,3,,,2020-07-31 23:42:35,2020
327,False,443,0,True,True,16,2020-07-31 17:18:39+00:00,active,443,0,True,0,3,,,2020-07-31 23:42:35,2020
328,False,445,0,True,True,12,2020-07-31 23:37:43+00:00,active,445,0,True,0,7,,,2020-07-31 23:42:35,2020
329,False,446,0,True,True,3,2020-07-31 23:19:04+00:00,active,446,0,True,0,9,,,2020-07-31 23:42:35,2020
330,False,447,0,True,True,19,2020-07-31 22:49:05+00:00,active,447,0,True,0,0,,,2020-07-31 23:42:35,2020
331,False,448,0,True,True,8,2020-07-31 08:56:09+00:00,active,448,0,True,0,3,,,2020-07-31 23:42:35,2020
332,False,449,0,True,True,0,1970-01-02 00:00:00+00:00,out_of_service,449,0,False,0,0,,,2020-07-31 23:42:35,1970
333,False,450,0,True,True,14,2020-07-31 23:37:48+00:00,active,450,0,True,0,1,,,2020-07-31 23:42:35,2020
334,False,451,0,True,True,9,2020-07-31 23:17:26+00:00,active,451,0,True,0,6,,,2020-07-31 23:42:35,2020
335,False,452,0,True,True,13,2020-07-31 23:38:44+00:00,active,452,0,True,0,2,,,2020-07-31 23:42:35,2020
336,False,453,0,True,True,13,2020-07-31 23:05:07+00:00,active,453,0,True,0,2,,,2020-07-31 23:42:35,2020
337,False,454,0,True,True,15,2020-07-31 22:59:46+00:00,active,454,0,True,0,0,,,2020-07-31 23:42:35,2020
338,False,455,0,True,True,6,2020-07-31 21:41:19+00:00,active,455,0,True,0,6,,,2020-07-31 23:42:35,2020
