,num_docks_disabled,last_reported,is_installed,legacy_id,num_bikes_disabled,num_ebikes_available,eightd_has_available_keys,station_status,num_bikes_available,station_id,is_returning,is_renting,num_docks_available,timestamp_of_data_read_request,year_station_last_reported
52,0,2020-07-30 08:50:06+00:00,True,60,0,0,False,active,16,60,True,True,3,2020-07-30 08:52:50,2020
53,0,2020-07-30 08:31:41+00:00,True,61,0,0,False,active,2,61,True,True,17,2020-07-30 08:52:50,2020
54,0,2020-07-30 08:46:51+00:00,True,63,0,0,False,active,15,63,True,True,0,2020-07-30 08:52:50,2020
55,0,2020-07-30 08:15:13+00:00,True,64,2,0,False,active,3,64,True,True,14,2020-07-30 08:52:50,2020
56,0,2020-07-30 08:46:54+00:00,True,65,0,0,False,active,10,65,True,True,13,2020-07-30 08:52:50,2020
57,0,2020-07-30 08:21:02+00:00,True,66,0,0,False,active,14,66,True,True,1,2020-07-30 08:52:50,2020
58,0,2020-07-30 05:26:16+00:00,True,67,0,0,True,active,10,67,True,True,17,2020-07-30 08:52:50,2020
59,0,2020-07-30 08:45:11+00:00,True,68,1,0,True,active,3,68,True,True,15,2020-07-30 08:52:50,2020
60,0,2020-07-30 07:58:30+00:00,True,69,1,0,True,active,8,69,True,True,10,2020-07-30 08:52:50,2020
61,0,2020-07-30 01:13:39+00:00,True,70,0,0,False,active,2,70,True,True,21,2020-07-30 08:52:50,2020
62,0,2020-07-30 08:26:35+00:00,True,71,0,0,False,active,20,71,True,True,3,2020-07-30 08:52:50,2020
63,0,2020-07-30 08:20:15+00:00,True,72,0,0,False,active,1,72,True,True,22,2020-07-30 08:52:50,2020
64,0,2020-07-30 08:30:33+00:00,True,73,1,0,False,active,7,73,True,True,7,2020-07-30 08:52:50,2020
65,0,2020-07-30 03:50:34+00:00,True,74,1,0,True,active,9,74,True,True,9,2020-07-30 08:52:50,2020
66,0,2020-07-30 08:25:19+00:00,True,75,0,0,False,active,0,75,True,True,15,2020-07-30 08:52:50,2020
67,0,2020-07-30 08:45:05+00:00,True,76,0,0,False,active,7,76,True,True,10,2020-07-30 08:52:50,2020
68,0,2020-07-30 01:23:21+00:00,True,77,0,0,False,active,11,77,True,True,4,2020-07-30 08:52:50,2020
69,0,2020-07-30 08:16:27+00:00,True,78,0,0,False,active,15,78,True,True,4,2020-07-30 08:52:50,2020
70,0,2020-07-30 08:35:48+00:00,True,79,1,0,False,active,12,79,True,True,6,2020-07-30 08:52:50,2020
71,0,2020-07-30 07:59:41+00:00,True,80,1,0,False,active,4,80,True,True,30,2020-07-30 08:52:50,2020
72,0,2020-07-30 08:11:18+00:00,True,81,0,0,False,active,11,81,True,True,8,2020-07-30 08:52:50,2020
73,0,2020-07-30 08:11:45+00:00,True,82,0,0,False,active,1,82,True,True,14,2020-07-30 08:52:50,2020
74,0,2020-07-30 08:36:40+00:00,True,84,0,0,False,active,9,84,True,True,6,2020-07-30 08:52:50,2020
75,0,2020-07-30 07:54:17+00:00,True,85,1,0,False,active,1,85,True,True,17,2020-07-30 08:52:50,2020
76,0,2020-07-30 08:36:50+00:00,True,86,1,0,False,active,11,86,True,True,7,2020-07-30 08:52:50,2020
77,0,2020-07-30 04:48:25+00:00,True,87,1,0,False,active,4,87,True,True,10,2020-07-30 08:52:50,2020
78,0,2020-07-30 08:46:38+00:00,True,89,0,0,False,active,17,89,True,True,2,2020-07-30 08:52:50,2020
79,0,2020-07-30 08:50:51+00:00,True,90,2,0,False,active,15,90,True,True,2,2020-07-30 08:52:50,2020
80,0,2020-07-30 08:45:35+00:00,True,91,2,0,False,active,2,91,True,True,15,2020-07-30 08:52:50,2020
81,0,2020-07-30 08:35:06+00:00,True,92,1,0,False,active,9,92,True,True,9,2020-07-30 08:52:50,2020
82,0,2020-07-30 08:51:12+00:00,True,93,2,0,False,active,7,93,True,True,6,2020-07-30 08:52:50,2020
83,0,2020-07-30 08:40:40+00:00,True,94,0,0,False,active,8,94,True,True,3,2020-07-30 08:52:50,2020
84,0,2020-07-30 08:50:09+00:00,True,95,2,0,False,active,13,95,True,True,0,2020-07-30 08:52:50,2020
85,0,2020-07-30 08:45:33+00:00,True,96,2,0,False,active,8,96,True,True,9,2020-07-30 08:52:50,2020
86,0,2020-07-30 05:17:24+00:00,True,97,1,0,False,active,3,97,True,True,15,2020-07-30 08:52:50,2020
87,0,2020-07-30 07:42:04+00:00,True,98,0,0,False,active,10,98,True,True,12,2020-07-30 08:52:50,2020
88,0,2020-07-30 02:35:34+00:00,True,99,0,0,False,active,11,99,True,True,4,2020-07-30 08:52:50,2020
89,0,2020-07-30 04:53:54+00:00,True,100,2,0,True,active,14,100,True,True,9,2020-07-30 08:52:50,2020
90,0,2020-07-30 01:50:13+00:00,True,101,0,0,False,active,2,101,True,True,13,2020-07-30 08:52:50,2020
91,0,2020-07-30 08:41:53+00:00,True,102,0,0,False,active,8,102,True,True,7,2020-07-30 08:52:50,2020
92,0,2020-07-30 05:03:03+00:00,True,103,1,0,False,active,8,103,True,True,6,2020-07-30 08:52:50,2020
93,0,2020-07-30 02:56:55+00:00,True,104,1,0,False,active,13,104,True,True,5,2020-07-30 08:52:50,2020
94,0,2020-07-30 08:35:19+00:00,True,105,0,0,False,active,12,105,True,True,7,2020-07-30 08:52:50,2020
95,0,2020-07-30 08:40:59+00:00,True,106,0,0,False,active,11,106,True,True,4,2020-07-30 08:52:50,2020
96,0,2020-07-30 07:47:16+00:00,True,107,0,0,False,active,2,107,True,True,17,2020-07-30 08:52:50,2020
97,0,2020-07-30 03:42:05+00:00,True,108,0,0,False,active,12,108,True,True,5,2020-07-30 08:52:50,2020
98,0,2020-07-30 02:56:59+00:00,True,109,2,0,False,active,24,109,True,True,9,2020-07-30 08:52:50,2020
99,0,2020-07-30 04:27:16+00:00,True,110,0,0,False,active,9,110,True,True,6,2020-07-30 08:52:50,2020
100,0,2020-07-30 08:26:04+00:00,True,111,0,0,False,active,4,111,True,True,11,2020-07-30 08:52:50,2020
101,0,2020-07-30 01:00:19+00:00,True,112,0,0,False,active,6,112,True,True,9,2020-07-30 08:52:50,2020
102,0,2020-07-30 03:07:20+00:00,True,113,0,0,False,active,14,113,True,True,1,2020-07-30 08:52:50,2020
103,0,2020-07-30 03:08:05+00:00,True,114,0,0,False,active,2,114,True,True,13,2020-07-30 08:52:50,2020
104,0,2020-07-30 04:24:56+00:00,True,115,0,0,False,active,11,115,True,True,8,2020-07-30 08:52:50,2020
105,0,2020-07-30 04:56:54+00:00,True,116,0,0,False,active,15,116,True,True,8,2020-07-30 08:52:50,2020
106,0,2020-07-30 08:40:05+00:00,True,117,0,0,False,active,19,117,True,True,0,2020-07-30 08:52:50,2020
107,0,2020-07-30 02:46:28+00:00,True,118,0,0,False,active,9,118,True,True,10,2020-07-30 08:52:50,2020
108,0,2020-07-30 08:20:26+00:00,True,119,0,0,False,active,15,119,True,True,0,2020-07-30 08:52:50,2020
109,0,2020-07-30 08:34:59+00:00,True,120,0,0,False,active,12,120,True,True,3,2020-07-30 08:52:50,2020
110,0,2020-07-30 06:21:31+00:00,True,121,1,0,False,active,13,121,True,True,3,2020-07-30 08:52:50,2020
111,0,2020-07-30 08:25:17+00:00,True,122,0,0,False,active,2,122,True,True,13,2020-07-30 08:52:50,2020
112,0,2020-07-30 01:11:26+00:00,True,124,0,0,False,active,5,124,True,True,10,2020-07-30 08:52:50,2020
113,0,2020-07-30 05:37:24+00:00,True,125,0,0,False,active,9,125,True,True,6,2020-07-30 08:52:50,2020
114,0,2020-07-30 08:31:26+00:00,True,126,0,0,False,active,3,126,True,True,12,2020-07-30 08:52:50,2020
115,0,2020-07-30 08:10:13+00:00,True,128,1,0,False,active,18,128,True,True,0,2020-07-30 08:52:50,2020
116,0,2020-07-30 08:50:47+00:00,True,129,0,0,False,active,7,129,True,True,12,2020-07-30 08:52:50,2020
117,0,2020-07-30 08:51:09+00:00,True,130,0,0,False,active,10,130,True,True,5,2020-07-30 08:52:50,2020
118,0,2020-07-30 08:42:24+00:00,True,131,2,0,False,active,14,131,True,True,2,2020-07-30 08:52:50,2020
119,0,2020-07-30 04:39:50+00:00,True,133,0,0,False,active,14,133,True,True,9,2020-07-30 08:52:50,2020
120,0,2020-07-30 01:46:51+00:00,True,135,1,0,False,active,5,135,True,True,11,2020-07-30 08:52:50,2020
121,0,2020-07-30 08:41:14+00:00,True,136,0,0,False,active,14,136,True,True,5,2020-07-30 08:52:50,2020
122,0,2020-07-30 01:50:21+00:00,True,137,0,0,False,active,4,137,True,True,11,2020-07-30 08:52:50,2020
123,0,2020-07-30 08:36:56+00:00,True,138,0,0,False,active,11,138,True,True,4,2020-07-30 08:52:50,2020
124,0,2020-07-30 08:41:39+00:00,True,139,0,0,False,active,17,139,True,True,2,2020-07-30 08:52:50,2020
125,0,2020-07-30 08:31:29+00:00,True,140,0,0,False,active,6,140,True,True,11,2020-07-30 08:52:50,2020
126,0,2020-07-30 08:45:23+00:00,True,141,0,0,False,active,7,141,True,True,8,2020-07-30 08:52:50,2020
127,0,2020-07-30 08:40:14+00:00,True,142,2,0,False,active,15,142,True,True,6,2020-07-30 08:52:50,2020
128,0,2020-07-30 08:30:42+00:00,True,143,0,0,False,active,11,143,True,True,12,2020-07-30 08:52:50,2020
129,0,2020-07-30 02:05:34+00:00,True,144,0,0,False,active,3,144,True,True,16,2020-07-30 08:52:50,2020
130,0,2020-07-30 03:37:34+00:00,True,145,0,0,False,active,15,145,True,True,4,2020-07-30 08:52:50,2020
131,0,2020-07-30 05:23:36+00:00,True,146,1,0,False,active,12,146,True,True,6,2020-07-30 08:52:50,2020
132,0,2020-07-30 06:27:57+00:00,True,149,0,0,True,active,8,149,True,True,10,2020-07-30 08:52:50,2020
133,0,2020-07-30 08:05:46+00:00,True,150,0,0,False,active,13,150,True,True,6,2020-07-30 08:52:50,2020
134,0,2020-07-30 05:11:47+00:00,True,151,1,0,False,active,7,151,True,True,11,2020-07-30 08:52:50,2020
135,0,2020-07-30 08:47:44+00:00,True,152,0,0,True,active,14,152,True,True,1,2020-07-30 08:52:50,2020
136,0,2020-07-30 01:55:22+00:00,True,156,0,0,False,active,7,156,True,True,8,2020-07-30 08:52:50,2020
137,0,2020-07-30 08:16:50+00:00,True,157,1,0,False,active,0,157,True,True,14,2020-07-30 08:52:50,2020
138,0,2020-07-30 05:43:20+00:00,True,159,1,0,False,active,9,159,True,True,5,2020-07-30 08:52:50,2020
139,0,2020-07-30 08:46:21+00:00,True,160,0,0,True,active,1,160,True,True,13,2020-07-30 08:52:50,2020
140,0,2020-07-30 08:51:43+00:00,True,161,0,0,True,active,6,161,True,True,17,2020-07-30 08:52:50,2020
141,0,2020-07-30 08:36:26+00:00,True,162,0,0,False,active,1,162,True,True,14,2020-07-30 08:52:50,2020
142,0,2020-07-30 07:47:41+00:00,True,163,0,0,True,active,6,163,True,True,13,2020-07-30 08:52:50,2020
143,0,2020-07-30 08:45:05+00:00,True,167,1,0,False,active,11,167,True,True,3,2020-07-30 08:52:50,2020
144,0,2020-07-30 08:40:13+00:00,True,169,0,0,False,active,12,169,True,True,7,2020-07-30 08:52:50,2020
145,0,2020-07-30 01:07:22+00:00,True,170,0,0,True,active,1,170,True,True,13,2020-07-30 08:52:50,2020
146,0,2020-07-30 05:46:55+00:00,True,171,0,0,True,active,7,171,True,True,16,2020-07-30 08:52:50,2020
147,0,2020-07-30 08:51:37+00:00,True,173,2,0,True,active,5,173,True,True,7,2020-07-30 08:52:50,2020
148,0,2020-07-30 01:40:06+00:00,True,174,0,0,False,active,12,174,True,True,3,2020-07-30 08:52:50,2020
149,0,2020-07-30 08:04:26+00:00,True,175,0,0,True,active,3,175,True,True,14,2020-07-30 08:52:50,2020
150,0,2020-07-30 04:38:40+00:00,True,176,1,0,False,active,13,176,True,True,1,2020-07-30 08:52:50,2020
151,0,2020-07-30 06:19:36+00:00,True,177,2,0,False,active,5,177,True,True,12,2020-07-30 08:52:50,2020
152,0,2020-07-30 08:50:24+00:00,True,178,1,0,False,active,11,178,True,True,7,2020-07-30 08:52:50,2020
153,0,2020-07-30 08:40:13+00:00,True,179,0,0,False,active,23,179,True,True,2,2020-07-30 08:52:50,2020
154,0,2020-07-30 08:50:59+00:00,True,180,0,0,False,active,4,180,True,True,15,2020-07-30 08:52:50,2020
155,0,2020-07-30 08:45:46+00:00,True,181,0,0,False,active,7,181,True,True,12,2020-07-30 08:52:50,2020
156,0,2020-07-30 08:50:51+00:00,True,182,0,0,True,active,9,182,True,True,10,2020-07-30 08:52:50,2020
157,0,2020-07-30 08:51:32+00:00,True,183,0,0,False,active,8,183,True,True,11,2020-07-30 08:52:50,2020
158,0,2020-07-30 06:53:55+00:00,True,184,0,0,False,active,16,184,True,True,3,2020-07-30 08:52:50,2020
159,0,2020-07-30 08:50:55+00:00,True,185,2,0,False,active,5,185,True,True,8,2020-07-30 08:52:50,2020
160,0,2020-07-30 08:25:41+00:00,True,186,1,0,True,active,6,186,True,True,8,2020-07-30 08:52:50,2020
161,0,2020-07-30 03:13:29+00:00,True,187,0,0,False,active,12,187,True,True,3,2020-07-30 08:52:50,2020
162,0,2020-07-30 01:44:26+00:00,True,188,0,0,False,active,9,188,True,True,6,2020-07-30 08:52:50,2020
163,0,2020-07-30 04:07:00+00:00,True,189,0,0,True,active,6,189,True,True,17,2020-07-30 08:52:50,2020
164,0,2020-07-30 08:51:17+00:00,True,190,1,0,False,active,17,190,True,True,19,2020-07-30 08:52:50,2020
165,0,2020-07-30 01:42:53+00:00,True,191,0,0,False,active,2,191,True,True,13,2020-07-30 08:52:50,2020
166,0,2020-07-30 08:40:16+00:00,True,192,0,0,False,active,0,192,True,True,19,2020-07-30 08:52:50,2020
167,0,2020-07-30 06:08:40+00:00,True,193,0,0,True,active,11,193,True,True,4,2020-07-30 08:52:50,2020
168,0,2020-07-30 08:30:49+00:00,True,194,0,0,False,active,15,194,True,True,4,2020-07-30 08:52:50,2020
169,0,2020-07-30 04:19:48+00:00,True,195,2,0,False,active,19,195,True,True,2,2020-07-30 08:52:50,2020
170,0,2020-07-30 07:29:56+00:00,True,196,0,0,True,active,1,196,True,True,9,2020-07-30 08:52:50,2020
171,0,2020-07-30 08:35:10+00:00,True,197,1,0,False,active,4,197,True,True,10,2020-07-30 08:52:50,2020
172,0,2020-07-30 08:35:31+00:00,True,199,0,0,False,active,8,199,True,True,7,2020-07-30 08:52:50,2020
173,0,2020-07-30 08:20:22+00:00,True,200,0,0,False,active,18,200,True,True,1,2020-07-30 08:52:50,2020
174,0,2020-07-30 08:10:11+00:00,True,201,0,0,False,active,0,201,True,True,15,2020-07-30 08:52:50,2020
175,0,2020-07-29 23:36:32+00:00,True,202,1,0,False,active,4,202,True,True,10,2020-07-30 08:52:50,2020
176,0,2020-07-30 03:09:09+00:00,True,203,0,0,False,active,5,203,True,True,10,2020-07-30 08:52:50,2020
177,0,2020-07-30 08:25:15+00:00,True,204,0,0,False,active,1,204,True,True,14,2020-07-30 08:52:50,2020
178,0,2020-07-30 08:26:04+00:00,True,205,1,0,False,active,4,205,True,True,10,2020-07-30 08:52:50,2020
179,0,2020-07-30 08:51:03+00:00,True,206,0,0,False,active,0,206,True,True,23,2020-07-30 08:52:50,2020
180,0,2020-07-30 01:35:45+00:00,True,208,0,0,True,active,15,208,True,True,0,2020-07-30 08:52:50,2020
181,0,2020-07-30 08:20:08+00:00,True,209,1,0,False,active,12,209,True,True,2,2020-07-30 08:52:50,2020
182,0,2020-07-30 08:50:40+00:00,True,210,0,0,False,active,2,210,True,True,13,2020-07-30 08:52:50,2020
183,0,2020-07-30 08:05:19+00:00,True,211,1,0,False,active,15,211,True,True,3,2020-07-30 08:52:50,2020
184,0,2020-07-30 08:29:35+00:00,True,212,0,0,False,active,10,212,True,True,23,2020-07-30 08:52:50,2020
185,0,2020-07-30 02:40:58+00:00,True,213,0,0,True,active,9,213,True,True,7,2020-07-30 08:52:50,2020
186,0,2020-07-30 08:23:36+00:00,True,214,0,0,False,active,13,214,True,True,2,2020-07-30 08:52:50,2020
187,0,2020-07-30 08:50:59+00:00,True,215,0,0,False,active,11,215,True,True,4,2020-07-30 08:52:50,2020
188,0,2020-07-30 08:25:30+00:00,True,216,1,0,False,active,17,216,True,True,1,2020-07-30 08:52:50,2020
189,0,2020-07-30 02:52:27+00:00,True,217,0,0,False,active,6,217,True,True,13,2020-07-30 08:52:50,2020
190,0,2020-07-30 08:46:52+00:00,True,218,0,0,False,active,4,218,True,True,11,2020-07-30 08:52:50,2020
191,0,2020-07-30 08:41:13+00:00,True,219,0,0,False,active,9,219,True,True,6,2020-07-30 08:52:50,2020
192,0,2020-07-30 08:50:58+00:00,True,221,1,0,False,active,7,221,True,True,11,2020-07-30 08:52:50,2020
193,0,2020-07-30 08:45:58+00:00,True,222,0,0,True,active,1,222,True,True,13,2020-07-30 08:52:50,2020
194,0,2020-07-30 00:31:14+00:00,True,224,0,0,False,active,10,224,True,True,7,2020-07-30 08:52:50,2020
195,0,2020-07-30 05:15:15+00:00,True,225,2,0,False,active,16,225,True,True,1,2020-07-30 08:52:50,2020
196,0,2020-07-30 08:21:41+00:00,True,226,0,0,False,active,3,226,True,True,12,2020-07-30 08:52:50,2020
197,0,2020-07-30 08:03:51+00:00,True,227,1,0,False,active,9,227,True,True,9,2020-07-30 08:52:50,2020
198,0,2020-07-30 00:57:37+00:00,True,228,0,0,False,active,9,228,True,True,10,2020-07-30 08:52:50,2020
199,0,2020-07-30 08:11:52+00:00,True,232,0,0,False,active,4,232,True,True,7,2020-07-30 08:52:50,2020
200,0,2020-07-30 06:37:16+00:00,True,233,2,0,False,active,1,233,True,True,12,2020-07-30 08:52:50,2020
201,0,2020-07-30 02:11:38+00:00,True,234,0,0,False,active,7,234,True,True,8,2020-07-30 08:52:50,2020
202,0,2020-07-30 03:18:04+00:00,True,235,0,0,False,active,11,235,True,True,4,2020-07-30 08:52:50,2020
203,0,2020-07-30 03:14:45+00:00,True,236,0,0,False,active,8,236,True,True,7,2020-07-30 08:52:50,2020
204,0,2020-07-30 07:29:12+00:00,True,239,0,0,False,active,6,239,True,True,9,2020-07-30 08:52:50,2020
205,0,2020-07-30 01:59:20+00:00,True,255,0,0,False,active,13,255,True,True,2,2020-07-30 08:52:50,2020
206,0,2020-07-30 08:35:46+00:00,True,258,0,0,False,active,11,258,True,True,4,2020-07-30 08:52:50,2020
207,0,2020-07-29 22:31:42+00:00,True,259,0,0,False,active,1,259,True,True,14,2020-07-30 08:52:50,2020
208,0,2020-07-30 08:09:48+00:00,True,260,1,0,False,active,8,260,True,True,6,2020-07-30 08:52:50,2020
209,0,2020-07-30 07:50:46+00:00,True,271,0,0,False,active,2,271,True,True,13,2020-07-30 08:52:50,2020
210,0,2020-07-30 00:58:17+00:00,True,272,2,0,False,active,6,272,True,True,11,2020-07-30 08:52:50,2020
211,0,2020-07-30 07:38:50+00:00,True,273,0,0,False,active,30,273,True,True,10,2020-07-30 08:52:50,2020
212,0,2020-07-30 03:56:49+00:00,True,279,0,0,False,active,10,279,True,True,9,2020-07-30 08:52:50,2020
213,0,2020-07-30 02:20:49+00:00,True,280,0,0,False,active,7,280,True,True,12,2020-07-30 08:52:50,2020
214,0,2020-07-30 08:43:11+00:00,True,282,1,0,False,active,14,282,True,True,0,2020-07-30 08:52:50,2020
215,0,2020-07-30 05:38:36+00:00,True,296,0,0,False,active,12,296,True,True,11,2020-07-30 08:52:50,2020
216,0,2020-07-30 05:26:03+00:00,True,318,0,0,False,active,1,318,True,True,18,2020-07-30 08:52:50,2020
217,0,2020-07-30 00:03:44+00:00,True,319,0,0,False,active,11,319,True,True,14,2020-07-30 08:52:50,2020
218,0,2020-07-30 02:06:56+00:00,True,327,0,0,False,active,13,327,True,True,2,2020-07-30 08:52:50,2020
219,0,2020-07-30 01:38:32+00:00,True,328,0,0,False,active,8,328,True,True,7,2020-07-30 08:52:50,2020
220,0,2020-07-30 05:42:50+00:00,True,329,0,0,False,active,11,329,True,True,4,2020-07-30 08:52:50,2020
221,0,2020-07-30 03:06:05+00:00,True,330,0,0,False,active,5,330,True,True,10,2020-07-30 08:52:50,2020
222,0,2020-07-30 04:27:38+00:00,True,331,1,0,False,active,14,331,True,True,0,2020-07-30 08:52:50,2020
223,0,2020-07-30 04:57:39+00:00,True,332,0,0,False,active,8,332,True,True,7,2020-07-30 08:52:50,2020
224,0,2020-07-30 02:21:10+00:00,True,333,0,0,False,active,20,333,True,True,5,2020-07-30 08:52:50,2020
225,0,2020-07-30 08:51:48+00:00,True,334,0,0,False,active,13,334,True,True,6,2020-07-30 08:52:50,2020
226,0,2020-07-30 05:08:50+00:00,True,335,0,0,False,active,12,335,True,True,7,2020-07-30 08:52:50,2020
227,0,2020-07-30 00:58:14+00:00,True,336,0,0,False,active,12,336,True,True,3,2020-07-30 08:52:50,2020
228,0,2020-07-30 00:58:55+00:00,True,337,1,0,False,active,12,337,True,True,2,2020-07-30 08:52:50,2020
229,0,2020-07-30 04:02:38+00:00,True,338,0,0,False,active,6,338,True,True,9,2020-07-30 08:52:50,2020
230,0,2020-07-29 23:28:35+00:00,True,339,0,0,False,active,13,339,True,True,2,2020-07-30 08:52:50,2020
