,station_id,num_bikes_disabled,is_returning,station_status,legacy_id,is_renting,num_bikes_available,eightd_has_available_keys,last_reported,num_docks_available,num_docks_disabled,is_installed,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
136,156,0,True,active,156,True,7,False,2020-07-30 01:55:22+00:00,8,0,True,0,2020-07-30 03:16:05,2020
137,157,1,True,active,157,True,0,False,2020-07-30 02:38:27+00:00,14,0,True,0,2020-07-30 03:16:05,2020
138,159,1,True,active,159,True,8,False,2020-07-30 03:11:23+00:00,6,0,True,0,2020-07-30 03:16:05,2020
139,160,0,True,active,160,True,4,True,2020-07-30 03:06:37+00:00,10,0,True,0,2020-07-30 03:16:05,2020
140,161,0,True,active,161,True,1,True,2020-07-30 02:23:40+00:00,22,0,True,0,2020-07-30 03:16:05,2020
141,162,0,True,active,162,True,2,False,2020-07-29 20:56:43+00:00,13,0,True,0,2020-07-30 03:16:05,2020
142,163,0,True,active,163,True,5,True,2020-07-30 02:18:25+00:00,14,0,True,0,2020-07-30 03:16:05,2020
143,167,1,True,active,167,True,10,False,2020-07-30 01:50:58+00:00,4,0,True,0,2020-07-30 03:16:05,2020
144,169,0,True,active,169,True,12,False,2020-07-30 01:06:42+00:00,7,0,True,0,2020-07-30 03:16:05,2020
145,170,0,True,active,170,True,1,True,2020-07-30 01:07:22+00:00,13,0,True,0,2020-07-30 03:16:05,2020
146,171,1,True,active,171,True,7,True,2020-07-29 23:37:41+00:00,15,0,True,0,2020-07-30 03:16:05,2020
147,173,2,True,active,173,True,5,True,2020-07-30 02:53:04+00:00,7,0,True,0,2020-07-30 03:16:05,2020
148,174,0,True,active,174,True,12,False,2020-07-30 01:40:06+00:00,3,0,True,0,2020-07-30 03:16:05,2020
149,175,0,True,active,175,True,2,True,2020-07-30 02:38:06+00:00,15,0,True,0,2020-07-30 03:16:05,2020
150,176,0,True,active,176,True,13,False,2020-07-30 02:16:10+00:00,2,0,True,0,2020-07-30 03:16:05,2020
151,177,1,True,active,177,True,1,False,2020-07-30 01:04:43+00:00,17,0,True,0,2020-07-30 03:16:05,2020
152,178,1,True,active,178,True,4,False,2020-07-30 02:27:48+00:00,14,0,True,0,2020-07-30 03:16:05,2020
153,179,0,True,active,179,True,25,False,2020-07-30 03:01:26+00:00,0,0,True,0,2020-07-30 03:16:05,2020
154,180,0,True,active,180,True,4,False,2020-07-30 00:17:45+00:00,15,0,True,0,2020-07-30 03:16:05,2020
155,181,0,True,active,181,True,7,False,2020-07-29 22:40:39+00:00,12,0,True,0,2020-07-30 03:16:05,2020
156,182,0,True,active,182,True,9,True,2020-07-30 00:25:20+00:00,10,0,True,0,2020-07-30 03:16:05,2020
157,183,0,True,active,183,True,8,False,2020-07-30 00:51:15+00:00,11,0,True,0,2020-07-30 03:16:05,2020
158,184,0,True,active,184,True,15,False,2020-07-30 02:01:17+00:00,4,0,True,0,2020-07-30 03:16:05,2020
159,185,2,True,active,185,True,4,False,2020-07-30 02:18:07+00:00,9,0,True,0,2020-07-30 03:16:05,2020
160,186,1,True,active,186,True,4,True,2020-07-30 03:14:51+00:00,10,0,True,0,2020-07-30 03:16:05,2020
161,187,0,True,active,187,True,12,False,2020-07-30 03:13:29+00:00,3,0,True,0,2020-07-30 03:16:05,2020
162,188,0,True,active,188,True,9,False,2020-07-30 01:44:26+00:00,6,0,True,0,2020-07-30 03:16:05,2020
163,189,0,True,active,189,True,7,True,2020-07-30 02:40:52+00:00,16,0,True,0,2020-07-30 03:16:05,2020
164,190,1,True,active,190,True,17,False,2020-07-30 03:09:10+00:00,19,0,True,0,2020-07-30 03:16:05,2020
165,191,0,True,active,191,True,2,False,2020-07-30 01:42:53+00:00,13,0,True,0,2020-07-30 03:16:05,2020
166,192,0,True,active,192,True,1,False,2020-07-30 02:48:07+00:00,18,0,True,0,2020-07-30 03:16:05,2020
167,193,0,True,active,193,True,12,True,2020-07-30 00:01:13+00:00,3,0,True,0,2020-07-30 03:16:05,2020
168,194,0,True,active,194,True,15,False,2020-07-30 02:25:04+00:00,4,0,True,0,2020-07-30 03:16:05,2020
169,195,2,True,active,195,True,18,False,2020-07-30 02:19:12+00:00,3,0,True,0,2020-07-30 03:16:05,2020
170,196,0,True,active,196,True,2,True,2020-07-30 01:47:22+00:00,8,0,True,0,2020-07-30 03:16:05,2020
171,197,1,True,active,197,True,4,False,2020-07-30 00:36:42+00:00,10,0,True,0,2020-07-30 03:16:05,2020
172,199,0,True,active,199,True,8,False,2020-07-30 00:18:04+00:00,7,0,True,0,2020-07-30 03:16:05,2020
173,200,0,True,active,200,True,19,False,2020-07-30 02:17:19+00:00,0,0,True,0,2020-07-30 03:16:05,2020
174,201,0,True,active,201,True,0,False,2020-07-29 12:09:09+00:00,15,0,True,0,2020-07-30 03:16:05,2020
175,202,1,True,active,202,True,4,False,2020-07-29 23:36:32+00:00,10,0,True,0,2020-07-30 03:16:05,2020
176,203,0,True,active,203,True,5,False,2020-07-30 03:09:09+00:00,10,0,True,0,2020-07-30 03:16:05,2020
177,204,0,True,active,204,True,1,False,2020-07-29 22:19:57+00:00,14,0,True,0,2020-07-30 03:16:05,2020
178,205,1,True,active,205,True,3,False,2020-07-30 01:26:15+00:00,11,0,True,0,2020-07-30 03:16:05,2020
179,206,0,True,active,206,True,1,False,2020-07-30 01:44:45+00:00,22,0,True,0,2020-07-30 03:16:05,2020
180,208,0,True,active,208,True,15,True,2020-07-30 01:35:45+00:00,0,0,True,0,2020-07-30 03:16:05,2020
181,209,1,True,active,209,True,12,False,2020-07-30 01:01:19+00:00,2,0,True,0,2020-07-30 03:16:05,2020
182,210,0,True,active,210,True,2,False,2020-07-29 23:04:20+00:00,13,0,True,0,2020-07-30 03:16:05,2020
183,211,1,True,active,211,True,15,False,2020-07-30 02:28:33+00:00,3,0,True,0,2020-07-30 03:16:05,2020
184,212,0,True,active,212,True,9,False,2020-07-30 02:24:49+00:00,24,0,True,0,2020-07-30 03:16:05,2020
185,213,0,True,active,213,True,9,True,2020-07-30 02:40:58+00:00,7,0,True,0,2020-07-30 03:16:05,2020
186,214,0,True,active,214,True,14,False,2020-07-30 02:59:04+00:00,1,0,True,0,2020-07-30 03:16:05,2020
187,215,0,True,active,215,True,11,False,2020-07-29 22:41:34+00:00,4,0,True,0,2020-07-30 03:16:05,2020
188,216,1,True,active,216,True,17,False,2020-07-30 02:20:28+00:00,1,0,True,0,2020-07-30 03:16:05,2020
189,217,0,True,active,217,True,6,False,2020-07-30 02:52:27+00:00,13,0,True,0,2020-07-30 03:16:05,2020
190,218,0,True,active,218,True,6,False,2020-07-30 03:08:02+00:00,9,0,True,0,2020-07-30 03:16:05,2020
191,219,0,True,active,219,True,9,False,2020-07-30 00:58:34+00:00,6,0,True,0,2020-07-30 03:16:05,2020
192,221,1,True,active,221,True,5,False,2020-07-30 03:01:36+00:00,13,0,True,0,2020-07-30 03:16:05,2020
193,222,0,True,active,222,True,2,True,2020-07-30 03:15:36+00:00,12,0,True,0,2020-07-30 03:16:05,2020
194,224,0,True,active,224,True,10,False,2020-07-30 00:31:14+00:00,7,0,True,0,2020-07-30 03:16:05,2020
195,225,3,True,active,225,True,16,False,2020-07-30 02:33:11+00:00,0,0,True,0,2020-07-30 03:16:05,2020
196,226,0,True,active,226,True,3,False,2020-07-30 02:15:24+00:00,12,0,True,0,2020-07-30 03:16:05,2020
197,227,1,True,active,227,True,10,False,2020-07-30 03:15:51+00:00,8,0,True,0,2020-07-30 03:16:05,2020
198,228,0,True,active,228,True,9,False,2020-07-30 00:57:37+00:00,10,0,True,0,2020-07-30 03:16:05,2020
199,232,0,True,active,232,True,4,False,2020-07-29 23:15:59+00:00,7,0,True,0,2020-07-30 03:16:05,2020
200,233,2,True,active,233,True,3,False,2020-07-30 01:40:43+00:00,10,0,True,0,2020-07-30 03:16:05,2020
201,234,0,True,active,234,True,7,False,2020-07-30 02:11:38+00:00,8,0,True,0,2020-07-30 03:16:05,2020
202,235,0,True,active,235,True,10,False,2020-07-30 02:05:20+00:00,5,0,True,0,2020-07-30 03:16:05,2020
203,236,0,True,active,236,True,8,False,2020-07-30 03:14:45+00:00,7,0,True,0,2020-07-30 03:16:05,2020
204,239,0,True,active,239,True,7,False,2020-07-30 02:59:16+00:00,8,0,True,0,2020-07-30 03:16:05,2020
205,255,0,True,active,255,True,13,False,2020-07-30 01:59:20+00:00,2,0,True,0,2020-07-30 03:16:05,2020
206,258,0,True,active,258,True,10,False,2020-07-30 00:45:27+00:00,5,0,True,0,2020-07-30 03:16:05,2020
207,259,0,True,active,259,True,1,False,2020-07-29 22:31:42+00:00,14,0,True,0,2020-07-30 03:16:05,2020
208,260,3,True,active,260,True,8,False,2020-07-29 22:46:53+00:00,4,0,True,0,2020-07-30 03:16:05,2020
209,271,1,True,active,271,True,2,False,2020-07-30 02:40:38+00:00,12,0,True,0,2020-07-30 03:16:05,2020
210,272,2,True,active,272,True,6,False,2020-07-30 00:58:17+00:00,11,0,True,0,2020-07-30 03:16:05,2020
211,273,1,True,active,273,True,29,False,2020-07-30 02:42:23+00:00,10,0,True,0,2020-07-30 03:16:05,2020
212,279,0,True,active,279,True,12,False,2020-07-30 03:03:28+00:00,7,0,True,0,2020-07-30 03:16:05,2020
213,280,0,True,active,280,True,7,False,2020-07-30 02:20:49+00:00,12,0,True,0,2020-07-30 03:16:05,2020
214,282,1,True,active,282,True,14,False,2020-07-30 00:16:05+00:00,0,0,True,0,2020-07-30 03:16:05,2020
215,296,0,True,active,296,True,9,False,2020-07-30 02:56:12+00:00,14,0,True,0,2020-07-30 03:16:05,2020
216,318,1,True,active,318,True,1,False,2020-07-30 03:11:47+00:00,17,0,True,0,2020-07-30 03:16:05,2020
217,319,0,True,active,319,True,11,False,2020-07-30 00:03:44+00:00,14,0,True,0,2020-07-30 03:16:05,2020
218,327,0,True,active,327,True,13,False,2020-07-30 02:06:56+00:00,2,0,True,0,2020-07-30 03:16:05,2020
219,328,0,True,active,328,True,8,False,2020-07-30 01:38:32+00:00,7,0,True,0,2020-07-30 03:16:05,2020
220,329,0,True,active,329,True,9,False,2020-07-30 02:53:33+00:00,6,0,True,0,2020-07-30 03:16:05,2020
221,330,0,True,active,330,True,5,False,2020-07-30 03:06:05+00:00,10,0,True,0,2020-07-30 03:16:05,2020
222,331,1,True,active,331,True,6,False,2020-07-30 03:11:29+00:00,8,0,True,0,2020-07-30 03:16:05,2020
223,332,2,True,active,332,True,5,False,2020-07-30 03:11:04+00:00,8,0,True,0,2020-07-30 03:16:05,2020
224,333,0,True,active,333,True,20,False,2020-07-30 02:21:10+00:00,5,0,True,0,2020-07-30 03:16:05,2020
225,334,0,True,active,334,True,13,False,2020-07-30 02:31:53+00:00,6,0,True,0,2020-07-30 03:16:05,2020
226,335,0,True,active,335,True,13,False,2020-07-30 02:03:15+00:00,6,0,True,0,2020-07-30 03:16:05,2020
227,336,0,True,active,336,True,12,False,2020-07-30 00:58:14+00:00,3,0,True,0,2020-07-30 03:16:05,2020
228,337,1,True,active,337,True,12,False,2020-07-30 00:58:55+00:00,2,0,True,0,2020-07-30 03:16:05,2020
229,338,0,True,active,338,True,4,False,2020-07-30 03:05:47+00:00,11,0,True,0,2020-07-30 03:16:05,2020
