,eightd_has_available_keys,is_returning,last_reported,num_docks_available,num_ebikes_available,station_id,station_status,is_renting,legacy_id,num_docks_disabled,num_bikes_disabled,num_bikes_available,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,True,2020-07-26 10:51:30+00:00,15,0,3,active,True,3,0,0,0,True,,,2020-07-26 11:00:05,2020
1,False,True,2020-07-26 08:57:39+00:00,0,0,4,active,True,4,0,0,19,True,,,2020-07-26 11:00:05,2020
2,False,True,2020-07-26 10:56:22+00:00,3,0,5,active,True,5,0,0,12,True,,,2020-07-26 11:00:05,2020
3,False,True,2020-07-26 10:58:08+00:00,9,0,6,active,True,6,0,1,5,True,,,2020-07-26 11:00:05,2020
4,False,True,2020-07-26 09:46:06+00:00,10,0,7,active,True,7,0,1,4,True,,,2020-07-26 11:00:05,2020
5,False,True,2020-07-26 10:10:25+00:00,4,0,8,active,True,8,0,1,14,True,,,2020-07-26 11:00:05,2020
6,False,True,2020-07-26 09:51:42+00:00,3,0,9,active,True,9,0,1,11,True,,,2020-07-26 11:00:05,2020
7,False,True,2020-07-26 10:47:22+00:00,10,0,10,active,True,10,0,0,1,True,,,2020-07-26 11:00:05,2020
8,False,True,2020-07-26 10:52:52+00:00,9,0,11,active,True,11,0,0,6,True,"{'off_dock_count': 0, 'active': True, 'valet_revision': 69, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 11:00:05,2020
9,True,True,2020-07-26 10:57:25+00:00,14,0,12,active,True,12,0,0,4,True,,,2020-07-26 11:00:05,2020
10,False,True,2020-07-26 10:56:45+00:00,7,0,13,active,True,13,0,1,11,True,,,2020-07-26 11:00:05,2020
11,False,True,2020-07-26 10:56:16+00:00,18,0,14,active,True,14,0,1,6,True,,,2020-07-26 11:00:05,2020
12,False,True,2020-07-26 09:01:59+00:00,3,0,15,active,True,15,0,0,12,True,,,2020-07-26 11:00:05,2020
13,True,True,2020-07-26 08:16:08+00:00,0,0,16,active,True,16,0,1,18,True,,,2020-07-26 11:00:05,2020
14,False,True,2020-07-26 10:54:07+00:00,2,0,17,active,True,17,0,1,12,True,,,2020-07-26 11:00:05,2020
15,False,True,2020-07-26 09:08:10+00:00,5,0,19,active,True,19,0,0,10,True,,,2020-07-26 11:00:05,2020
16,True,True,2020-07-26 08:16:26+00:00,17,0,20,active,True,20,0,0,6,True,,,2020-07-26 11:00:05,2020
17,True,True,2020-07-26 10:00:07+00:00,8,0,21,active,True,21,0,0,10,True,,,2020-07-26 11:00:05,2020
18,True,True,2020-07-26 10:45:10+00:00,44,0,22,active,True,22,0,1,2,True,,,2020-07-26 11:00:05,2020
19,False,True,2020-07-26 10:35:44+00:00,14,0,23,active,True,23,0,0,7,True,,,2020-07-26 11:00:05,2020
20,False,True,2020-07-26 08:57:23+00:00,19,0,24,active,True,24,0,0,0,True,,,2020-07-26 11:00:05,2020
21,False,True,2020-07-26 08:22:01+00:00,0,0,25,active,True,25,0,0,15,True,,,2020-07-26 11:00:05,2020
22,False,True,2020-07-26 08:48:01+00:00,0,0,26,active,True,26,0,0,15,True,,,2020-07-26 11:00:05,2020
