,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,eightd_active_station_services,num_docks_disabled,is_returning,valet,num_docks_available,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,10,296,active,0,296,True,0,2020-08-02 08:39:08+00:00,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'region': 'BOS', 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'active': True, 'valet_revision': 3, 'off_dock_count': 0, 'off_dock_capacity': 0, 'dock_blocked_count': 0}",13,False,2020-08-02 09:04:35,2020
1,4,3,active,0,3,True,0,2020-08-02 08:48:24+00:00,True,,0,True,,11,True,2020-08-02 09:04:35,2020
2,5,4,active,0,4,True,0,2020-08-02 08:33:14+00:00,True,,0,True,,14,False,2020-08-02 09:04:35,2020
3,13,5,active,0,5,True,0,2020-08-02 08:49:34+00:00,True,,0,True,,2,False,2020-08-02 09:04:35,2020
4,9,6,active,0,6,True,0,2020-08-02 08:08:17+00:00,True,,0,True,,6,False,2020-08-02 09:04:35,2020
5,0,7,active,0,7,True,0,2020-08-02 08:58:23+00:00,True,,0,True,,15,False,2020-08-02 09:04:35,2020
6,14,8,active,0,8,True,3,2020-08-02 08:21:00+00:00,True,,0,True,,2,False,2020-08-02 09:04:35,2020
7,15,9,active,0,9,True,0,2020-08-02 08:13:06+00:00,True,,0,True,,0,False,2020-08-02 09:04:35,2020
8,2,10,active,0,10,True,1,2020-08-02 08:23:14+00:00,True,,0,True,,8,False,2020-08-02 09:04:35,2020
9,0,11,active,0,11,True,1,2020-08-02 08:57:59+00:00,True,,0,True,,14,False,2020-08-02 09:04:35,2020
10,5,12,active,0,12,True,0,2020-08-02 08:59:46+00:00,True,,0,True,,13,True,2020-08-02 09:04:35,2020
11,15,13,active,0,13,True,0,2020-08-02 07:20:15+00:00,True,,0,True,,4,False,2020-08-02 09:04:35,2020
12,1,14,active,0,14,True,1,2020-08-02 08:53:11+00:00,True,,0,True,,23,False,2020-08-02 09:04:35,2020
13,8,15,active,0,15,True,1,2020-08-02 05:01:59+00:00,True,,0,True,,6,False,2020-08-02 09:04:35,2020
14,18,16,active,0,16,True,1,2020-08-02 08:59:28+00:00,True,,0,True,,0,True,2020-08-02 09:04:35,2020
15,7,17,active,0,17,True,0,2020-08-02 08:33:47+00:00,True,,0,True,,8,False,2020-08-02 09:04:35,2020
16,11,19,active,0,19,True,1,2020-08-02 08:24:23+00:00,True,,0,True,,3,False,2020-08-02 09:04:35,2020
17,3,20,active,0,20,True,0,2020-08-02 08:59:47+00:00,True,,0,True,,20,True,2020-08-02 09:04:35,2020
18,10,21,active,0,21,True,0,2020-08-02 05:43:56+00:00,True,,0,True,,8,True,2020-08-02 09:04:35,2020
19,2,22,active,0,22,True,2,2020-08-02 08:48:26+00:00,True,,0,True,,43,True,2020-08-02 09:04:35,2020
20,3,23,active,0,23,True,0,2020-08-02 08:53:15+00:00,True,,0,True,,18,True,2020-08-02 09:04:35,2020
21,1,24,active,0,24,True,0,2020-08-02 08:49:45+00:00,True,,0,True,,18,False,2020-08-02 09:04:35,2020
