,num_docks_disabled,legacy_id,num_docks_available,is_renting,num_bikes_available,eightd_has_available_keys,is_returning,num_bikes_disabled,last_reported,station_id,num_ebikes_available,station_status,is_installed,timestamp_of_data_read_request,year_station_last_reported
0,0,3,15,True,0,False,True,0,2020-08-11 08:27:57+00:00,3,0,active,True,2020-08-11 10:12:35,2020
1,0,4,10,True,9,False,True,0,2020-08-11 10:06:36+00:00,4,0,active,True,2020-08-11 10:12:35,2020
2,0,5,7,True,8,False,True,0,2020-08-11 10:10:03+00:00,5,0,active,True,2020-08-11 10:12:35,2020
3,0,6,6,True,7,False,True,2,2020-08-11 09:58:19+00:00,6,0,active,True,2020-08-11 10:12:35,2020
4,0,7,4,True,11,False,True,0,2020-08-11 08:21:25+00:00,7,0,active,True,2020-08-11 10:12:35,2020
5,0,8,4,True,13,False,True,2,2020-08-11 10:05:12+00:00,8,0,active,True,2020-08-11 10:12:35,2020
6,0,9,2,True,13,False,True,0,2020-08-11 08:41:33+00:00,9,0,active,True,2020-08-11 10:12:35,2020
7,0,10,4,True,7,False,True,0,2020-08-11 10:06:06+00:00,10,0,active,True,2020-08-11 10:12:35,2020
8,0,11,3,True,12,False,True,0,2020-08-11 10:05:38+00:00,11,0,active,True,2020-08-11 10:12:35,2020
9,0,12,5,True,12,True,True,1,2020-08-11 09:31:18+00:00,12,0,active,True,2020-08-11 10:12:35,2020
10,0,13,14,True,4,False,True,1,2020-08-11 10:11:39+00:00,13,0,active,True,2020-08-11 10:12:35,2020
11,0,14,18,True,7,False,True,0,2020-08-11 10:12:09+00:00,14,0,active,True,2020-08-11 10:12:35,2020
12,0,15,0,True,15,False,True,0,2020-08-11 08:21:30+00:00,15,0,active,True,2020-08-11 10:12:35,2020
13,0,16,9,True,10,True,True,0,2020-08-11 10:11:50+00:00,16,0,active,True,2020-08-11 10:12:35,2020
14,0,17,9,True,5,False,True,1,2020-08-11 10:07:15+00:00,17,0,active,True,2020-08-11 10:12:35,2020
15,0,19,9,True,6,False,True,0,2020-08-11 10:05:32+00:00,19,0,active,True,2020-08-11 10:12:35,2020
16,0,20,16,True,7,True,True,0,2020-08-11 09:51:02+00:00,20,0,active,True,2020-08-11 10:12:35,2020
17,0,21,12,True,6,True,True,0,2020-08-11 08:53:04+00:00,21,0,active,True,2020-08-11 10:12:35,2020
18,0,22,41,True,4,True,True,2,2020-08-11 09:52:45+00:00,22,0,active,True,2020-08-11 10:12:35,2020
19,0,23,20,True,0,False,True,1,2020-08-11 08:48:16+00:00,23,0,active,True,2020-08-11 10:12:35,2020
20,0,24,18,True,0,False,True,1,2020-08-11 10:12:08+00:00,24,0,active,True,2020-08-11 10:12:35,2020
21,0,25,3,True,10,False,True,2,2020-08-11 08:33:14+00:00,25,0,active,True,2020-08-11 10:12:35,2020
22,0,26,8,True,6,False,True,1,2020-08-11 10:08:50+00:00,26,0,active,True,2020-08-11 10:12:35,2020
23,0,27,0,True,22,False,True,1,2020-08-11 09:55:18+00:00,27,0,active,True,2020-08-11 10:12:35,2020
24,0,29,8,True,6,False,True,1,2020-08-11 08:01:27+00:00,29,0,active,True,2020-08-11 10:12:35,2020
25,0,30,12,True,3,False,True,0,2020-08-11 09:24:14+00:00,30,0,active,True,2020-08-11 10:12:35,2020
26,0,31,15,True,3,True,True,1,2020-08-11 10:08:41+00:00,31,0,active,True,2020-08-11 10:12:35,2020
27,0,32,7,True,8,False,True,0,2020-08-11 10:01:35+00:00,32,0,active,True,2020-08-11 10:12:35,2020
28,0,33,19,True,8,False,True,0,2020-08-11 08:52:48+00:00,33,0,active,True,2020-08-11 10:12:35,2020
29,0,35,21,True,2,False,True,0,2020-08-11 10:06:25+00:00,35,0,active,True,2020-08-11 10:12:35,2020
30,0,36,27,True,6,True,True,0,2020-08-11 06:19:30+00:00,36,0,active,True,2020-08-11 10:12:35,2020
31,0,37,6,True,9,True,True,0,2020-08-11 09:41:05+00:00,37,0,active,True,2020-08-11 10:12:35,2020
32,0,39,19,True,4,False,True,0,2020-08-11 10:12:22+00:00,39,0,active,True,2020-08-11 10:12:35,2020
33,0,40,6,True,13,False,True,0,2020-08-11 10:09:42+00:00,40,0,active,True,2020-08-11 10:12:35,2020
34,0,41,6,True,19,True,True,2,2020-08-11 05:00:54+00:00,41,0,active,True,2020-08-11 10:12:35,2020
35,0,42,14,True,9,False,True,0,2020-08-11 08:47:03+00:00,42,0,active,True,2020-08-11 10:12:35,2020
36,0,43,9,True,6,True,True,0,2020-08-11 09:40:55+00:00,43,0,active,True,2020-08-11 10:12:35,2020
37,0,44,15,True,7,False,True,1,2020-08-11 08:57:25+00:00,44,0,active,True,2020-08-11 10:12:35,2020
