,is_returning,legacy_id,is_renting,num_docks_available,is_installed,last_reported,num_bikes_disabled,eightd_has_available_keys,station_id,num_docks_disabled,station_status,num_ebikes_available,num_bikes_available,timestamp_of_data_read_request,year_station_last_reported
20,True,24,True,4,True,2020-08-16 01:17:55+00:00,2,False,24,0,active,0,13,2020-08-16 01:24:10,2020
21,True,25,True,10,True,2020-08-16 00:37:19+00:00,0,False,25,0,active,0,5,2020-08-16 01:24:10,2020
22,True,26,True,13,True,2020-08-15 23:43:48+00:00,0,False,26,0,active,0,2,2020-08-16 01:24:10,2020
23,True,27,True,11,True,2020-08-16 00:44:57+00:00,1,False,27,0,active,0,11,2020-08-16 01:24:10,2020
24,True,29,True,12,True,2020-08-15 23:15:10+00:00,1,False,29,0,active,0,2,2020-08-16 01:24:10,2020
25,True,30,True,11,True,2020-08-16 01:06:30+00:00,1,False,30,0,active,0,3,2020-08-16 01:24:10,2020
26,True,31,True,10,True,2020-08-16 00:45:47+00:00,0,True,31,0,active,0,9,2020-08-16 01:24:10,2020
27,True,32,True,3,True,2020-08-16 01:03:10+00:00,0,False,32,0,active,0,12,2020-08-16 01:24:10,2020
28,True,33,True,9,True,2020-08-16 01:15:03+00:00,0,False,33,0,active,0,18,2020-08-16 01:24:10,2020
29,True,35,True,13,True,2020-08-15 23:27:18+00:00,1,False,35,0,active,0,9,2020-08-16 01:24:10,2020
30,True,36,True,25,True,2020-08-16 01:19:16+00:00,0,False,36,0,active,0,8,2020-08-16 01:24:10,2020
31,True,37,True,5,True,2020-08-16 01:18:23+00:00,0,True,37,0,active,0,10,2020-08-16 01:24:10,2020
32,True,39,True,14,True,2020-08-16 00:52:47+00:00,0,False,39,0,active,0,9,2020-08-16 01:24:10,2020
33,True,40,True,13,True,2020-08-16 00:29:56+00:00,0,False,40,0,active,0,6,2020-08-16 01:24:10,2020
34,True,41,True,13,True,2020-08-16 01:23:49+00:00,1,True,41,0,active,0,13,2020-08-16 01:24:10,2020
35,True,42,True,2,True,2020-08-16 01:21:31+00:00,0,False,42,0,active,0,21,2020-08-16 01:24:10,2020
36,True,43,True,15,True,2020-08-15 23:10:29+00:00,0,True,43,0,active,0,0,2020-08-16 01:24:10,2020
37,True,44,True,13,True,2020-08-16 00:30:59+00:00,0,False,44,0,active,0,10,2020-08-16 01:24:10,2020
38,True,46,True,11,True,2020-08-16 01:07:49+00:00,1,False,46,0,active,0,7,2020-08-16 01:24:10,2020
39,True,47,True,10,True,2020-08-16 01:22:17+00:00,0,True,47,0,active,0,9,2020-08-16 01:24:10,2020
40,True,48,True,16,True,2020-08-15 23:28:49+00:00,0,False,48,0,active,0,3,2020-08-16 01:24:10,2020
41,True,49,True,8,True,2020-08-16 00:07:29+00:00,0,False,49,0,active,0,10,2020-08-16 01:24:10,2020
42,True,50,True,14,True,2020-08-16 00:55:45+00:00,0,True,50,0,active,0,1,2020-08-16 01:24:10,2020
43,True,51,True,8,True,2020-08-16 00:36:53+00:00,0,False,51,0,active,0,7,2020-08-16 01:24:10,2020
44,True,52,True,5,True,2020-08-16 01:12:25+00:00,0,True,52,0,active,0,18,2020-08-16 01:24:10,2020
45,True,53,True,9,True,2020-08-16 01:24:05+00:00,1,False,53,0,active,0,9,2020-08-16 01:24:10,2020
46,True,54,True,8,True,2020-08-16 01:06:18+00:00,1,False,54,0,active,0,6,2020-08-16 01:24:10,2020
47,True,55,True,8,True,2020-08-16 01:14:52+00:00,1,False,55,0,active,0,6,2020-08-16 01:24:10,2020
48,True,56,True,2,True,2020-08-16 00:03:13+00:00,0,False,56,0,active,0,16,2020-08-16 01:24:10,2020
49,True,57,True,14,True,2020-08-16 01:19:24+00:00,0,True,57,0,active,0,0,2020-08-16 01:24:10,2020
50,True,58,True,6,True,2020-08-16 01:18:15+00:00,4,True,58,0,active,0,9,2020-08-16 01:24:10,2020
51,True,59,True,12,True,2020-08-16 00:35:28+00:00,0,True,59,0,active,0,7,2020-08-16 01:24:10,2020
52,True,60,True,15,True,2020-08-16 01:22:40+00:00,2,False,60,0,active,0,2,2020-08-16 01:24:10,2020
53,True,61,True,10,True,2020-08-16 01:09:07+00:00,0,False,61,0,active,0,9,2020-08-16 01:24:10,2020
54,True,63,True,3,True,2020-08-15 23:48:36+00:00,0,False,63,0,active,0,12,2020-08-16 01:24:10,2020
55,True,64,True,0,True,2020-08-16 01:07:45+00:00,1,False,64,0,active,0,18,2020-08-16 01:24:10,2020
56,True,65,True,22,True,2020-08-15 23:31:58+00:00,1,False,65,0,active,0,0,2020-08-16 01:24:10,2020
57,True,66,True,7,True,2020-08-16 01:07:26+00:00,0,False,66,0,active,0,8,2020-08-16 01:24:10,2020
58,True,67,True,23,True,2020-08-16 01:19:54+00:00,1,True,67,0,active,0,3,2020-08-16 01:24:10,2020
59,True,68,True,6,True,2020-08-16 01:15:34+00:00,0,True,68,0,active,0,13,2020-08-16 01:24:10,2020
60,True,69,True,14,True,2020-08-16 00:59:12+00:00,1,True,69,0,active,0,4,2020-08-16 01:24:10,2020
61,True,70,True,7,True,2020-08-16 01:09:47+00:00,0,False,70,0,active,0,16,2020-08-16 01:24:10,2020
62,True,71,True,13,True,2020-08-16 01:04:12+00:00,0,False,71,0,active,0,10,2020-08-16 01:24:10,2020
63,True,72,True,21,True,2020-08-16 01:05:33+00:00,1,False,72,0,active,0,1,2020-08-16 01:24:10,2020
64,True,73,True,12,True,2020-08-16 00:38:28+00:00,0,False,73,0,active,0,3,2020-08-16 01:24:10,2020
65,True,74,True,6,True,2020-08-16 01:21:26+00:00,0,True,74,0,active,0,13,2020-08-16 01:24:10,2020
66,True,75,True,3,True,2020-08-16 01:14:49+00:00,1,False,75,0,active,0,11,2020-08-16 01:24:10,2020
67,True,76,True,2,True,2020-08-16 01:20:19+00:00,2,False,76,0,active,0,13,2020-08-16 01:24:10,2020
68,True,77,True,8,True,2020-08-16 00:58:30+00:00,0,False,77,0,active,0,7,2020-08-16 01:24:10,2020
69,True,78,True,2,True,2020-08-16 01:11:49+00:00,1,False,78,0,active,0,16,2020-08-16 01:24:10,2020
70,True,79,True,4,True,2020-08-16 01:22:13+00:00,0,False,79,0,active,0,15,2020-08-16 01:24:10,2020
71,True,80,True,33,True,2020-08-16 00:57:08+00:00,0,False,80,0,active,0,2,2020-08-16 01:24:10,2020
72,True,81,True,12,True,2020-08-16 01:23:39+00:00,1,False,81,0,active,0,6,2020-08-16 01:24:10,2020
73,True,82,True,15,True,2020-08-15 22:13:56+00:00,0,False,82,0,active,0,0,2020-08-16 01:24:10,2020
74,True,84,True,12,True,2020-08-16 01:24:04+00:00,1,False,84,0,active,0,2,2020-08-16 01:24:10,2020
75,True,85,True,12,True,2020-08-16 01:06:23+00:00,0,False,85,0,active,0,7,2020-08-16 01:24:10,2020
76,True,86,True,6,True,2020-08-16 00:57:57+00:00,2,False,86,0,active,0,11,2020-08-16 01:24:10,2020
77,True,87,True,4,True,2020-08-16 01:12:05+00:00,0,False,87,0,active,0,11,2020-08-16 01:24:10,2020
78,True,89,True,0,True,2020-08-16 01:08:48+00:00,1,False,89,0,active,0,18,2020-08-16 01:24:10,2020
79,True,90,True,11,True,2020-08-16 01:21:29+00:00,0,False,90,0,active,0,8,2020-08-16 01:24:10,2020
80,True,91,True,16,True,2020-08-16 01:22:50+00:00,1,False,91,0,active,0,2,2020-08-16 01:24:10,2020
81,True,92,True,0,True,2020-08-15 19:43:28+00:00,0,False,92,0,active,0,19,2020-08-16 01:24:10,2020
82,True,93,True,10,True,2020-08-16 01:07:26+00:00,0,False,93,0,active,0,5,2020-08-16 01:24:10,2020
83,True,94,True,9,True,2020-08-15 23:30:38+00:00,0,False,94,0,active,0,2,2020-08-16 01:24:10,2020
84,True,95,True,4,True,2020-08-16 01:10:45+00:00,2,False,95,0,active,0,9,2020-08-16 01:24:10,2020
85,True,96,True,6,True,2020-08-16 01:07:44+00:00,1,False,96,0,active,0,12,2020-08-16 01:24:10,2020
86,True,97,True,18,True,2020-08-16 00:51:40+00:00,0,False,97,0,active,0,1,2020-08-16 01:24:10,2020
87,True,98,True,15,True,2020-08-16 01:19:10+00:00,0,False,98,0,active,0,8,2020-08-16 01:24:10,2020
88,True,99,True,13,True,2020-08-16 01:22:24+00:00,0,False,99,0,active,0,2,2020-08-16 01:24:10,2020
89,True,100,True,9,True,2020-08-16 00:46:15+00:00,1,True,100,0,active,0,15,2020-08-16 01:24:10,2020
90,True,101,True,5,True,2020-08-15 23:59:56+00:00,0,False,101,0,active,0,10,2020-08-16 01:24:10,2020
91,True,102,True,15,True,2020-08-15 21:29:59+00:00,0,False,102,0,active,0,0,2020-08-16 01:24:10,2020
92,True,103,True,15,True,2020-08-15 23:02:20+00:00,0,False,103,0,active,0,0,2020-08-16 01:24:10,2020
93,True,104,True,15,True,2020-08-16 01:11:40+00:00,1,False,104,0,active,0,3,2020-08-16 01:24:10,2020
94,True,105,True,7,True,2020-08-16 00:51:13+00:00,1,False,105,0,active,0,11,2020-08-16 01:24:10,2020
95,True,106,True,8,True,2020-08-16 00:35:49+00:00,0,False,106,0,active,0,7,2020-08-16 01:24:10,2020
96,True,107,True,18,True,2020-08-16 01:01:46+00:00,1,False,107,0,active,0,0,2020-08-16 01:24:10,2020
97,True,108,True,9,True,2020-08-16 00:31:30+00:00,1,False,108,0,active,0,7,2020-08-16 01:24:10,2020
98,True,109,True,32,True,2020-08-16 00:09:45+00:00,2,False,109,0,active,0,1,2020-08-16 01:24:10,2020
99,True,110,True,1,True,2020-08-16 00:17:47+00:00,1,False,110,0,active,0,13,2020-08-16 01:24:10,2020
100,True,111,True,15,True,2020-08-15 23:41:29+00:00,0,False,111,0,active,0,0,2020-08-16 01:24:10,2020
101,True,112,True,7,True,2020-08-16 01:08:53+00:00,0,False,112,0,active,0,8,2020-08-16 01:24:10,2020
102,True,113,True,9,True,2020-08-16 00:50:32+00:00,0,False,113,0,active,0,6,2020-08-16 01:24:10,2020
103,True,114,True,10,True,2020-08-15 22:59:38+00:00,0,False,114,0,active,0,5,2020-08-16 01:24:10,2020
104,True,115,True,9,True,2020-08-16 00:27:53+00:00,1,False,115,0,active,0,9,2020-08-16 01:24:10,2020
105,True,116,True,22,True,2020-08-16 01:21:46+00:00,0,False,116,0,active,0,1,2020-08-16 01:24:10,2020
106,True,117,True,13,True,2020-08-16 01:21:52+00:00,0,False,117,0,active,0,6,2020-08-16 01:24:10,2020
107,True,118,True,1,True,2020-08-16 01:21:17+00:00,1,False,118,0,active,0,17,2020-08-16 01:24:10,2020
108,True,119,True,1,True,2020-08-16 01:16:15+00:00,1,False,119,0,active,0,13,2020-08-16 01:24:10,2020
109,True,120,True,7,True,2020-08-16 01:18:00+00:00,0,False,120,0,active,0,8,2020-08-16 01:24:10,2020
110,True,121,True,4,True,2020-08-16 01:22:37+00:00,1,False,121,0,active,0,12,2020-08-16 01:24:10,2020
111,True,122,True,3,True,2020-08-16 01:13:03+00:00,1,False,122,0,active,0,11,2020-08-16 01:24:10,2020
112,True,124,True,12,True,2020-08-15 23:41:23+00:00,0,False,124,0,active,0,3,2020-08-16 01:24:10,2020
113,True,125,True,0,True,2020-08-16 00:34:36+00:00,2,False,125,0,active,0,13,2020-08-16 01:24:10,2020
114,True,126,True,12,True,2020-08-15 21:35:59+00:00,1,False,126,0,active,0,2,2020-08-16 01:24:10,2020
115,True,128,True,2,True,2020-08-16 01:13:23+00:00,0,False,128,0,active,0,17,2020-08-16 01:24:10,2020
116,True,129,True,3,True,2020-08-16 00:25:36+00:00,0,False,129,0,active,0,16,2020-08-16 01:24:10,2020
117,True,130,True,2,True,2020-08-15 20:44:32+00:00,0,False,130,0,active,0,13,2020-08-16 01:24:10,2020
118,True,131,True,10,True,2020-08-16 01:23:12+00:00,0,False,131,0,active,0,8,2020-08-16 01:24:10,2020
119,True,133,True,10,True,2020-08-15 23:47:09+00:00,1,False,133,0,active,0,12,2020-08-16 01:24:10,2020
120,True,135,True,17,True,2020-08-15 21:44:23+00:00,0,False,135,0,active,0,0,2020-08-16 01:24:10,2020
121,True,136,True,14,True,2020-08-16 00:38:56+00:00,0,False,136,0,active,0,5,2020-08-16 01:24:10,2020
122,True,137,True,2,True,2020-08-15 23:35:56+00:00,1,False,137,0,active,0,12,2020-08-16 01:24:10,2020
123,True,138,True,10,True,2020-08-15 23:46:49+00:00,2,False,138,0,active,0,3,2020-08-16 01:24:10,2020
124,True,139,True,7,True,2020-08-16 00:44:07+00:00,1,False,139,0,active,0,11,2020-08-16 01:24:10,2020
125,True,140,True,1,True,2020-08-16 00:31:46+00:00,0,False,140,0,active,0,16,2020-08-16 01:24:10,2020
126,True,141,True,13,True,2020-08-16 00:53:20+00:00,0,False,141,0,active,0,2,2020-08-16 01:24:10,2020
127,True,142,True,1,True,2020-08-16 00:12:30+00:00,0,False,142,0,active,0,22,2020-08-16 01:24:10,2020
128,True,143,True,12,True,2020-08-16 01:09:43+00:00,0,False,143,0,active,0,11,2020-08-16 01:24:10,2020
129,True,144,True,12,True,2020-08-16 01:01:01+00:00,0,False,144,0,active,0,7,2020-08-16 01:24:10,2020
130,True,145,True,3,True,2020-08-16 00:43:20+00:00,0,False,145,0,active,0,16,2020-08-16 01:24:10,2020
131,True,146,True,0,True,2020-08-16 00:46:03+00:00,2,False,146,0,active,0,17,2020-08-16 01:24:10,2020
132,True,149,True,11,True,2020-08-16 01:10:10+00:00,0,True,149,0,active,0,7,2020-08-16 01:24:10,2020
133,True,150,True,6,True,2020-08-16 00:18:11+00:00,1,False,150,0,active,0,12,2020-08-16 01:24:10,2020
134,True,151,True,19,True,2020-08-16 00:43:49+00:00,0,False,151,0,active,0,0,2020-08-16 01:24:10,2020
135,True,152,True,4,True,2020-08-16 00:26:43+00:00,0,True,152,0,active,0,11,2020-08-16 01:24:10,2020
136,True,156,True,10,True,2020-08-15 22:15:39+00:00,0,False,156,0,active,0,5,2020-08-16 01:24:10,2020
137,True,157,True,6,True,2020-08-16 01:00:25+00:00,1,False,157,0,active,0,8,2020-08-16 01:24:10,2020
138,True,159,True,9,True,2020-08-16 00:50:07+00:00,0,False,159,0,active,0,6,2020-08-16 01:24:10,2020
139,True,160,True,5,True,2020-08-16 00:18:40+00:00,0,True,160,0,active,0,9,2020-08-16 01:24:10,2020
140,True,161,True,0,True,2020-08-16 00:34:10+00:00,1,True,161,0,active,0,22,2020-08-16 01:24:10,2020
141,True,162,True,5,True,2020-08-16 00:37:51+00:00,0,False,162,0,active,0,10,2020-08-16 01:24:10,2020
142,True,163,True,4,True,2020-08-15 23:43:38+00:00,0,True,163,0,active,0,15,2020-08-16 01:24:10,2020
143,True,167,True,5,True,2020-08-15 23:36:21+00:00,1,False,167,0,active,0,9,2020-08-16 01:24:10,2020
144,True,169,True,17,True,2020-08-16 01:09:42+00:00,0,False,169,0,active,0,2,2020-08-16 01:24:10,2020
145,True,170,True,11,True,2020-08-15 23:24:04+00:00,0,True,170,0,active,0,3,2020-08-16 01:24:10,2020
146,True,171,True,13,True,2020-08-15 23:14:43+00:00,0,True,171,0,active,0,10,2020-08-16 01:24:10,2020
147,True,173,True,7,True,2020-08-15 22:02:54+00:00,0,True,173,0,active,0,7,2020-08-16 01:24:10,2020
148,True,174,True,7,True,2020-08-16 01:10:02+00:00,0,False,174,0,active,0,8,2020-08-16 01:24:10,2020
149,True,175,True,15,True,2020-08-16 01:10:10+00:00,0,True,175,0,active,0,2,2020-08-16 01:24:10,2020
150,True,176,True,0,True,2020-08-15 23:48:29+00:00,0,False,176,0,active,0,15,2020-08-16 01:24:10,2020
151,True,177,True,14,True,2020-08-16 01:13:13+00:00,1,False,177,0,active,0,4,2020-08-16 01:24:10,2020
152,True,178,True,5,True,2020-08-16 01:21:16+00:00,1,False,178,0,active,0,13,2020-08-16 01:24:10,2020
153,True,179,True,21,True,2020-08-16 01:07:44+00:00,0,False,179,0,active,0,4,2020-08-16 01:24:10,2020
154,True,180,True,4,True,2020-08-15 23:57:00+00:00,0,False,180,0,active,0,15,2020-08-16 01:24:10,2020
155,True,181,True,7,True,2020-08-16 01:19:38+00:00,0,False,181,0,active,0,12,2020-08-16 01:24:10,2020
156,True,182,True,9,True,2020-08-16 00:21:01+00:00,0,True,182,0,active,0,10,2020-08-16 01:24:10,2020
157,True,183,True,6,True,2020-08-16 00:49:09+00:00,1,False,183,0,active,0,12,2020-08-16 01:24:10,2020
158,True,184,True,17,True,2020-08-16 01:10:15+00:00,0,False,184,0,active,0,2,2020-08-16 01:24:10,2020
159,True,185,True,15,True,2020-08-16 01:23:41+00:00,0,False,185,0,active,0,0,2020-08-16 01:24:10,2020
160,True,186,True,5,True,2020-08-16 00:39:10+00:00,0,True,186,0,active,0,10,2020-08-16 01:24:10,2020
161,True,187,True,5,True,2020-08-15 23:06:23+00:00,0,False,187,0,active,0,10,2020-08-16 01:24:10,2020
162,True,188,True,11,True,2020-08-16 00:38:45+00:00,0,False,188,0,active,0,4,2020-08-16 01:24:10,2020
163,True,189,True,16,True,2020-08-16 01:01:55+00:00,0,True,189,0,active,0,7,2020-08-16 01:24:10,2020
164,True,190,True,7,True,2020-08-16 01:12:53+00:00,0,True,190,0,active,0,30,2020-08-16 01:24:10,2020
165,True,191,True,8,True,2020-08-16 01:10:56+00:00,0,False,191,0,active,0,7,2020-08-16 01:24:10,2020
166,True,192,True,12,True,2020-08-16 01:20:06+00:00,1,False,192,0,active,0,6,2020-08-16 01:24:10,2020
167,True,193,True,4,True,2020-08-16 00:20:20+00:00,1,True,193,0,active,0,10,2020-08-16 01:24:10,2020
168,True,194,True,14,True,2020-08-16 01:21:33+00:00,0,False,194,0,active,0,5,2020-08-16 01:24:10,2020
169,True,195,True,13,True,2020-08-16 01:22:39+00:00,0,False,195,0,active,0,10,2020-08-16 01:24:10,2020
170,True,196,True,9,True,2020-08-15 22:58:32+00:00,0,False,196,0,active,0,1,2020-08-16 01:24:10,2020
171,True,197,True,9,True,2020-08-16 00:47:17+00:00,0,False,197,0,active,0,6,2020-08-16 01:24:10,2020
172,True,199,True,9,True,2020-08-15 19:36:47+00:00,0,False,199,0,active,0,6,2020-08-16 01:24:10,2020
173,True,200,True,6,True,2020-08-15 22:53:01+00:00,0,False,200,0,active,0,13,2020-08-16 01:24:10,2020
174,True,201,True,8,True,2020-08-15 22:11:43+00:00,0,False,201,0,active,0,7,2020-08-16 01:24:10,2020
175,True,202,True,8,True,2020-08-15 23:09:16+00:00,0,False,202,0,active,0,7,2020-08-16 01:24:10,2020
176,True,203,True,8,True,2020-08-15 22:44:16+00:00,0,False,203,0,active,0,7,2020-08-16 01:24:10,2020
177,True,204,True,14,True,2020-08-15 22:04:27+00:00,0,False,204,0,active,0,1,2020-08-16 01:24:10,2020
178,True,205,True,8,True,2020-08-15 16:25:20+00:00,0,False,205,0,active,0,7,2020-08-16 01:24:10,2020
179,True,206,True,21,True,2020-08-16 00:59:56+00:00,1,True,206,0,active,0,1,2020-08-16 01:24:10,2020
180,True,208,True,7,True,2020-08-15 22:48:45+00:00,0,True,208,0,active,0,8,2020-08-16 01:24:10,2020
181,True,209,True,2,True,2020-08-16 00:50:18+00:00,0,False,209,0,active,0,13,2020-08-16 01:24:10,2020
182,True,210,True,9,True,2020-08-16 00:57:10+00:00,2,False,210,0,active,0,4,2020-08-16 01:24:10,2020
183,True,211,True,19,True,2020-08-16 00:24:17+00:00,0,False,211,0,active,0,0,2020-08-16 01:24:10,2020
184,True,212,True,12,True,2020-08-16 01:18:09+00:00,0,False,212,0,active,0,21,2020-08-16 01:24:10,2020
185,True,213,True,13,True,2020-08-15 22:22:02+00:00,0,True,213,0,active,0,3,2020-08-16 01:24:10,2020
186,True,214,True,6,True,2020-08-16 01:05:46+00:00,2,False,214,0,active,0,7,2020-08-16 01:24:10,2020
187,True,215,True,6,True,2020-08-15 22:35:42+00:00,1,False,215,0,active,0,8,2020-08-16 01:24:10,2020
188,False,216,False,0,True,2020-08-15 13:51:48+00:00,1,False,216,0,active,0,18,2020-08-16 01:24:10,2020
189,True,217,True,11,True,2020-08-16 00:42:16+00:00,0,False,217,0,active,0,8,2020-08-16 01:24:10,2020
190,True,218,True,2,True,2020-08-16 01:13:22+00:00,0,False,218,0,active,0,13,2020-08-16 01:24:10,2020
191,True,219,True,14,True,2020-08-15 17:26:12+00:00,0,False,219,0,active,0,1,2020-08-16 01:24:10,2020
192,True,221,True,16,True,2020-08-16 00:44:22+00:00,0,False,221,0,active,0,3,2020-08-16 01:24:10,2020
193,True,222,True,8,True,2020-08-16 01:02:40+00:00,0,True,222,0,active,0,6,2020-08-16 01:24:10,2020
194,True,224,True,4,True,2020-08-15 23:29:58+00:00,1,False,224,0,active,0,12,2020-08-16 01:24:10,2020
195,True,225,True,13,True,2020-08-16 01:22:17+00:00,0,False,225,0,active,0,6,2020-08-16 01:24:10,2020
196,True,226,True,13,True,2020-08-16 01:16:08+00:00,0,False,226,0,active,0,2,2020-08-16 01:24:10,2020
197,True,227,True,6,True,2020-08-16 00:57:24+00:00,1,False,227,0,active,0,12,2020-08-16 01:24:10,2020
198,True,228,True,17,True,2020-08-16 01:21:49+00:00,0,False,228,0,active,0,2,2020-08-16 01:24:10,2020
199,True,232,True,8,True,2020-08-15 17:01:48+00:00,0,False,232,0,active,0,3,2020-08-16 01:24:10,2020
200,True,233,True,1,True,2020-08-16 00:39:17+00:00,1,False,233,0,active,0,13,2020-08-16 01:24:10,2020
201,True,234,True,13,True,2020-08-15 23:16:02+00:00,1,False,234,0,active,0,1,2020-08-16 01:24:10,2020
202,True,235,True,6,True,2020-08-16 01:19:15+00:00,0,False,235,0,active,0,9,2020-08-16 01:24:10,2020
203,True,236,True,0,True,2020-08-16 00:14:23+00:00,0,False,236,0,active,0,15,2020-08-16 01:24:10,2020
204,True,239,True,8,True,2020-08-16 01:23:03+00:00,1,False,239,0,active,0,6,2020-08-16 01:24:10,2020
205,True,255,True,4,True,2020-08-16 00:03:19+00:00,1,False,255,0,active,0,10,2020-08-16 01:24:10,2020
206,True,258,True,10,True,2020-08-15 21:33:07+00:00,0,False,258,0,active,0,5,2020-08-16 01:24:10,2020
207,True,259,True,4,True,2020-08-15 14:02:58+00:00,0,False,259,0,active,0,11,2020-08-16 01:24:10,2020
208,True,260,True,9,True,2020-08-15 22:33:22+00:00,0,False,260,0,active,0,6,2020-08-16 01:24:10,2020
209,True,271,True,9,True,2020-08-16 00:59:37+00:00,0,False,271,0,active,0,6,2020-08-16 01:24:10,2020
210,True,272,True,9,True,2020-08-16 01:10:43+00:00,0,False,272,0,active,0,10,2020-08-16 01:24:10,2020
211,True,273,True,20,True,2020-08-16 01:19:00+00:00,0,False,273,0,active,0,20,2020-08-16 01:24:10,2020
212,True,279,True,3,True,2020-08-16 00:22:19+00:00,0,False,279,0,active,0,16,2020-08-16 01:24:10,2020
213,True,280,True,11,True,2020-08-15 23:25:23+00:00,0,False,280,0,active,0,8,2020-08-16 01:24:10,2020
214,True,282,True,1,True,2020-08-16 00:38:36+00:00,1,False,282,0,active,0,13,2020-08-16 01:24:10,2020
215,True,296,True,0,True,2020-08-16 00:50:59+00:00,1,False,296,0,active,0,22,2020-08-16 01:24:10,2020
216,True,318,True,16,True,2020-08-16 01:00:57+00:00,3,False,318,0,active,0,0,2020-08-16 01:24:10,2020
217,True,319,True,21,True,2020-08-15 22:03:44+00:00,0,False,319,0,active,0,4,2020-08-16 01:24:10,2020
218,True,327,True,15,True,2020-08-15 19:07:18+00:00,0,False,327,0,active,0,0,2020-08-16 01:24:10,2020
219,True,328,True,10,True,2020-08-16 00:53:45+00:00,0,False,328,0,active,0,5,2020-08-16 01:24:10,2020
220,True,329,True,1,True,2020-08-16 01:11:37+00:00,1,False,329,0,active,0,13,2020-08-16 01:24:10,2020
221,True,330,True,4,True,2020-08-16 00:52:26+00:00,0,False,330,0,active,0,11,2020-08-16 01:24:10,2020
222,True,331,True,2,True,2020-08-16 01:09:19+00:00,0,False,331,0,active,0,13,2020-08-16 01:24:10,2020
223,True,332,True,7,True,2020-08-16 01:20:42+00:00,2,False,332,0,active,0,6,2020-08-16 01:24:10,2020
224,True,333,True,4,True,2020-08-15 23:48:50+00:00,0,False,333,0,active,0,21,2020-08-16 01:24:10,2020
225,True,334,True,12,True,2020-08-16 00:06:28+00:00,0,False,334,0,active,0,7,2020-08-16 01:24:10,2020
226,True,335,True,9,True,2020-08-16 01:12:34+00:00,0,False,335,0,active,0,10,2020-08-16 01:24:10,2020
227,True,336,True,10,True,2020-08-15 23:31:35+00:00,0,False,336,0,active,0,5,2020-08-16 01:24:10,2020
228,True,337,True,0,True,2020-08-15 22:45:51+00:00,0,False,337,0,active,0,15,2020-08-16 01:24:10,2020
229,True,338,True,13,True,2020-08-16 00:41:00+00:00,1,False,338,0,active,0,1,2020-08-16 01:24:10,2020
230,True,339,True,5,True,2020-08-15 21:49:59+00:00,0,False,339,0,active,0,10,2020-08-16 01:24:10,2020
231,True,340,True,3,True,2020-08-15 21:07:43+00:00,0,False,340,0,active,0,16,2020-08-16 01:24:10,2020
232,True,341,True,0,True,2020-08-15 23:34:31+00:00,0,True,341,0,active,0,15,2020-08-16 01:24:10,2020
