,num_docks_disabled,last_reported,num_ebikes_available,station_status,num_docks_available,is_installed,num_bikes_disabled,eightd_has_available_keys,num_bikes_available,legacy_id,is_returning,station_id,is_renting,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,0,2020-08-15 19:21:48+00:00,0,active,14,True,0,False,1,3,True,3,True,,,2020-08-15 19:36:55,2020
1,0,2020-08-15 19:34:14+00:00,0,active,12,True,1,False,6,4,True,4,True,,,2020-08-15 19:36:55,2020
2,0,2020-08-15 19:10:46+00:00,0,active,13,True,2,False,0,5,True,5,True,,,2020-08-15 19:36:55,2020
3,0,2020-08-15 19:32:33+00:00,0,active,8,True,2,False,5,6,True,6,True,,,2020-08-15 19:36:55,2020
4,0,2020-08-15 19:35:48+00:00,0,active,8,True,0,False,7,7,True,7,True,,,2020-08-15 19:36:55,2020
5,0,2020-08-15 19:26:15+00:00,0,active,13,True,1,False,5,8,True,8,True,,,2020-08-15 19:36:55,2020
6,0,2020-08-15 19:33:41+00:00,0,active,3,True,1,False,11,9,True,9,True,,,2020-08-15 19:36:55,2020
7,0,2020-08-15 18:56:20+00:00,0,active,3,True,0,False,8,10,True,10,True,,,2020-08-15 19:36:55,2020
8,0,2020-08-15 19:27:28+00:00,0,active,3,True,1,False,11,11,True,11,True,,,2020-08-15 19:36:55,2020
9,0,2020-08-15 19:27:53+00:00,0,active,9,True,1,True,8,12,True,12,True,,,2020-08-15 19:36:55,2020
10,0,2020-08-15 19:32:35+00:00,0,active,10,True,0,False,9,13,True,13,True,,,2020-08-15 19:36:55,2020
11,0,2020-08-15 19:36:01+00:00,0,active,9,True,1,False,15,14,True,14,True,,,2020-08-15 19:36:55,2020
12,0,2020-08-15 18:45:00+00:00,0,active,8,True,1,False,6,15,True,15,True,,,2020-08-15 19:36:55,2020
13,0,2020-08-15 19:01:49+00:00,0,active,5,True,0,True,14,16,True,16,True,,,2020-08-15 19:36:55,2020
14,0,2020-08-15 19:34:07+00:00,0,active,14,True,1,False,0,17,True,17,True,,,2020-08-15 19:36:55,2020
15,0,2020-08-15 19:36:12+00:00,0,active,13,True,0,False,2,19,True,19,True,,,2020-08-15 19:36:55,2020
16,0,2020-08-15 19:24:50+00:00,0,active,18,True,0,True,5,20,True,20,True,,,2020-08-15 19:36:55,2020
17,0,2020-08-15 19:35:31+00:00,0,active,8,True,0,True,10,21,True,21,True,,,2020-08-15 19:36:55,2020
