,eightd_has_available_keys,legacy_id,num_docks_disabled,num_ebikes_available,is_installed,num_docks_available,is_renting,is_returning,station_status,num_bikes_disabled,num_bikes_available,last_reported,station_id,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
250,False,359,0,0,True,10,True,True,active,1,4,2020-08-06 05:31:16+00:00,359,,,2020-08-06 06:33:15,2020
251,False,360,0,0,True,10,True,True,active,0,5,2020-08-06 03:10:54+00:00,360,,,2020-08-06 06:33:15,2020
252,False,361,0,0,True,6,True,True,active,0,13,2020-08-06 04:42:18+00:00,361,,,2020-08-06 06:33:15,2020
253,False,362,0,0,True,0,True,True,active,0,19,2020-08-06 04:32:29+00:00,362,,,2020-08-06 06:33:15,2020
254,False,363,0,0,True,8,True,True,active,0,11,2020-08-06 05:53:19+00:00,363,,,2020-08-06 06:33:15,2020
255,False,364,0,0,True,11,True,True,active,0,8,2020-08-06 05:18:07+00:00,364,,,2020-08-06 06:33:15,2020
256,False,365,0,0,True,11,True,True,active,1,7,2020-08-06 04:52:03+00:00,365,,,2020-08-06 06:33:15,2020
257,False,366,0,0,True,13,True,True,active,0,2,2020-08-06 02:50:29+00:00,366,,,2020-08-06 06:33:15,2020
258,False,367,0,0,True,1,True,True,active,0,18,2020-08-06 01:32:26+00:00,367,,,2020-08-06 06:33:15,2020
259,False,368,0,0,True,10,True,True,active,0,5,2020-08-06 02:51:33+00:00,368,,,2020-08-06 06:33:15,2020
260,False,369,0,0,True,7,True,True,active,0,8,2020-08-06 03:33:26+00:00,369,,,2020-08-06 06:33:15,2020
261,False,370,0,0,True,3,True,True,active,1,15,2020-08-06 02:29:15+00:00,370,,,2020-08-06 06:33:15,2020
262,False,371,0,0,True,3,True,True,active,0,16,2020-08-06 00:06:43+00:00,371,,,2020-08-06 06:33:15,2020
263,False,372,0,0,True,8,True,True,active,1,10,2020-08-06 06:24:27+00:00,372,,,2020-08-06 06:33:15,2020
264,False,373,0,0,True,8,True,True,active,0,7,2020-08-06 01:13:31+00:00,373,,,2020-08-06 06:33:15,2020
265,False,374,0,0,True,15,True,True,active,0,4,2020-08-06 06:30:31+00:00,374,,,2020-08-06 06:33:15,2020
266,False,376,0,0,True,9,True,True,active,0,6,2020-08-06 04:21:49+00:00,376,,,2020-08-06 06:33:15,2020
267,False,377,0,0,True,3,True,True,active,1,15,2020-08-06 03:53:31+00:00,377,,,2020-08-06 06:33:15,2020
268,False,378,0,0,True,7,True,True,active,0,12,2020-08-06 04:00:30+00:00,378,,,2020-08-06 06:33:15,2020
269,False,379,0,0,True,2,True,True,active,1,12,2020-08-06 05:16:12+00:00,379,,,2020-08-06 06:33:15,2020
270,False,380,0,0,True,17,True,True,active,1,0,2020-08-06 05:14:56+00:00,380,,,2020-08-06 06:33:15,2020
271,False,381,0,0,True,0,True,True,active,0,19,2020-08-06 03:44:06+00:00,381,,,2020-08-06 06:33:15,2020
272,True,384,0,0,True,12,True,True,active,0,7,2020-08-06 04:42:40+00:00,384,,,2020-08-06 06:33:15,2020
273,False,385,1,0,True,6,True,True,active,1,7,2020-08-06 04:08:59+00:00,385,,,2020-08-06 06:33:15,2020
274,False,386,0,0,True,11,True,True,active,0,8,2020-08-06 02:40:00+00:00,386,,,2020-08-06 06:33:15,2020
275,False,387,0,0,True,2,True,True,active,0,13,2020-08-06 02:47:14+00:00,387,,,2020-08-06 06:33:15,2020
276,False,388,0,0,True,9,True,True,active,0,2,2020-08-05 17:30:50+00:00,388,,,2020-08-06 06:33:15,2020
277,False,389,0,0,True,1,True,True,active,0,13,2020-08-06 01:39:37+00:00,389,,,2020-08-06 06:33:15,2020
278,False,390,0,0,True,1,True,True,active,0,14,2020-08-06 04:08:37+00:00,390,,,2020-08-06 06:33:15,2020
279,False,391,0,0,True,2,True,True,active,0,13,2020-08-05 21:18:33+00:00,391,,,2020-08-06 06:33:15,2020
280,False,392,0,0,True,7,True,True,active,0,8,2020-08-06 02:19:15+00:00,392,,,2020-08-06 06:33:15,2020
281,False,393,0,0,True,9,True,True,active,0,6,2020-08-05 23:17:13+00:00,393,,,2020-08-06 06:33:15,2020
282,False,394,0,0,True,14,True,True,active,0,0,2020-08-05 18:09:16+00:00,394,,,2020-08-06 06:33:15,2020
283,False,395,0,0,True,6,True,True,active,0,9,2020-08-06 02:33:04+00:00,395,,,2020-08-06 06:33:15,2020
284,False,396,0,0,True,3,True,True,active,0,12,2020-08-04 08:56:09+00:00,396,,,2020-08-06 06:33:15,2020
285,False,397,0,0,True,8,True,True,active,0,7,2020-08-06 01:51:35+00:00,397,,,2020-08-06 06:33:15,2020
286,False,398,0,0,True,15,True,True,active,0,4,2020-08-06 02:13:39+00:00,398,,,2020-08-06 06:33:15,2020
287,False,399,0,0,True,5,True,True,active,0,10,2020-08-06 06:19:32+00:00,399,,,2020-08-06 06:33:15,2020
288,False,400,0,0,True,24,True,True,active,0,3,2020-08-06 04:13:49+00:00,400,,,2020-08-06 06:33:15,2020
289,False,401,0,0,True,3,True,True,active,0,12,2020-08-06 02:11:53+00:00,401,,,2020-08-06 06:33:15,2020
290,False,402,0,0,True,2,True,True,active,1,12,2020-08-06 03:35:47+00:00,402,,,2020-08-06 06:33:15,2020
291,False,403,0,0,True,0,True,True,active,0,15,2020-08-06 05:42:13+00:00,403,,,2020-08-06 06:33:15,2020
292,False,404,0,0,True,6,True,True,active,0,10,2020-08-06 05:18:06+00:00,404,,,2020-08-06 06:33:15,2020
293,False,405,0,0,True,1,True,True,active,0,18,2020-08-06 02:17:20+00:00,405,,,2020-08-06 06:33:15,2020
294,False,406,0,0,True,5,True,True,active,0,10,2020-08-06 02:51:04+00:00,406,,,2020-08-06 06:33:15,2020
295,False,407,0,0,True,11,True,True,active,0,8,2020-08-06 00:48:43+00:00,407,,,2020-08-06 06:33:15,2020
296,False,408,0,0,True,0,True,True,active,0,15,2020-08-06 01:42:22+00:00,408,,,2020-08-06 06:33:15,2020
297,False,409,0,0,True,7,True,True,active,0,12,2020-08-06 05:47:04+00:00,409,,,2020-08-06 06:33:15,2020
298,False,410,0,0,True,5,True,True,active,0,14,2020-08-06 04:36:57+00:00,410,,,2020-08-06 06:33:15,2020
299,False,411,0,0,True,0,True,True,active,1,14,2020-08-06 00:03:15+00:00,411,,,2020-08-06 06:33:15,2020
300,False,412,0,0,True,9,True,True,active,0,10,2020-08-06 02:44:17+00:00,412,,,2020-08-06 06:33:15,2020
301,False,413,0,0,True,4,True,True,active,0,15,2020-08-06 05:38:40+00:00,413,,,2020-08-06 06:33:15,2020
302,False,414,0,0,True,22,True,True,active,0,1,2020-08-05 23:49:14+00:00,414,,,2020-08-06 06:33:15,2020
303,False,415,0,0,True,12,True,True,active,0,7,2020-08-06 03:21:33+00:00,415,,,2020-08-06 06:33:15,2020
304,False,416,0,0,True,10,True,True,active,0,5,2020-08-06 04:54:53+00:00,416,,,2020-08-06 06:33:15,2020
305,False,417,0,0,True,1,True,True,active,0,18,2020-08-06 04:15:42+00:00,417,,,2020-08-06 06:33:15,2020
306,False,419,0,0,True,13,True,True,active,0,2,2020-08-06 04:51:01+00:00,419,,,2020-08-06 06:33:15,2020
307,False,420,0,0,False,0,False,False,out_of_service,0,0,1970-01-02 00:00:00+00:00,420,,,2020-08-06 06:33:15,1970
308,False,421,0,0,True,6,True,True,active,0,13,2020-08-05 16:11:59+00:00,421,,,2020-08-06 06:33:15,2020
309,False,422,0,0,True,9,True,True,active,0,6,2020-08-05 23:13:50+00:00,422,,,2020-08-06 06:33:15,2020
310,False,423,0,0,True,10,True,True,active,0,9,2020-08-06 00:10:02+00:00,423,,,2020-08-06 06:33:15,2020
311,False,424,0,0,True,13,True,True,active,1,5,2020-08-06 01:55:05+00:00,424,,,2020-08-06 06:33:15,2020
312,False,425,0,0,True,8,True,True,active,0,8,2020-08-06 04:00:05+00:00,425,,,2020-08-06 06:33:15,2020
313,False,426,0,0,True,22,True,True,active,0,5,2020-08-06 02:08:50+00:00,426,,,2020-08-06 06:33:15,2020
314,False,427,0,0,True,17,True,True,active,0,2,2020-08-06 02:15:11+00:00,427,,,2020-08-06 06:33:15,2020
315,False,428,0,0,True,13,True,True,active,0,6,2020-08-06 01:17:37+00:00,428,,,2020-08-06 06:33:15,2020
316,False,430,0,0,True,2,True,True,active,0,17,2020-08-05 15:04:25+00:00,430,,,2020-08-06 06:33:15,2020
317,False,431,0,0,True,14,True,True,active,0,1,2020-08-05 23:55:01+00:00,431,,,2020-08-06 06:33:15,2020
318,False,432,0,0,True,11,True,True,active,0,8,2020-08-06 03:44:45+00:00,432,,,2020-08-06 06:33:15,2020
319,False,433,0,0,True,15,True,True,active,0,4,2020-08-05 21:57:07+00:00,433,,,2020-08-06 06:33:15,2020
320,False,434,0,0,True,17,True,True,active,0,2,2020-08-05 22:45:12+00:00,434,,,2020-08-06 06:33:15,2020
321,False,435,0,0,True,7,True,True,active,0,8,2020-08-06 03:11:11+00:00,435,,,2020-08-06 06:33:15,2020
322,False,436,0,0,True,10,True,True,active,2,3,2020-08-06 03:12:27+00:00,436,,,2020-08-06 06:33:15,2020
323,False,437,0,0,True,14,True,True,active,1,4,2020-08-06 04:39:48+00:00,437,,,2020-08-06 06:33:15,2020
324,False,440,0,0,True,9,True,True,active,0,8,2020-08-06 05:40:22+00:00,440,,,2020-08-06 06:33:15,2020
325,False,441,0,0,True,9,True,True,active,0,10,2020-08-06 03:58:29+00:00,441,,,2020-08-06 06:33:15,2020
326,False,442,0,0,True,9,True,True,active,0,6,2020-08-05 22:38:05+00:00,442,,,2020-08-06 06:33:15,2020
327,False,443,0,0,True,17,True,True,active,0,2,2020-08-06 04:30:49+00:00,443,,,2020-08-06 06:33:15,2020
328,False,445,0,0,True,9,True,True,active,0,10,2020-08-06 06:24:20+00:00,445,,,2020-08-06 06:33:15,2020
329,False,446,0,0,True,6,True,True,active,0,6,2020-08-06 03:45:41+00:00,446,,,2020-08-06 06:33:15,2020
330,False,447,0,0,True,19,True,True,active,0,0,2020-08-05 20:06:54+00:00,447,,,2020-08-06 06:33:15,2020
331,False,448,0,0,True,10,True,True,active,0,1,2020-08-06 01:43:46+00:00,448,,,2020-08-06 06:33:15,2020
332,False,449,0,0,False,0,True,True,out_of_service,0,0,1970-01-02 00:00:00+00:00,449,,,2020-08-06 06:33:15,1970
333,False,450,0,0,True,14,True,True,active,0,1,2020-08-06 05:45:45+00:00,450,,,2020-08-06 06:33:15,2020
334,False,451,0,0,True,7,True,True,active,0,8,2020-08-06 04:23:29+00:00,451,,,2020-08-06 06:33:15,2020
335,False,452,0,0,True,7,True,True,active,0,8,2020-08-06 02:45:34+00:00,452,,,2020-08-06 06:33:15,2020
336,False,453,0,0,True,13,True,True,active,0,2,2020-08-06 03:37:26+00:00,453,,,2020-08-06 06:33:15,2020
337,False,454,0,0,True,5,True,True,active,0,10,2020-08-06 03:03:51+00:00,454,,,2020-08-06 06:33:15,2020
338,False,455,0,0,True,1,True,True,active,0,11,2020-08-06 03:29:24+00:00,455,,,2020-08-06 06:33:15,2020
339,False,456,0,0,True,10,True,True,active,0,9,2020-08-06 00:25:32+00:00,456,,,2020-08-06 06:33:15,2020
340,False,457,0,0,True,6,True,True,active,0,5,2020-08-05 22:03:13+00:00,457,,,2020-08-06 06:33:15,2020
341,False,458,0,0,True,8,True,True,active,0,3,2020-08-05 23:34:50+00:00,458,,,2020-08-06 06:33:15,2020
