,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,107,5,0,0,14,0,True,True,True,2020-03-23 14:32:31+00:00,False,[{'id': '6523db73-134d-4f62-af6f-78a8515cc83b'}],2020-03-23 15:30:55,2020
1,3,6,0,0,9,0,True,True,True,2020-03-23 15:02:58+00:00,True,,2020-03-23 15:30:55,2020
2,4,5,0,0,14,0,True,True,True,2020-03-23 14:34:19+00:00,False,,2020-03-23 15:30:55,2020
3,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-23 15:30:55,1970
4,6,11,0,0,4,0,True,True,True,2020-03-23 14:30:57+00:00,False,,2020-03-23 15:30:55,2020
5,7,0,0,1,14,0,True,True,True,2020-03-23 12:06:38+00:00,False,,2020-03-23 15:30:55,2020
6,8,7,0,2,10,0,True,True,True,2020-03-23 13:24:32+00:00,False,,2020-03-23 15:30:55,2020
7,9,13,0,0,2,0,True,True,True,2020-03-22 16:30:49+00:00,False,,2020-03-23 15:30:55,2020
8,10,2,0,1,8,0,True,True,True,2020-03-23 11:12:07+00:00,False,,2020-03-23 15:30:55,2020
9,11,3,0,2,10,0,True,True,True,2020-03-23 15:25:26+00:00,False,,2020-03-23 15:30:55,2020
10,12,14,0,0,4,0,True,True,True,2020-03-23 13:42:42+00:00,True,,2020-03-23 15:30:55,2020
11,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,,2020-03-23 15:30:55,1970
12,14,9,0,0,16,0,True,True,True,2020-03-23 12:53:52+00:00,False,,2020-03-23 15:30:55,2020
13,15,9,0,1,5,0,True,True,True,2020-03-23 15:22:38+00:00,False,,2020-03-23 15:30:55,2020
14,16,10,0,0,9,0,True,True,True,2020-03-23 12:41:41+00:00,True,,2020-03-23 15:30:55,2020
15,17,9,0,0,6,0,True,True,True,2020-03-23 14:07:14+00:00,False,,2020-03-23 15:30:55,2020
16,19,8,0,0,7,0,True,True,True,2020-03-23 15:10:20+00:00,False,,2020-03-23 15:30:55,2020
17,20,14,0,1,8,0,True,True,True,2020-03-23 12:52:46+00:00,True,,2020-03-23 15:30:55,2020
18,21,13,0,1,4,0,True,True,True,2020-03-23 15:15:42+00:00,True,,2020-03-23 15:30:55,2020
19,22,14,0,0,33,0,True,True,True,2020-03-23 14:06:52+00:00,True,,2020-03-23 15:30:55,2020
20,23,10,0,0,11,0,True,True,True,2020-03-23 13:36:58+00:00,True,,2020-03-23 15:30:55,2020
21,24,1,0,0,18,0,True,True,True,2020-03-23 12:51:50+00:00,False,,2020-03-23 15:30:55,2020
