,eightd_has_available_keys,is_returning,last_reported,num_docks_available,num_ebikes_available,station_id,station_status,is_renting,legacy_id,num_docks_disabled,num_bikes_disabled,num_bikes_available,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,True,2020-07-26 16:20:46+00:00,12,0,3,active,True,3,0,0,3,True,,,2020-07-26 16:27:10,2020
1,False,True,2020-07-26 15:21:06+00:00,0,0,4,active,True,4,0,1,18,True,,,2020-07-26 16:27:10,2020
2,False,True,2020-07-26 16:20:44+00:00,10,0,5,active,True,5,0,0,5,True,,,2020-07-26 16:27:10,2020
3,False,True,2020-07-26 16:15:12+00:00,12,0,6,active,True,6,0,2,1,True,,,2020-07-26 16:27:10,2020
4,False,True,2020-07-26 16:24:45+00:00,9,0,7,active,True,7,0,0,6,True,,,2020-07-26 16:27:10,2020
5,False,True,2020-07-26 15:35:14+00:00,7,0,8,active,True,8,0,1,11,True,,,2020-07-26 16:27:10,2020
6,False,True,2020-07-26 16:08:02+00:00,9,0,9,active,True,9,0,1,5,True,,,2020-07-26 16:27:10,2020
7,False,True,2020-07-26 15:56:37+00:00,9,0,10,active,True,10,0,0,2,True,,,2020-07-26 16:27:10,2020
8,False,True,2020-07-26 16:12:58+00:00,0,0,11,active,True,11,0,0,15,True,"{'off_dock_count': 0, 'active': True, 'valet_revision': 69, 'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'region': 'BOS', 'dock_blocked_count': 0}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 16:27:10,2020
9,True,True,2020-07-26 16:11:20+00:00,11,0,12,active,True,12,0,0,7,True,,,2020-07-26 16:27:10,2020
10,False,True,2020-07-26 16:15:11+00:00,3,0,13,active,True,13,0,1,15,True,,,2020-07-26 16:27:10,2020
11,False,True,2020-07-26 16:15:08+00:00,9,0,14,active,True,14,0,1,15,True,,,2020-07-26 16:27:10,2020
12,False,True,2020-07-26 16:17:03+00:00,5,0,15,active,True,15,0,0,10,True,,,2020-07-26 16:27:10,2020
13,True,True,2020-07-26 16:07:47+00:00,1,0,16,active,True,16,0,1,17,True,,,2020-07-26 16:27:10,2020
14,False,True,2020-07-26 16:20:46+00:00,10,0,17,active,True,17,0,1,4,True,,,2020-07-26 16:27:10,2020
15,False,True,2020-07-26 16:26:23+00:00,11,0,19,active,True,19,0,0,4,True,,,2020-07-26 16:27:10,2020
16,True,True,2020-07-26 16:02:29+00:00,11,0,20,active,True,20,0,1,11,True,,,2020-07-26 16:27:10,2020
17,True,True,2020-07-26 16:24:55+00:00,4,0,21,active,True,21,0,0,14,True,,,2020-07-26 16:27:10,2020
18,True,True,2020-07-26 16:25:59+00:00,43,0,22,active,True,22,0,1,3,True,,,2020-07-26 16:27:10,2020
19,False,True,2020-07-26 15:57:31+00:00,6,0,23,active,True,23,0,0,15,True,,,2020-07-26 16:27:10,2020
20,False,True,2020-07-26 15:30:56+00:00,19,0,24,active,True,24,0,0,0,True,,,2020-07-26 16:27:10,2020
21,False,True,2020-07-26 16:15:16+00:00,3,0,25,active,True,25,0,0,12,True,,,2020-07-26 16:27:10,2020
22,False,True,2020-07-26 16:02:56+00:00,1,0,26,active,True,26,0,1,13,True,,,2020-07-26 16:27:10,2020
23,False,True,2020-07-26 16:20:53+00:00,8,0,27,active,True,27,0,2,13,True,,,2020-07-26 16:27:10,2020
24,False,True,2020-07-26 15:54:14+00:00,2,0,29,active,True,29,0,0,13,True,,,2020-07-26 16:27:10,2020
25,False,True,2020-07-26 16:14:54+00:00,4,0,30,active,True,30,0,0,11,True,,,2020-07-26 16:27:10,2020
26,True,True,2020-07-26 15:47:36+00:00,18,0,31,active,True,31,0,0,1,True,,,2020-07-26 16:27:10,2020
27,False,True,2020-07-26 16:26:48+00:00,0,0,32,active,True,32,0,4,11,True,,,2020-07-26 16:27:10,2020
28,False,True,2020-07-26 16:25:44+00:00,25,0,33,active,True,33,0,1,1,True,,,2020-07-26 16:27:10,2020
29,False,True,2020-07-26 15:36:34+00:00,21,0,35,active,True,35,0,0,2,True,,,2020-07-26 16:27:10,2020
30,True,True,2020-07-26 16:19:10+00:00,3,0,36,active,True,36,0,0,30,True,,,2020-07-26 16:27:10,2020
31,True,True,2020-07-26 15:31:15+00:00,10,0,37,active,True,37,0,0,5,True,,,2020-07-26 16:27:10,2020
32,False,True,2020-07-26 16:01:06+00:00,21,0,39,active,True,39,0,0,2,True,,,2020-07-26 16:27:10,2020
33,False,True,2020-07-26 16:22:10+00:00,17,0,40,active,True,40,0,0,2,True,,,2020-07-26 16:27:10,2020
