,is_installed,is_returning,num_docks_available,legacy_id,num_docks_disabled,last_reported,is_renting,station_status,num_bikes_available,num_bikes_disabled,eightd_has_available_keys,station_id,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
27,True,True,10,32,0,2020-08-20 23:39:45+00:00,True,active,4,1,False,32,0,,,2020-08-20 23:43:50,2020
28,True,True,18,33,0,2020-08-20 23:37:09+00:00,True,active,8,1,False,33,0,,,2020-08-20 23:43:50,2020
29,True,True,18,35,0,2020-08-20 23:41:36+00:00,True,active,5,0,False,35,0,,,2020-08-20 23:43:50,2020
30,True,True,18,36,0,2020-08-20 23:41:06+00:00,True,active,15,0,True,36,0,,,2020-08-20 23:43:50,2020
31,True,True,5,37,0,2020-08-20 23:25:36+00:00,True,active,10,0,True,37,0,,,2020-08-20 23:43:50,2020
32,True,True,18,39,0,2020-08-20 23:37:30+00:00,True,active,5,0,False,39,0,,,2020-08-20 23:43:50,2020
33,True,True,13,40,0,2020-08-20 23:43:05+00:00,True,active,6,0,False,40,0,,,2020-08-20 23:43:50,2020
34,True,True,13,41,0,2020-08-20 23:42:37+00:00,True,active,13,1,True,41,0,,,2020-08-20 23:43:50,2020
35,True,True,15,42,0,2020-08-20 23:36:10+00:00,True,active,7,1,False,42,0,,,2020-08-20 23:43:50,2020
36,True,True,9,43,0,2020-08-20 23:18:35+00:00,True,active,6,0,True,43,0,,,2020-08-20 23:43:50,2020
37,True,True,17,44,0,2020-08-20 23:42:44+00:00,True,active,6,0,False,44,0,,,2020-08-20 23:43:50,2020
38,True,True,9,46,0,2020-08-20 23:42:17+00:00,True,active,10,0,False,46,0,,,2020-08-20 23:43:50,2020
39,True,True,0,47,0,2020-08-20 23:26:20+00:00,True,active,19,0,True,47,0,,,2020-08-20 23:43:50,2020
40,True,True,12,48,0,2020-08-20 23:37:13+00:00,True,active,6,1,False,48,0,,,2020-08-20 23:43:50,2020
41,True,True,11,49,0,2020-08-20 22:40:20+00:00,True,active,7,0,False,49,0,,,2020-08-20 23:43:50,2020
42,True,True,4,50,0,2020-08-20 23:20:22+00:00,True,active,10,1,True,50,0,,,2020-08-20 23:43:50,2020
43,True,True,7,51,0,2020-08-20 23:39:18+00:00,True,active,8,0,False,51,0,,,2020-08-20 23:43:50,2020
44,True,True,20,52,0,2020-08-20 23:42:54+00:00,True,active,3,0,True,52,0,,,2020-08-20 23:43:50,2020
45,True,True,5,53,0,2020-08-20 23:43:44+00:00,True,active,14,0,False,53,0,,,2020-08-20 23:43:50,2020
46,True,True,13,54,0,2020-08-20 23:36:25+00:00,True,active,2,0,False,54,0,,,2020-08-20 23:43:50,2020
47,True,True,13,55,0,2020-08-20 23:43:23+00:00,True,active,2,0,False,55,0,,,2020-08-20 23:43:50,2020
48,True,True,13,56,0,2020-08-20 23:09:12+00:00,True,active,5,0,False,56,0,,,2020-08-20 23:43:50,2020
49,True,True,10,57,0,2020-08-20 23:32:35+00:00,True,active,4,0,True,57,0,,,2020-08-20 23:43:50,2020
50,True,True,11,58,0,2020-08-20 23:36:23+00:00,True,active,7,1,True,58,0,,,2020-08-20 23:43:50,2020
51,True,True,11,59,0,2020-08-20 23:40:31+00:00,True,active,8,0,True,59,0,,,2020-08-20 23:43:50,2020
52,True,True,13,60,0,2020-08-20 23:42:52+00:00,True,active,6,0,False,60,0,"{'dock_blocked_count': 0, 'valet_revision': 87, 'off_dock_count': 14, 'off_dock_capacity': 40, 'region': 'BOS', 'active': True, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-20 23:43:50,2020
53,True,True,4,61,0,2020-08-20 23:43:06+00:00,True,active,15,0,False,61,0,,,2020-08-20 23:43:50,2020
54,True,True,14,63,0,2020-08-20 23:12:32+00:00,True,active,1,0,False,63,0,,,2020-08-20 23:43:50,2020
55,True,True,9,64,0,2020-08-20 23:43:17+00:00,True,active,10,0,False,64,0,,,2020-08-20 23:43:50,2020
56,True,True,22,65,0,2020-08-20 23:30:18+00:00,True,active,1,0,False,65,0,,,2020-08-20 23:43:50,2020
57,True,True,7,66,0,2020-08-20 23:38:54+00:00,True,active,8,0,False,66,0,,,2020-08-20 23:43:50,2020
58,True,True,8,67,0,2020-08-20 23:41:39+00:00,True,active,18,1,True,67,0,,,2020-08-20 23:43:50,2020
59,True,True,0,68,0,2020-08-20 23:43:20+00:00,True,active,19,0,True,68,0,,,2020-08-20 23:43:50,2020
60,True,True,1,69,0,2020-08-20 23:37:26+00:00,True,active,18,0,True,69,0,,,2020-08-20 23:43:50,2020
61,True,True,9,70,0,2020-08-20 23:36:38+00:00,True,active,13,1,False,70,0,,,2020-08-20 23:43:50,2020
62,True,True,8,71,0,2020-08-20 23:32:06+00:00,True,active,13,2,False,71,0,,,2020-08-20 23:43:50,2020
63,True,True,22,72,0,2020-08-20 23:27:14+00:00,True,active,1,0,False,72,0,,,2020-08-20 23:43:50,2020
64,True,True,5,73,0,2020-08-20 23:37:35+00:00,True,active,10,0,False,73,0,,,2020-08-20 23:43:50,2020
65,True,True,8,74,0,2020-08-20 23:31:03+00:00,True,active,9,2,True,74,0,,,2020-08-20 23:43:50,2020
66,True,True,10,75,0,2020-08-20 23:41:30+00:00,True,active,4,1,False,75,0,,,2020-08-20 23:43:50,2020
67,True,True,6,76,0,2020-08-20 23:41:27+00:00,True,active,10,1,False,76,0,,,2020-08-20 23:43:50,2020
68,True,True,13,77,0,2020-08-20 22:29:03+00:00,True,active,2,0,False,77,0,,,2020-08-20 23:43:50,2020
69,True,True,9,78,0,2020-08-20 23:42:53+00:00,True,active,10,0,False,78,0,,,2020-08-20 23:43:50,2020
70,True,True,7,79,0,2020-08-20 23:26:43+00:00,True,active,10,2,False,79,0,,,2020-08-20 23:43:50,2020
71,True,True,35,80,0,2020-08-20 23:20:34+00:00,True,active,0,0,False,80,0,,,2020-08-20 23:43:50,2020
72,True,True,1,81,0,2020-08-20 23:40:58+00:00,True,active,18,0,False,81,0,,,2020-08-20 23:43:50,2020
73,True,True,14,82,0,2020-08-20 23:40:46+00:00,True,active,1,0,False,82,0,,,2020-08-20 23:43:50,2020
74,True,True,8,84,0,2020-08-20 23:40:53+00:00,True,active,7,0,False,84,0,,,2020-08-20 23:43:50,2020
75,True,True,19,85,0,2020-08-20 22:29:05+00:00,True,active,0,0,False,85,0,,,2020-08-20 23:43:50,2020
76,True,True,18,86,0,2020-08-20 23:39:32+00:00,True,active,1,0,False,86,0,,,2020-08-20 23:43:50,2020
77,True,True,11,87,0,2020-08-20 23:39:51+00:00,True,active,3,1,False,87,0,,,2020-08-20 23:43:50,2020
78,True,True,8,89,0,2020-08-20 23:41:14+00:00,True,active,11,0,False,89,0,,,2020-08-20 23:43:50,2020
79,True,True,11,90,0,2020-08-20 23:31:59+00:00,True,active,8,0,False,90,0,,,2020-08-20 23:43:50,2020
80,True,True,14,91,0,2020-08-20 23:42:17+00:00,True,active,5,0,False,91,0,,,2020-08-20 23:43:50,2020
81,True,True,8,92,0,2020-08-20 23:38:51+00:00,True,active,11,0,False,92,0,,,2020-08-20 23:43:50,2020
82,True,True,0,93,0,2020-08-20 21:54:05+00:00,True,active,15,0,False,93,0,,,2020-08-20 23:43:50,2020
83,True,True,5,94,0,2020-08-20 22:56:44+00:00,True,active,5,1,False,94,0,,,2020-08-20 23:43:50,2020
84,True,True,7,95,0,2020-08-20 23:29:18+00:00,True,active,7,1,False,95,0,,,2020-08-20 23:43:50,2020
85,True,True,7,96,0,2020-08-20 23:40:20+00:00,True,active,11,1,False,96,0,,,2020-08-20 23:43:50,2020
86,True,True,11,97,0,2020-08-20 23:43:14+00:00,True,active,8,0,False,97,0,,,2020-08-20 23:43:50,2020
87,True,True,8,98,0,2020-08-20 23:36:34+00:00,True,active,15,0,False,98,0,,,2020-08-20 23:43:50,2020
88,True,True,4,99,0,2020-08-20 23:35:27+00:00,True,active,9,2,False,99,0,,,2020-08-20 23:43:50,2020
89,True,True,16,100,0,2020-08-20 23:13:29+00:00,True,active,8,1,True,100,0,,,2020-08-20 23:43:50,2020
90,True,True,8,101,0,2020-08-20 23:37:56+00:00,True,active,7,0,False,101,0,,,2020-08-20 23:43:50,2020
91,True,True,12,102,0,2020-08-20 23:39:30+00:00,True,active,3,0,False,102,0,,,2020-08-20 23:43:50,2020
92,True,True,4,103,0,2020-08-20 23:27:44+00:00,True,active,11,0,False,103,0,,,2020-08-20 23:43:50,2020
93,True,True,15,104,0,2020-08-20 22:58:21+00:00,True,active,4,0,False,104,0,,,2020-08-20 23:43:50,2020
94,True,True,10,105,0,2020-08-20 23:43:05+00:00,True,active,9,0,False,105,0,,,2020-08-20 23:43:50,2020
95,True,True,8,106,0,2020-08-20 22:38:04+00:00,True,active,7,0,False,106,0,,,2020-08-20 23:43:50,2020
96,True,True,19,107,0,2020-08-20 23:43:01+00:00,True,active,0,0,False,107,0,,,2020-08-20 23:43:50,2020
97,True,True,16,108,0,2020-08-20 23:20:10+00:00,True,active,1,0,False,108,0,,,2020-08-20 23:43:50,2020
98,True,True,34,109,0,2020-08-20 23:19:31+00:00,True,active,1,0,False,109,0,,,2020-08-20 23:43:50,2020
99,True,True,14,110,0,2020-08-20 22:53:35+00:00,True,active,1,0,False,110,0,,,2020-08-20 23:43:50,2020
100,True,True,9,111,0,2020-08-20 22:33:35+00:00,True,active,6,0,False,111,0,,,2020-08-20 23:43:50,2020
101,True,True,14,112,0,2020-08-20 23:31:45+00:00,True,active,1,0,False,112,0,,,2020-08-20 23:43:50,2020
102,True,True,12,113,0,2020-08-20 23:35:53+00:00,True,active,1,2,False,113,0,,,2020-08-20 23:43:50,2020
103,True,True,12,114,0,2020-08-20 22:09:10+00:00,True,active,3,0,False,114,0,,,2020-08-20 23:43:50,2020
104,True,True,8,115,0,2020-08-20 23:42:00+00:00,True,active,11,0,False,115,0,,,2020-08-20 23:43:50,2020
105,True,True,22,116,0,2020-08-20 23:31:11+00:00,True,active,1,0,False,116,0,,,2020-08-20 23:43:50,2020
106,True,True,17,117,0,2020-08-20 22:25:00+00:00,True,active,2,0,False,117,0,,,2020-08-20 23:43:50,2020
107,True,True,8,118,0,2020-08-20 23:42:36+00:00,True,active,9,2,False,118,0,,,2020-08-20 23:43:50,2020
108,True,True,13,119,0,2020-08-20 23:43:12+00:00,True,active,2,0,False,119,0,,,2020-08-20 23:43:50,2020
109,True,True,11,120,0,2020-08-20 23:38:52+00:00,True,active,3,1,False,120,0,,,2020-08-20 23:43:50,2020
110,True,True,5,121,0,2020-08-20 23:34:28+00:00,True,active,12,0,False,121,0,,,2020-08-20 23:43:50,2020
111,True,True,2,122,0,2020-08-20 23:30:39+00:00,True,active,12,1,False,122,0,,,2020-08-20 23:43:50,2020
112,True,True,14,124,0,2020-08-20 23:04:12+00:00,True,active,1,0,False,124,0,,,2020-08-20 23:43:50,2020
113,True,True,7,125,0,2020-08-20 23:43:37+00:00,True,active,7,1,False,125,0,,,2020-08-20 23:43:50,2020
114,True,True,1,126,0,2020-08-20 22:46:02+00:00,True,active,13,1,False,126,0,,,2020-08-20 23:43:50,2020
115,True,True,15,128,0,2020-08-20 22:24:30+00:00,True,active,4,0,False,128,0,,,2020-08-20 23:43:50,2020
116,True,True,15,129,0,2020-08-20 23:06:19+00:00,True,active,4,0,False,129,0,,,2020-08-20 23:43:50,2020
117,True,True,5,130,0,2020-08-20 23:16:03+00:00,True,active,10,0,False,130,0,,,2020-08-20 23:43:50,2020
118,True,True,10,131,0,2020-08-20 23:26:51+00:00,True,active,8,0,False,131,0,,,2020-08-20 23:43:50,2020
119,True,True,12,133,0,2020-08-20 23:16:03+00:00,True,active,11,0,False,133,0,,,2020-08-20 23:43:50,2020
120,True,True,17,135,0,2020-08-20 21:39:52+00:00,True,active,0,0,False,135,0,,,2020-08-20 23:43:50,2020
121,True,True,19,136,0,2020-08-20 21:34:48+00:00,True,active,0,0,False,136,0,,,2020-08-20 23:43:50,2020
122,True,True,9,137,0,2020-08-20 23:38:21+00:00,True,active,6,0,False,137,0,,,2020-08-20 23:43:50,2020
123,True,True,7,138,0,2020-08-20 23:37:51+00:00,True,active,6,2,False,138,0,,,2020-08-20 23:43:50,2020
124,True,True,11,139,0,2020-08-20 23:42:12+00:00,True,active,8,0,False,139,0,,,2020-08-20 23:43:50,2020
125,True,True,7,140,0,2020-08-20 23:41:37+00:00,True,active,10,0,False,140,0,,,2020-08-20 23:43:50,2020
126,True,True,12,141,0,2020-08-20 23:43:26+00:00,True,active,3,0,False,141,0,,,2020-08-20 23:43:50,2020
127,True,True,7,142,0,2020-08-20 23:41:50+00:00,True,active,16,0,False,142,0,,,2020-08-20 23:43:50,2020
128,True,True,11,143,0,2020-08-20 23:22:27+00:00,True,active,12,0,False,143,0,,,2020-08-20 23:43:50,2020
129,True,True,2,144,0,2020-08-20 23:12:07+00:00,True,active,17,0,False,144,0,,,2020-08-20 23:43:50,2020
130,True,True,3,145,0,2020-08-20 23:32:45+00:00,True,active,16,0,False,145,0,,,2020-08-20 23:43:50,2020
131,True,True,9,146,0,2020-08-20 23:37:49+00:00,True,active,10,0,False,146,0,,,2020-08-20 23:43:50,2020
132,True,True,14,149,0,2020-08-20 23:43:06+00:00,True,active,2,2,True,149,0,,,2020-08-20 23:43:50,2020
133,True,True,12,150,0,2020-08-20 23:41:09+00:00,True,active,7,0,False,150,0,,,2020-08-20 23:43:50,2020
134,True,True,16,151,0,2020-08-20 23:41:46+00:00,True,active,2,1,False,151,0,,,2020-08-20 23:43:50,2020
135,True,True,7,152,0,2020-08-20 23:43:11+00:00,True,active,7,1,True,152,0,,,2020-08-20 23:43:50,2020
136,True,True,6,156,0,2020-08-20 23:02:28+00:00,True,active,8,1,False,156,0,,,2020-08-20 23:43:50,2020
137,True,True,6,157,0,2020-08-20 23:39:28+00:00,True,active,9,0,False,157,0,,,2020-08-20 23:43:50,2020
138,True,True,14,159,0,2020-08-20 23:17:43+00:00,True,active,1,0,False,159,0,,,2020-08-20 23:43:50,2020
139,True,True,13,160,0,2020-08-20 23:37:19+00:00,True,active,1,0,True,160,0,,,2020-08-20 23:43:50,2020
140,True,True,14,161,0,2020-08-20 23:37:31+00:00,True,active,9,0,True,161,0,,,2020-08-20 23:43:50,2020
141,True,True,9,162,0,2020-08-20 19:32:17+00:00,True,active,6,0,False,162,0,,,2020-08-20 23:43:50,2020
142,True,True,7,163,0,2020-08-20 23:12:38+00:00,True,active,12,0,True,163,0,,,2020-08-20 23:43:50,2020
143,True,True,11,167,0,2020-08-20 23:40:40+00:00,True,active,4,0,False,167,0,,,2020-08-20 23:43:50,2020
144,True,True,13,169,0,2020-08-20 23:39:49+00:00,True,active,6,0,False,169,0,,,2020-08-20 23:43:50,2020
145,True,True,7,170,0,2020-08-20 23:12:03+00:00,True,active,7,0,True,170,0,,,2020-08-20 23:43:50,2020
146,True,True,10,171,0,2020-08-20 23:29:26+00:00,True,active,13,0,True,171,0,,,2020-08-20 23:43:50,2020
147,True,True,6,173,0,2020-08-20 23:37:36+00:00,True,active,8,0,True,173,0,,,2020-08-20 23:43:50,2020
148,True,True,10,174,0,2020-08-20 23:39:24+00:00,True,active,5,0,False,174,0,,,2020-08-20 23:43:50,2020
149,True,True,9,175,0,2020-08-20 23:25:24+00:00,True,active,6,2,True,175,0,,,2020-08-20 23:43:50,2020
150,True,True,2,176,0,2020-08-20 23:32:22+00:00,True,active,13,0,False,176,0,,,2020-08-20 23:43:50,2020
151,True,True,11,177,0,2020-08-20 23:36:42+00:00,True,active,7,1,False,177,0,,,2020-08-20 23:43:50,2020
152,True,True,16,178,0,2020-08-20 23:34:50+00:00,True,active,3,0,False,178,0,,,2020-08-20 23:43:50,2020
153,True,True,13,179,0,2020-08-20 23:39:39+00:00,True,active,12,0,False,179,0,,,2020-08-20 23:43:50,2020
154,True,True,3,180,0,2020-08-20 23:41:43+00:00,True,active,16,0,False,180,0,,,2020-08-20 23:43:50,2020
155,True,True,11,181,0,2020-08-20 23:19:20+00:00,True,active,8,0,False,181,0,,,2020-08-20 23:43:50,2020
156,True,True,16,182,0,2020-08-20 23:08:19+00:00,True,active,3,0,True,182,0,,,2020-08-20 23:43:50,2020
157,True,True,17,183,0,2020-08-20 22:52:45+00:00,True,active,2,0,False,183,0,,,2020-08-20 23:43:50,2020
158,True,True,19,184,0,2020-08-20 22:13:11+00:00,True,active,0,0,False,184,0,,,2020-08-20 23:43:50,2020
159,True,True,13,185,0,2020-08-20 23:40:29+00:00,True,active,2,0,False,185,0,,,2020-08-20 23:43:50,2020
