,num_docks_available,station_status,last_reported,num_bikes_disabled,num_docks_disabled,num_bikes_available,num_ebikes_available,is_installed,station_id,legacy_id,is_renting,eightd_has_available_keys,is_returning,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
74,3,active,2020-08-18 17:51:49+00:00,1,0,11,0,True,84,84,True,False,True,,,2020-08-18 17:52:50,2020
75,3,active,2020-08-18 17:36:50+00:00,1,0,15,0,True,85,85,True,False,True,,,2020-08-18 17:52:50,2020
76,16,active,2020-08-18 17:29:03+00:00,0,0,3,0,True,86,86,True,False,True,,,2020-08-18 17:52:50,2020
77,9,active,2020-08-18 17:31:51+00:00,0,0,6,0,True,87,87,True,False,True,,,2020-08-18 17:52:50,2020
78,12,active,2020-08-18 17:44:35+00:00,0,0,7,0,True,89,89,True,False,True,,,2020-08-18 17:52:50,2020
79,14,active,2020-08-18 17:08:30+00:00,0,0,5,0,True,90,90,True,False,True,,,2020-08-18 17:52:50,2020
80,1,active,2020-08-18 17:28:28+00:00,1,0,17,0,True,91,91,True,False,True,,,2020-08-18 17:52:50,2020
81,2,active,2020-08-18 16:50:17+00:00,1,0,16,0,True,92,92,True,False,True,,,2020-08-18 17:52:50,2020
82,5,active,2020-08-18 15:51:22+00:00,2,0,8,0,True,93,93,True,False,True,,,2020-08-18 17:52:50,2020
83,5,active,2020-08-18 17:22:38+00:00,0,0,6,0,True,94,94,True,False,True,,,2020-08-18 17:52:50,2020
84,7,active,2020-08-18 17:35:25+00:00,2,0,6,0,True,95,95,True,False,True,,,2020-08-18 17:52:50,2020
85,7,active,2020-08-18 17:29:52+00:00,0,0,12,0,True,96,96,True,False,True,,,2020-08-18 17:52:50,2020
86,17,active,2020-08-18 17:43:21+00:00,1,0,1,0,True,97,97,True,False,True,,,2020-08-18 17:52:50,2020
87,21,active,2020-08-18 17:28:38+00:00,0,0,2,0,True,98,98,True,False,True,,,2020-08-18 17:52:50,2020
88,0,active,2020-08-18 17:40:44+00:00,1,0,14,0,True,99,99,True,False,True,,,2020-08-18 17:52:50,2020
89,12,active,2020-08-18 17:34:30+00:00,0,0,13,0,True,100,100,True,True,True,,,2020-08-18 17:52:50,2020
90,10,active,2020-08-18 12:46:30+00:00,0,0,5,0,True,101,101,True,False,True,,,2020-08-18 17:52:50,2020
91,12,active,2020-08-18 16:14:06+00:00,0,0,3,0,True,102,102,True,False,True,,,2020-08-18 17:52:50,2020
92,7,active,2020-08-18 17:35:12+00:00,0,0,8,0,True,103,103,True,False,True,,,2020-08-18 17:52:50,2020
93,14,active,2020-08-18 17:50:40+00:00,0,0,5,0,True,104,104,True,False,True,,,2020-08-18 17:52:50,2020
94,16,active,2020-08-18 17:50:32+00:00,0,0,3,0,True,105,105,True,False,True,,,2020-08-18 17:52:50,2020
95,10,active,2020-08-18 17:12:35+00:00,0,0,5,0,True,106,106,True,False,True,,,2020-08-18 17:52:50,2020
96,12,active,2020-08-18 17:52:40+00:00,3,0,4,0,True,107,107,True,False,True,,,2020-08-18 17:52:50,2020
97,7,active,2020-08-18 17:45:38+00:00,0,0,10,0,True,108,108,True,False,True,,,2020-08-18 17:52:50,2020
98,28,active,2020-08-18 17:43:07+00:00,1,0,6,0,True,109,109,True,False,True,,,2020-08-18 17:52:50,2020
99,9,active,2020-08-18 17:32:37+00:00,0,0,6,0,True,110,110,True,False,True,,,2020-08-18 17:52:50,2020
100,14,active,2020-08-18 15:18:08+00:00,0,0,1,0,True,111,111,True,False,True,,,2020-08-18 17:52:50,2020
101,5,active,2020-08-18 17:03:16+00:00,0,0,10,0,True,112,112,True,False,True,,,2020-08-18 17:52:50,2020
102,8,active,2020-08-18 17:45:54+00:00,1,0,6,0,True,113,113,True,False,True,,,2020-08-18 17:52:50,2020
103,13,active,2020-08-18 16:37:27+00:00,0,0,2,0,True,114,114,True,False,True,,,2020-08-18 17:52:50,2020
104,4,active,2020-08-18 17:34:06+00:00,0,0,15,0,True,115,115,True,False,True,,,2020-08-18 17:52:50,2020
105,16,active,2020-08-18 17:47:49+00:00,0,0,7,0,True,116,116,True,False,True,,,2020-08-18 17:52:50,2020
106,12,active,2020-08-18 16:58:39+00:00,0,0,7,0,True,117,117,True,False,True,,,2020-08-18 17:52:50,2020
107,5,active,2020-08-18 17:21:14+00:00,1,0,13,0,True,118,118,True,False,True,,,2020-08-18 17:52:50,2020
108,6,active,2020-08-18 17:24:30+00:00,0,0,9,0,True,119,119,True,False,True,,,2020-08-18 17:52:50,2020
109,9,active,2020-08-18 17:40:30+00:00,0,0,6,0,True,120,120,True,False,True,,,2020-08-18 17:52:50,2020
110,9,active,2020-08-18 17:15:36+00:00,1,0,7,0,True,121,121,True,False,True,,,2020-08-18 17:52:50,2020
111,6,active,2020-08-18 17:45:14+00:00,0,0,9,0,True,122,122,True,False,True,,,2020-08-18 17:52:50,2020
112,12,active,2020-08-18 17:24:34+00:00,0,0,3,0,True,124,124,True,False,True,,,2020-08-18 17:52:50,2020
113,10,active,2020-08-18 17:29:30+00:00,0,1,4,0,True,125,125,True,False,True,,,2020-08-18 17:52:50,2020
114,3,active,2020-08-18 16:00:28+00:00,1,0,11,0,True,126,126,True,False,True,,,2020-08-18 17:52:50,2020
115,4,active,2020-08-18 16:52:06+00:00,0,0,15,0,True,128,128,True,False,True,,,2020-08-18 17:52:50,2020
116,0,active,2020-08-18 16:36:46+00:00,0,0,19,0,True,129,129,True,False,True,,,2020-08-18 17:52:50,2020
117,4,active,2020-08-18 16:42:44+00:00,0,0,11,0,True,130,130,True,False,True,,,2020-08-18 17:52:50,2020
118,17,active,2020-08-18 17:13:59+00:00,0,0,1,0,True,131,131,True,False,True,,,2020-08-18 17:52:50,2020
119,7,active,2020-08-18 17:50:57+00:00,2,0,14,0,True,133,133,True,False,True,,,2020-08-18 17:52:50,2020
120,12,active,2020-08-18 16:44:57+00:00,0,0,5,0,True,135,135,True,False,True,,,2020-08-18 17:52:50,2020
121,13,active,2020-08-18 16:10:34+00:00,1,0,5,0,True,136,136,True,False,True,,,2020-08-18 17:52:50,2020
122,7,active,2020-08-18 17:06:55+00:00,0,0,8,0,True,137,137,True,False,True,,,2020-08-18 17:52:50,2020
123,8,active,2020-08-18 17:50:15+00:00,2,0,5,0,True,138,138,True,False,True,,,2020-08-18 17:52:50,2020
124,18,active,2020-08-18 17:42:53+00:00,0,0,1,0,True,139,139,True,False,True,,,2020-08-18 17:52:50,2020
125,9,active,2020-08-18 17:41:17+00:00,0,0,8,0,True,140,140,True,False,True,,,2020-08-18 17:52:50,2020
126,15,active,2020-08-18 17:52:22+00:00,0,0,0,0,True,141,141,True,False,True,,,2020-08-18 17:52:50,2020
127,6,active,2020-08-18 17:02:03+00:00,0,0,17,0,True,142,142,True,False,True,,,2020-08-18 17:52:50,2020
128,19,active,2020-08-18 17:44:09+00:00,0,0,4,0,True,143,143,True,False,True,,,2020-08-18 17:52:50,2020
129,3,active,2020-08-18 17:23:53+00:00,0,0,16,0,True,144,144,True,False,True,,,2020-08-18 17:52:50,2020
130,3,active,2020-08-18 12:24:56+00:00,1,0,15,0,True,145,145,True,False,True,,,2020-08-18 17:52:50,2020
131,8,active,2020-08-18 17:45:09+00:00,3,0,8,0,True,146,146,True,False,True,,,2020-08-18 17:52:50,2020
132,9,active,2020-08-18 17:46:57+00:00,1,0,8,0,True,149,149,True,True,True,,,2020-08-18 17:52:50,2020
133,12,active,2020-08-18 17:36:29+00:00,1,0,6,0,True,150,150,True,False,True,,,2020-08-18 17:52:50,2020
134,10,active,2020-08-18 17:17:24+00:00,0,0,9,0,True,151,151,True,False,True,,,2020-08-18 17:52:50,2020
135,7,active,2020-08-18 17:35:55+00:00,0,0,8,0,True,152,152,True,True,True,,,2020-08-18 17:52:50,2020
136,14,active,2020-08-18 17:44:47+00:00,0,0,1,0,True,156,156,True,False,True,,,2020-08-18 17:52:50,2020
137,6,active,2020-08-18 17:13:30+00:00,4,0,5,0,True,157,157,True,False,True,,,2020-08-18 17:52:50,2020
138,13,active,2020-08-18 17:33:15+00:00,0,0,2,0,True,159,159,True,False,True,,,2020-08-18 17:52:50,2020
139,7,active,2020-08-18 17:25:57+00:00,0,0,7,0,True,160,160,True,True,True,,,2020-08-18 17:52:50,2020
140,6,active,2020-08-18 17:33:38+00:00,1,0,16,0,True,161,161,True,True,True,,,2020-08-18 17:52:50,2020
141,11,active,2020-08-18 17:47:11+00:00,0,0,4,0,True,162,162,True,False,True,,,2020-08-18 17:52:50,2020
142,15,active,2020-08-18 17:25:20+00:00,0,0,4,0,True,163,163,True,True,True,,,2020-08-18 17:52:50,2020
143,8,active,2020-08-18 16:05:31+00:00,0,0,7,0,True,167,167,True,False,True,,,2020-08-18 17:52:50,2020
144,15,active,2020-08-18 17:32:04+00:00,0,0,4,0,True,169,169,True,False,True,,,2020-08-18 17:52:50,2020
145,10,active,2020-08-18 15:32:54+00:00,0,0,4,0,True,170,170,True,True,True,,,2020-08-18 17:52:50,2020
146,23,active,2020-08-18 12:07:00+00:00,0,0,0,0,True,171,171,True,True,True,,,2020-08-18 17:52:50,2020
147,5,active,2020-08-18 17:51:29+00:00,0,0,9,0,True,173,173,True,True,True,,,2020-08-18 17:52:50,2020
148,12,active,2020-08-18 16:40:49+00:00,0,0,3,0,True,174,174,True,False,True,,,2020-08-18 17:52:50,2020
149,9,active,2020-08-18 17:44:58+00:00,0,0,8,0,True,175,175,True,True,True,,,2020-08-18 17:52:50,2020
150,8,active,2020-08-18 17:40:54+00:00,0,0,7,0,True,176,176,True,False,True,,,2020-08-18 17:52:50,2020
151,11,active,2020-08-18 17:52:22+00:00,0,0,8,0,True,177,177,True,False,True,,,2020-08-18 17:52:50,2020
152,16,active,2020-08-18 17:45:38+00:00,0,0,3,0,True,178,178,True,False,True,,,2020-08-18 17:52:50,2020
153,6,active,2020-08-18 17:38:00+00:00,0,0,19,0,True,179,179,True,False,True,,,2020-08-18 17:52:50,2020
154,3,active,2020-08-18 14:22:20+00:00,0,0,16,0,True,180,180,True,False,True,,,2020-08-18 17:52:50,2020
155,11,active,2020-08-18 17:51:03+00:00,0,0,8,0,True,181,181,True,False,True,,,2020-08-18 17:52:50,2020
156,11,active,2020-08-18 17:45:36+00:00,0,0,8,0,True,182,182,True,True,True,,,2020-08-18 17:52:50,2020
157,4,active,2020-08-18 14:33:39+00:00,0,0,15,0,True,183,183,True,False,True,,,2020-08-18 17:52:50,2020
158,4,active,2020-08-18 17:12:01+00:00,0,0,15,0,True,184,184,True,False,True,,,2020-08-18 17:52:50,2020
159,11,active,2020-08-18 17:51:00+00:00,1,0,3,0,True,185,185,True,False,True,,,2020-08-18 17:52:50,2020
160,13,active,2020-08-18 16:21:46+00:00,0,0,2,0,True,186,186,True,True,True,,,2020-08-18 17:52:50,2020
161,4,active,2020-08-18 17:37:44+00:00,0,0,11,0,True,187,187,True,False,True,,,2020-08-18 17:52:50,2020
162,3,active,2020-08-18 13:00:28+00:00,0,0,12,0,True,188,188,True,False,True,,,2020-08-18 17:52:50,2020
163,6,active,2020-08-18 17:47:05+00:00,1,0,16,0,True,189,189,True,True,True,,,2020-08-18 17:52:50,2020
164,18,active,2020-08-18 17:49:40+00:00,1,0,18,0,True,190,190,True,False,True,,,2020-08-18 17:52:50,2020
165,13,active,2020-08-18 13:28:06+00:00,0,0,2,0,True,191,191,True,False,True,,,2020-08-18 17:52:50,2020
166,6,active,2020-08-18 17:04:15+00:00,0,0,13,0,True,192,192,True,False,True,,,2020-08-18 17:52:50,2020
167,9,active,2020-08-18 16:56:38+00:00,0,0,6,0,True,193,193,True,True,True,,,2020-08-18 17:52:50,2020
168,15,active,2020-08-18 17:21:46+00:00,3,0,1,0,True,194,194,True,False,True,,,2020-08-18 17:52:50,2020
169,20,active,2020-08-18 17:48:17+00:00,0,0,3,0,True,195,195,True,False,True,,,2020-08-18 17:52:50,2020
170,9,active,2020-08-18 17:21:47+00:00,0,0,1,0,True,196,196,True,False,True,,,2020-08-18 17:52:50,2020
171,8,active,2020-08-18 17:49:51+00:00,0,0,7,0,True,197,197,True,False,True,,,2020-08-18 17:52:50,2020
172,8,active,2020-08-18 15:32:08+00:00,0,0,7,0,True,199,199,True,False,True,,,2020-08-18 17:52:50,2020
173,5,active,2020-08-18 17:18:39+00:00,0,0,14,0,True,200,200,True,False,True,,,2020-08-18 17:52:50,2020
174,9,active,2020-08-18 15:21:00+00:00,0,0,6,0,True,201,201,True,False,True,,,2020-08-18 17:52:50,2020
175,10,active,2020-08-18 17:13:13+00:00,0,0,5,0,True,202,202,True,False,True,,,2020-08-18 17:52:50,2020
176,7,active,2020-08-18 08:39:35+00:00,0,0,8,0,True,203,203,True,False,True,,,2020-08-18 17:52:50,2020
177,12,active,2020-08-18 17:46:24+00:00,0,0,3,0,True,204,204,True,False,True,,,2020-08-18 17:52:50,2020
178,11,active,2020-08-18 17:34:04+00:00,0,0,4,0,True,205,205,True,False,True,,,2020-08-18 17:52:50,2020
179,4,active,2020-08-18 17:15:02+00:00,1,0,18,0,True,206,206,True,True,True,,,2020-08-18 17:52:50,2020
180,5,active,2020-08-18 17:35:12+00:00,0,0,10,0,True,208,208,True,True,True,,,2020-08-18 17:52:50,2020
181,1,active,2020-08-18 16:12:40+00:00,1,0,13,0,True,209,209,True,False,True,,,2020-08-18 17:52:50,2020
182,13,active,2020-08-18 17:43:01+00:00,1,0,1,0,True,210,210,True,False,True,,,2020-08-18 17:52:50,2020
183,18,active,2020-08-18 17:02:41+00:00,0,0,1,0,True,211,211,True,False,True,,,2020-08-18 17:52:50,2020
184,31,active,2020-08-18 17:34:00+00:00,0,0,2,0,True,212,212,True,False,True,,,2020-08-18 17:52:50,2020
185,12,active,2020-08-18 16:40:26+00:00,0,0,4,0,True,213,213,True,True,True,,,2020-08-18 17:52:50,2020
186,3,active,2020-08-18 17:30:34+00:00,0,0,12,0,True,214,214,True,False,True,,,2020-08-18 17:52:50,2020
187,3,active,2020-08-18 17:35:44+00:00,2,0,10,0,True,215,215,True,False,True,,,2020-08-18 17:52:50,2020
188,0,active,2020-08-18 08:04:08+00:00,0,0,19,0,True,216,216,True,False,True,,,2020-08-18 17:52:50,2020
189,11,active,2020-08-18 16:06:21+00:00,0,0,8,0,True,217,217,True,False,True,,,2020-08-18 17:52:50,2020
190,8,active,2020-08-18 17:02:03+00:00,2,0,5,0,True,218,218,True,False,True,,,2020-08-18 17:52:50,2020
191,11,active,2020-08-18 16:36:32+00:00,0,0,4,0,True,219,219,True,False,True,,,2020-08-18 17:52:50,2020
192,16,active,2020-08-18 17:31:24+00:00,1,0,2,0,True,221,221,True,False,True,,,2020-08-18 17:52:50,2020
193,12,active,2020-08-18 17:30:42+00:00,0,0,2,0,True,222,222,True,True,True,,,2020-08-18 17:52:50,2020
194,2,active,2020-08-18 17:21:41+00:00,1,0,14,0,True,224,224,True,False,True,,,2020-08-18 17:52:50,2020
195,8,active,2020-08-18 17:29:16+00:00,1,0,10,0,True,225,225,True,False,True,,,2020-08-18 17:52:50,2020
196,13,active,2020-08-18 15:43:02+00:00,1,0,1,0,True,226,226,True,False,True,,,2020-08-18 17:52:50,2020
197,14,active,2020-08-18 17:46:40+00:00,4,0,1,0,True,227,227,True,False,True,,,2020-08-18 17:52:50,2020
198,15,active,2020-08-18 17:00:31+00:00,0,0,4,0,True,228,228,True,False,True,,,2020-08-18 17:52:50,2020
199,8,active,2020-08-18 08:48:59+00:00,0,0,3,0,True,232,232,True,False,True,,,2020-08-18 17:52:50,2020
200,6,active,2020-08-18 17:37:45+00:00,1,0,8,0,True,233,233,True,False,True,,,2020-08-18 17:52:50,2020
201,13,active,2020-08-18 16:28:29+00:00,0,0,2,0,True,234,234,True,False,True,,,2020-08-18 17:52:50,2020
202,8,active,2020-08-18 17:12:25+00:00,0,0,7,0,True,235,235,True,False,True,,,2020-08-18 17:52:50,2020
203,9,active,2020-08-18 17:06:07+00:00,0,0,6,0,True,236,236,True,False,True,,,2020-08-18 17:52:50,2020
204,5,active,2020-08-18 16:19:54+00:00,0,0,10,0,True,239,239,True,False,True,,,2020-08-18 17:52:50,2020
205,8,active,2020-08-18 17:41:23+00:00,0,0,7,0,True,255,255,True,False,True,,,2020-08-18 17:52:50,2020
206,7,active,2020-08-18 11:20:18+00:00,0,0,8,0,True,258,258,True,False,True,,,2020-08-18 17:52:50,2020
207,5,active,2020-08-18 17:28:18+00:00,0,0,10,0,True,259,259,True,False,True,,,2020-08-18 17:52:50,2020
208,10,active,2020-08-18 10:37:49+00:00,0,0,5,0,True,260,260,True,False,True,,,2020-08-18 17:52:50,2020
209,3,active,2020-08-18 17:46:16+00:00,1,0,11,0,True,271,271,True,False,True,,,2020-08-18 17:52:50,2020
210,9,active,2020-08-18 16:44:29+00:00,0,0,10,0,True,272,272,True,False,True,,,2020-08-18 17:52:50,2020
211,19,active,2020-08-18 17:23:48+00:00,0,0,21,0,True,273,273,True,False,True,,,2020-08-18 17:52:50,2020
212,3,active,2020-08-18 15:50:18+00:00,0,0,16,0,True,279,279,True,False,True,,,2020-08-18 17:52:50,2020
213,15,active,2020-08-18 15:41:25+00:00,0,0,4,0,True,280,280,True,False,True,,,2020-08-18 17:52:50,2020
214,8,active,2020-08-18 17:33:05+00:00,0,0,7,0,True,282,282,True,False,True,,,2020-08-18 17:52:50,2020
215,10,active,2020-08-18 17:43:36+00:00,1,0,12,0,True,296,296,True,False,True,,,2020-08-18 17:52:50,2020
216,4,active,2020-08-18 17:24:27+00:00,0,0,15,0,True,318,318,True,False,True,,,2020-08-18 17:52:50,2020
217,20,active,2020-08-18 17:12:49+00:00,0,0,5,0,True,319,319,True,False,True,,,2020-08-18 17:52:50,2020
