,station_id,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_renting,num_bikes_disabled,is_installed,station_status,last_reported,num_bikes_available,legacy_id,is_returning,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,11,False,0,True,0,True,active,2020-08-06 12:48:11+00:00,4,3,True,0,,,2020-08-06 13:01:05,2020
1,4,5,False,0,True,0,True,active,2020-08-06 12:55:21+00:00,14,4,True,0,,,2020-08-06 13:01:05,2020
2,5,9,False,0,True,0,True,active,2020-08-06 12:46:22+00:00,6,5,True,0,,,2020-08-06 13:01:05,2020
3,6,2,False,0,True,1,True,active,2020-08-06 12:59:53+00:00,12,6,True,0,,,2020-08-06 13:01:05,2020
4,7,11,False,0,True,0,True,active,2020-08-06 12:59:11+00:00,4,7,True,0,,,2020-08-06 13:01:05,2020
5,8,13,False,0,True,1,True,active,2020-08-06 12:56:43+00:00,5,8,True,0,,,2020-08-06 13:01:05,2020
6,9,1,False,0,True,0,True,active,2020-08-06 12:34:25+00:00,14,9,True,0,,,2020-08-06 13:01:05,2020
7,10,6,False,0,True,0,True,active,2020-08-06 12:32:56+00:00,5,10,True,0,,,2020-08-06 13:01:05,2020
8,11,9,False,0,True,1,True,active,2020-08-06 12:55:49+00:00,5,11,True,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 79, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'region': 'BOS', 'active': True, 'off_dock_count': 68, 'dock_blocked_count': 0}",2020-08-06 13:01:05,2020
9,12,4,True,0,True,0,True,active,2020-08-06 12:57:18+00:00,14,12,True,0,,,2020-08-06 13:01:05,2020
10,13,12,False,0,True,1,True,active,2020-08-06 13:00:22+00:00,6,13,True,0,,,2020-08-06 13:01:05,2020
11,14,4,False,0,True,1,True,active,2020-08-06 12:53:41+00:00,20,14,True,0,,,2020-08-06 13:01:05,2020
12,15,10,False,0,True,0,True,active,2020-08-06 12:47:45+00:00,5,15,True,0,,,2020-08-06 13:01:05,2020
13,16,16,True,0,True,0,True,active,2020-08-06 12:53:09+00:00,3,16,True,0,,,2020-08-06 13:01:05,2020
14,17,15,False,0,True,0,True,active,2020-08-06 12:58:42+00:00,0,17,True,0,,,2020-08-06 13:01:05,2020
15,19,9,False,0,True,0,True,active,2020-08-06 12:50:25+00:00,6,19,True,0,,,2020-08-06 13:01:05,2020
