,station_id,is_renting,num_ebikes_available,num_bikes_disabled,eightd_has_available_keys,last_reported,num_docks_disabled,is_returning,legacy_id,is_installed,num_bikes_available,num_docks_available,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,True,0,0,False,2020-08-01 03:22:32+00:00,0,True,3,True,0,15,active,,,2020-08-01 03:27:45,2020
1,4,True,0,0,False,2020-08-01 03:24:46+00:00,0,True,4,True,0,19,active,,,2020-08-01 03:27:45,2020
2,5,True,0,0,False,2020-08-01 02:35:51+00:00,0,True,5,True,2,13,active,,,2020-08-01 03:27:45,2020
3,6,True,0,0,False,2020-08-01 03:20:02+00:00,0,True,6,True,1,14,active,,,2020-08-01 03:27:45,2020
4,7,True,0,0,False,2020-08-01 03:22:25+00:00,0,True,7,True,8,7,active,,,2020-08-01 03:27:45,2020
5,8,True,0,2,False,2020-08-01 02:37:46+00:00,0,True,8,True,10,7,active,,,2020-08-01 03:27:45,2020
6,9,True,0,0,False,2020-08-01 03:04:25+00:00,0,True,9,True,13,2,active,,,2020-08-01 03:27:45,2020
7,10,True,0,1,False,2020-08-01 03:05:12+00:00,0,True,10,True,4,6,active,,,2020-08-01 03:27:45,2020
8,11,True,0,1,False,2020-08-01 03:27:18+00:00,0,True,11,True,2,12,active,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 50, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 20, 'active': True, 'dock_blocked_count': 0, 'valet_revision': 75, 'region': 'BOS'}",2020-08-01 03:27:45,2020
9,12,True,0,2,True,2020-08-01 03:27:14+00:00,0,True,12,True,3,13,active,,,2020-08-01 03:27:45,2020
10,13,True,0,0,False,2020-08-01 03:03:43+00:00,0,True,13,True,5,14,active,,,2020-08-01 03:27:45,2020
11,14,True,0,0,False,2020-08-01 02:04:01+00:00,0,True,14,True,0,25,active,,,2020-08-01 03:27:45,2020
12,15,True,0,3,False,2020-08-01 03:26:52+00:00,0,True,15,True,9,3,active,,,2020-08-01 03:27:45,2020
13,16,True,0,2,True,2020-08-01 03:12:20+00:00,0,True,16,True,12,5,active,,,2020-08-01 03:27:45,2020
14,17,True,0,0,False,2020-08-01 03:23:47+00:00,0,True,17,True,2,13,active,,,2020-08-01 03:27:45,2020
15,19,True,0,0,False,2020-08-01 02:59:01+00:00,0,True,19,True,14,1,active,,,2020-08-01 03:27:45,2020
16,20,True,0,0,True,2020-08-01 03:06:21+00:00,0,True,20,True,2,21,active,,,2020-08-01 03:27:45,2020
17,21,True,0,0,True,2020-08-01 02:47:58+00:00,0,True,21,True,3,15,active,,,2020-08-01 03:27:45,2020
18,22,True,0,2,True,2020-08-01 02:02:45+00:00,0,True,22,True,24,21,active,,,2020-08-01 03:27:45,2020
19,23,True,0,0,True,2020-08-01 03:20:08+00:00,0,True,23,True,12,9,active,,,2020-08-01 03:27:45,2020
20,24,True,0,0,False,2020-08-01 02:54:02+00:00,0,True,24,True,0,19,active,,,2020-08-01 03:27:45,2020
21,25,True,0,1,False,2020-08-01 02:47:49+00:00,0,True,25,True,10,4,active,,,2020-08-01 03:27:45,2020
22,26,True,0,0,False,2020-08-01 03:25:23+00:00,0,True,26,True,11,4,active,,,2020-08-01 03:27:45,2020
23,27,True,0,2,False,2020-08-01 03:13:15+00:00,0,True,27,True,2,19,active,,,2020-08-01 03:27:45,2020
24,29,True,0,0,False,2020-07-31 16:37:02+00:00,0,True,29,True,8,7,active,,,2020-08-01 03:27:45,2020
25,30,True,0,1,False,2020-08-01 03:27:31+00:00,0,True,30,True,2,12,active,,,2020-08-01 03:27:45,2020
26,31,True,0,0,True,2020-08-01 02:39:54+00:00,0,True,31,True,15,4,active,,,2020-08-01 03:27:45,2020
27,32,True,0,4,False,2020-08-01 03:25:31+00:00,0,True,32,True,0,11,active,,,2020-08-01 03:27:45,2020
28,33,True,0,0,False,2020-08-01 03:24:22+00:00,0,True,33,True,16,11,active,,,2020-08-01 03:27:45,2020
29,35,True,0,2,False,2020-08-01 02:58:19+00:00,0,True,35,True,4,17,active,,,2020-08-01 03:27:45,2020
30,36,True,0,0,True,2020-08-01 03:26:21+00:00,0,True,36,True,3,30,active,,,2020-08-01 03:27:45,2020
31,37,True,0,0,True,2020-08-01 02:07:20+00:00,0,True,37,True,2,13,active,,,2020-08-01 03:27:45,2020
32,39,True,0,1,False,2020-08-01 03:00:46+00:00,0,True,39,True,14,8,active,,,2020-08-01 03:27:45,2020
33,40,True,0,0,False,2020-08-01 03:18:19+00:00,0,True,40,True,18,1,active,,,2020-08-01 03:27:45,2020
34,41,True,0,1,True,2020-08-01 03:23:05+00:00,0,True,41,True,25,1,active,,,2020-08-01 03:27:45,2020
35,42,True,0,0,False,2020-08-01 02:31:40+00:00,0,True,42,True,21,2,active,,,2020-08-01 03:27:45,2020
36,43,True,0,0,True,2020-08-01 03:08:59+00:00,0,True,43,True,9,6,active,,,2020-08-01 03:27:45,2020
37,44,True,0,0,False,2020-08-01 03:19:02+00:00,0,True,44,True,1,22,active,,,2020-08-01 03:27:45,2020
38,46,True,0,0,False,2020-08-01 03:23:16+00:00,0,True,46,True,9,10,active,,,2020-08-01 03:27:45,2020
39,47,True,0,0,True,2020-08-01 03:23:07+00:00,0,True,47,True,4,15,active,,,2020-08-01 03:27:45,2020
40,48,True,0,0,False,2020-08-01 02:26:07+00:00,0,True,48,True,6,13,active,,,2020-08-01 03:27:45,2020
41,49,True,0,0,False,2020-08-01 03:21:50+00:00,0,True,49,True,5,13,active,,,2020-08-01 03:27:45,2020
42,50,True,0,0,True,2020-08-01 02:07:44+00:00,0,True,50,True,0,15,active,,,2020-08-01 03:27:45,2020
43,51,True,0,2,False,2020-08-01 02:48:01+00:00,0,True,51,True,7,6,active,,,2020-08-01 03:27:45,2020
44,52,True,0,1,True,2020-08-01 03:13:38+00:00,0,True,52,True,5,17,active,,,2020-08-01 03:27:45,2020
45,53,True,0,1,False,2020-08-01 03:27:15+00:00,0,True,53,True,9,9,active,,,2020-08-01 03:27:45,2020
46,54,True,0,0,False,2020-08-01 02:38:47+00:00,0,True,54,True,7,8,active,,,2020-08-01 03:27:45,2020
47,55,True,0,3,False,2020-08-01 03:15:55+00:00,0,True,55,True,3,9,active,,,2020-08-01 03:27:45,2020
48,56,True,0,0,True,2020-08-01 02:55:40+00:00,0,True,56,True,10,8,active,,,2020-08-01 03:27:45,2020
49,57,True,0,0,True,2020-08-01 02:54:30+00:00,0,True,57,True,13,1,active,,,2020-08-01 03:27:45,2020
50,58,True,0,0,True,2020-08-01 03:26:44+00:00,0,True,58,True,15,4,active,,,2020-08-01 03:27:45,2020
51,59,True,0,0,False,2020-08-01 03:18:33+00:00,0,True,59,True,8,11,active,,,2020-08-01 03:27:45,2020
52,60,True,0,2,False,2020-08-01 03:21:39+00:00,0,True,60,True,13,4,active,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_capacity': 40, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_count': 2, 'active': True, 'dock_blocked_count': 0, 'valet_revision': 63, 'region': 'BOS'}",2020-08-01 03:27:45,2020
53,61,True,0,0,False,2020-08-01 03:23:03+00:00,0,True,61,True,0,19,active,,,2020-08-01 03:27:45,2020
54,63,True,0,0,False,2020-08-01 03:12:05+00:00,0,True,63,True,3,12,active,,,2020-08-01 03:27:45,2020
55,64,True,0,1,False,2020-08-01 03:15:55+00:00,0,True,64,True,8,10,active,,,2020-08-01 03:27:45,2020
56,65,True,0,0,False,2020-08-01 03:09:08+00:00,0,True,65,True,12,11,active,,,2020-08-01 03:27:45,2020
57,66,True,0,1,False,2020-08-01 03:25:50+00:00,0,True,66,True,9,5,active,,,2020-08-01 03:27:45,2020
58,67,True,0,2,True,2020-08-01 03:19:16+00:00,0,True,67,True,0,25,active,,,2020-08-01 03:27:45,2020
59,68,True,0,1,True,2020-08-01 03:14:01+00:00,0,True,68,True,9,9,active,,,2020-08-01 03:27:45,2020
60,69,True,0,0,True,2020-08-01 03:21:47+00:00,0,True,69,True,13,6,active,,,2020-08-01 03:27:45,2020
61,70,True,0,1,False,2020-08-01 03:04:58+00:00,0,True,70,True,20,2,active,,,2020-08-01 03:27:45,2020
62,71,True,0,0,False,2020-08-01 02:57:07+00:00,0,True,71,True,20,3,active,,,2020-08-01 03:27:45,2020
63,72,True,0,0,False,2020-08-01 02:52:22+00:00,0,True,72,True,0,23,active,,,2020-08-01 03:27:45,2020
64,73,True,0,0,False,2020-08-01 03:27:34+00:00,0,True,73,True,11,4,active,,,2020-08-01 03:27:45,2020
65,74,True,0,1,True,2020-08-01 03:22:58+00:00,0,True,74,True,8,10,active,,,2020-08-01 03:27:45,2020
66,75,True,0,0,False,2020-08-01 02:47:44+00:00,0,True,75,True,1,14,active,,,2020-08-01 03:27:45,2020
67,76,True,0,1,False,2020-08-01 03:04:28+00:00,0,True,76,True,14,2,active,,,2020-08-01 03:27:45,2020
68,77,True,0,1,False,2020-08-01 01:54:17+00:00,0,True,77,True,7,7,active,,,2020-08-01 03:27:45,2020
69,78,True,0,2,False,2020-08-01 03:27:37+00:00,0,True,78,True,15,2,active,,,2020-08-01 03:27:45,2020
70,79,True,0,0,False,2020-08-01 03:26:25+00:00,0,True,79,True,12,7,active,,,2020-08-01 03:27:45,2020
71,80,True,0,2,False,2020-08-01 03:00:45+00:00,0,True,80,True,0,33,active,,,2020-08-01 03:27:45,2020
72,81,True,0,0,False,2020-08-01 03:02:28+00:00,0,True,81,True,2,17,active,,,2020-08-01 03:27:45,2020
73,82,True,0,0,False,2020-07-31 23:34:40+00:00,0,True,82,True,6,9,active,,,2020-08-01 03:27:45,2020
74,84,True,0,0,False,2020-08-01 02:36:01+00:00,0,True,84,True,1,14,active,,,2020-08-01 03:27:45,2020
75,85,True,0,0,False,2020-08-01 00:16:04+00:00,0,True,85,True,0,19,active,,,2020-08-01 03:27:45,2020
76,86,True,0,0,False,2020-08-01 03:15:30+00:00,0,True,86,True,5,14,active,,,2020-08-01 03:27:45,2020
77,87,True,0,1,False,2020-08-01 03:19:11+00:00,0,True,87,True,13,1,active,,,2020-08-01 03:27:45,2020
78,89,True,0,0,False,2020-08-01 02:41:19+00:00,0,True,89,True,19,0,active,,,2020-08-01 03:27:45,2020
79,90,True,0,0,False,2020-08-01 03:19:32+00:00,0,True,90,True,5,14,active,,,2020-08-01 03:27:45,2020
