,num_docks_available,num_bikes_disabled,num_bikes_available,station_status,num_ebikes_available,num_docks_disabled,station_id,is_renting,is_returning,legacy_id,eightd_has_available_keys,last_reported,is_installed,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,0,15,active,0,0,3,True,True,3,False,2020-08-21 19:39:14+00:00,True,,,2020-08-21 20:06:55,2020
1,7,0,12,active,0,0,4,True,True,4,False,2020-08-21 19:57:19+00:00,True,,,2020-08-21 20:06:55,2020
2,8,0,7,active,0,0,5,True,True,5,False,2020-08-21 20:04:00+00:00,True,,,2020-08-21 20:06:55,2020
3,7,2,6,active,0,0,6,True,True,6,False,2020-08-21 20:02:22+00:00,True,,,2020-08-21 20:06:55,2020
4,13,0,2,active,0,0,7,True,True,7,False,2020-08-21 20:04:53+00:00,True,,,2020-08-21 20:06:55,2020
5,13,2,4,active,0,0,8,True,True,8,False,2020-08-21 19:40:46+00:00,True,,,2020-08-21 20:06:55,2020
6,13,1,1,active,0,0,9,True,True,9,False,2020-08-21 19:57:51+00:00,True,,,2020-08-21 20:06:55,2020
7,10,0,1,active,0,0,10,True,True,10,False,2020-08-21 19:56:59+00:00,True,,,2020-08-21 20:06:55,2020
8,8,0,7,active,0,0,11,True,True,11,False,2020-08-21 20:04:47+00:00,True,"{'off_dock_capacity': 50, 'region': 'BOS', 'valet_revision': 100, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 64, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-21 20:06:55,2020
9,8,1,9,active,0,0,12,True,True,12,True,2020-08-21 20:03:08+00:00,True,,,2020-08-21 20:06:55,2020
10,10,0,9,active,0,0,13,True,True,13,False,2020-08-21 20:06:41+00:00,True,,,2020-08-21 20:06:55,2020
11,6,2,17,active,0,0,14,True,True,14,False,2020-08-21 19:59:12+00:00,True,,,2020-08-21 20:06:55,2020
12,4,0,11,active,0,0,15,True,True,15,False,2020-08-21 19:25:42+00:00,True,,,2020-08-21 20:06:55,2020
13,9,0,10,active,0,0,16,True,True,16,True,2020-08-21 20:06:53+00:00,True,,,2020-08-21 20:06:55,2020
14,13,0,2,active,0,0,17,True,True,17,False,2020-08-21 20:01:00+00:00,True,,,2020-08-21 20:06:55,2020
15,14,0,1,active,0,0,19,True,True,19,False,2020-08-21 19:52:52+00:00,True,,,2020-08-21 20:06:55,2020
16,4,0,19,active,0,0,20,True,True,20,True,2020-08-21 20:06:25+00:00,True,,,2020-08-21 20:06:55,2020
17,10,0,8,active,0,0,21,True,True,21,True,2020-08-21 20:02:17+00:00,True,,,2020-08-21 20:06:55,2020
18,33,1,13,active,0,0,22,True,True,22,True,2020-08-21 19:48:18+00:00,True,,,2020-08-21 20:06:55,2020
19,3,0,18,active,0,0,23,True,True,23,False,2020-08-21 20:04:20+00:00,True,,,2020-08-21 20:06:55,2020
20,10,0,9,active,0,0,24,True,True,24,False,2020-08-21 20:04:58+00:00,True,,,2020-08-21 20:06:55,2020
21,11,0,4,active,0,0,25,True,True,25,False,2020-08-21 19:40:19+00:00,True,,,2020-08-21 20:06:55,2020
22,6,0,9,active,0,0,26,True,True,26,False,2020-08-21 19:56:47+00:00,True,,,2020-08-21 20:06:55,2020
23,14,0,9,active,0,0,27,True,True,27,False,2020-08-21 19:55:23+00:00,True,,,2020-08-21 20:06:55,2020
24,11,0,4,active,0,0,29,True,True,29,False,2020-08-21 18:41:14+00:00,True,,,2020-08-21 20:06:55,2020
25,1,0,14,active,0,0,30,True,True,30,False,2020-08-21 19:24:41+00:00,True,,,2020-08-21 20:06:55,2020
26,17,0,2,active,0,0,31,True,True,31,True,2020-08-21 20:02:52+00:00,True,,,2020-08-21 20:06:55,2020
27,9,1,5,active,0,0,32,True,True,32,False,2020-08-21 19:42:07+00:00,True,,,2020-08-21 20:06:55,2020
28,14,0,13,active,0,0,33,True,True,33,True,2020-08-21 19:59:42+00:00,True,,,2020-08-21 20:06:55,2020
29,12,0,11,active,0,0,35,True,True,35,False,2020-08-21 19:55:15+00:00,True,,,2020-08-21 20:06:55,2020
30,12,0,21,active,0,0,36,True,True,36,True,2020-08-21 20:06:20+00:00,True,,,2020-08-21 20:06:55,2020
31,9,0,6,active,0,0,37,True,True,37,True,2020-08-21 19:30:31+00:00,True,,,2020-08-21 20:06:55,2020
32,15,0,8,active,0,0,39,True,True,39,False,2020-08-21 19:59:29+00:00,True,,,2020-08-21 20:06:55,2020
33,9,2,8,active,0,0,40,True,True,40,False,2020-08-21 20:05:27+00:00,True,,,2020-08-21 20:06:55,2020
34,14,1,12,active,0,0,41,True,True,41,True,2020-08-21 20:04:33+00:00,True,,,2020-08-21 20:06:55,2020
35,13,0,10,active,0,0,42,True,True,42,False,2020-08-21 20:06:14+00:00,True,,,2020-08-21 20:06:55,2020
36,12,0,3,active,0,0,43,True,True,43,True,2020-08-21 19:30:02+00:00,True,,,2020-08-21 20:06:55,2020
37,10,0,13,active,0,0,44,True,True,44,False,2020-08-21 19:56:28+00:00,True,,,2020-08-21 20:06:55,2020
38,1,0,18,active,0,0,46,True,True,46,False,2020-08-21 20:01:57+00:00,True,,,2020-08-21 20:06:55,2020
39,15,0,4,active,0,0,47,True,True,47,True,2020-08-21 19:57:37+00:00,True,,,2020-08-21 20:06:55,2020
40,6,0,13,active,0,0,48,True,True,48,False,2020-08-21 19:57:52+00:00,True,,,2020-08-21 20:06:55,2020
41,1,1,16,active,0,0,49,True,True,49,False,2020-08-21 19:51:41+00:00,True,,,2020-08-21 20:06:55,2020
42,1,1,13,active,0,0,50,True,True,50,True,2020-08-21 19:48:26+00:00,True,,,2020-08-21 20:06:55,2020
43,10,1,4,active,0,0,51,True,True,51,False,2020-08-21 19:53:34+00:00,True,,,2020-08-21 20:06:55,2020
44,15,1,7,active,0,0,52,True,True,52,True,2020-08-21 19:47:07+00:00,True,,,2020-08-21 20:06:55,2020
45,9,0,10,active,0,0,53,True,True,53,False,2020-08-21 20:04:19+00:00,True,,,2020-08-21 20:06:55,2020
46,9,0,6,active,0,0,54,True,True,54,False,2020-08-21 19:43:46+00:00,True,,,2020-08-21 20:06:55,2020
47,2,0,13,active,0,0,55,True,True,55,False,2020-08-21 20:05:34+00:00,True,,,2020-08-21 20:06:55,2020
48,10,0,8,active,0,0,56,True,True,56,True,2020-08-21 19:17:24+00:00,True,,,2020-08-21 20:06:55,2020
49,6,1,7,active,0,0,57,True,True,57,True,2020-08-21 19:52:36+00:00,True,,,2020-08-21 20:06:55,2020
50,15,1,3,active,0,0,58,True,True,58,True,2020-08-21 20:06:48+00:00,True,,,2020-08-21 20:06:55,2020
51,18,0,1,active,0,0,59,True,True,59,True,2020-08-21 19:40:46+00:00,True,,,2020-08-21 20:06:55,2020
52,10,3,6,active,0,0,60,True,True,60,False,2020-08-21 20:06:09+00:00,True,"{'off_dock_capacity': 40, 'region': 'BOS', 'valet_revision': 89, 'active': True, 'dock_blocked_count': 0, 'off_dock_count': 26, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],2020-08-21 20:06:55,2020
53,4,0,15,active,0,0,61,True,True,61,False,2020-08-21 20:04:33+00:00,True,,,2020-08-21 20:06:55,2020
54,13,0,2,active,0,0,63,True,True,63,False,2020-08-21 19:27:57+00:00,True,,,2020-08-21 20:06:55,2020
55,4,0,15,active,0,0,64,False,False,64,False,2020-08-21 18:59:24+00:00,True,,,2020-08-21 20:06:55,2020
56,12,0,11,active,0,0,65,True,True,65,False,2020-08-21 19:56:01+00:00,True,,,2020-08-21 20:06:55,2020
57,14,0,1,active,0,0,66,True,True,66,False,2020-08-21 20:03:25+00:00,True,,,2020-08-21 20:06:55,2020
58,16,0,11,active,0,0,67,True,True,67,True,2020-08-21 20:02:39+00:00,True,,,2020-08-21 20:06:55,2020
59,1,1,17,active,0,0,68,True,True,68,True,2020-08-21 20:05:45+00:00,True,,,2020-08-21 20:06:55,2020
60,5,0,14,active,0,0,69,True,True,69,True,2020-08-21 20:03:20+00:00,True,,,2020-08-21 20:06:55,2020
61,11,0,12,active,0,0,70,True,True,70,False,2020-08-21 20:04:27+00:00,True,,,2020-08-21 20:06:55,2020
62,7,1,15,active,0,0,71,True,True,71,False,2020-08-21 19:41:36+00:00,True,,,2020-08-21 20:06:55,2020
63,18,0,5,active,0,0,72,True,True,72,False,2020-08-21 20:03:07+00:00,True,,,2020-08-21 20:06:55,2020
64,5,0,10,active,0,0,73,True,True,73,False,2020-08-21 20:03:55+00:00,True,,,2020-08-21 20:06:55,2020
65,3,0,16,active,0,0,74,True,True,74,True,2020-08-21 20:05:08+00:00,True,,,2020-08-21 20:06:55,2020
66,11,0,4,active,0,0,75,True,True,75,False,2020-08-21 19:48:57+00:00,True,,,2020-08-21 20:06:55,2020
67,16,0,1,active,0,0,76,True,True,76,False,2020-08-21 20:05:11+00:00,True,,,2020-08-21 20:06:55,2020
68,15,0,0,active,0,0,77,True,True,77,False,2020-08-21 19:15:05+00:00,True,,,2020-08-21 20:06:55,2020
69,0,0,19,active,0,0,78,True,True,78,False,2020-08-21 20:04:07+00:00,True,,,2020-08-21 20:06:55,2020
70,15,1,3,active,0,0,79,True,True,79,False,2020-08-21 20:00:32+00:00,True,,,2020-08-21 20:06:55,2020
