,station_id,num_bikes_available,num_ebikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,3,2,0,0,13,0,True,True,True,2020-03-13 11:09:35+00:00,True,2020-03-13 11:26:31,2020
1,4,17,0,0,2,0,True,True,True,2020-03-13 11:03:51+00:00,False,2020-03-13 11:26:31,2020
2,5,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 11:26:31,1970
3,6,1,0,0,14,0,True,True,True,2020-03-13 11:24:46+00:00,False,2020-03-13 11:26:31,2020
4,7,2,0,0,13,0,True,True,True,2020-03-13 08:41:33+00:00,False,2020-03-13 11:26:31,2020
5,8,10,0,1,8,0,True,True,True,2020-03-13 08:30:30+00:00,False,2020-03-13 11:26:31,2020
6,9,5,0,1,9,0,True,True,True,2020-03-13 10:54:07+00:00,False,2020-03-13 11:26:31,2020
7,10,5,0,0,6,0,True,True,True,2020-03-13 08:11:01+00:00,False,2020-03-13 11:26:31,2020
8,11,11,0,0,4,0,True,True,True,2020-03-13 11:17:15+00:00,False,2020-03-13 11:26:31,2020
9,12,1,0,0,17,0,True,True,True,2020-03-13 09:25:50+00:00,True,2020-03-13 11:26:31,2020
10,13,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 11:26:31,1970
11,14,5,0,0,20,0,True,True,True,2020-03-13 10:59:47+00:00,False,2020-03-13 11:26:31,2020
12,15,15,0,0,0,0,True,True,True,2020-03-13 08:15:55+00:00,False,2020-03-13 11:26:31,2020
13,16,13,0,0,6,0,True,True,True,2020-03-13 11:25:27+00:00,True,2020-03-13 11:26:31,2020
14,17,6,0,0,9,0,True,True,True,2020-03-13 08:46:08+00:00,False,2020-03-13 11:26:31,2020
15,19,10,0,2,3,0,True,True,True,2020-03-13 11:23:42+00:00,False,2020-03-13 11:26:31,2020
16,20,16,0,0,7,0,True,True,True,2020-03-13 08:58:14+00:00,True,2020-03-13 11:26:31,2020
17,21,2,0,1,15,0,True,True,True,2020-03-13 11:24:59+00:00,True,2020-03-13 11:26:31,2020
18,22,39,0,0,8,0,True,True,True,2020-03-13 11:17:25+00:00,True,2020-03-13 11:26:31,2020
19,23,2,0,0,19,0,True,True,True,2020-03-13 10:48:04+00:00,True,2020-03-13 11:26:31,2020
20,24,16,0,0,3,0,True,True,True,2020-03-13 11:04:34+00:00,False,2020-03-13 11:26:31,2020
21,25,8,0,0,7,0,True,True,True,2020-03-13 10:21:46+00:00,False,2020-03-13 11:26:31,2020
22,26,6,0,0,9,0,True,True,True,2020-03-13 11:18:13+00:00,False,2020-03-13 11:26:31,2020
23,27,12,0,0,11,0,True,True,True,2020-03-13 10:54:50+00:00,False,2020-03-13 11:26:31,2020
24,29,5,0,0,10,0,True,True,True,2020-03-13 08:25:39+00:00,False,2020-03-13 11:26:31,2020
25,30,2,0,0,13,0,True,True,True,2020-03-13 10:41:50+00:00,False,2020-03-13 11:26:31,2020
26,31,3,0,1,15,0,True,True,True,2020-03-13 09:39:41+00:00,False,2020-03-13 11:26:31,2020
27,32,0,0,0,0,0,False,False,False,1970-01-02 00:00:00+00:00,False,2020-03-13 11:26:31,1970
28,33,0,0,11,0,16,True,True,True,2020-03-13 11:21:24+00:00,True,2020-03-13 11:26:31,2020
29,35,0,0,0,3,0,False,False,False,2019-11-18 21:05:37+00:00,False,2020-03-13 11:26:31,2019
30,36,9,0,0,24,0,True,True,True,2020-03-13 10:55:40+00:00,True,2020-03-13 11:26:31,2020
31,37,2,0,1,12,0,True,True,True,2020-03-13 09:41:47+00:00,True,2020-03-13 11:26:31,2020
32,39,9,0,0,14,0,True,True,True,2020-03-13 10:50:30+00:00,False,2020-03-13 11:26:31,2020
