,station_status,num_bikes_available,num_ebikes_available,is_returning,last_reported,num_bikes_disabled,station_id,legacy_id,num_docks_available,num_docks_disabled,is_installed,is_renting,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
164,active,21,0,True,2020-08-19 05:30:01+00:00,2,190,190,14,0,True,True,True,2020-08-19 07:29:45,2020
165,active,4,0,True,2020-08-19 02:41:04+00:00,0,191,191,11,0,True,True,False,2020-08-19 07:29:45,2020
166,active,0,0,True,2020-08-18 23:56:26+00:00,0,192,192,19,0,True,True,False,2020-08-19 07:29:45,2020
167,active,4,0,True,2020-08-19 05:58:19+00:00,0,193,193,11,0,True,True,True,2020-08-19 07:29:45,2020
168,active,1,0,True,2020-08-19 06:30:44+00:00,3,194,194,15,0,True,True,False,2020-08-19 07:29:45,2020
169,active,15,0,True,2020-08-19 04:15:32+00:00,1,195,195,7,0,True,True,False,2020-08-19 07:29:45,2020
170,active,0,0,True,2020-08-19 01:13:46+00:00,0,196,196,10,0,True,True,False,2020-08-19 07:29:45,2020
171,active,8,0,True,2020-08-19 05:18:04+00:00,1,197,197,6,0,True,True,False,2020-08-19 07:29:45,2020
172,active,11,0,True,2020-08-19 01:27:28+00:00,0,199,199,4,0,True,True,False,2020-08-19 07:29:45,2020
173,active,17,0,True,2020-08-19 06:00:07+00:00,0,200,200,2,0,True,True,False,2020-08-19 07:29:45,2020
174,active,3,0,True,2020-08-19 05:21:50+00:00,0,201,201,12,0,True,True,False,2020-08-19 07:29:45,2020
175,active,2,0,True,2020-08-18 23:32:32+00:00,0,202,202,13,0,True,True,False,2020-08-19 07:29:45,2020
176,active,6,0,True,2020-08-18 22:44:51+00:00,1,203,203,8,0,True,True,False,2020-08-19 07:29:45,2020
177,active,1,0,True,2020-08-19 00:14:31+00:00,0,204,204,14,0,True,True,False,2020-08-19 07:29:45,2020
178,active,4,0,True,2020-08-18 23:29:38+00:00,0,205,205,11,0,True,True,False,2020-08-19 07:29:45,2020
179,active,3,0,True,2020-08-19 05:07:15+00:00,1,206,206,19,0,True,True,True,2020-08-19 07:29:45,2020
180,active,13,0,True,2020-08-19 03:51:53+00:00,0,208,208,2,0,True,True,True,2020-08-19 07:29:45,2020
181,active,13,0,True,2020-08-19 01:54:46+00:00,1,209,209,1,0,True,True,False,2020-08-19 07:29:45,2020
182,active,7,0,True,2020-08-19 02:43:49+00:00,1,210,210,7,0,True,True,False,2020-08-19 07:29:45,2020
183,active,4,0,True,2020-08-19 01:25:35+00:00,0,211,211,15,0,True,True,False,2020-08-19 07:29:45,2020
184,active,2,0,True,2020-08-19 05:04:14+00:00,0,212,212,31,0,True,True,False,2020-08-19 07:29:45,2020
185,active,0,0,True,2020-08-18 21:21:10+00:00,0,213,213,16,0,True,True,True,2020-08-19 07:29:45,2020
186,active,13,0,True,2020-08-19 05:24:26+00:00,0,214,214,2,0,True,True,False,2020-08-19 07:29:45,2020
187,active,12,0,True,2020-08-19 02:57:55+00:00,2,215,215,1,0,True,True,False,2020-08-19 07:29:45,2020
188,active,19,0,False,2020-08-18 23:12:50+00:00,0,216,216,0,0,True,False,False,2020-08-19 07:29:45,2020
189,active,4,0,True,2020-08-19 05:03:03+00:00,1,217,217,14,0,True,True,False,2020-08-19 07:29:45,2020
190,active,0,0,True,2020-08-19 04:17:37+00:00,3,218,218,12,0,True,True,False,2020-08-19 07:29:45,2020
191,active,2,0,True,2020-08-18 21:48:43+00:00,0,219,219,13,0,True,True,False,2020-08-19 07:29:45,2020
192,active,9,0,True,2020-08-19 03:40:47+00:00,1,221,221,9,0,True,True,False,2020-08-19 07:29:45,2020
193,active,3,0,True,2020-08-19 02:15:32+00:00,0,222,222,11,0,True,True,True,2020-08-19 07:29:45,2020
194,active,12,0,True,2020-08-18 23:06:42+00:00,1,224,224,4,0,True,True,False,2020-08-19 07:29:45,2020
195,active,11,0,True,2020-08-19 04:52:29+00:00,1,225,225,7,0,True,True,False,2020-08-19 07:29:45,2020
196,active,10,0,True,2020-08-19 05:48:28+00:00,1,226,226,4,0,True,True,False,2020-08-19 07:29:45,2020
197,active,0,0,True,2020-08-19 04:24:50+00:00,0,227,227,19,0,True,True,False,2020-08-19 07:29:45,2020
198,active,3,0,True,2020-08-19 00:26:03+00:00,0,228,228,16,0,True,True,False,2020-08-19 07:29:45,2020
199,active,2,0,True,2020-08-19 04:06:06+00:00,0,232,232,9,0,True,True,False,2020-08-19 07:29:45,2020
200,active,5,0,True,2020-08-19 06:35:38+00:00,0,233,233,10,0,True,True,False,2020-08-19 07:29:45,2020
201,active,6,0,True,2020-08-19 01:25:14+00:00,0,234,234,9,0,True,True,False,2020-08-19 07:29:45,2020
202,active,3,0,True,2020-08-19 02:44:27+00:00,0,235,235,12,0,True,True,False,2020-08-19 07:29:45,2020
203,active,10,0,True,2020-08-19 03:05:30+00:00,0,236,236,5,0,True,True,False,2020-08-19 07:29:45,2020
204,active,11,0,True,2020-08-19 05:12:08+00:00,0,239,239,4,0,True,True,False,2020-08-19 07:29:45,2020
205,active,5,0,True,2020-08-19 02:23:54+00:00,1,255,255,9,0,True,True,False,2020-08-19 07:29:45,2020
206,active,8,0,True,2020-08-19 00:03:23+00:00,0,258,258,7,0,True,True,False,2020-08-19 07:29:45,2020
207,active,10,0,True,2020-08-18 17:28:18+00:00,0,259,259,5,0,True,True,False,2020-08-19 07:29:45,2020
208,active,6,0,True,2020-08-19 04:03:07+00:00,0,260,260,9,0,True,True,False,2020-08-19 07:29:45,2020
209,active,12,0,True,2020-08-19 04:26:33+00:00,0,271,271,3,0,True,True,False,2020-08-19 07:29:45,2020
210,active,10,0,True,2020-08-19 04:38:26+00:00,0,272,272,9,0,True,True,False,2020-08-19 07:29:45,2020
211,active,28,0,True,2020-08-19 04:29:49+00:00,0,273,273,12,0,True,True,False,2020-08-19 07:29:45,2020
