,is_returning,is_installed,num_docks_available,is_renting,last_reported,num_bikes_disabled,num_bikes_available,legacy_id,station_id,num_docks_disabled,station_status,eightd_has_available_keys,num_ebikes_available,timestamp_of_data_read_request,year_station_last_reported
281,True,True,10,True,2020-08-04 23:26:57+00:00,0,5,393,393,0,active,False,0,2020-08-04 23:50:30,2020
282,True,True,13,True,2020-08-04 18:37:46+00:00,0,1,394,394,0,active,False,0,2020-08-04 23:50:30,2020
283,True,True,5,True,2020-08-04 22:15:17+00:00,0,10,395,395,0,active,False,0,2020-08-04 23:50:30,2020
284,True,True,3,True,2020-08-04 08:56:09+00:00,0,12,396,396,0,active,False,0,2020-08-04 23:50:30,2020
285,True,True,11,True,2020-08-04 21:53:53+00:00,0,4,397,397,0,active,False,0,2020-08-04 23:50:30,2020
286,True,True,14,True,2020-08-04 22:23:04+00:00,0,5,398,398,0,active,False,0,2020-08-04 23:50:30,2020
287,True,True,1,True,2020-08-04 23:42:22+00:00,0,14,399,399,0,active,False,0,2020-08-04 23:50:30,2020
288,True,True,20,True,2020-08-04 22:11:32+00:00,1,6,400,400,0,active,False,0,2020-08-04 23:50:30,2020
289,True,True,4,True,2020-08-04 21:52:01+00:00,0,11,401,401,0,active,False,0,2020-08-04 23:50:30,2020
290,True,True,14,True,2020-08-04 23:46:23+00:00,0,1,402,402,0,active,False,0,2020-08-04 23:50:30,2020
291,True,True,3,True,2020-08-04 23:38:51+00:00,0,12,403,403,0,active,False,0,2020-08-04 23:50:30,2020
292,True,True,8,True,2020-08-04 22:46:39+00:00,1,7,404,404,0,active,False,0,2020-08-04 23:50:30,2020
293,True,True,3,True,2020-08-04 23:49:35+00:00,0,16,405,405,0,active,False,0,2020-08-04 23:50:30,2020
294,True,True,3,True,2020-08-04 22:48:12+00:00,0,12,406,406,0,active,False,0,2020-08-04 23:50:30,2020
295,True,True,14,True,2020-08-04 23:38:32+00:00,0,5,407,407,0,active,False,0,2020-08-04 23:50:30,2020
296,True,True,8,True,2020-08-04 23:41:41+00:00,0,7,408,408,0,active,False,0,2020-08-04 23:50:30,2020
297,True,True,6,True,2020-08-04 23:44:38+00:00,0,13,409,409,0,active,False,0,2020-08-04 23:50:30,2020
298,True,True,4,True,2020-08-04 19:17:28+00:00,0,15,410,410,0,active,False,0,2020-08-04 23:50:30,2020
299,True,True,2,True,2020-08-04 20:40:31+00:00,0,13,411,411,0,active,False,0,2020-08-04 23:50:30,2020
300,True,True,9,True,2020-08-04 23:33:33+00:00,1,9,412,412,0,active,False,0,2020-08-04 23:50:30,2020
301,True,True,1,True,2020-08-04 23:16:22+00:00,0,18,413,413,0,active,False,0,2020-08-04 23:50:30,2020
302,True,True,22,True,2020-08-04 20:44:19+00:00,0,1,414,414,0,active,False,0,2020-08-04 23:50:30,2020
303,True,True,7,True,2020-08-04 23:24:22+00:00,0,12,415,415,0,active,False,0,2020-08-04 23:50:30,2020
304,True,True,12,True,2020-08-04 23:34:15+00:00,0,3,416,416,0,active,False,0,2020-08-04 23:50:30,2020
305,True,True,4,True,2020-08-04 23:39:59+00:00,0,15,417,417,0,active,False,0,2020-08-04 23:50:30,2020
306,True,True,7,True,2020-08-04 23:30:08+00:00,0,8,419,419,0,active,False,0,2020-08-04 23:50:30,2020
307,False,False,0,False,1970-01-02 00:00:00+00:00,0,0,420,420,0,out_of_service,False,0,2020-08-04 23:50:30,1970
308,True,True,6,True,2020-08-04 12:11:15+00:00,1,12,421,421,0,active,False,0,2020-08-04 23:50:30,2020
309,True,True,1,True,2020-08-04 20:30:09+00:00,0,14,422,422,0,active,False,0,2020-08-04 23:50:30,2020
310,True,True,10,True,2020-08-04 20:20:51+00:00,0,9,423,423,0,active,False,0,2020-08-04 23:50:30,2020
311,True,True,13,True,2020-08-04 23:06:23+00:00,0,6,424,424,0,active,False,0,2020-08-04 23:50:30,2020
312,True,True,16,True,2020-08-04 10:32:00+00:00,0,0,425,425,0,active,False,0,2020-08-04 23:50:30,2020
313,True,True,22,True,2020-08-04 22:52:26+00:00,0,5,426,426,0,active,False,0,2020-08-04 23:50:30,2020
314,True,True,17,True,2020-08-04 17:25:29+00:00,0,2,427,427,0,active,False,0,2020-08-04 23:50:30,2020
315,True,True,6,True,2020-08-04 22:14:11+00:00,0,13,428,428,0,active,False,0,2020-08-04 23:50:30,2020
316,True,True,2,True,2020-08-04 14:55:40+00:00,0,17,430,430,0,active,False,0,2020-08-04 23:50:30,2020
317,True,True,14,True,2020-08-04 16:08:38+00:00,0,1,431,431,0,active,False,0,2020-08-04 23:50:30,2020
318,True,True,11,True,2020-08-04 22:51:58+00:00,0,8,432,432,0,active,False,0,2020-08-04 23:50:30,2020
319,True,True,19,True,2020-08-04 15:16:13+00:00,0,0,433,433,0,active,False,0,2020-08-04 23:50:30,2020
320,True,True,16,True,2020-08-04 22:01:08+00:00,0,3,434,434,0,active,False,0,2020-08-04 23:50:30,2020
321,True,True,0,True,2020-08-04 18:39:43+00:00,0,15,435,435,0,active,False,0,2020-08-04 23:50:30,2020
322,True,True,12,True,2020-08-04 23:29:37+00:00,2,1,436,436,0,active,False,0,2020-08-04 23:50:30,2020
323,True,True,2,True,2020-08-04 23:38:35+00:00,0,17,437,437,0,active,False,0,2020-08-04 23:50:30,2020
324,True,True,4,True,2020-08-04 22:34:21+00:00,0,13,440,440,0,active,False,0,2020-08-04 23:50:30,2020
325,True,True,2,True,2020-08-04 21:28:00+00:00,1,16,441,441,0,active,False,0,2020-08-04 23:50:30,2020
326,True,True,8,True,2020-08-04 21:57:09+00:00,0,7,442,442,0,active,False,0,2020-08-04 23:50:30,2020
327,True,True,16,True,2020-08-04 22:52:32+00:00,0,3,443,443,0,active,False,0,2020-08-04 23:50:30,2020
328,True,True,6,True,2020-08-04 23:30:23+00:00,0,13,445,445,0,active,False,0,2020-08-04 23:50:30,2020
329,True,True,7,True,2020-08-04 23:35:20+00:00,0,5,446,446,0,active,False,0,2020-08-04 23:50:30,2020
330,True,True,15,True,2020-08-04 23:27:04+00:00,0,4,447,447,0,active,False,0,2020-08-04 23:50:30,2020
331,True,True,9,True,2020-08-04 19:23:50+00:00,0,2,448,448,0,active,False,0,2020-08-04 23:50:30,2020
332,True,False,0,True,1970-01-02 00:00:00+00:00,0,0,449,449,0,out_of_service,False,0,2020-08-04 23:50:30,1970
333,True,True,12,True,2020-08-04 21:29:32+00:00,0,3,450,450,0,active,False,0,2020-08-04 23:50:30,2020
334,True,True,4,True,2020-08-04 22:56:48+00:00,0,11,451,451,0,active,False,0,2020-08-04 23:50:30,2020
335,True,True,4,True,2020-08-04 23:02:18+00:00,1,10,452,452,0,active,False,0,2020-08-04 23:50:30,2020
336,True,True,8,True,2020-08-04 20:55:50+00:00,0,7,453,453,0,active,False,0,2020-08-04 23:50:30,2020
337,True,True,5,True,2020-08-04 23:46:36+00:00,0,10,454,454,0,active,False,0,2020-08-04 23:50:30,2020
338,True,True,2,True,2020-08-04 23:38:21+00:00,0,10,455,455,0,active,False,0,2020-08-04 23:50:30,2020
