,station_id,num_docks_available,eightd_has_available_keys,num_ebikes_available,is_renting,num_bikes_disabled,is_installed,station_status,last_reported,num_bikes_available,legacy_id,is_returning,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,3,3,False,0,True,0,True,active,2020-08-06 17:24:21+00:00,12,3,True,0,,,2020-08-06 17:26:55,2020
1,4,6,False,0,True,1,True,active,2020-08-06 17:14:54+00:00,12,4,True,0,,,2020-08-06 17:26:55,2020
2,5,13,False,0,True,1,True,active,2020-08-06 17:24:27+00:00,1,5,True,0,,,2020-08-06 17:26:55,2020
3,6,3,False,0,True,2,True,active,2020-08-06 16:40:40+00:00,10,6,True,0,,,2020-08-06 17:26:55,2020
4,7,9,False,0,True,0,True,active,2020-08-06 17:19:43+00:00,6,7,True,0,,,2020-08-06 17:26:55,2020
5,8,18,False,0,True,0,True,active,2020-08-06 17:22:29+00:00,1,8,True,0,,,2020-08-06 17:26:55,2020
6,9,5,False,0,True,0,True,active,2020-08-06 17:18:19+00:00,10,9,True,0,,,2020-08-06 17:26:55,2020
7,10,5,False,0,True,0,True,active,2020-08-06 17:26:22+00:00,6,10,True,0,,,2020-08-06 17:26:55,2020
8,11,2,False,0,True,1,True,active,2020-08-06 17:22:53+00:00,12,11,True,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 79, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 50, 'region': 'BOS', 'active': True, 'off_dock_count': 48, 'dock_blocked_count': 0}",2020-08-06 17:26:55,2020
9,12,0,True,0,True,0,True,active,2020-08-06 17:13:27+00:00,18,12,True,0,,,2020-08-06 17:26:55,2020
10,13,4,False,0,True,0,True,active,2020-08-06 17:23:31+00:00,15,13,True,0,,,2020-08-06 17:26:55,2020
11,14,2,False,0,True,3,True,active,2020-08-06 17:26:46+00:00,20,14,True,0,,,2020-08-06 17:26:55,2020
12,15,9,False,0,True,0,True,active,2020-08-06 15:23:43+00:00,6,15,True,0,,,2020-08-06 17:26:55,2020
13,16,16,True,0,True,0,True,active,2020-08-06 17:18:54+00:00,3,16,True,0,,,2020-08-06 17:26:55,2020
14,17,14,False,0,True,0,True,active,2020-08-06 17:21:38+00:00,1,17,True,0,,,2020-08-06 17:26:55,2020
15,19,13,False,0,True,0,True,active,2020-08-06 16:55:55+00:00,2,19,True,0,,,2020-08-06 17:26:55,2020
16,20,23,True,0,True,0,True,active,2020-08-06 17:05:00+00:00,0,20,True,0,,,2020-08-06 17:26:55,2020
17,21,17,True,0,True,0,True,active,2020-08-06 17:25:53+00:00,1,21,True,0,,,2020-08-06 17:26:55,2020
18,22,26,True,0,True,0,True,active,2020-08-06 17:21:20+00:00,21,22,True,0,,,2020-08-06 17:26:55,2020
19,23,3,True,0,True,0,True,active,2020-08-06 17:04:18+00:00,18,23,True,0,,,2020-08-06 17:26:55,2020
20,24,1,False,0,True,0,True,active,2020-08-06 17:20:51+00:00,18,24,True,0,,,2020-08-06 17:26:55,2020
21,25,12,False,0,True,1,True,active,2020-08-06 17:07:17+00:00,2,25,True,0,,,2020-08-06 17:26:55,2020
22,26,13,False,0,True,1,True,active,2020-08-06 17:08:05+00:00,1,26,True,0,,,2020-08-06 17:26:55,2020
23,27,10,False,0,True,2,True,active,2020-08-06 16:10:49+00:00,11,27,True,0,,,2020-08-06 17:26:55,2020
24,29,8,False,0,True,1,True,active,2020-08-06 16:20:59+00:00,6,29,True,0,,,2020-08-06 17:26:55,2020
25,30,6,False,0,True,0,True,active,2020-08-06 17:23:46+00:00,9,30,True,0,,,2020-08-06 17:26:55,2020
26,31,19,True,0,True,0,True,active,2020-08-06 16:07:22+00:00,0,31,True,0,,,2020-08-06 17:26:55,2020
27,32,15,False,0,True,0,True,active,2020-08-06 17:18:05+00:00,0,32,True,0,,,2020-08-06 17:26:55,2020
28,33,17,False,0,True,0,True,active,2020-08-06 17:01:49+00:00,10,33,True,0,,,2020-08-06 17:26:55,2020
29,35,11,False,0,True,0,True,active,2020-08-06 17:26:32+00:00,12,35,True,0,,,2020-08-06 17:26:55,2020
30,36,6,True,0,True,1,True,active,2020-08-06 17:12:39+00:00,26,36,True,0,,,2020-08-06 17:26:55,2020
31,37,6,True,0,True,0,True,active,2020-08-06 17:17:43+00:00,9,37,True,0,,,2020-08-06 17:26:55,2020
32,39,10,False,0,True,0,True,active,2020-08-06 17:15:31+00:00,13,39,True,0,,,2020-08-06 17:26:55,2020
33,40,9,False,0,True,1,True,active,2020-08-06 17:24:08+00:00,9,40,True,0,,,2020-08-06 17:26:55,2020
34,41,17,True,0,True,0,True,active,2020-08-06 16:48:33+00:00,10,41,True,0,,,2020-08-06 17:26:55,2020
35,42,10,False,0,True,3,True,active,2020-08-06 17:07:55+00:00,10,42,True,0,,,2020-08-06 17:26:55,2020
36,43,4,True,0,True,0,True,active,2020-08-06 17:13:21+00:00,11,43,True,0,,,2020-08-06 17:26:55,2020
37,44,8,False,0,True,0,True,active,2020-08-06 15:57:41+00:00,15,44,True,0,,,2020-08-06 17:26:55,2020
38,46,15,False,0,True,0,True,active,2020-08-06 17:26:09+00:00,4,46,True,0,,,2020-08-06 17:26:55,2020
39,47,14,True,0,True,0,True,active,2020-08-06 17:25:35+00:00,5,47,True,0,,,2020-08-06 17:26:55,2020
40,48,9,False,0,True,0,True,active,2020-08-06 16:58:25+00:00,10,48,True,0,,,2020-08-06 17:26:55,2020
41,49,2,False,0,True,0,True,active,2020-08-06 16:48:34+00:00,16,49,True,0,,,2020-08-06 17:26:55,2020
42,50,3,True,0,True,0,True,active,2020-08-06 17:04:10+00:00,12,50,True,0,,,2020-08-06 17:26:55,2020
43,51,12,False,0,True,0,True,active,2020-08-06 16:02:41+00:00,3,51,True,0,,,2020-08-06 17:26:55,2020
44,52,11,True,0,True,0,True,active,2020-08-06 17:25:48+00:00,12,52,True,0,,,2020-08-06 17:26:55,2020
45,53,0,False,0,True,1,True,active,2020-08-06 17:07:57+00:00,18,53,True,0,,,2020-08-06 17:26:55,2020
46,54,3,False,0,True,1,True,active,2020-08-06 17:24:21+00:00,11,54,True,0,,,2020-08-06 17:26:55,2020
47,55,5,False,0,True,1,True,active,2020-08-06 17:11:47+00:00,9,55,True,0,,,2020-08-06 17:26:55,2020
48,56,11,True,0,True,0,True,active,2020-08-06 16:13:00+00:00,7,56,True,0,,,2020-08-06 17:26:55,2020
49,57,5,True,0,True,1,True,active,2020-08-06 17:15:55+00:00,8,57,True,0,,,2020-08-06 17:26:55,2020
50,58,7,True,0,True,1,True,active,2020-08-06 17:06:33+00:00,11,58,True,0,,,2020-08-06 17:26:55,2020
51,59,2,True,0,True,2,True,active,2020-08-06 17:21:16+00:00,15,59,True,0,,,2020-08-06 17:26:55,2020
52,60,5,False,0,True,1,True,active,2020-08-06 17:23:06+00:00,13,60,True,0,[{'id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0'}],"{'valet_revision': 69, 'station_id': 'f8348a68-0de8-11e7-991c-3863bb43a7d0', 'off_dock_capacity': 40, 'region': 'BOS', 'active': True, 'off_dock_count': 35, 'dock_blocked_count': 0}",2020-08-06 17:26:55,2020
53,61,4,False,0,True,0,True,active,2020-08-06 17:12:28+00:00,15,61,True,0,,,2020-08-06 17:26:55,2020
54,63,14,False,0,True,0,True,active,2020-08-06 15:56:43+00:00,1,63,True,0,,,2020-08-06 17:26:55,2020
55,64,13,False,0,True,0,True,active,2020-08-06 17:03:55+00:00,6,64,True,0,,,2020-08-06 17:26:55,2020
56,65,18,False,0,True,1,True,active,2020-08-06 13:09:20+00:00,4,65,True,0,,,2020-08-06 17:26:55,2020
57,66,13,False,0,True,0,True,active,2020-08-06 17:06:54+00:00,2,66,True,0,,,2020-08-06 17:26:55,2020
58,67,13,True,0,True,0,True,active,2020-08-06 17:14:48+00:00,14,67,True,0,,,2020-08-06 17:26:55,2020
59,68,2,True,0,True,1,True,active,2020-08-06 17:21:21+00:00,16,68,True,0,,,2020-08-06 17:26:55,2020
60,69,8,True,0,True,0,True,active,2020-08-06 17:15:21+00:00,11,69,True,0,,,2020-08-06 17:26:55,2020
61,70,3,False,0,True,0,True,active,2020-08-06 17:05:13+00:00,20,70,True,0,,,2020-08-06 17:26:55,2020
62,71,7,False,0,True,0,True,active,2020-08-06 17:13:56+00:00,16,71,True,0,,,2020-08-06 17:26:55,2020
63,72,9,False,0,True,0,True,active,2020-08-06 17:04:04+00:00,14,72,True,0,,,2020-08-06 17:26:55,2020
64,73,6,False,0,True,1,True,active,2020-08-06 17:10:21+00:00,8,73,True,0,,,2020-08-06 17:26:55,2020
65,74,10,True,0,True,0,True,active,2020-08-06 17:25:37+00:00,9,74,True,0,,,2020-08-06 17:26:55,2020
66,75,0,False,0,True,0,True,active,2020-08-06 17:16:22+00:00,15,75,True,0,,,2020-08-06 17:26:55,2020
67,76,6,False,0,True,0,True,active,2020-08-06 17:17:53+00:00,11,76,True,0,,,2020-08-06 17:26:55,2020
68,77,13,False,0,True,0,True,active,2020-08-06 17:21:25+00:00,2,77,True,0,,,2020-08-06 17:26:55,2020
69,78,8,False,0,True,0,True,active,2020-08-06 17:26:21+00:00,11,78,True,0,,,2020-08-06 17:26:55,2020
70,79,15,False,0,True,0,True,active,2020-08-06 17:10:56+00:00,4,79,True,0,,,2020-08-06 17:26:55,2020
71,80,4,False,0,True,0,True,active,2020-08-06 17:05:18+00:00,31,80,True,0,,,2020-08-06 17:26:55,2020
72,81,10,False,0,True,0,True,active,2020-08-06 17:26:09+00:00,9,81,True,0,,,2020-08-06 17:26:55,2020
73,82,11,False,0,True,0,True,active,2020-08-06 17:24:20+00:00,4,82,True,0,,,2020-08-06 17:26:55,2020
74,84,8,False,0,True,0,True,active,2020-08-06 17:21:49+00:00,7,84,True,0,,,2020-08-06 17:26:55,2020
75,85,3,False,0,True,0,True,active,2020-08-06 17:22:56+00:00,16,85,True,0,,,2020-08-06 17:26:55,2020
76,86,11,False,0,True,1,True,active,2020-08-06 17:20:00+00:00,7,86,True,0,,,2020-08-06 17:26:55,2020
77,87,8,False,0,True,0,True,active,2020-08-06 16:37:10+00:00,7,87,True,0,,,2020-08-06 17:26:55,2020
78,89,9,False,0,True,1,True,active,2020-08-06 16:23:26+00:00,9,89,True,0,,,2020-08-06 17:26:55,2020
79,90,11,False,0,True,1,True,active,2020-08-06 17:20:10+00:00,7,90,True,0,,,2020-08-06 17:26:55,2020
80,91,4,False,0,True,0,True,active,2020-08-06 17:25:52+00:00,15,91,True,0,,,2020-08-06 17:26:55,2020
81,92,7,False,0,True,1,True,active,2020-08-06 17:20:06+00:00,11,92,True,0,,,2020-08-06 17:26:55,2020
82,93,5,False,0,True,1,True,active,2020-08-06 16:59:36+00:00,9,93,True,0,,,2020-08-06 17:26:55,2020
83,94,8,False,0,True,0,True,active,2020-08-06 16:50:17+00:00,3,94,True,0,,,2020-08-06 17:26:55,2020
84,95,12,False,0,True,0,True,active,2020-08-06 17:19:25+00:00,3,95,True,0,,,2020-08-06 17:26:55,2020
85,96,16,False,0,True,0,True,active,2020-08-06 17:23:27+00:00,3,96,True,0,,,2020-08-06 17:26:55,2020
