,is_renting,last_reported,num_docks_available,num_bikes_disabled,is_returning,is_installed,legacy_id,station_status,station_id,num_ebikes_available,eightd_has_available_keys,num_bikes_available,num_docks_disabled,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
138,True,2020-08-18 18:49:21+00:00,12,0,True,True,159,active,159,0,False,3,0,,,2020-08-18 20:15:50,2020
139,True,2020-08-18 20:15:25+00:00,9,0,True,True,160,active,160,0,True,5,0,,,2020-08-18 20:15:50,2020
140,True,2020-08-18 20:04:47+00:00,3,1,True,True,161,active,161,0,True,19,0,,,2020-08-18 20:15:50,2020
141,True,2020-08-18 18:28:26+00:00,9,0,True,True,162,active,162,0,False,6,0,,,2020-08-18 20:15:50,2020
142,True,2020-08-18 19:04:07+00:00,13,0,True,True,163,active,163,0,True,6,0,,,2020-08-18 20:15:50,2020
143,True,2020-08-18 19:41:24+00:00,10,0,True,True,167,active,167,0,False,5,0,,,2020-08-18 20:15:50,2020
144,True,2020-08-18 19:59:09+00:00,15,0,True,True,169,active,169,0,False,4,0,,,2020-08-18 20:15:50,2020
145,True,2020-08-18 20:06:39+00:00,11,0,True,True,170,active,170,0,True,3,0,,,2020-08-18 20:15:50,2020
146,True,2020-08-18 19:48:07+00:00,22,0,True,True,171,active,171,0,True,1,0,,,2020-08-18 20:15:50,2020
147,True,2020-08-18 17:51:29+00:00,5,0,True,True,173,active,173,0,True,9,0,,,2020-08-18 20:15:50,2020
148,True,2020-08-18 19:27:39+00:00,13,0,True,True,174,active,174,0,False,2,0,,,2020-08-18 20:15:50,2020
149,True,2020-08-18 19:42:01+00:00,12,0,True,True,175,active,175,0,True,5,0,,,2020-08-18 20:15:50,2020
150,True,2020-08-18 19:55:55+00:00,8,0,True,True,176,active,176,0,False,7,0,,,2020-08-18 20:15:50,2020
151,True,2020-08-18 20:12:34+00:00,17,0,True,True,177,active,177,0,False,2,0,,,2020-08-18 20:15:50,2020
152,True,2020-08-18 20:12:55+00:00,4,0,True,True,178,active,178,0,False,15,0,,,2020-08-18 20:15:50,2020
153,True,2020-08-18 20:13:29+00:00,13,0,True,True,179,active,179,0,False,12,0,,,2020-08-18 20:15:50,2020
154,True,2020-08-18 19:33:58+00:00,5,0,True,True,180,active,180,0,False,14,0,,,2020-08-18 20:15:50,2020
155,True,2020-08-18 19:27:46+00:00,10,0,True,True,181,active,181,0,False,9,0,,,2020-08-18 20:15:50,2020
156,True,2020-08-18 19:51:49+00:00,15,0,True,True,182,active,182,0,True,4,0,,,2020-08-18 20:15:50,2020
157,True,2020-08-18 20:04:02+00:00,4,0,True,True,183,active,183,0,False,15,0,,,2020-08-18 20:15:50,2020
158,True,2020-08-18 20:12:03+00:00,10,0,True,True,184,active,184,0,False,9,0,,,2020-08-18 20:15:50,2020
159,True,2020-08-18 19:57:34+00:00,10,1,True,True,185,active,185,0,False,4,0,,,2020-08-18 20:15:50,2020
160,True,2020-08-18 19:53:56+00:00,15,0,True,True,186,active,186,0,True,0,0,,,2020-08-18 20:15:50,2020
161,True,2020-08-18 19:42:17+00:00,5,0,True,True,187,active,187,0,False,10,0,,,2020-08-18 20:15:50,2020
162,True,2020-08-18 20:14:48+00:00,5,0,True,True,188,active,188,0,False,10,0,,,2020-08-18 20:15:50,2020
163,True,2020-08-18 19:38:47+00:00,0,0,True,True,189,active,189,0,True,23,0,,,2020-08-18 20:15:50,2020
164,True,2020-08-18 19:52:20+00:00,20,1,True,True,190,active,190,0,True,16,0,,,2020-08-18 20:15:50,2020
165,True,2020-08-18 19:59:15+00:00,12,0,True,True,191,active,191,0,False,3,0,,,2020-08-18 20:15:50,2020
166,True,2020-08-18 20:13:09+00:00,14,0,True,True,192,active,192,0,False,5,0,,,2020-08-18 20:15:50,2020
167,True,2020-08-18 19:49:28+00:00,12,0,True,True,193,active,193,0,True,3,0,,,2020-08-18 20:15:50,2020
168,True,2020-08-18 18:08:26+00:00,15,3,True,True,194,active,194,0,False,1,0,,,2020-08-18 20:15:50,2020
169,True,2020-08-18 19:28:24+00:00,20,1,True,True,195,active,195,0,False,2,0,,,2020-08-18 20:15:50,2020
170,True,2020-08-18 19:58:53+00:00,10,0,True,True,196,active,196,0,False,0,0,,,2020-08-18 20:15:50,2020
171,True,2020-08-18 18:41:50+00:00,7,0,True,True,197,active,197,0,False,8,0,,,2020-08-18 20:15:50,2020
172,True,2020-08-18 15:32:08+00:00,8,0,True,True,199,active,199,0,False,7,0,,,2020-08-18 20:15:50,2020
173,True,2020-08-18 19:24:01+00:00,5,0,True,True,200,active,200,0,False,14,0,,,2020-08-18 20:15:50,2020
174,True,2020-08-18 19:29:27+00:00,9,0,True,True,201,active,201,0,False,6,0,,,2020-08-18 20:15:50,2020
175,True,2020-08-18 19:28:12+00:00,11,1,True,True,202,active,202,0,False,3,0,,,2020-08-18 20:15:50,2020
176,True,2020-08-18 08:39:35+00:00,7,0,True,True,203,active,203,0,False,8,0,,,2020-08-18 20:15:50,2020
177,True,2020-08-18 19:08:19+00:00,12,0,True,True,204,active,204,0,False,3,0,,,2020-08-18 20:15:50,2020
178,True,2020-08-18 20:04:55+00:00,12,0,True,True,205,active,205,0,False,3,0,,,2020-08-18 20:15:50,2020
179,True,2020-08-18 20:01:50+00:00,8,1,True,True,206,active,206,0,True,14,0,,,2020-08-18 20:15:50,2020
180,True,2020-08-18 17:35:12+00:00,5,0,True,True,208,active,208,0,True,10,0,,,2020-08-18 20:15:50,2020
181,True,2020-08-18 16:12:40+00:00,1,1,True,True,209,active,209,0,False,13,0,,,2020-08-18 20:15:50,2020
182,True,2020-08-18 18:50:30+00:00,11,1,True,True,210,active,210,0,False,3,0,,,2020-08-18 20:15:50,2020
183,True,2020-08-18 18:26:35+00:00,18,0,True,True,211,active,211,0,False,1,0,,,2020-08-18 20:15:50,2020
184,True,2020-08-18 19:58:11+00:00,33,0,True,True,212,active,212,0,False,0,0,,,2020-08-18 20:15:50,2020
185,True,2020-08-18 19:30:12+00:00,14,0,True,True,213,active,213,0,True,2,0,,,2020-08-18 20:15:50,2020
186,True,2020-08-18 17:55:15+00:00,5,0,True,True,214,active,214,0,False,10,0,,,2020-08-18 20:15:50,2020
187,True,2020-08-18 19:28:23+00:00,4,2,True,True,215,active,215,0,False,9,0,,,2020-08-18 20:15:50,2020
188,True,2020-08-18 08:04:08+00:00,0,0,True,True,216,active,216,0,False,19,0,,,2020-08-18 20:15:50,2020
189,True,2020-08-18 20:13:54+00:00,7,1,True,True,217,active,217,0,False,11,0,,,2020-08-18 20:15:50,2020
190,True,2020-08-18 20:05:19+00:00,9,2,True,True,218,active,218,0,False,4,0,,,2020-08-18 20:15:50,2020
191,True,2020-08-18 19:07:11+00:00,11,0,True,True,219,active,219,0,False,4,0,,,2020-08-18 20:15:50,2020
192,True,2020-08-18 20:12:36+00:00,17,1,True,True,221,active,221,0,False,1,0,,,2020-08-18 20:15:50,2020
193,True,2020-08-18 19:48:15+00:00,13,0,True,True,222,active,222,0,True,1,0,,,2020-08-18 20:15:50,2020
194,True,2020-08-18 19:31:29+00:00,3,1,True,True,224,active,224,0,False,13,0,,,2020-08-18 20:15:50,2020
195,True,2020-08-18 19:53:54+00:00,9,1,True,True,225,active,225,0,False,9,0,,,2020-08-18 20:15:50,2020
196,True,2020-08-18 20:04:12+00:00,12,1,True,True,226,active,226,0,False,2,0,,,2020-08-18 20:15:50,2020
197,True,2020-08-18 19:53:10+00:00,16,2,True,True,227,active,227,0,False,1,0,,,2020-08-18 20:15:50,2020
198,True,2020-08-18 19:28:42+00:00,15,0,True,True,228,active,228,0,False,4,0,,,2020-08-18 20:15:50,2020
199,True,2020-08-18 19:33:43+00:00,10,0,True,True,232,active,232,0,False,1,0,,,2020-08-18 20:15:50,2020
200,True,2020-08-18 20:12:40+00:00,11,1,True,True,233,active,233,0,False,3,0,,,2020-08-18 20:15:50,2020
201,True,2020-08-18 19:59:12+00:00,13,0,True,True,234,active,234,0,False,2,0,,,2020-08-18 20:15:50,2020
202,True,2020-08-18 18:35:41+00:00,7,0,True,True,235,active,235,0,False,8,0,,,2020-08-18 20:15:50,2020
203,True,2020-08-18 20:01:22+00:00,5,0,True,True,236,active,236,0,False,10,0,,,2020-08-18 20:15:50,2020
204,True,2020-08-18 19:34:28+00:00,3,0,True,True,239,active,239,0,False,12,0,,,2020-08-18 20:15:50,2020
205,True,2020-08-18 19:37:34+00:00,8,0,True,True,255,active,255,0,False,7,0,,,2020-08-18 20:15:50,2020
206,True,2020-08-18 11:20:18+00:00,7,0,True,True,258,active,258,0,False,8,0,,,2020-08-18 20:15:50,2020
207,True,2020-08-18 17:28:18+00:00,5,0,True,True,259,active,259,0,False,10,0,,,2020-08-18 20:15:50,2020
208,True,2020-08-18 20:07:20+00:00,11,0,True,True,260,active,260,0,False,4,0,,,2020-08-18 20:15:50,2020
209,True,2020-08-18 19:27:34+00:00,5,0,True,True,271,active,271,0,False,10,0,,,2020-08-18 20:15:50,2020
210,True,2020-08-18 20:13:15+00:00,8,0,True,True,272,active,272,0,False,11,0,,,2020-08-18 20:15:50,2020
211,True,2020-08-18 20:08:21+00:00,18,0,True,True,273,active,273,0,False,22,0,,,2020-08-18 20:15:50,2020
212,True,2020-08-18 19:04:23+00:00,2,0,True,True,279,active,279,0,False,17,0,,,2020-08-18 20:15:50,2020
213,True,2020-08-18 19:12:20+00:00,9,0,True,True,280,active,280,0,False,10,0,,,2020-08-18 20:15:50,2020
214,True,2020-08-18 20:08:22+00:00,7,0,True,True,282,active,282,0,False,8,0,,,2020-08-18 20:15:50,2020
215,True,2020-08-18 20:01:04+00:00,10,1,True,True,296,active,296,0,False,12,0,,,2020-08-18 20:15:50,2020
216,True,2020-08-18 20:13:38+00:00,0,0,True,True,318,active,318,0,False,19,0,,,2020-08-18 20:15:50,2020
