,num_docks_available,legacy_id,num_bikes_available,is_installed,is_returning,station_status,num_docks_disabled,is_renting,eightd_has_available_keys,last_reported,station_id,num_bikes_disabled,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,5,3,10,True,True,active,0,True,False,2020-08-13 14:51:43+00:00,3,0,0,,,2020-08-13 14:59:40,2020
1,8,4,11,True,True,active,0,True,False,2020-08-13 14:59:01+00:00,4,0,0,,,2020-08-13 14:59:40,2020
2,8,5,7,True,True,active,0,True,False,2020-08-13 14:54:31+00:00,5,0,0,,,2020-08-13 14:59:40,2020
3,9,6,4,True,True,active,0,True,False,2020-08-13 14:58:05+00:00,6,2,0,,,2020-08-13 14:59:40,2020
4,13,7,2,True,True,active,0,True,False,2020-08-13 14:03:43+00:00,7,0,0,,,2020-08-13 14:59:40,2020
5,10,8,9,True,True,active,0,True,False,2020-08-13 14:54:26+00:00,8,0,0,,,2020-08-13 14:59:40,2020
6,1,9,13,True,True,active,0,True,False,2020-08-13 14:58:49+00:00,9,1,0,,,2020-08-13 14:59:40,2020
7,6,10,5,True,True,active,0,True,False,2020-08-13 14:48:03+00:00,10,0,0,,,2020-08-13 14:59:40,2020
8,8,11,6,True,True,active,0,True,False,2020-08-13 14:57:42+00:00,11,1,0,,,2020-08-13 14:59:40,2020
9,7,12,10,True,True,active,0,True,True,2020-08-13 14:55:27+00:00,12,1,0,,,2020-08-13 14:59:40,2020
10,0,13,19,True,True,active,0,True,False,2020-08-13 14:50:09+00:00,13,0,0,,,2020-08-13 14:59:40,2020
11,8,14,17,True,True,active,0,True,False,2020-08-13 14:56:18+00:00,14,0,0,,,2020-08-13 14:59:40,2020
12,7,15,8,True,True,active,0,True,False,2020-08-13 14:45:58+00:00,15,0,0,,,2020-08-13 14:59:40,2020
13,8,16,11,True,True,active,0,True,True,2020-08-13 14:43:01+00:00,16,0,0,,,2020-08-13 14:59:40,2020
