,legacy_id,station_id,num_bikes_disabled,is_installed,station_status,eightd_has_available_keys,is_returning,num_bikes_available,num_ebikes_available,is_renting,last_reported,num_docks_available,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
312,425,425,0,True,active,False,True,6,0,True,2020-08-10 22:18:30+00:00,10,0,,,2020-08-10 22:48:25,2020
313,426,426,0,True,active,False,True,3,0,True,2020-08-10 22:47:52+00:00,24,0,,,2020-08-10 22:48:25,2020
314,427,427,0,True,active,False,True,2,0,True,2020-08-10 14:34:54+00:00,17,0,,,2020-08-10 22:48:25,2020
315,428,428,0,True,active,False,True,15,0,True,2020-08-10 22:25:21+00:00,4,0,,,2020-08-10 22:48:25,2020
316,430,430,2,True,active,False,True,14,0,True,2020-08-10 19:45:33+00:00,3,0,,,2020-08-10 22:48:25,2020
317,431,431,0,True,active,False,True,0,0,True,2020-08-10 22:09:33+00:00,15,0,,,2020-08-10 22:48:25,2020
318,432,432,0,True,active,False,True,9,0,True,2020-08-10 21:56:17+00:00,10,0,,,2020-08-10 22:48:25,2020
319,433,433,1,True,active,False,True,0,0,True,2020-08-10 21:19:24+00:00,18,0,,,2020-08-10 22:48:25,2020
320,434,434,0,True,active,False,True,0,0,True,2020-08-10 08:56:28+00:00,19,0,,,2020-08-10 22:48:25,2020
321,435,435,0,True,active,False,True,8,0,True,2020-08-10 21:42:52+00:00,7,0,,,2020-08-10 22:48:25,2020
322,436,436,0,True,active,False,True,2,0,True,2020-08-10 22:41:41+00:00,13,0,,,2020-08-10 22:48:25,2020
323,437,437,0,True,active,False,True,10,0,True,2020-08-10 22:44:51+00:00,9,0,,,2020-08-10 22:48:25,2020
324,440,440,0,True,active,False,True,4,0,True,2020-08-10 21:48:11+00:00,13,0,,,2020-08-10 22:48:25,2020
325,441,441,0,True,active,False,True,11,0,True,2020-08-10 22:41:16+00:00,8,0,,,2020-08-10 22:48:25,2020
326,442,442,0,True,active,False,True,12,0,True,2020-08-10 21:58:23+00:00,3,0,,,2020-08-10 22:48:25,2020
327,443,443,0,True,active,False,True,4,0,True,2020-08-10 13:53:34+00:00,15,0,,,2020-08-10 22:48:25,2020
328,445,445,0,True,active,False,True,7,0,True,2020-08-10 22:43:44+00:00,12,0,,,2020-08-10 22:48:25,2020
329,446,446,0,True,active,False,True,9,0,True,2020-08-10 22:18:56+00:00,3,0,,,2020-08-10 22:48:25,2020
330,447,447,0,True,active,False,True,0,0,True,2020-08-10 21:17:09+00:00,19,0,,,2020-08-10 22:48:25,2020
331,448,448,0,True,active,False,True,3,0,True,2020-08-10 22:24:44+00:00,8,0,,,2020-08-10 22:48:25,2020
332,449,449,0,False,out_of_service,False,True,0,0,True,1970-01-02 00:00:00+00:00,0,0,,,2020-08-10 22:48:25,1970
333,450,450,0,True,active,False,True,1,0,True,2020-08-10 22:40:46+00:00,14,0,,,2020-08-10 22:48:25,2020
334,451,451,0,True,active,False,True,5,0,True,2020-08-10 22:47:09+00:00,10,0,,,2020-08-10 22:48:25,2020
335,452,452,0,True,active,False,True,9,0,True,2020-08-10 22:34:38+00:00,6,0,,,2020-08-10 22:48:25,2020
336,453,453,0,True,active,False,True,4,0,True,2020-08-10 22:33:13+00:00,11,0,,,2020-08-10 22:48:25,2020
337,454,454,1,True,active,False,True,7,0,True,2020-08-10 22:43:00+00:00,7,0,,,2020-08-10 22:48:25,2020
338,455,455,1,True,active,False,True,0,0,True,2020-08-10 20:11:41+00:00,11,0,,,2020-08-10 22:48:25,2020
339,456,456,0,True,active,False,True,8,0,True,2020-08-10 22:45:26+00:00,11,0,,,2020-08-10 22:48:25,2020
340,457,457,0,True,active,False,True,0,0,True,2020-08-10 21:25:23+00:00,11,0,,,2020-08-10 22:48:25,2020
341,458,458,0,True,active,False,True,3,0,True,2020-08-10 22:43:34+00:00,8,0,,,2020-08-10 22:48:25,2020
