,num_bikes_available,last_reported,eightd_has_available_keys,num_docks_available,num_bikes_disabled,num_ebikes_available,is_installed,station_status,legacy_id,is_returning,is_renting,station_id,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
216,1,2020-08-01 02:04:09+00:00,False,18,0,0,True,active,318,True,True,318,0,,,2020-08-01 02:06:00,2020
217,6,2020-08-01 00:36:43+00:00,False,19,0,0,True,active,319,True,True,319,0,,,2020-08-01 02:06:00,2020
218,5,2020-08-01 01:39:41+00:00,False,10,0,0,True,active,327,True,True,327,0,,,2020-08-01 02:06:00,2020
219,9,2020-08-01 01:34:13+00:00,False,6,0,0,True,active,328,True,True,328,0,,,2020-08-01 02:06:00,2020
220,13,2020-08-01 01:53:38+00:00,False,2,0,0,True,active,329,True,True,329,0,,,2020-08-01 02:06:00,2020
221,4,2020-08-01 01:46:17+00:00,False,11,0,0,True,active,330,True,True,330,0,,,2020-08-01 02:06:00,2020
222,4,2020-08-01 01:55:08+00:00,False,9,2,0,True,active,331,True,True,331,0,,,2020-08-01 02:06:00,2020
223,13,2020-08-01 01:52:20+00:00,False,2,0,0,True,active,332,True,True,332,0,,,2020-08-01 02:06:00,2020
224,21,2020-08-01 01:59:09+00:00,False,4,0,0,True,active,333,True,True,333,0,,,2020-08-01 02:06:00,2020
225,17,2020-07-31 23:52:23+00:00,False,2,0,0,True,active,334,True,True,334,0,,,2020-08-01 02:06:00,2020
226,11,2020-08-01 02:02:17+00:00,False,8,0,0,True,active,335,True,True,335,0,,,2020-08-01 02:06:00,2020
227,10,2020-08-01 01:02:53+00:00,False,5,0,0,True,active,336,True,True,336,0,,,2020-08-01 02:06:00,2020
228,11,2020-08-01 00:31:57+00:00,False,3,1,0,True,active,337,True,True,337,0,,,2020-08-01 02:06:00,2020
229,3,2020-08-01 01:40:18+00:00,False,11,1,0,True,active,338,True,True,338,0,,,2020-08-01 02:06:00,2020
230,11,2020-08-01 01:16:05+00:00,False,3,1,0,True,active,339,True,True,339,0,,,2020-08-01 02:06:00,2020
231,15,2020-07-31 22:20:26+00:00,False,4,0,0,True,active,340,True,True,340,0,,,2020-08-01 02:06:00,2020
232,7,2020-07-31 16:13:56+00:00,True,8,0,0,True,active,341,True,True,341,0,,,2020-08-01 02:06:00,2020
233,12,2020-08-01 02:05:27+00:00,False,2,1,0,True,active,342,True,True,342,0,,,2020-08-01 02:06:00,2020
234,5,2020-08-01 00:29:16+00:00,False,9,1,0,True,active,343,True,True,343,0,,,2020-08-01 02:06:00,2020
235,3,2020-08-01 01:16:11+00:00,False,16,0,0,True,active,344,True,True,344,0,,,2020-08-01 02:06:00,2020
236,0,2020-08-01 01:25:42+00:00,False,19,0,0,True,active,345,True,True,345,0,,,2020-08-01 02:06:00,2020
237,2,2020-08-01 00:05:30+00:00,False,13,0,0,True,active,346,True,True,346,0,,,2020-08-01 02:06:00,2020
238,3,2020-07-31 22:10:40+00:00,False,12,0,0,True,active,347,True,True,347,0,,,2020-08-01 02:06:00,2020
239,10,2020-08-01 00:29:33+00:00,False,3,2,0,True,active,348,True,True,348,0,,,2020-08-01 02:06:00,2020
240,11,2020-07-31 21:50:36+00:00,True,6,0,0,True,active,349,True,True,349,0,,,2020-08-01 02:06:00,2020
241,2,2020-07-31 18:38:22+00:00,False,15,0,0,True,active,350,True,True,350,0,,,2020-08-01 02:06:00,2020
242,5,2020-08-01 00:55:21+00:00,False,9,1,0,True,active,351,True,True,351,0,,,2020-08-01 02:06:00,2020
243,11,2020-08-01 00:53:29+00:00,False,4,0,0,True,active,352,True,True,352,0,,,2020-08-01 02:06:00,2020
244,11,2020-07-31 17:28:08+00:00,True,4,0,0,True,active,353,True,True,353,0,,,2020-08-01 02:06:00,2020
245,2,2020-08-01 02:02:41+00:00,False,13,0,0,True,active,354,True,True,354,0,,,2020-08-01 02:06:00,2020
246,7,2020-08-01 01:21:38+00:00,False,10,0,0,True,active,355,True,True,355,0,,,2020-08-01 02:06:00,2020
247,13,2020-08-01 01:56:45+00:00,False,9,1,0,True,active,356,True,True,356,0,,,2020-08-01 02:06:00,2020
248,11,2020-08-01 01:44:16+00:00,False,3,1,0,True,active,357,True,True,357,0,,,2020-08-01 02:06:00,2020
249,9,2020-08-01 00:35:52+00:00,False,10,0,0,True,active,358,True,True,358,0,,,2020-08-01 02:06:00,2020
250,0,2020-08-01 01:48:42+00:00,False,15,0,0,True,active,359,True,True,359,0,,,2020-08-01 02:06:00,2020
251,4,2020-08-01 01:46:29+00:00,False,11,0,0,True,active,360,True,True,360,0,,,2020-08-01 02:06:00,2020
252,10,2020-08-01 02:00:50+00:00,False,9,0,0,True,active,361,True,True,361,0,,,2020-08-01 02:06:00,2020
253,12,2020-08-01 01:59:48+00:00,False,7,0,0,True,active,362,True,True,362,0,,,2020-08-01 02:06:00,2020
254,5,2020-08-01 01:30:00+00:00,False,14,0,0,True,active,363,True,True,363,0,,,2020-08-01 02:06:00,2020
255,7,2020-08-01 02:05:46+00:00,False,11,1,0,True,active,364,True,True,364,0,,,2020-08-01 02:06:00,2020
256,0,2020-07-31 22:26:16+00:00,False,19,0,0,True,active,365,True,True,365,0,,,2020-08-01 02:06:00,2020
257,6,2020-08-01 01:58:46+00:00,False,9,0,0,True,active,366,True,True,366,0,,,2020-08-01 02:06:00,2020
258,19,2020-07-31 19:42:30+00:00,False,0,0,0,True,active,367,True,True,367,0,,,2020-08-01 02:06:00,2020
259,5,2020-08-01 00:27:08+00:00,False,9,1,0,True,active,368,True,True,368,0,,,2020-08-01 02:06:00,2020
260,13,2020-08-01 01:53:06+00:00,False,2,0,0,True,active,369,True,True,369,0,,,2020-08-01 02:06:00,2020
261,8,2020-08-01 01:42:50+00:00,False,11,0,0,True,active,370,True,True,370,0,,,2020-08-01 02:06:00,2020
262,9,2020-08-01 00:38:49+00:00,False,9,1,0,True,active,371,True,True,371,0,,,2020-08-01 02:06:00,2020
263,3,2020-08-01 01:31:25+00:00,False,16,0,0,True,active,372,True,True,372,0,,,2020-08-01 02:06:00,2020
264,9,2020-07-31 23:49:05+00:00,False,6,0,0,True,active,373,True,True,373,0,,,2020-08-01 02:06:00,2020
265,6,2020-08-01 01:52:25+00:00,False,12,1,0,True,active,374,True,True,374,0,,,2020-08-01 02:06:00,2020
266,6,2020-08-01 01:14:47+00:00,False,9,0,0,True,active,376,True,True,376,0,,,2020-08-01 02:06:00,2020
267,9,2020-08-01 01:22:37+00:00,False,10,0,0,True,active,377,True,True,377,0,,,2020-08-01 02:06:00,2020
268,5,2020-08-01 00:57:16+00:00,False,13,1,0,True,active,378,True,True,378,0,,,2020-08-01 02:06:00,2020
269,15,2020-08-01 01:35:50+00:00,False,0,0,0,True,active,379,True,True,379,0,,,2020-08-01 02:06:00,2020
270,0,2020-08-01 01:54:10+00:00,False,18,0,0,True,active,380,True,True,380,0,,,2020-08-01 02:06:00,2020
271,19,2020-08-01 02:03:12+00:00,False,0,0,0,True,active,381,True,True,381,0,,,2020-08-01 02:06:00,2020
272,1,2020-08-01 01:06:36+00:00,True,18,0,0,True,active,384,True,True,384,0,,,2020-08-01 02:06:00,2020
273,4,2020-08-01 01:55:17+00:00,False,10,0,0,True,active,385,True,True,385,1,,,2020-08-01 02:06:00,2020
274,5,2020-08-01 01:52:34+00:00,False,14,0,0,True,active,386,True,True,386,0,,,2020-08-01 02:06:00,2020
275,11,2020-08-01 00:02:56+00:00,False,4,0,0,True,active,387,True,True,387,0,,,2020-08-01 02:06:00,2020
276,4,2020-07-31 08:46:35+00:00,False,7,0,0,True,active,388,True,True,388,0,,,2020-08-01 02:06:00,2020
277,11,2020-08-01 01:51:37+00:00,False,3,0,0,True,active,389,True,True,389,0,,,2020-08-01 02:06:00,2020
278,12,2020-08-01 02:04:02+00:00,False,3,0,0,True,active,390,True,True,390,0,,,2020-08-01 02:06:00,2020
279,13,2020-07-31 08:51:47+00:00,False,2,0,0,True,active,391,True,True,391,0,,,2020-08-01 02:06:00,2020
280,6,2020-07-31 23:21:03+00:00,False,9,0,0,True,active,392,True,True,392,0,,,2020-08-01 02:06:00,2020
281,4,2020-08-01 00:16:42+00:00,False,9,2,0,True,active,393,True,True,393,0,,,2020-08-01 02:06:00,2020
282,0,2020-07-31 08:57:02+00:00,False,14,0,0,True,active,394,True,True,394,0,,,2020-08-01 02:06:00,2020
283,9,2020-07-31 21:57:19+00:00,False,6,0,0,True,active,395,True,True,395,0,,,2020-08-01 02:06:00,2020
284,10,2020-07-31 17:42:57+00:00,False,5,0,0,True,active,396,True,True,396,0,,,2020-08-01 02:06:00,2020
285,11,2020-08-01 01:41:01+00:00,False,4,0,0,True,active,397,True,True,397,0,,,2020-08-01 02:06:00,2020
286,10,2020-08-01 01:31:22+00:00,False,9,0,0,True,active,398,True,True,398,0,,,2020-08-01 02:06:00,2020
287,13,2020-08-01 01:18:26+00:00,False,2,0,0,True,active,399,True,True,399,0,,,2020-08-01 02:06:00,2020
288,15,2020-08-01 00:57:37+00:00,False,12,0,0,True,active,400,True,True,400,0,,,2020-08-01 02:06:00,2020
289,6,2020-08-01 00:04:52+00:00,False,9,0,0,True,active,401,True,True,401,0,,,2020-08-01 02:06:00,2020
290,8,2020-08-01 01:23:41+00:00,False,7,0,0,True,active,402,True,True,402,0,,,2020-08-01 02:06:00,2020
291,6,2020-08-01 01:53:49+00:00,False,8,1,0,True,active,403,True,True,403,0,,,2020-08-01 02:06:00,2020
292,4,2020-08-01 01:47:10+00:00,False,12,0,0,True,active,404,True,True,404,0,,,2020-08-01 02:06:00,2020
293,12,2020-08-01 01:27:50+00:00,False,6,1,0,True,active,405,True,True,405,0,,,2020-08-01 02:06:00,2020
294,11,2020-08-01 01:14:22+00:00,False,2,2,0,True,active,406,True,True,406,0,,,2020-08-01 02:06:00,2020
295,2,2020-08-01 01:25:28+00:00,False,17,0,0,True,active,407,True,True,407,0,,,2020-08-01 02:06:00,2020
296,12,2020-08-01 01:13:18+00:00,False,3,0,0,True,active,408,True,True,408,0,,,2020-08-01 02:06:00,2020
297,3,2020-08-01 02:01:46+00:00,False,16,0,0,True,active,409,True,True,409,0,,,2020-08-01 02:06:00,2020
298,17,2020-07-31 22:30:52+00:00,False,2,0,0,True,active,410,True,True,410,0,,,2020-08-01 02:06:00,2020
299,13,2020-07-31 20:52:17+00:00,False,2,0,0,True,active,411,True,True,411,0,,,2020-08-01 02:06:00,2020
300,1,2020-08-01 01:28:16+00:00,False,18,0,0,True,active,412,True,True,412,0,,,2020-08-01 02:06:00,2020
301,15,2020-08-01 01:41:49+00:00,False,4,0,0,True,active,413,True,True,413,0,,,2020-08-01 02:06:00,2020
302,3,2020-08-01 01:38:37+00:00,False,20,0,0,True,active,414,True,True,414,0,,,2020-08-01 02:06:00,2020
303,5,2020-08-01 00:03:44+00:00,False,13,1,0,True,active,415,True,True,415,0,,,2020-08-01 02:06:00,2020
304,9,2020-08-01 01:55:54+00:00,False,6,0,0,True,active,416,True,True,416,0,,,2020-08-01 02:06:00,2020
305,12,2020-08-01 01:39:06+00:00,False,7,0,0,True,active,417,True,True,417,0,,,2020-08-01 02:06:00,2020
306,12,2020-08-01 00:09:43+00:00,False,3,0,0,True,active,419,True,True,419,0,,,2020-08-01 02:06:00,2020
307,0,1970-01-02 00:00:00+00:00,False,0,0,0,False,out_of_service,420,False,False,420,0,,,2020-08-01 02:06:00,1970
308,9,2020-07-31 13:31:55+00:00,False,9,1,0,True,active,421,True,True,421,0,,,2020-08-01 02:06:00,2020
309,14,2020-07-31 08:56:02+00:00,False,1,0,0,True,active,422,True,True,422,0,,,2020-08-01 02:06:00,2020
310,10,2020-08-01 01:04:51+00:00,False,9,0,0,True,active,423,True,True,423,0,,,2020-08-01 02:06:00,2020
311,5,2020-07-31 22:27:15+00:00,False,14,0,0,True,active,424,True,True,424,0,,,2020-08-01 02:06:00,2020
312,5,2020-07-31 21:35:26+00:00,False,11,0,0,True,active,425,True,True,425,0,,,2020-08-01 02:06:00,2020
313,17,2020-08-01 01:11:21+00:00,False,10,0,0,True,active,426,True,True,426,0,,,2020-08-01 02:06:00,2020
314,11,2020-08-01 00:22:13+00:00,False,8,0,0,True,active,427,True,True,427,0,,,2020-08-01 02:06:00,2020
315,10,2020-08-01 02:02:01+00:00,False,9,0,0,True,active,428,True,True,428,0,,,2020-08-01 02:06:00,2020
316,17,2020-07-31 21:23:25+00:00,False,2,0,0,True,active,430,True,True,430,0,,,2020-08-01 02:06:00,2020
317,1,2020-08-01 00:45:42+00:00,False,13,1,0,True,active,431,True,True,431,0,,,2020-08-01 02:06:00,2020
318,10,2020-07-31 23:52:26+00:00,False,9,0,0,True,active,432,True,True,432,0,,,2020-08-01 02:06:00,2020
319,0,2020-07-31 14:04:48+00:00,False,19,0,0,True,active,433,True,True,433,0,,,2020-08-01 02:06:00,2020
320,6,2020-07-31 21:25:50+00:00,False,12,1,0,True,active,434,True,True,434,0,,,2020-08-01 02:06:00,2020
321,13,2020-07-31 21:12:30+00:00,False,0,2,0,True,active,435,True,True,435,0,,,2020-08-01 02:06:00,2020
322,5,2020-07-31 22:50:41+00:00,False,10,0,0,True,active,436,True,True,436,0,,,2020-08-01 02:06:00,2020
323,19,2020-08-01 01:53:24+00:00,False,0,0,0,True,active,437,True,True,437,0,,,2020-08-01 02:06:00,2020
324,1,2020-08-01 01:02:33+00:00,False,16,0,0,True,active,440,True,True,440,0,,,2020-08-01 02:06:00,2020
325,15,2020-08-01 01:35:57+00:00,False,4,0,0,True,active,441,True,True,441,0,,,2020-08-01 02:06:00,2020
326,2,2020-08-01 00:20:35+00:00,False,13,0,0,True,active,442,True,True,442,0,,,2020-08-01 02:06:00,2020
327,2,2020-08-01 00:15:43+00:00,False,17,0,0,True,active,443,True,True,443,0,,,2020-08-01 02:06:00,2020
328,10,2020-08-01 00:17:33+00:00,False,9,0,0,True,active,445,True,True,445,0,,,2020-08-01 02:06:00,2020
329,10,2020-08-01 01:33:30+00:00,False,2,0,0,True,active,446,True,True,446,0,,,2020-08-01 02:06:00,2020
330,0,2020-07-31 22:49:05+00:00,False,19,0,0,True,active,447,True,True,447,0,,,2020-08-01 02:06:00,2020
331,3,2020-07-31 08:56:09+00:00,False,8,0,0,True,active,448,True,True,448,0,,,2020-08-01 02:06:00,2020
332,0,1970-01-02 00:00:00+00:00,False,0,0,0,False,out_of_service,449,True,True,449,0,,,2020-08-01 02:06:00,1970
333,9,2020-08-01 01:57:39+00:00,False,6,0,0,True,active,450,True,True,450,0,,,2020-08-01 02:06:00,2020
334,6,2020-08-01 01:34:58+00:00,False,9,0,0,True,active,451,True,True,451,0,,,2020-08-01 02:06:00,2020
335,0,2020-08-01 01:30:03+00:00,False,15,0,0,True,active,452,True,True,452,0,,,2020-08-01 02:06:00,2020
336,2,2020-08-01 01:42:26+00:00,False,13,0,0,True,active,453,True,True,453,0,,,2020-08-01 02:06:00,2020
337,0,2020-07-31 22:59:46+00:00,False,15,0,0,True,active,454,True,True,454,0,,,2020-08-01 02:06:00,2020
338,6,2020-07-31 21:41:19+00:00,False,6,0,0,True,active,455,True,True,455,0,,,2020-08-01 02:06:00,2020
