,num_bikes_available,last_reported,eightd_has_available_keys,num_docks_available,num_bikes_disabled,num_ebikes_available,is_installed,station_status,legacy_id,is_returning,is_renting,station_id,num_docks_disabled,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
159,13,2020-08-01 01:36:21+00:00,False,2,0,0,True,active,185,True,True,185,0,,,2020-08-01 02:06:00,2020
160,9,2020-08-01 01:44:21+00:00,True,6,0,0,True,active,186,True,True,186,0,,,2020-08-01 02:06:00,2020
161,14,2020-08-01 00:12:13+00:00,False,1,0,0,True,active,187,True,True,187,0,,,2020-08-01 02:06:00,2020
162,3,2020-08-01 02:00:20+00:00,False,12,0,0,True,active,188,True,True,188,0,,,2020-08-01 02:06:00,2020
163,1,2020-08-01 01:00:44+00:00,True,22,0,0,True,active,189,True,True,189,0,,,2020-08-01 02:06:00,2020
164,25,2020-08-01 02:03:04+00:00,True,9,3,0,True,active,190,True,True,190,0,,,2020-08-01 02:06:00,2020
165,2,2020-07-31 20:45:59+00:00,False,13,0,0,True,active,191,True,True,191,0,,,2020-08-01 02:06:00,2020
166,10,2020-08-01 01:46:39+00:00,False,7,2,0,True,active,192,True,True,192,0,,,2020-08-01 02:06:00,2020
167,5,2020-08-01 01:48:30+00:00,True,10,0,0,True,active,193,True,True,193,0,,,2020-08-01 02:06:00,2020
168,13,2020-08-01 01:26:12+00:00,False,6,0,0,True,active,194,True,True,194,0,,,2020-08-01 02:06:00,2020
169,15,2020-08-01 02:01:55+00:00,False,8,0,0,True,active,195,True,True,195,0,,,2020-08-01 02:06:00,2020
170,1,2020-08-01 02:03:40+00:00,True,8,1,0,True,active,196,True,True,196,0,,,2020-08-01 02:06:00,2020
171,3,2020-08-01 00:15:01+00:00,False,12,0,0,True,active,197,True,True,197,0,,,2020-08-01 02:06:00,2020
172,9,2020-08-01 00:35:33+00:00,False,4,2,0,True,active,199,True,True,199,0,,,2020-08-01 02:06:00,2020
173,13,2020-08-01 00:42:39+00:00,False,6,0,0,True,active,200,True,True,200,0,,,2020-08-01 02:06:00,2020
174,0,2020-08-01 00:25:07+00:00,False,15,0,0,True,active,201,True,True,201,0,,,2020-08-01 02:06:00,2020
175,1,2020-08-01 00:06:34+00:00,False,14,0,0,True,active,202,True,True,202,0,,,2020-08-01 02:06:00,2020
176,6,2020-07-31 22:34:17+00:00,False,9,0,0,True,active,203,True,True,203,0,,,2020-08-01 02:06:00,2020
177,6,2020-08-01 01:36:29+00:00,False,9,0,0,True,active,204,True,True,204,0,,,2020-08-01 02:06:00,2020
178,7,2020-07-31 17:39:13+00:00,False,8,0,0,True,active,205,True,True,205,0,,,2020-08-01 02:06:00,2020
179,9,2020-08-01 02:05:12+00:00,False,14,0,0,True,active,206,True,True,206,0,,,2020-08-01 02:06:00,2020
180,12,2020-07-31 23:39:16+00:00,True,3,0,0,True,active,208,True,True,208,0,,,2020-08-01 02:06:00,2020
181,9,2020-07-31 23:54:16+00:00,False,5,1,0,True,active,209,True,True,209,0,,,2020-08-01 02:06:00,2020
182,2,2020-07-31 22:27:56+00:00,False,13,0,0,True,active,210,True,True,210,0,,,2020-08-01 02:06:00,2020
183,17,2020-08-01 00:22:59+00:00,False,1,1,0,True,active,211,True,True,211,0,,,2020-08-01 02:06:00,2020
184,23,2020-08-01 01:22:23+00:00,False,10,0,0,True,active,212,True,True,212,0,,,2020-08-01 02:06:00,2020
185,5,2020-08-01 00:39:13+00:00,True,11,0,0,True,active,213,True,True,213,0,,,2020-08-01 02:06:00,2020
186,0,2020-08-01 01:56:00+00:00,False,15,0,0,True,active,214,True,True,214,0,,,2020-08-01 02:06:00,2020
187,10,2020-08-01 01:14:08+00:00,False,5,0,0,True,active,215,True,True,215,0,,,2020-08-01 02:06:00,2020
188,16,2020-07-31 23:43:21+00:00,False,3,0,0,True,active,216,True,True,216,0,,,2020-08-01 02:06:00,2020
189,3,2020-08-01 01:57:52+00:00,False,16,0,0,True,active,217,True,True,217,0,,,2020-08-01 02:06:00,2020
190,14,2020-08-01 02:05:43+00:00,False,1,0,0,True,active,218,True,True,218,0,,,2020-08-01 02:06:00,2020
191,10,2020-08-01 00:17:23+00:00,False,4,1,0,True,active,219,True,True,219,0,,,2020-08-01 02:06:00,2020
192,5,2020-08-01 01:59:05+00:00,False,14,0,0,True,active,221,True,True,221,0,,,2020-08-01 02:06:00,2020
193,2,2020-08-01 01:34:51+00:00,True,12,0,0,True,active,222,True,True,222,0,,,2020-08-01 02:06:00,2020
194,10,2020-08-01 00:20:33+00:00,False,5,2,0,True,active,224,True,True,224,0,,,2020-08-01 02:06:00,2020
195,17,2020-08-01 01:51:30+00:00,False,2,0,0,True,active,225,True,True,225,0,,,2020-08-01 02:06:00,2020
196,3,2020-08-01 01:23:02+00:00,False,11,1,0,True,active,226,True,True,226,0,,,2020-08-01 02:06:00,2020
197,7,2020-08-01 00:49:48+00:00,False,12,0,0,True,active,227,True,True,227,0,,,2020-08-01 02:06:00,2020
198,6,2020-08-01 01:33:17+00:00,False,13,0,0,True,active,228,True,True,228,0,,,2020-08-01 02:06:00,2020
199,3,2020-07-31 23:23:50+00:00,False,8,0,0,True,active,232,True,True,232,0,,,2020-08-01 02:06:00,2020
200,12,2020-08-01 01:19:09+00:00,False,1,2,0,True,active,233,True,True,233,0,,,2020-08-01 02:06:00,2020
201,10,2020-08-01 01:33:25+00:00,False,5,0,0,True,active,234,True,True,234,0,,,2020-08-01 02:06:00,2020
202,9,2020-08-01 00:19:28+00:00,False,6,0,0,True,active,235,True,True,235,0,,,2020-08-01 02:06:00,2020
203,9,2020-08-01 00:04:52+00:00,False,6,0,0,True,active,236,True,True,236,0,,,2020-08-01 02:06:00,2020
204,10,2020-08-01 01:50:32+00:00,False,4,1,0,True,active,239,True,True,239,0,,,2020-08-01 02:06:00,2020
205,12,2020-07-31 21:41:07+00:00,False,3,0,0,True,active,255,True,True,255,0,,,2020-08-01 02:06:00,2020
206,12,2020-08-01 00:47:42+00:00,False,3,0,0,True,active,258,True,True,258,0,,,2020-08-01 02:06:00,2020
207,0,2020-07-31 08:31:40+00:00,False,15,0,0,True,active,259,True,True,259,0,,,2020-08-01 02:06:00,2020
208,0,2020-08-01 02:05:08+00:00,False,15,0,0,True,active,260,True,True,260,0,,,2020-08-01 02:06:00,2020
209,0,2020-07-31 21:22:43+00:00,False,15,0,0,True,active,271,True,True,271,0,,,2020-08-01 02:06:00,2020
210,7,2020-07-31 22:36:37+00:00,False,10,2,0,True,active,272,True,True,272,0,,,2020-08-01 02:06:00,2020
211,29,2020-08-01 01:55:08+00:00,False,11,0,0,True,active,273,True,True,273,0,,,2020-08-01 02:06:00,2020
212,5,2020-08-01 01:51:34+00:00,False,14,0,0,True,active,279,True,True,279,0,,,2020-08-01 02:06:00,2020
213,3,2020-08-01 01:41:44+00:00,False,15,1,0,True,active,280,True,True,280,0,,,2020-08-01 02:06:00,2020
214,8,2020-08-01 01:54:27+00:00,False,4,3,0,True,active,282,True,True,282,0,,,2020-08-01 02:06:00,2020
215,19,2020-08-01 02:01:31+00:00,False,4,0,0,True,active,296,True,True,296,0,,,2020-08-01 02:06:00,2020
