,num_docks_disabled,legacy_id,last_reported,eightd_has_available_keys,is_installed,num_ebikes_available,is_returning,is_renting,num_bikes_available,num_docks_available,num_bikes_disabled,station_status,station_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,0,3,2020-07-26 20:17:12+00:00,True,True,0,True,True,10,5,0,active,3,,,2020-07-26 20:37:45,2020
1,0,4,2020-07-26 20:21:54+00:00,False,True,0,True,True,11,8,0,active,4,,,2020-07-26 20:37:45,2020
2,0,5,2020-07-26 20:37:21+00:00,False,True,0,True,True,10,5,0,active,5,,,2020-07-26 20:37:45,2020
3,0,6,2020-07-26 20:36:01+00:00,False,True,0,True,True,3,11,1,active,6,,,2020-07-26 20:37:45,2020
4,0,7,2020-07-26 20:04:11+00:00,False,True,0,True,True,1,14,0,active,7,,,2020-07-26 20:37:45,2020
5,0,8,2020-07-26 20:37:37+00:00,False,True,0,True,True,7,11,1,active,8,,,2020-07-26 20:37:45,2020
6,0,9,2020-07-26 20:34:53+00:00,False,True,0,True,True,12,2,1,active,9,,,2020-07-26 20:37:45,2020
7,0,10,2020-07-26 20:26:45+00:00,False,True,0,True,True,3,6,2,active,10,,,2020-07-26 20:37:45,2020
8,0,11,2020-07-26 20:33:06+00:00,False,True,0,True,True,12,3,0,active,11,"{'valet_revision': 69, 'off_dock_count': 0, 'active': True, 'off_dock_capacity': 50, 'region': 'BOS', 'dock_blocked_count': 0, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-07-26 20:37:45,2020
9,0,12,2020-07-26 20:34:37+00:00,True,True,0,True,True,5,13,0,active,12,,,2020-07-26 20:37:45,2020
10,0,13,2020-07-26 20:15:03+00:00,False,True,0,True,True,4,12,3,active,13,,,2020-07-26 20:37:45,2020
11,0,14,2020-07-26 19:58:27+00:00,False,True,0,True,True,23,1,1,active,14,,,2020-07-26 20:37:45,2020
12,0,15,2020-07-26 20:04:54+00:00,False,True,0,True,True,11,4,0,active,15,,,2020-07-26 20:37:45,2020
13,0,16,2020-07-26 20:33:42+00:00,True,True,0,True,True,15,3,1,active,16,,,2020-07-26 20:37:45,2020
14,0,17,2020-07-26 19:53:04+00:00,False,True,0,True,True,5,9,1,active,17,,,2020-07-26 20:37:45,2020
15,0,19,2020-07-26 19:59:04+00:00,False,True,0,True,True,0,14,1,active,19,,,2020-07-26 20:37:45,2020
16,0,20,2020-07-26 20:16:36+00:00,True,True,0,True,True,3,19,1,active,20,,,2020-07-26 20:37:45,2020
17,0,21,2020-07-26 20:24:42+00:00,True,True,0,True,True,1,17,0,active,21,,,2020-07-26 20:37:45,2020
18,0,22,2020-07-26 19:29:45+00:00,True,True,0,True,True,2,44,1,active,22,,,2020-07-26 20:37:45,2020
19,0,23,2020-07-26 20:33:55+00:00,False,True,0,True,True,13,8,0,active,23,,,2020-07-26 20:37:45,2020
20,0,24,2020-07-26 20:37:37+00:00,False,True,0,True,True,4,15,0,active,24,,,2020-07-26 20:37:45,2020
21,0,25,2020-07-26 20:36:09+00:00,False,True,0,True,True,12,3,0,active,25,,,2020-07-26 20:37:45,2020
22,0,26,2020-07-26 20:15:14+00:00,False,True,0,True,True,14,1,0,active,26,,,2020-07-26 20:37:45,2020
23,0,27,2020-07-26 20:04:47+00:00,False,True,0,True,True,3,18,2,active,27,,,2020-07-26 20:37:45,2020
24,0,29,2020-07-26 19:42:48+00:00,False,True,0,True,True,14,1,0,active,29,,,2020-07-26 20:37:45,2020
25,0,30,2020-07-26 20:29:58+00:00,False,True,0,True,True,2,13,0,active,30,,,2020-07-26 20:37:45,2020
26,0,31,2020-07-26 20:31:08+00:00,True,True,0,True,True,3,16,0,active,31,,,2020-07-26 20:37:45,2020
27,0,32,2020-07-26 20:33:23+00:00,False,True,0,True,True,1,9,5,active,32,,,2020-07-26 20:37:45,2020
28,0,33,2020-07-26 20:31:50+00:00,False,True,0,True,True,8,18,1,active,33,,,2020-07-26 20:37:45,2020
29,0,35,2020-07-26 19:59:21+00:00,False,True,0,True,True,8,15,0,active,35,,,2020-07-26 20:37:45,2020
30,0,36,2020-07-26 20:36:32+00:00,True,True,0,True,True,31,1,1,active,36,,,2020-07-26 20:37:45,2020
31,0,37,2020-07-26 18:22:19+00:00,True,True,0,True,True,3,12,0,active,37,,,2020-07-26 20:37:45,2020
32,0,39,2020-07-26 20:14:36+00:00,False,True,0,True,True,3,20,0,active,39,,,2020-07-26 20:37:45,2020
33,0,40,2020-07-26 20:35:40+00:00,False,True,0,True,True,14,5,0,active,40,,,2020-07-26 20:37:45,2020
34,0,41,2020-07-26 20:20:16+00:00,True,True,0,True,True,13,13,1,active,41,,,2020-07-26 20:37:45,2020
35,0,42,2020-07-26 20:30:30+00:00,False,True,0,True,True,15,5,3,active,42,,,2020-07-26 20:37:45,2020
36,0,43,2020-07-26 20:34:00+00:00,False,True,0,True,True,3,12,0,active,43,,,2020-07-26 20:37:45,2020
37,0,44,2020-07-26 20:36:05+00:00,False,True,0,True,True,6,17,0,active,44,,,2020-07-26 20:37:45,2020
38,0,46,2020-07-26 20:37:19+00:00,False,True,0,True,True,12,7,0,active,46,,,2020-07-26 20:37:45,2020
39,0,47,2020-07-26 20:35:22+00:00,True,True,0,True,True,4,15,0,active,47,,,2020-07-26 20:37:45,2020
40,0,48,2020-07-26 20:26:47+00:00,False,True,0,True,True,0,19,0,active,48,,,2020-07-26 20:37:45,2020
41,0,49,2020-07-26 20:26:17+00:00,False,True,0,True,True,8,10,0,active,49,,,2020-07-26 20:37:45,2020
42,0,50,2020-07-26 19:56:06+00:00,True,True,0,True,True,1,14,0,active,50,,,2020-07-26 20:37:45,2020
43,0,51,2020-07-26 20:37:00+00:00,False,True,0,True,True,7,5,3,active,51,,,2020-07-26 20:37:45,2020
44,0,52,2020-07-26 20:37:12+00:00,True,True,0,True,True,7,15,1,active,52,,,2020-07-26 20:37:45,2020
45,0,53,2020-07-26 20:36:42+00:00,False,True,0,True,True,1,18,0,active,53,,,2020-07-26 20:37:45,2020
46,0,54,2020-07-26 20:31:07+00:00,False,True,0,True,True,11,4,0,active,54,,,2020-07-26 20:37:45,2020
47,0,55,2020-07-26 20:23:04+00:00,False,True,0,True,True,1,14,0,active,55,,,2020-07-26 20:37:45,2020
48,0,56,2020-07-26 18:44:59+00:00,True,True,0,True,True,18,0,0,active,56,,,2020-07-26 20:37:45,2020
49,0,57,2020-07-26 19:58:02+00:00,True,True,0,True,True,11,3,0,active,57,,,2020-07-26 20:37:45,2020
50,0,58,2020-07-26 20:36:27+00:00,True,True,0,True,True,12,6,1,active,58,,,2020-07-26 20:37:45,2020
51,0,59,2020-07-26 20:37:04+00:00,True,True,0,True,True,5,14,0,active,59,,,2020-07-26 20:37:45,2020
52,0,60,2020-07-26 20:32:40+00:00,False,True,0,True,True,12,7,0,active,60,,,2020-07-26 20:37:45,2020
53,0,61,2020-07-26 20:30:48+00:00,False,True,0,True,True,18,1,0,active,61,,,2020-07-26 20:37:45,2020
54,0,63,2020-07-26 20:32:20+00:00,False,True,0,True,True,13,2,0,active,63,,,2020-07-26 20:37:45,2020
55,0,64,2020-07-26 20:35:49+00:00,False,True,0,True,True,6,12,1,active,64,,,2020-07-26 20:37:45,2020
56,0,65,2020-07-26 19:50:15+00:00,False,True,0,True,True,10,12,1,active,65,,,2020-07-26 20:37:45,2020
57,0,66,2020-07-26 20:29:36+00:00,False,True,0,True,True,2,13,0,active,66,,,2020-07-26 20:37:45,2020
58,0,67,2020-07-26 20:33:48+00:00,True,True,0,True,True,10,17,0,active,67,,,2020-07-26 20:37:45,2020
59,0,68,2020-07-26 20:36:37+00:00,True,True,0,True,True,4,14,1,active,68,,,2020-07-26 20:37:45,2020
60,0,69,2020-07-26 20:33:22+00:00,True,True,0,True,True,3,15,1,active,69,,,2020-07-26 20:37:45,2020
61,0,70,2020-07-26 20:37:38+00:00,False,True,0,True,True,9,13,1,active,70,,,2020-07-26 20:37:45,2020
62,0,71,2020-07-26 20:36:42+00:00,False,True,0,True,True,11,11,1,active,71,,,2020-07-26 20:37:45,2020
63,0,72,2020-07-26 20:28:10+00:00,False,True,0,True,True,9,14,0,active,72,,,2020-07-26 20:37:45,2020
