,num_bikes_available,num_docks_available,station_id,num_docks_disabled,is_installed,eightd_has_available_keys,legacy_id,last_reported,num_ebikes_available,is_returning,is_renting,num_bikes_disabled,station_status,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
214,9,6,282,0,True,False,282,2020-08-18 19:57:13+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
215,12,10,296,0,True,False,296,2020-08-18 20:01:04+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
216,17,2,318,0,True,False,318,2020-08-18 19:54:16+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
217,4,21,319,0,True,False,319,2020-08-18 18:54:04+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
218,4,11,327,0,True,False,327,2020-08-18 19:51:44+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
219,3,12,328,0,True,False,328,2020-08-18 19:46:32+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
220,14,0,329,0,True,False,329,2020-08-18 19:13:49+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
221,2,12,330,0,True,False,330,2020-08-18 19:27:11+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
222,10,5,331,0,True,False,331,2020-08-18 19:51:59+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
223,4,10,332,0,True,False,332,2020-08-18 20:04:34+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
224,25,0,333,0,True,False,333,2020-08-18 19:58:30+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
225,18,1,334,0,True,False,334,2020-08-18 18:55:20+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
226,8,11,335,0,True,False,335,2020-08-18 19:34:18+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
227,4,11,336,0,True,False,336,2020-08-18 08:33:19+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
228,13,2,337,0,True,False,337,2020-08-18 16:03:33+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
229,1,14,338,0,True,False,338,2020-08-18 19:58:51+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
230,7,8,339,0,True,False,339,2020-08-18 15:42:46+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
231,18,1,340,0,True,False,340,2020-08-18 19:23:25+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
232,12,3,341,0,True,True,341,2020-08-18 08:32:50+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
233,0,15,342,0,True,False,342,2020-08-18 19:47:13+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
234,3,11,343,0,True,False,343,2020-08-18 11:13:56+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
235,10,9,344,0,True,False,344,2020-08-18 20:03:19+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
236,9,8,345,0,True,False,345,2020-08-18 19:27:26+00:00,0,True,True,2,active,,,2020-08-18 20:05:40,2020
237,5,10,346,0,True,False,346,2020-08-18 18:50:44+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
238,4,11,347,0,True,False,347,2020-08-18 12:28:24+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
239,3,12,348,0,True,False,348,2020-08-18 15:37:06+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
240,5,12,349,0,True,False,349,2020-08-18 08:32:49+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
241,16,1,350,0,True,False,350,2020-08-18 13:56:30+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
242,10,5,351,0,True,False,351,2020-08-18 17:40:09+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
243,3,12,352,0,True,False,352,2020-08-18 19:31:24+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
244,9,6,353,0,True,True,353,2020-08-18 08:34:23+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
245,2,13,354,0,True,False,354,2020-08-18 20:03:16+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
246,16,1,355,0,True,False,355,2020-08-18 18:55:26+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
247,8,15,356,0,True,False,356,2020-08-18 20:01:41+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
248,7,8,357,0,True,False,357,2020-08-18 19:25:00+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
249,16,3,358,0,True,False,358,2020-08-18 18:19:41+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
250,3,10,359,0,True,False,359,2020-08-18 20:04:28+00:00,0,True,True,2,active,,,2020-08-18 20:05:40,2020
251,2,12,360,0,True,False,360,2020-08-18 19:19:33+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
252,9,10,361,0,True,False,361,2020-08-18 19:48:45+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
253,12,7,362,0,True,False,362,2020-08-18 19:58:54+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
254,5,14,363,0,True,False,363,2020-08-18 19:37:34+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
255,8,10,364,0,True,False,364,2020-08-18 20:04:43+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
256,6,13,365,0,True,False,365,2020-08-18 19:43:42+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
257,8,7,366,0,True,False,366,2020-08-18 19:46:41+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
258,17,2,367,0,True,False,367,2020-08-18 19:53:11+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
259,4,11,368,0,True,False,368,2020-08-18 19:21:32+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
260,1,14,369,0,True,False,369,2020-08-18 20:00:30+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
261,5,14,370,0,True,False,370,2020-08-18 19:43:35+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
262,7,12,371,0,True,False,371,2020-08-18 18:43:15+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
263,9,9,372,0,True,False,372,2020-08-18 19:52:26+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
264,8,7,373,0,True,False,373,2020-08-18 13:27:24+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
265,17,1,374,0,True,False,374,2020-08-18 19:56:46+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
266,13,2,376,0,True,False,376,2020-08-18 19:26:24+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
267,7,12,377,0,True,False,377,2020-08-18 19:50:02+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
268,3,16,378,0,True,False,378,2020-08-18 17:43:15+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
269,0,14,379,0,True,False,379,2020-08-18 20:01:51+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
270,9,8,380,0,True,False,380,2020-08-18 19:52:42+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
271,2,17,381,0,True,False,381,2020-08-18 19:51:25+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
272,4,15,384,0,True,True,384,2020-08-18 20:00:24+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
273,12,2,385,1,True,False,385,2020-08-18 20:02:00+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
274,3,16,386,0,True,False,386,2020-08-18 20:02:33+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
275,15,0,387,0,True,False,387,2020-08-18 08:53:57+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
276,9,2,388,0,True,False,388,2020-08-18 17:03:04+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
277,6,8,389,0,True,False,389,2020-08-18 18:56:16+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
278,8,7,390,0,True,False,390,2020-08-18 15:43:58+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
279,14,1,391,0,True,False,391,2020-08-18 13:31:28+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
280,7,8,392,0,True,False,392,2020-08-18 18:54:31+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
281,7,8,393,0,True,False,393,2020-08-18 10:52:53+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
282,1,13,394,0,True,False,394,2020-08-18 20:00:07+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
283,12,3,395,0,True,False,395,2020-08-18 19:35:53+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
284,11,4,396,0,True,False,396,2020-08-18 08:58:51+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
285,5,9,397,0,True,False,397,2020-08-18 18:40:19+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
286,13,6,398,0,True,False,398,2020-08-18 19:50:21+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
287,9,6,399,0,True,False,399,2020-08-18 19:01:42+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
288,19,8,400,0,True,False,400,2020-08-18 17:07:13+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
289,10,5,401,0,True,False,401,2020-08-18 19:51:31+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
290,0,15,402,0,True,False,402,2020-08-18 19:09:44+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
291,2,12,403,0,True,False,403,2020-08-18 19:26:56+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
292,2,14,404,0,True,False,404,2020-08-18 19:52:34+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
293,13,6,405,0,True,False,405,2020-08-18 19:05:59+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
294,17,2,406,0,True,False,406,2020-08-18 19:30:26+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
295,1,18,407,0,True,False,407,2020-08-18 16:50:24+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
296,5,10,408,0,True,False,408,2020-08-18 17:14:00+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
297,6,13,409,0,True,False,409,2020-08-18 19:58:15+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
298,6,13,410,0,True,False,410,2020-08-18 13:53:29+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
299,3,12,411,0,True,False,411,2020-08-18 18:33:33+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
300,8,11,412,0,True,False,412,2020-08-18 19:59:45+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
301,5,14,413,0,True,False,413,2020-08-18 19:10:15+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
302,5,18,414,0,True,False,414,2020-08-18 17:15:18+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
303,10,9,415,0,True,False,415,2020-08-18 19:32:37+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
304,3,10,416,0,True,False,416,2020-08-18 19:57:23+00:00,0,True,True,2,active,,,2020-08-18 20:05:40,2020
305,1,18,417,0,True,False,417,2020-08-18 19:52:48+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
306,9,6,419,0,True,False,419,2020-08-18 19:12:10+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
307,0,0,420,0,False,False,420,1970-01-02 00:00:00+00:00,0,False,False,0,out_of_service,,,2020-08-18 20:05:40,1970
308,19,0,421,0,True,False,421,2020-08-17 16:27:03+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
309,6,8,422,0,True,False,422,2020-08-18 15:24:57+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
310,8,11,423,0,True,False,423,2020-08-18 16:00:59+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
311,2,17,424,0,True,False,424,2020-08-18 17:08:57+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
312,0,16,425,0,True,False,425,2020-08-18 14:02:27+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
313,12,15,426,0,True,False,426,2020-08-18 20:02:01+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
314,1,18,427,0,True,False,427,2020-08-18 14:14:07+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
315,7,11,428,0,True,False,428,2020-08-18 19:01:12+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
316,15,4,430,0,True,False,430,2020-08-18 08:58:29+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
317,1,14,431,0,True,False,431,2020-08-18 15:50:09+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
318,4,15,432,0,True,False,432,2020-08-18 19:25:38+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
319,3,16,433,0,True,False,433,2020-08-18 08:58:55+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
320,1,18,434,0,True,False,434,2020-08-17 22:58:38+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
321,8,7,435,0,True,False,435,2020-08-18 19:55:30+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
322,1,14,436,0,True,False,436,2020-08-18 20:01:36+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
323,5,14,437,0,True,False,437,2020-08-18 20:04:46+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
324,14,3,440,0,True,False,440,2020-08-18 19:16:44+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
325,9,9,441,0,True,False,441,2020-08-18 19:59:58+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
326,12,3,442,0,True,False,442,2020-08-18 19:52:57+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
327,5,14,443,0,True,False,443,2020-08-18 18:00:17+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
328,13,6,445,0,True,False,445,2020-08-18 19:30:07+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
329,6,6,446,0,True,False,446,2020-08-18 20:03:09+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
330,3,16,447,0,True,False,447,2020-08-18 15:17:20+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
331,7,4,448,0,True,False,448,2020-08-18 08:58:50+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
332,0,0,449,0,False,False,449,1970-01-02 00:00:00+00:00,0,True,True,0,out_of_service,,,2020-08-18 20:05:40,1970
333,13,2,450,0,True,False,450,2020-08-18 19:52:16+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
334,7,8,451,0,True,False,451,2020-08-18 19:56:53+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
335,6,9,452,0,True,False,452,2020-08-18 19:46:33+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
336,0,14,453,0,True,False,453,2020-08-18 20:05:35+00:00,0,True,True,1,active,,,2020-08-18 20:05:40,2020
337,8,7,454,0,True,False,454,2020-08-18 19:51:40+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
338,5,7,455,0,True,False,455,2020-08-18 18:41:57+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
339,2,17,456,0,True,False,456,2020-08-18 15:53:48+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
340,10,1,457,0,True,False,457,2020-08-18 19:45:10+00:00,0,True,True,0,active,,,2020-08-18 20:05:40,2020
341,5,4,458,0,True,False,458,2020-08-18 18:54:56+00:00,0,True,True,2,active,,,2020-08-18 20:05:40,2020
