,station_id,num_bikes_disabled,is_returning,station_status,legacy_id,is_renting,num_bikes_available,eightd_has_available_keys,last_reported,num_docks_available,num_docks_disabled,is_installed,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
210,272,2,True,active,272,True,4,False,2020-07-30 14:34:42+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
211,273,0,True,active,273,True,27,False,2020-07-30 15:12:22+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
212,279,0,True,active,279,True,8,False,2020-07-30 15:01:17+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
213,280,0,True,active,280,True,5,False,2020-07-30 14:54:08+00:00,14,0,True,0,,,2020-07-30 15:23:10,2020
214,282,1,True,active,282,True,10,False,2020-07-30 15:06:26+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
215,296,0,True,active,296,True,11,False,2020-07-30 15:16:44+00:00,12,0,True,0,,,2020-07-30 15:23:10,2020
216,318,0,True,active,318,True,17,False,2020-07-30 15:22:47+00:00,2,0,True,0,,,2020-07-30 15:23:10,2020
217,319,0,True,active,319,True,12,False,2020-07-30 14:59:18+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
218,327,0,True,active,327,True,15,False,2020-07-30 14:23:38+00:00,0,0,True,0,,,2020-07-30 15:23:10,2020
219,328,1,True,active,328,True,4,False,2020-07-30 15:23:01+00:00,10,0,True,0,,,2020-07-30 15:23:10,2020
220,329,0,True,active,329,True,12,False,2020-07-30 14:24:42+00:00,3,0,True,0,,,2020-07-30 15:23:10,2020
221,330,0,True,active,330,True,3,False,2020-07-30 13:50:43+00:00,12,0,True,0,,,2020-07-30 15:23:10,2020
222,331,1,True,active,331,True,12,False,2020-07-30 15:21:21+00:00,2,0,True,0,,,2020-07-30 15:23:10,2020
223,332,0,True,active,332,True,1,False,2020-07-30 14:42:05+00:00,14,0,True,0,,,2020-07-30 15:23:10,2020
224,333,0,True,active,333,True,21,False,2020-07-30 14:51:20+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
225,334,0,True,active,334,True,15,False,2020-07-30 14:23:31+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
226,335,0,True,active,335,True,12,False,2020-07-30 14:02:02+00:00,7,0,True,0,,,2020-07-30 15:23:10,2020
227,336,0,True,active,336,True,12,False,2020-07-30 13:42:26+00:00,3,0,True,0,,,2020-07-30 15:23:10,2020
228,337,1,True,active,337,True,14,False,2020-07-30 14:34:22+00:00,0,0,True,0,,,2020-07-30 15:23:10,2020
229,338,0,True,active,338,True,1,False,2020-07-30 11:42:21+00:00,14,0,True,0,,,2020-07-30 15:23:10,2020
230,339,0,True,active,339,True,13,False,2020-07-30 14:28:05+00:00,2,0,True,0,,,2020-07-30 15:23:10,2020
231,340,1,True,active,340,True,13,False,2020-07-30 15:05:44+00:00,5,0,True,0,,,2020-07-30 15:23:10,2020
232,341,0,True,active,341,True,9,True,2020-07-30 12:03:50+00:00,6,0,True,0,,,2020-07-30 15:23:10,2020
233,342,1,True,active,342,True,4,False,2020-07-30 15:17:47+00:00,10,0,True,0,,,2020-07-30 15:23:10,2020
234,343,1,True,active,343,True,4,False,2020-07-29 22:58:46+00:00,10,0,True,0,,,2020-07-30 15:23:10,2020
235,344,0,True,active,344,True,0,False,2020-07-30 14:00:37+00:00,19,0,True,0,,,2020-07-30 15:23:10,2020
236,345,0,True,active,345,True,2,False,2020-07-30 15:14:56+00:00,17,0,True,0,,,2020-07-30 15:23:10,2020
237,346,0,True,active,346,True,3,False,2020-07-30 12:49:38+00:00,12,0,True,0,,,2020-07-30 15:23:10,2020
238,347,0,True,active,347,True,4,False,2020-07-30 02:21:03+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
239,348,2,True,active,348,True,8,False,2020-07-30 00:22:12+00:00,5,0,True,0,,,2020-07-30 15:23:10,2020
240,349,0,True,active,349,True,10,True,2020-07-30 13:53:18+00:00,7,0,True,0,,,2020-07-30 15:23:10,2020
241,350,0,True,active,350,True,1,False,2020-07-30 12:54:11+00:00,16,0,True,0,,,2020-07-30 15:23:10,2020
242,351,0,True,active,351,True,9,False,2020-07-30 14:14:22+00:00,6,0,True,0,,,2020-07-30 15:23:10,2020
243,352,0,True,active,352,True,3,False,2020-07-30 12:25:11+00:00,12,0,True,0,,,2020-07-30 15:23:10,2020
244,353,0,True,active,353,True,12,True,2020-07-29 23:34:02+00:00,3,0,True,0,,,2020-07-30 15:23:10,2020
245,354,1,True,active,354,True,2,False,2020-07-30 14:52:24+00:00,12,0,True,0,,,2020-07-30 15:23:10,2020
246,355,0,True,active,355,True,11,False,2020-07-30 12:36:50+00:00,6,0,True,0,,,2020-07-30 15:23:10,2020
247,356,0,True,active,356,True,15,False,2020-07-30 14:48:36+00:00,8,0,True,0,,,2020-07-30 15:23:10,2020
248,357,0,True,active,357,True,11,False,2020-07-30 15:22:09+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
249,358,0,True,active,358,True,4,False,2020-07-30 15:19:26+00:00,15,0,True,0,,,2020-07-30 15:23:10,2020
250,359,0,True,active,359,True,4,False,2020-07-30 14:47:16+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
251,360,0,True,active,360,True,1,False,2020-07-30 14:51:54+00:00,14,0,True,0,,,2020-07-30 15:23:10,2020
252,361,0,True,active,361,True,3,False,2020-07-30 14:38:28+00:00,16,0,True,0,,,2020-07-30 15:23:10,2020
253,362,0,True,active,362,True,3,False,2020-07-30 14:58:16+00:00,16,0,True,0,,,2020-07-30 15:23:10,2020
254,363,0,True,active,363,True,15,False,2020-07-30 14:52:01+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
255,364,2,True,active,364,True,7,False,2020-07-30 15:12:00+00:00,10,0,True,0,,,2020-07-30 15:23:10,2020
256,365,0,True,active,365,True,8,False,2020-07-30 15:14:23+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
257,366,0,True,active,366,True,11,False,2020-07-30 14:55:03+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
258,367,0,True,active,367,True,17,False,2020-07-30 14:42:39+00:00,2,0,True,0,,,2020-07-30 15:23:10,2020
259,368,0,True,active,368,True,3,False,2020-07-30 14:49:45+00:00,12,0,True,0,,,2020-07-30 15:23:10,2020
260,369,0,True,active,369,True,7,False,2020-07-30 14:12:44+00:00,8,0,True,0,,,2020-07-30 15:23:10,2020
261,370,1,True,active,370,True,7,False,2020-07-30 15:00:57+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
262,371,0,True,active,371,True,8,False,2020-07-30 11:55:47+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
263,372,0,True,active,372,True,10,False,2020-07-30 14:39:42+00:00,9,0,True,0,,,2020-07-30 15:23:10,2020
264,373,0,True,active,373,True,9,False,2020-07-30 08:13:12+00:00,6,0,True,0,,,2020-07-30 15:23:10,2020
265,374,0,True,active,374,True,3,False,2020-07-30 15:17:14+00:00,16,0,True,0,,,2020-07-30 15:23:10,2020
266,376,0,True,active,376,True,12,False,2020-07-30 14:40:05+00:00,3,0,True,0,,,2020-07-30 15:23:10,2020
267,377,0,True,active,377,True,14,False,2020-07-30 14:56:57+00:00,5,0,True,0,,,2020-07-30 15:23:10,2020
268,378,1,True,active,378,True,3,False,2020-07-30 15:04:52+00:00,15,0,True,0,,,2020-07-30 15:23:10,2020
269,379,0,True,active,379,True,7,False,2020-07-30 15:22:55+00:00,8,0,True,0,,,2020-07-30 15:23:10,2020
270,380,2,True,active,380,True,14,False,2020-07-30 15:11:51+00:00,2,0,True,0,,,2020-07-30 15:23:10,2020
271,381,1,True,active,381,True,10,False,2020-07-30 15:20:24+00:00,8,0,True,0,,,2020-07-30 15:23:10,2020
272,384,0,True,active,384,True,11,True,2020-07-30 14:55:59+00:00,8,0,True,0,,,2020-07-30 15:23:10,2020
273,385,0,True,active,385,True,13,False,2020-07-30 14:57:30+00:00,1,1,True,0,,,2020-07-30 15:23:10,2020
274,386,0,True,active,386,True,12,False,2020-07-30 15:16:06+00:00,7,0,True,0,,,2020-07-30 15:23:10,2020
275,387,0,True,active,387,True,10,False,2020-07-30 15:13:59+00:00,5,0,True,0,,,2020-07-30 15:23:10,2020
276,388,0,True,active,388,True,3,False,2020-07-29 08:59:07+00:00,8,0,True,0,,,2020-07-30 15:23:10,2020
277,389,0,True,active,389,True,11,False,2020-07-30 13:19:45+00:00,3,0,True,0,,,2020-07-30 15:23:10,2020
278,390,0,True,active,390,True,13,False,2020-07-30 08:55:07+00:00,2,0,True,0,,,2020-07-30 15:23:10,2020
279,391,0,True,active,391,True,12,False,2020-07-30 08:01:34+00:00,3,0,True,0,,,2020-07-30 15:23:10,2020
280,392,0,True,active,392,True,4,False,2020-07-30 15:07:26+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
281,393,0,True,active,393,True,6,False,2020-07-30 08:56:58+00:00,9,0,True,0,,,2020-07-30 15:23:10,2020
282,394,0,True,active,394,True,1,False,2020-07-30 08:55:42+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
283,395,0,True,active,395,True,7,False,2020-07-30 10:49:56+00:00,8,0,True,0,,,2020-07-30 15:23:10,2020
284,396,0,True,active,396,True,10,False,2020-07-30 08:55:01+00:00,5,0,True,0,,,2020-07-30 15:23:10,2020
285,397,0,True,active,397,True,11,False,2020-07-30 10:30:46+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
286,398,0,True,active,398,True,1,False,2020-07-30 14:24:40+00:00,18,0,True,0,,,2020-07-30 15:23:10,2020
287,399,0,True,active,399,True,5,False,2020-07-30 15:03:16+00:00,10,0,True,0,,,2020-07-30 15:23:10,2020
288,400,0,True,active,400,True,12,False,2020-07-30 15:13:17+00:00,15,0,True,0,,,2020-07-30 15:23:10,2020
289,401,0,True,active,401,True,14,False,2020-07-30 12:56:39+00:00,1,0,True,0,,,2020-07-30 15:23:10,2020
290,402,0,True,active,402,True,0,False,2020-07-30 14:51:00+00:00,15,0,True,0,,,2020-07-30 15:23:10,2020
291,403,0,True,active,403,True,0,False,2020-07-30 15:00:44+00:00,15,0,True,0,,,2020-07-30 15:23:10,2020
292,404,0,True,active,404,True,9,False,2020-07-30 14:52:17+00:00,7,0,True,0,,,2020-07-30 15:23:10,2020
293,405,1,True,active,405,True,14,False,2020-07-30 08:56:05+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
294,406,1,True,active,406,True,1,False,2020-07-30 13:11:24+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
295,407,0,True,active,407,True,3,False,2020-07-30 10:29:48+00:00,16,0,True,0,,,2020-07-30 15:23:10,2020
296,408,0,True,active,408,True,9,False,2020-07-30 14:13:57+00:00,6,0,True,0,,,2020-07-30 15:23:10,2020
297,409,0,True,active,409,True,7,False,2020-07-30 13:22:04+00:00,12,0,True,0,,,2020-07-30 15:23:10,2020
298,410,0,True,active,410,True,14,False,2020-07-30 14:15:18+00:00,5,0,True,0,,,2020-07-30 15:23:10,2020
299,411,0,True,active,411,True,12,False,2020-07-30 08:36:48+00:00,3,0,True,0,,,2020-07-30 15:23:10,2020
300,412,0,True,active,412,True,2,False,2020-07-30 14:49:22+00:00,17,0,True,0,,,2020-07-30 15:23:10,2020
301,413,0,True,active,413,True,7,False,2020-07-30 15:18:28+00:00,12,0,True,0,,,2020-07-30 15:23:10,2020
302,414,0,True,active,414,True,4,False,2020-07-30 13:21:51+00:00,19,0,True,0,,,2020-07-30 15:23:10,2020
303,415,1,True,active,415,True,5,False,2020-07-30 14:46:38+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
304,416,0,True,active,416,True,10,False,2020-07-30 15:21:40+00:00,5,0,True,0,,,2020-07-30 15:23:10,2020
305,417,0,True,active,417,True,8,False,2020-07-30 15:19:24+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
306,419,1,True,active,419,True,10,False,2020-07-30 14:59:52+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
307,420,0,False,out_of_service,420,False,0,False,1970-01-02 00:00:00+00:00,0,0,False,0,,,2020-07-30 15:23:10,1970
308,421,1,True,active,421,True,9,False,2020-07-30 12:27:49+00:00,9,0,True,0,,,2020-07-30 15:23:10,2020
309,422,0,True,active,422,True,15,False,2020-07-30 01:12:02+00:00,0,0,True,0,,,2020-07-30 15:23:10,2020
310,423,0,True,active,423,True,10,False,2020-07-30 12:20:56+00:00,9,0,True,0,,,2020-07-30 15:23:10,2020
311,424,0,True,active,424,True,3,False,2020-07-30 15:16:34+00:00,16,0,True,0,,,2020-07-30 15:23:10,2020
312,425,0,True,active,425,True,1,False,2020-07-30 14:09:03+00:00,15,0,True,0,,,2020-07-30 15:23:10,2020
313,426,1,True,active,426,True,17,False,2020-07-30 14:59:36+00:00,9,0,True,0,,,2020-07-30 15:23:10,2020
314,427,0,True,active,427,True,10,False,2020-07-29 23:56:25+00:00,9,0,True,0,,,2020-07-30 15:23:10,2020
315,428,0,True,active,428,True,17,False,2020-07-30 12:29:37+00:00,2,0,True,0,,,2020-07-30 15:23:10,2020
316,430,0,True,active,430,True,15,False,2020-07-29 19:39:05+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
317,431,1,True,active,431,True,1,False,2020-07-30 00:37:18+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
318,432,0,True,active,432,True,6,False,2020-07-30 08:56:06+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
319,433,0,True,active,433,True,0,False,2020-07-30 07:26:40+00:00,19,0,True,0,,,2020-07-30 15:23:10,2020
320,434,1,True,active,434,True,8,False,2020-07-29 21:07:27+00:00,10,0,True,0,,,2020-07-30 15:23:10,2020
321,435,2,True,active,435,True,12,False,2020-07-30 00:13:34+00:00,1,0,True,0,,,2020-07-30 15:23:10,2020
322,436,0,True,active,436,True,1,False,2020-07-30 12:25:14+00:00,14,0,True,0,,,2020-07-30 15:23:10,2020
323,437,0,True,active,437,True,11,False,2020-07-30 14:47:29+00:00,8,0,True,0,,,2020-07-30 15:23:10,2020
324,440,0,True,active,440,True,4,False,2020-07-30 12:44:50+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
325,441,0,True,active,441,True,10,False,2020-07-30 13:00:27+00:00,9,0,True,0,,,2020-07-30 15:23:10,2020
326,442,0,True,active,442,True,4,False,2020-07-29 23:31:39+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
327,443,0,True,active,443,True,5,False,2020-07-30 15:05:51+00:00,14,0,True,0,,,2020-07-30 15:23:10,2020
328,445,0,True,active,445,True,15,False,2020-07-30 12:11:16+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
329,446,0,True,active,446,True,8,False,2020-07-30 14:30:00+00:00,4,0,True,0,,,2020-07-30 15:23:10,2020
330,447,0,True,active,447,True,0,False,2020-07-30 15:12:53+00:00,19,0,True,0,,,2020-07-30 15:23:10,2020
331,448,0,True,active,448,True,4,False,2020-07-29 14:20:33+00:00,7,0,True,0,,,2020-07-30 15:23:10,2020
332,449,0,True,out_of_service,449,True,0,False,1970-01-02 00:00:00+00:00,0,0,False,0,,,2020-07-30 15:23:10,1970
333,450,0,True,active,450,True,2,False,2020-07-30 14:22:43+00:00,13,0,True,0,,,2020-07-30 15:23:10,2020
334,451,0,True,active,451,True,0,False,2020-07-30 14:26:45+00:00,15,0,True,0,,,2020-07-30 15:23:10,2020
335,452,0,True,active,452,True,6,False,2020-07-30 14:58:24+00:00,9,0,True,0,,,2020-07-30 15:23:10,2020
336,453,0,True,active,453,True,4,False,2020-07-30 12:41:58+00:00,11,0,True,0,,,2020-07-30 15:23:10,2020
337,454,0,True,active,454,True,5,False,2020-07-30 15:18:31+00:00,10,0,True,0,,,2020-07-30 15:23:10,2020
