,num_docks_available,legacy_id,num_bikes_available,is_installed,is_returning,station_status,num_docks_disabled,is_renting,eightd_has_available_keys,last_reported,station_id,num_bikes_disabled,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,5,3,10,True,True,active,0,True,False,2020-08-13 13:22:04+00:00,3,0,0,,,2020-08-13 13:58:25,2020
1,6,4,13,True,True,active,0,True,False,2020-08-13 13:55:19+00:00,4,0,0,,,2020-08-13 13:58:25,2020
2,10,5,5,True,True,active,0,True,False,2020-08-13 13:56:43+00:00,5,0,0,,,2020-08-13 13:58:25,2020
3,10,6,3,True,True,active,0,True,False,2020-08-13 13:56:22+00:00,6,2,0,,,2020-08-13 13:58:25,2020
4,14,7,1,True,True,active,0,True,False,2020-08-13 13:14:17+00:00,7,0,0,,,2020-08-13 13:58:25,2020
5,9,8,10,True,True,active,0,True,False,2020-08-13 13:45:54+00:00,8,0,0,,,2020-08-13 13:58:25,2020
6,2,9,12,True,True,active,0,True,False,2020-08-13 13:56:20+00:00,9,1,0,,,2020-08-13 13:58:25,2020
7,7,10,4,True,True,active,0,True,False,2020-08-13 13:24:43+00:00,10,0,0,,,2020-08-13 13:58:25,2020
8,5,11,9,True,True,active,0,True,False,2020-08-13 13:58:12+00:00,11,1,0,,,2020-08-13 13:58:25,2020
9,8,12,10,True,True,active,0,True,True,2020-08-13 13:56:38+00:00,12,0,0,,,2020-08-13 13:58:25,2020
10,0,13,19,True,True,active,0,True,False,2020-08-13 13:39:01+00:00,13,0,0,,,2020-08-13 13:58:25,2020
11,11,14,14,True,True,active,0,True,False,2020-08-13 13:56:34+00:00,14,0,0,,,2020-08-13 13:58:25,2020
12,6,15,9,True,True,active,0,True,False,2020-08-13 13:46:58+00:00,15,0,0,,,2020-08-13 13:58:25,2020
13,7,16,12,True,True,active,0,True,True,2020-08-13 13:58:03+00:00,16,0,0,,,2020-08-13 13:58:25,2020
14,11,17,3,True,True,active,0,True,False,2020-08-13 13:45:36+00:00,17,1,0,,,2020-08-13 13:58:25,2020
15,11,19,3,True,True,active,0,True,False,2020-08-13 12:48:35+00:00,19,1,0,,,2020-08-13 13:58:25,2020
16,13,20,10,True,True,active,0,True,True,2020-08-13 13:47:07+00:00,20,0,0,,,2020-08-13 13:58:25,2020
17,16,21,2,True,True,active,0,True,True,2020-08-13 13:56:01+00:00,21,0,0,,,2020-08-13 13:58:25,2020
18,38,22,8,True,True,active,0,True,True,2020-08-13 13:25:34+00:00,22,1,0,,,2020-08-13 13:58:25,2020
19,12,23,9,True,True,active,0,True,False,2020-08-13 13:58:00+00:00,23,0,0,,,2020-08-13 13:58:25,2020
20,4,24,14,True,True,active,0,True,False,2020-08-13 13:28:42+00:00,24,1,0,,,2020-08-13 13:58:25,2020
21,6,25,8,True,True,active,0,True,False,2020-08-13 13:42:06+00:00,25,1,0,,,2020-08-13 13:58:25,2020
22,4,26,11,True,True,active,0,True,False,2020-08-13 13:54:51+00:00,26,0,0,,,2020-08-13 13:58:25,2020
23,12,27,11,True,True,active,0,True,False,2020-08-13 13:42:02+00:00,27,0,0,,,2020-08-13 13:58:25,2020
24,6,29,9,True,True,active,0,True,False,2020-08-13 12:43:37+00:00,29,0,0,,,2020-08-13 13:58:25,2020
25,1,30,13,True,True,active,0,True,False,2020-08-13 13:56:31+00:00,30,1,0,,,2020-08-13 13:58:25,2020
26,12,31,7,True,True,active,0,True,True,2020-08-13 13:25:53+00:00,31,0,0,,,2020-08-13 13:58:25,2020
27,1,32,13,True,True,active,0,True,False,2020-08-13 13:32:49+00:00,32,1,0,,,2020-08-13 13:58:25,2020
28,19,33,8,True,True,active,0,True,False,2020-08-13 13:43:08+00:00,33,0,0,,,2020-08-13 13:58:25,2020
29,8,35,14,True,True,active,0,True,False,2020-08-13 13:38:18+00:00,35,1,0,,,2020-08-13 13:58:25,2020
30,26,36,7,True,True,active,0,True,True,2020-08-13 13:47:58+00:00,36,0,0,,,2020-08-13 13:58:25,2020
31,11,37,4,True,True,active,0,True,True,2020-08-13 13:55:36+00:00,37,0,0,,,2020-08-13 13:58:25,2020
32,0,39,22,True,True,active,0,True,False,2020-08-13 13:50:11+00:00,39,1,0,,,2020-08-13 13:58:25,2020
33,14,40,4,True,True,active,0,True,False,2020-08-13 13:51:03+00:00,40,1,0,,,2020-08-13 13:58:25,2020
34,15,41,12,True,True,active,0,True,True,2020-08-13 13:53:00+00:00,41,0,0,,,2020-08-13 13:58:25,2020
35,11,42,12,True,True,active,0,True,False,2020-08-13 13:50:59+00:00,42,0,0,,,2020-08-13 13:58:25,2020
36,2,43,13,True,True,active,0,True,True,2020-08-13 13:49:41+00:00,43,0,0,,,2020-08-13 13:58:25,2020
37,19,44,4,True,True,active,0,True,False,2020-08-13 13:55:29+00:00,44,0,0,,,2020-08-13 13:58:25,2020
38,17,46,2,True,True,active,0,True,False,2020-08-13 13:58:05+00:00,46,0,0,,,2020-08-13 13:58:25,2020
39,16,47,3,True,True,active,0,True,True,2020-08-13 13:48:46+00:00,47,0,0,,,2020-08-13 13:58:25,2020
40,9,48,10,True,True,active,0,True,False,2020-08-13 13:26:27+00:00,48,0,0,,,2020-08-13 13:58:25,2020
