,num_docks_available,legacy_id,num_bikes_available,is_installed,is_returning,station_status,num_docks_disabled,is_renting,eightd_has_available_keys,last_reported,station_id,num_bikes_disabled,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,1,3,14,True,True,active,0,True,False,2020-08-13 21:26:06+00:00,3,0,0,,,2020-08-13 21:28:25,2020
1,12,4,7,True,True,active,0,True,False,2020-08-13 21:28:04+00:00,4,0,0,,,2020-08-13 21:28:25,2020
2,11,5,4,True,True,active,0,True,False,2020-08-13 21:23:42+00:00,5,0,0,,,2020-08-13 21:28:25,2020
3,11,6,3,True,True,active,0,True,False,2020-08-13 21:26:43+00:00,6,1,0,,,2020-08-13 21:28:25,2020
4,14,7,1,True,True,active,0,True,False,2020-08-13 20:31:52+00:00,7,0,0,,,2020-08-13 21:28:25,2020
5,6,8,13,True,True,active,0,True,False,2020-08-13 21:25:40+00:00,8,0,0,,,2020-08-13 21:28:25,2020
6,0,9,14,True,True,active,0,True,False,2020-08-13 21:25:25+00:00,9,1,0,,,2020-08-13 21:28:25,2020
7,4,10,6,True,True,active,0,True,False,2020-08-13 21:22:03+00:00,10,1,0,,,2020-08-13 21:28:25,2020
8,14,11,1,True,True,active,0,True,False,2020-08-13 21:27:57+00:00,11,0,0,"{'dock_blocked_count': 0, 'off_dock_count': 1, 'active': True, 'off_dock_capacity': 50, 'valet_revision': 87, 'region': 'BOS', 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-13 21:28:25,2020
9,9,12,7,True,True,active,0,True,True,2020-08-13 21:28:05+00:00,12,2,0,,,2020-08-13 21:28:25,2020
10,19,13,0,True,True,active,0,True,False,2020-08-13 21:20:09+00:00,13,0,0,,,2020-08-13 21:28:25,2020
11,21,14,4,True,True,active,0,True,False,2020-08-13 21:28:01+00:00,14,0,0,,,2020-08-13 21:28:25,2020
12,5,15,10,True,True,active,0,True,False,2020-08-13 21:26:46+00:00,15,0,0,,,2020-08-13 21:28:25,2020
13,6,16,13,True,True,active,0,True,True,2020-08-13 21:26:56+00:00,16,0,0,,,2020-08-13 21:28:25,2020
14,12,17,2,True,True,active,0,True,False,2020-08-13 21:25:12+00:00,17,1,0,,,2020-08-13 21:28:25,2020
15,10,19,4,True,True,active,0,True,False,2020-08-13 21:19:58+00:00,19,1,0,,,2020-08-13 21:28:25,2020
16,10,20,13,True,True,active,0,True,True,2020-08-13 21:27:56+00:00,20,0,0,,,2020-08-13 21:28:25,2020
17,15,21,2,True,True,active,0,True,True,2020-08-13 20:59:23+00:00,21,1,0,,,2020-08-13 21:28:25,2020
18,39,22,8,True,True,active,0,True,True,2020-08-13 21:18:39+00:00,22,0,0,,,2020-08-13 21:28:25,2020
19,20,23,1,True,True,active,0,True,False,2020-08-13 21:25:34+00:00,23,0,0,,,2020-08-13 21:28:25,2020
20,3,24,15,True,True,active,0,True,False,2020-08-13 21:28:05+00:00,24,1,0,,,2020-08-13 21:28:25,2020
21,7,25,7,True,True,active,0,True,False,2020-08-13 21:18:05+00:00,25,1,0,,,2020-08-13 21:28:25,2020
22,4,26,11,True,True,active,0,True,False,2020-08-13 21:27:46+00:00,26,0,0,,,2020-08-13 21:28:25,2020
23,7,27,15,True,True,active,0,True,False,2020-08-13 21:23:51+00:00,27,1,0,,,2020-08-13 21:28:25,2020
24,8,29,7,True,True,active,0,True,False,2020-08-13 19:15:47+00:00,29,0,0,,,2020-08-13 21:28:25,2020
25,14,30,0,True,True,active,0,True,False,2020-08-13 21:26:58+00:00,30,1,0,,,2020-08-13 21:28:25,2020
26,17,31,2,True,True,active,0,True,True,2020-08-13 20:21:26+00:00,31,0,0,,,2020-08-13 21:28:25,2020
27,3,32,12,True,True,active,0,True,False,2020-08-13 21:25:25+00:00,32,0,0,,,2020-08-13 21:28:25,2020
28,20,33,7,True,True,active,0,True,False,2020-08-13 20:53:47+00:00,33,0,0,,,2020-08-13 21:28:25,2020
29,11,35,12,True,True,active,0,True,False,2020-08-13 21:12:24+00:00,35,0,0,,,2020-08-13 21:28:25,2020
