,num_bikes_available,legacy_id,station_status,num_ebikes_available,station_id,is_installed,num_bikes_disabled,last_reported,is_renting,eightd_active_station_services,num_docks_disabled,is_returning,valet,num_docks_available,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
0,9,296,active,0,296,True,0,2020-08-02 16:03:52+00:00,True,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'region': 'BOS', 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'active': True, 'valet_revision': 3, 'off_dock_count': 0, 'off_dock_capacity': 0, 'dock_blocked_count': 0}",14,False,2020-08-02 16:04:35,2020
1,5,3,active,0,3,True,1,2020-08-02 15:33:50+00:00,True,,0,True,,9,True,2020-08-02 16:04:35,2020
2,5,4,active,0,4,True,0,2020-08-02 15:56:17+00:00,True,,0,True,,14,False,2020-08-02 16:04:35,2020
3,11,5,active,0,5,True,0,2020-08-02 15:58:59+00:00,True,,0,True,,4,False,2020-08-02 16:04:35,2020
4,0,6,active,0,6,True,0,2020-08-02 15:59:19+00:00,True,,0,True,,15,False,2020-08-02 16:04:35,2020
5,0,7,active,0,7,True,0,2020-08-02 08:58:23+00:00,True,,0,True,,15,False,2020-08-02 16:04:35,2020
6,11,8,active,0,8,True,3,2020-08-02 15:55:02+00:00,True,,0,True,,5,False,2020-08-02 16:04:35,2020
7,11,9,active,0,9,True,0,2020-08-02 15:47:39+00:00,True,,0,True,,4,False,2020-08-02 16:04:35,2020
8,1,10,active,0,10,True,2,2020-08-02 15:38:09+00:00,True,,0,True,,8,False,2020-08-02 16:04:35,2020
9,13,11,active,0,11,True,2,2020-08-02 15:59:28+00:00,True,,0,True,,0,False,2020-08-02 16:04:35,2020
10,3,12,active,0,12,True,0,2020-08-02 15:56:07+00:00,True,,0,True,,15,True,2020-08-02 16:04:35,2020
11,18,13,active,0,13,True,0,2020-08-02 15:49:14+00:00,True,,0,True,,1,False,2020-08-02 16:04:35,2020
12,14,14,active,0,14,True,1,2020-08-02 16:03:43+00:00,True,,0,True,,10,False,2020-08-02 16:04:35,2020
13,7,15,active,0,15,True,1,2020-08-02 15:43:44+00:00,True,,0,True,,7,False,2020-08-02 16:04:35,2020
14,11,16,active,0,16,True,1,2020-08-02 16:02:57+00:00,True,,0,True,,7,True,2020-08-02 16:04:35,2020
15,5,17,active,0,17,True,0,2020-08-02 15:51:30+00:00,True,,0,True,,10,False,2020-08-02 16:04:35,2020
16,8,19,active,0,19,True,1,2020-08-02 15:49:13+00:00,True,,0,True,,6,False,2020-08-02 16:04:35,2020
17,9,20,active,0,20,True,0,2020-08-02 16:04:10+00:00,True,,0,True,,14,True,2020-08-02 16:04:35,2020
18,4,21,active,0,21,True,0,2020-08-02 15:57:14+00:00,True,,0,True,,14,True,2020-08-02 16:04:35,2020
19,6,22,active,0,22,True,0,2020-08-02 15:52:30+00:00,True,,0,True,,41,True,2020-08-02 16:04:35,2020
20,2,23,active,0,23,True,0,2020-08-02 15:57:21+00:00,True,,0,True,,19,True,2020-08-02 16:04:35,2020
21,6,24,active,0,24,True,1,2020-08-02 15:46:06+00:00,True,,0,True,,12,False,2020-08-02 16:04:35,2020
22,6,25,active,0,25,True,1,2020-08-02 15:53:43+00:00,True,,0,True,,8,False,2020-08-02 16:04:35,2020
23,7,26,active,0,26,True,0,2020-08-02 16:04:16+00:00,True,,0,True,,8,False,2020-08-02 16:04:35,2020
24,6,27,active,0,27,True,2,2020-08-02 15:43:50+00:00,True,,0,True,,15,False,2020-08-02 16:04:35,2020
