,legacy_id,num_bikes_available,num_docks_available,last_reported,num_ebikes_available,num_docks_disabled,is_returning,num_bikes_disabled,station_status,is_renting,station_id,is_installed,eightd_has_available_keys,timestamp_of_data_read_request,year_station_last_reported
218,327,3,11,2020-08-22 01:04:44+00:00,0,0,True,1,active,True,327,True,False,2020-08-22 03:56:25,2020
219,328,12,3,2020-08-22 03:56:12+00:00,0,0,True,0,active,True,328,True,False,2020-08-22 03:56:25,2020
220,329,9,6,2020-08-22 02:36:18+00:00,0,0,True,0,active,True,329,True,False,2020-08-22 03:56:25,2020
221,330,2,13,2020-08-22 02:56:15+00:00,0,0,True,0,active,True,330,True,False,2020-08-22 03:56:25,2020
222,331,15,0,2020-08-22 03:19:55+00:00,0,0,True,0,active,True,331,True,False,2020-08-22 03:56:25,2020
223,332,12,3,2020-08-22 03:53:27+00:00,0,0,True,0,active,True,332,True,False,2020-08-22 03:56:25,2020
224,333,25,0,2020-08-22 03:50:43+00:00,0,0,True,0,active,True,333,True,False,2020-08-22 03:56:25,2020
225,334,16,3,2020-08-22 02:56:36+00:00,0,0,True,0,active,True,334,True,False,2020-08-22 03:56:25,2020
226,335,7,12,2020-08-22 03:41:48+00:00,0,0,True,0,active,True,335,True,False,2020-08-22 03:56:25,2020
227,336,4,11,2020-08-21 21:26:12+00:00,0,0,True,0,active,True,336,True,False,2020-08-22 03:56:25,2020
228,337,15,0,2020-08-22 00:22:27+00:00,0,0,True,0,active,True,337,True,False,2020-08-22 03:56:25,2020
229,338,8,7,2020-08-22 03:53:56+00:00,0,0,True,0,active,True,338,True,False,2020-08-22 03:56:25,2020
230,339,14,1,2020-08-22 03:22:45+00:00,0,0,True,0,active,True,339,True,False,2020-08-22 03:56:25,2020
231,340,15,4,2020-08-21 08:56:34+00:00,0,0,True,0,active,True,340,True,False,2020-08-22 03:56:25,2020
232,341,14,1,2020-08-22 01:31:25+00:00,0,0,True,0,active,True,341,True,True,2020-08-22 03:56:25,2020
233,342,13,1,2020-08-22 03:53:41+00:00,0,0,True,1,active,True,342,True,False,2020-08-22 03:56:25,2020
234,343,3,12,2020-08-21 08:51:37+00:00,0,0,True,0,active,True,343,True,False,2020-08-22 03:56:25,2020
235,344,3,16,2020-08-22 03:16:28+00:00,0,0,True,0,active,True,344,True,False,2020-08-22 03:56:25,2020
236,345,10,8,2020-08-22 02:52:31+00:00,0,0,True,1,active,True,345,True,False,2020-08-22 03:56:25,2020
237,346,1,14,2020-08-22 03:45:57+00:00,0,0,True,0,active,True,346,True,False,2020-08-22 03:56:25,2020
238,347,14,1,2020-08-21 18:50:00+00:00,0,0,True,0,active,True,347,True,False,2020-08-22 03:56:25,2020
239,348,7,8,2020-08-22 02:01:45+00:00,0,0,True,0,active,True,348,True,False,2020-08-22 03:56:25,2020
240,349,5,12,2020-08-22 00:40:33+00:00,0,0,True,0,active,True,349,True,False,2020-08-22 03:56:25,2020
241,350,12,5,2020-08-22 00:24:03+00:00,0,0,True,0,active,True,350,True,False,2020-08-22 03:56:25,2020
242,351,15,0,2020-08-22 03:53:17+00:00,0,0,True,0,active,True,351,True,False,2020-08-22 03:56:25,2020
243,352,12,3,2020-08-22 03:24:24+00:00,0,0,True,0,active,True,352,True,False,2020-08-22 03:56:25,2020
244,353,8,7,2020-08-21 13:30:07+00:00,0,0,True,0,active,True,353,True,True,2020-08-22 03:56:25,2020
245,354,4,11,2020-08-22 03:51:40+00:00,0,0,True,0,active,True,354,True,False,2020-08-22 03:56:25,2020
246,355,15,2,2020-08-22 03:17:22+00:00,0,0,True,0,active,True,355,True,False,2020-08-22 03:56:25,2020
247,356,15,8,2020-08-22 03:56:15+00:00,0,0,True,0,active,True,356,True,False,2020-08-22 03:56:25,2020
248,357,13,2,2020-08-22 01:58:18+00:00,0,0,True,0,active,True,357,True,False,2020-08-22 03:56:25,2020
249,358,17,2,2020-08-22 03:46:24+00:00,0,0,True,0,active,True,358,True,False,2020-08-22 03:56:25,2020
250,359,5,10,2020-08-22 03:50:47+00:00,0,0,True,0,active,True,359,True,False,2020-08-22 03:56:25,2020
251,360,2,13,2020-08-22 02:30:30+00:00,0,0,True,0,active,True,360,True,False,2020-08-22 03:56:25,2020
252,361,4,15,2020-08-22 03:35:54+00:00,0,0,True,0,active,True,361,True,False,2020-08-22 03:56:25,2020
253,362,6,13,2020-08-22 02:38:49+00:00,0,0,True,0,active,True,362,True,False,2020-08-22 03:56:25,2020
254,363,15,4,2020-08-22 03:28:28+00:00,0,0,True,0,active,True,363,True,False,2020-08-22 03:56:25,2020
255,364,16,2,2020-08-22 03:53:22+00:00,0,0,True,1,active,True,364,True,False,2020-08-22 03:56:25,2020
256,365,6,13,2020-08-22 03:20:08+00:00,0,0,True,0,active,True,365,True,False,2020-08-22 03:56:25,2020
257,366,0,0,1970-01-02 00:00:00+00:00,0,0,True,0,out_of_service,True,366,False,False,2020-08-22 03:56:25,1970
258,367,16,2,2020-08-22 01:03:01+00:00,0,0,True,1,active,True,367,True,False,2020-08-22 03:56:25,2020
259,368,3,12,2020-08-22 02:57:27+00:00,0,0,True,0,active,True,368,True,False,2020-08-22 03:56:25,2020
260,369,8,7,2020-08-22 03:23:44+00:00,0,0,True,0,active,True,369,True,False,2020-08-22 03:56:25,2020
261,370,6,13,2020-08-22 03:29:39+00:00,0,0,True,0,active,True,370,True,False,2020-08-22 03:56:25,2020
262,371,8,11,2020-08-22 00:49:24+00:00,0,0,True,0,active,True,371,True,False,2020-08-22 03:56:25,2020
263,372,7,11,2020-08-22 03:18:27+00:00,0,0,True,1,active,True,372,True,False,2020-08-22 03:56:25,2020
264,373,9,6,2020-08-22 00:09:58+00:00,0,0,True,0,active,True,373,True,False,2020-08-22 03:56:25,2020
265,374,14,5,2020-08-22 03:44:35+00:00,0,0,True,0,active,True,374,True,False,2020-08-22 03:56:25,2020
266,376,12,2,2020-08-22 03:17:29+00:00,0,0,True,1,active,True,376,True,True,2020-08-22 03:56:25,2020
267,377,10,9,2020-08-22 03:51:04+00:00,0,0,True,0,active,True,377,True,False,2020-08-22 03:56:25,2020
268,378,6,13,2020-08-22 03:06:13+00:00,0,0,True,0,active,True,378,True,False,2020-08-22 03:56:25,2020
269,379,12,3,2020-08-22 03:48:06+00:00,0,0,True,0,active,True,379,True,False,2020-08-22 03:56:25,2020
270,380,0,18,2020-08-22 01:17:40+00:00,0,0,True,0,active,True,380,True,False,2020-08-22 03:56:25,2020
271,381,15,3,2020-08-22 03:56:07+00:00,0,0,True,1,active,True,381,True,False,2020-08-22 03:56:25,2020
272,384,13,6,2020-08-22 00:38:51+00:00,0,0,True,0,active,True,384,True,True,2020-08-22 03:56:25,2020
273,385,2,12,2020-08-22 03:25:36+00:00,0,1,True,0,active,True,385,True,False,2020-08-22 03:56:25,2020
274,386,14,5,2020-08-22 03:31:48+00:00,0,0,True,0,active,True,386,True,False,2020-08-22 03:56:25,2020
275,387,9,6,2020-08-22 01:59:14+00:00,0,0,True,0,active,True,387,True,False,2020-08-22 03:56:25,2020
276,388,10,1,2020-08-21 22:02:33+00:00,0,0,True,0,active,True,388,True,False,2020-08-22 03:56:25,2020
277,389,8,6,2020-08-22 03:29:35+00:00,0,0,True,0,active,True,389,True,False,2020-08-22 03:56:25,2020
278,390,9,6,2020-08-21 17:53:00+00:00,0,0,True,0,active,True,390,True,False,2020-08-22 03:56:25,2020
279,391,11,4,2020-08-21 22:51:56+00:00,0,0,True,0,active,True,391,True,False,2020-08-22 03:56:25,2020
280,392,4,11,2020-08-21 21:41:34+00:00,0,0,True,0,active,True,392,True,False,2020-08-22 03:56:25,2020
281,393,9,6,2020-08-21 22:13:33+00:00,0,0,True,0,active,True,393,True,False,2020-08-22 03:56:25,2020
282,394,0,14,2020-08-20 09:00:38+00:00,0,0,True,0,active,True,394,True,False,2020-08-22 03:56:25,2020
283,395,13,2,2020-08-22 00:59:22+00:00,0,0,True,0,active,True,395,True,False,2020-08-22 03:56:25,2020
284,396,13,2,2020-08-21 16:20:39+00:00,0,0,True,0,active,True,396,True,False,2020-08-22 03:56:25,2020
285,397,10,5,2020-08-21 14:41:02+00:00,0,0,True,0,active,True,397,True,False,2020-08-22 03:56:25,2020
286,398,3,16,2020-08-22 01:59:04+00:00,0,0,True,0,active,True,398,True,False,2020-08-22 03:56:25,2020
287,399,9,6,2020-08-22 03:04:51+00:00,0,0,True,0,active,True,399,True,False,2020-08-22 03:56:25,2020
288,400,21,6,2020-08-22 00:32:45+00:00,0,0,True,0,active,True,400,True,False,2020-08-22 03:56:25,2020
289,401,11,4,2020-08-22 02:54:05+00:00,0,0,True,0,active,True,401,True,False,2020-08-22 03:56:25,2020
290,402,7,8,2020-08-22 02:16:25+00:00,0,0,True,0,active,True,402,True,False,2020-08-22 03:56:25,2020
291,403,9,5,2020-08-22 03:55:06+00:00,0,0,True,1,active,True,403,True,False,2020-08-22 03:56:25,2020
292,404,2,14,2020-08-22 02:53:08+00:00,0,0,True,0,active,True,404,True,False,2020-08-22 03:56:25,2020
293,405,18,1,2020-08-21 23:11:37+00:00,0,0,True,0,active,True,405,True,False,2020-08-22 03:56:25,2020
294,406,9,10,2020-08-22 02:34:11+00:00,0,0,True,0,active,True,406,True,False,2020-08-22 03:56:25,2020
295,407,1,18,2020-08-21 23:49:56+00:00,0,0,True,0,active,True,407,True,False,2020-08-22 03:56:25,2020
296,408,10,5,2020-08-22 02:26:53+00:00,0,0,True,0,active,True,408,True,False,2020-08-22 03:56:25,2020
297,409,14,5,2020-08-22 03:22:06+00:00,0,0,True,0,active,True,409,True,False,2020-08-22 03:56:25,2020
298,410,9,10,2020-08-22 00:49:22+00:00,0,0,True,0,active,True,410,True,False,2020-08-22 03:56:25,2020
299,411,4,11,2020-08-22 00:12:03+00:00,0,0,True,0,active,True,411,True,False,2020-08-22 03:56:25,2020
300,412,19,0,2020-08-22 03:39:39+00:00,0,0,True,0,active,True,412,True,False,2020-08-22 03:56:25,2020
301,413,15,3,2020-08-22 02:58:57+00:00,0,0,True,1,active,True,413,True,False,2020-08-22 03:56:25,2020
302,414,4,19,2020-08-21 22:20:59+00:00,0,0,True,0,active,True,414,True,False,2020-08-22 03:56:25,2020
303,415,12,7,2020-08-22 03:21:36+00:00,0,0,True,0,active,True,415,True,False,2020-08-22 03:56:25,2020
304,416,14,0,2020-08-22 03:53:54+00:00,0,0,True,1,active,True,416,True,False,2020-08-22 03:56:25,2020
305,417,15,4,2020-08-22 03:37:05+00:00,0,0,True,0,active,True,417,True,False,2020-08-22 03:56:25,2020
306,419,15,0,2020-08-22 02:46:20+00:00,0,0,True,0,active,True,419,True,False,2020-08-22 03:56:25,2020
307,420,0,0,1970-01-02 00:00:00+00:00,0,0,False,0,out_of_service,False,420,False,False,2020-08-22 03:56:25,1970
308,421,8,11,2020-08-21 20:02:09+00:00,0,0,True,0,active,True,421,True,False,2020-08-22 03:56:25,2020
309,422,5,10,2020-08-21 08:57:39+00:00,0,0,True,0,active,True,422,True,False,2020-08-22 03:56:25,2020
310,423,10,9,2020-08-21 22:57:05+00:00,0,0,True,0,active,True,423,True,False,2020-08-22 03:56:25,2020
311,424,8,11,2020-08-22 01:01:51+00:00,0,0,True,0,active,True,424,True,False,2020-08-22 03:56:25,2020
312,425,0,16,2020-08-21 22:36:22+00:00,0,0,True,0,active,True,425,True,False,2020-08-22 03:56:25,2020
313,426,17,10,2020-08-22 03:55:15+00:00,0,0,True,0,active,True,426,True,False,2020-08-22 03:56:25,2020
314,427,1,18,2020-08-22 00:13:48+00:00,0,0,True,0,active,True,427,True,False,2020-08-22 03:56:25,2020
315,428,3,16,2020-08-22 01:38:44+00:00,0,0,True,0,active,True,428,True,False,2020-08-22 03:56:25,2020
316,430,15,4,2020-08-20 23:16:43+00:00,0,0,True,0,active,True,430,True,False,2020-08-22 03:56:25,2020
317,431,2,13,2020-08-22 02:12:16+00:00,0,0,True,0,active,True,431,True,False,2020-08-22 03:56:25,2020
318,432,8,11,2020-08-22 00:31:25+00:00,0,0,True,0,active,True,432,True,False,2020-08-22 03:56:25,2020
319,433,5,14,2020-08-22 00:40:57+00:00,0,0,True,0,active,True,433,True,False,2020-08-22 03:56:25,2020
320,434,2,17,2020-08-22 01:09:46+00:00,0,0,True,0,active,True,434,True,False,2020-08-22 03:56:25,2020
321,435,9,6,2020-08-22 02:36:58+00:00,0,0,True,0,active,True,435,True,False,2020-08-22 03:56:25,2020
322,436,8,7,2020-08-22 03:33:05+00:00,0,0,True,0,active,True,436,True,False,2020-08-22 03:56:25,2020
323,437,3,16,2020-08-22 03:52:36+00:00,0,0,True,0,active,True,437,True,False,2020-08-22 03:56:25,2020
324,440,8,9,2020-08-22 01:03:32+00:00,0,0,True,0,active,True,440,True,False,2020-08-22 03:56:25,2020
325,441,17,2,2020-08-22 01:51:43+00:00,0,0,True,0,active,True,441,True,False,2020-08-22 03:56:25,2020
326,442,14,1,2020-08-21 22:49:06+00:00,0,0,True,0,active,True,442,True,False,2020-08-22 03:56:25,2020
327,443,3,16,2020-08-22 00:59:04+00:00,0,0,True,0,active,True,443,True,False,2020-08-22 03:56:25,2020
328,445,19,0,2020-08-22 01:57:35+00:00,0,0,True,0,active,True,445,True,False,2020-08-22 03:56:25,2020
329,446,1,11,2020-08-22 03:22:38+00:00,0,0,True,0,active,True,446,True,False,2020-08-22 03:56:25,2020
330,447,0,19,2020-08-21 23:40:27+00:00,0,0,True,0,active,True,447,True,False,2020-08-22 03:56:25,2020
331,448,5,6,2020-08-21 07:50:58+00:00,0,0,True,0,active,True,448,True,False,2020-08-22 03:56:25,2020
332,449,0,0,1970-01-02 00:00:00+00:00,0,0,True,0,out_of_service,True,449,False,False,2020-08-22 03:56:25,1970
333,450,4,11,2020-08-22 03:35:14+00:00,0,0,True,0,active,True,450,True,False,2020-08-22 03:56:25,2020
334,451,1,14,2020-08-22 03:34:39+00:00,0,0,True,0,active,True,451,True,False,2020-08-22 03:56:25,2020
335,452,10,5,2020-08-22 03:53:47+00:00,0,0,True,0,active,True,452,True,False,2020-08-22 03:56:25,2020
336,453,9,4,2020-08-22 01:33:05+00:00,0,0,True,2,active,True,453,True,False,2020-08-22 03:56:25,2020
337,454,2,13,2020-08-22 02:27:30+00:00,0,0,True,0,active,True,454,True,False,2020-08-22 03:56:25,2020
338,455,9,3,2020-08-22 01:35:31+00:00,0,0,True,0,active,True,455,True,False,2020-08-22 03:56:25,2020
339,456,2,17,2020-08-22 01:21:29+00:00,0,0,True,0,active,True,456,True,False,2020-08-22 03:56:25,2020
340,457,10,1,2020-08-22 02:43:48+00:00,0,0,True,0,active,True,457,True,False,2020-08-22 03:56:25,2020
341,458,7,4,2020-08-22 03:48:39+00:00,0,0,True,0,active,True,458,True,False,2020-08-22 03:56:25,2020
342,459,15,7,2020-08-22 02:55:05+00:00,0,0,True,1,active,True,459,True,False,2020-08-22 03:56:25,2020
