,num_docks_available,num_docks_disabled,num_bikes_disabled,is_renting,is_installed,last_reported,eightd_has_available_keys,legacy_id,station_id,num_ebikes_available,num_bikes_available,is_returning,station_status,timestamp_of_data_read_request,year_station_last_reported
21,13,0,1,True,True,2020-08-12 19:15:56+00:00,False,25,25,0,1,True,active,2020-08-12 20:06:30,2020
22,0,0,0,True,True,2020-08-12 19:58:25+00:00,False,26,26,0,15,True,active,2020-08-12 20:06:30,2020
23,8,0,1,True,True,2020-08-12 20:04:35+00:00,False,27,27,0,14,True,active,2020-08-12 20:06:30,2020
24,4,0,0,True,True,2020-08-12 17:50:54+00:00,False,29,29,0,11,True,active,2020-08-12 20:06:30,2020
25,2,0,0,True,True,2020-08-12 19:55:59+00:00,False,30,30,0,13,True,active,2020-08-12 20:06:30,2020
26,15,0,0,True,True,2020-08-12 20:02:51+00:00,True,31,31,0,4,True,active,2020-08-12 20:06:30,2020
27,2,0,0,True,True,2020-08-12 20:04:46+00:00,False,32,32,0,13,True,active,2020-08-12 20:06:30,2020
28,22,0,0,True,True,2020-08-12 19:44:16+00:00,False,33,33,0,5,True,active,2020-08-12 20:06:30,2020
29,1,0,0,True,True,2020-08-12 20:05:10+00:00,False,35,35,0,22,True,active,2020-08-12 20:06:30,2020
30,23,0,0,True,True,2020-08-12 19:57:34+00:00,True,36,36,0,10,True,active,2020-08-12 20:06:30,2020
31,15,0,0,True,True,2020-08-12 18:30:37+00:00,True,37,37,0,0,True,active,2020-08-12 20:06:30,2020
32,10,0,2,True,True,2020-08-12 19:58:08+00:00,False,39,39,0,11,True,active,2020-08-12 20:06:30,2020
33,11,0,1,True,True,2020-08-12 20:00:42+00:00,False,40,40,0,7,True,active,2020-08-12 20:06:30,2020
34,25,0,0,True,True,2020-08-12 20:01:14+00:00,True,41,41,0,2,True,active,2020-08-12 20:06:30,2020
35,10,0,0,True,True,2020-08-12 20:03:17+00:00,False,42,42,0,13,True,active,2020-08-12 20:06:30,2020
36,4,0,0,True,True,2020-08-12 19:29:56+00:00,True,43,43,0,11,True,active,2020-08-12 20:06:30,2020
37,15,0,0,True,True,2020-08-12 20:00:54+00:00,False,44,44,0,8,True,active,2020-08-12 20:06:30,2020
38,8,0,2,True,True,2020-08-12 20:02:38+00:00,False,46,46,0,9,True,active,2020-08-12 20:06:30,2020
39,16,0,0,True,True,2020-08-12 20:01:44+00:00,True,47,47,0,3,True,active,2020-08-12 20:06:30,2020
40,12,0,0,True,True,2020-08-12 19:18:48+00:00,False,48,48,0,7,True,active,2020-08-12 20:06:30,2020
41,1,0,0,True,True,2020-08-12 18:55:24+00:00,False,49,49,0,17,True,active,2020-08-12 20:06:30,2020
42,10,0,0,True,True,2020-08-12 20:04:43+00:00,True,50,50,0,5,True,active,2020-08-12 20:06:30,2020
43,8,0,0,True,True,2020-08-12 20:04:54+00:00,False,51,51,0,7,True,active,2020-08-12 20:06:30,2020
44,10,0,0,True,True,2020-08-12 20:05:20+00:00,True,52,52,0,13,True,active,2020-08-12 20:06:30,2020
45,15,0,0,True,True,2020-08-12 19:59:23+00:00,False,53,53,0,4,True,active,2020-08-12 20:06:30,2020
46,9,0,0,True,True,2020-08-12 19:57:04+00:00,False,54,54,0,6,True,active,2020-08-12 20:06:30,2020
47,8,0,0,True,True,2020-08-12 20:01:10+00:00,False,55,55,0,7,True,active,2020-08-12 20:06:30,2020
48,9,0,1,True,True,2020-08-12 19:14:54+00:00,True,56,56,0,8,True,active,2020-08-12 20:06:30,2020
49,3,0,0,True,True,2020-08-12 19:24:00+00:00,True,57,57,0,11,True,active,2020-08-12 20:06:30,2020
50,8,0,4,True,True,2020-08-12 20:00:55+00:00,True,58,58,0,7,True,active,2020-08-12 20:06:30,2020
51,14,0,0,True,True,2020-08-12 20:04:25+00:00,True,59,59,0,5,True,active,2020-08-12 20:06:30,2020
52,15,0,0,True,True,2020-08-12 20:06:00+00:00,False,60,60,0,4,True,active,2020-08-12 20:06:30,2020
53,6,0,2,True,True,2020-08-12 20:01:05+00:00,False,61,61,0,11,True,active,2020-08-12 20:06:30,2020
54,14,0,0,True,True,2020-08-12 19:58:24+00:00,False,63,63,0,1,True,active,2020-08-12 20:06:30,2020
55,15,0,0,True,True,2020-08-12 19:20:59+00:00,False,64,64,0,4,True,active,2020-08-12 20:06:30,2020
56,22,0,0,True,True,2020-08-12 18:57:19+00:00,False,65,65,0,1,True,active,2020-08-12 20:06:30,2020
57,15,0,0,True,True,2020-08-12 19:45:17+00:00,False,66,66,0,0,True,active,2020-08-12 20:06:30,2020
58,17,0,0,True,True,2020-08-12 20:05:09+00:00,True,67,67,0,10,True,active,2020-08-12 20:06:30,2020
59,3,0,0,True,True,2020-08-12 20:04:42+00:00,True,68,68,0,16,True,active,2020-08-12 20:06:30,2020
60,18,0,0,True,True,2020-08-12 20:05:11+00:00,True,69,69,0,1,True,active,2020-08-12 20:06:30,2020
61,6,0,0,True,True,2020-08-12 19:57:57+00:00,False,70,70,0,17,True,active,2020-08-12 20:06:30,2020
62,5,0,0,True,True,2020-08-12 18:58:38+00:00,False,71,71,0,18,True,active,2020-08-12 20:06:30,2020
63,9,0,0,True,True,2020-08-12 20:06:03+00:00,False,72,72,0,14,True,active,2020-08-12 20:06:30,2020
64,6,0,1,True,True,2020-08-12 19:56:31+00:00,False,73,73,0,8,True,active,2020-08-12 20:06:30,2020
65,9,0,1,True,True,2020-08-12 20:05:42+00:00,True,74,74,0,9,True,active,2020-08-12 20:06:30,2020
66,14,0,0,True,True,2020-08-12 19:52:48+00:00,False,75,75,0,1,True,active,2020-08-12 20:06:30,2020
67,2,0,0,True,True,2020-08-12 20:02:22+00:00,False,76,76,0,15,True,active,2020-08-12 20:06:30,2020
68,5,0,1,True,True,2020-08-12 18:57:51+00:00,False,77,77,0,9,True,active,2020-08-12 20:06:30,2020
69,7,0,0,True,True,2020-08-12 20:03:18+00:00,False,78,78,0,12,True,active,2020-08-12 20:06:30,2020
70,14,0,1,True,True,2020-08-12 19:42:04+00:00,False,79,79,0,4,True,active,2020-08-12 20:06:30,2020
71,7,0,0,True,True,2020-08-12 19:58:56+00:00,False,80,80,0,28,True,active,2020-08-12 20:06:30,2020
72,2,0,0,True,True,2020-08-12 20:03:13+00:00,False,81,81,0,17,True,active,2020-08-12 20:06:30,2020
73,11,0,0,True,True,2020-08-12 19:52:42+00:00,False,82,82,0,4,True,active,2020-08-12 20:06:30,2020
74,9,0,1,True,True,2020-08-12 19:57:00+00:00,False,84,84,0,5,True,active,2020-08-12 20:06:30,2020
75,9,0,1,True,True,2020-08-12 19:58:29+00:00,False,85,85,0,9,True,active,2020-08-12 20:06:30,2020
76,14,0,0,True,True,2020-08-12 19:36:18+00:00,False,86,86,0,5,True,active,2020-08-12 20:06:30,2020
77,9,0,0,True,True,2020-08-12 20:02:30+00:00,False,87,87,0,6,True,active,2020-08-12 20:06:30,2020
78,14,0,0,True,True,2020-08-12 19:56:08+00:00,False,89,89,0,5,True,active,2020-08-12 20:06:30,2020
79,5,0,1,True,True,2020-08-12 20:04:59+00:00,False,90,90,0,13,True,active,2020-08-12 20:06:30,2020
80,9,0,0,True,True,2020-08-12 20:04:46+00:00,False,91,91,0,10,True,active,2020-08-12 20:06:30,2020
81,10,0,1,True,True,2020-08-12 18:07:58+00:00,False,92,92,0,8,True,active,2020-08-12 20:06:30,2020
82,2,0,2,True,True,2020-08-12 19:12:31+00:00,False,93,93,0,11,True,active,2020-08-12 20:06:30,2020
83,8,0,0,True,True,2020-08-12 19:26:05+00:00,False,94,94,0,3,True,active,2020-08-12 20:06:30,2020
84,7,0,0,True,True,2020-08-12 19:54:15+00:00,False,95,95,0,8,True,active,2020-08-12 20:06:30,2020
85,13,0,0,True,True,2020-08-12 20:01:23+00:00,False,96,96,0,6,True,active,2020-08-12 20:06:30,2020
86,14,0,1,True,True,2020-08-12 20:03:40+00:00,False,97,97,0,4,True,active,2020-08-12 20:06:30,2020
87,2,0,0,True,True,2020-08-12 19:57:47+00:00,False,98,98,0,21,True,active,2020-08-12 20:06:30,2020
88,11,0,0,True,True,2020-08-12 20:06:16+00:00,False,99,99,0,4,True,active,2020-08-12 20:06:30,2020
89,3,0,0,True,True,2020-08-12 20:02:53+00:00,True,100,100,0,22,True,active,2020-08-12 20:06:30,2020
90,4,0,0,True,True,2020-08-12 19:48:32+00:00,False,101,101,0,11,True,active,2020-08-12 20:06:30,2020
91,15,0,0,True,True,2020-08-12 19:24:05+00:00,False,102,102,0,0,True,active,2020-08-12 20:06:30,2020
92,15,0,0,True,True,2020-08-12 19:40:06+00:00,False,103,103,0,0,True,active,2020-08-12 20:06:30,2020
93,14,0,0,True,True,2020-08-12 17:58:26+00:00,False,104,104,0,5,True,active,2020-08-12 20:06:30,2020
94,0,0,0,True,True,2020-08-12 19:49:12+00:00,False,105,105,0,19,True,active,2020-08-12 20:06:30,2020
95,11,0,1,True,True,2020-08-12 15:08:22+00:00,False,106,106,0,3,True,active,2020-08-12 20:06:30,2020
96,1,0,0,True,True,2020-08-12 19:54:31+00:00,False,107,107,0,18,True,active,2020-08-12 20:06:30,2020
97,8,0,0,True,True,2020-08-12 19:59:41+00:00,False,108,108,0,9,True,active,2020-08-12 20:06:30,2020
98,28,0,0,True,True,2020-08-12 18:42:02+00:00,False,109,109,0,7,True,active,2020-08-12 20:06:30,2020
99,11,0,0,True,True,2020-08-12 19:40:58+00:00,False,110,110,0,4,True,active,2020-08-12 20:06:30,2020
100,7,0,0,True,True,2020-08-12 18:04:12+00:00,False,111,111,0,8,True,active,2020-08-12 20:06:30,2020
101,2,0,0,True,True,2020-08-12 19:40:38+00:00,False,112,112,0,13,True,active,2020-08-12 20:06:30,2020
102,2,0,0,True,True,2020-08-12 19:40:06+00:00,False,113,113,0,13,True,active,2020-08-12 20:06:30,2020
103,10,0,0,True,True,2020-08-12 19:40:41+00:00,False,114,114,0,5,True,active,2020-08-12 20:06:30,2020
104,5,0,3,True,True,2020-08-12 20:04:59+00:00,False,115,115,0,11,True,active,2020-08-12 20:06:30,2020
105,15,0,0,True,True,2020-08-12 19:53:11+00:00,False,116,116,0,8,True,active,2020-08-12 20:06:30,2020
106,10,0,0,True,True,2020-08-12 20:02:33+00:00,False,117,117,0,9,True,active,2020-08-12 20:06:30,2020
107,5,0,1,True,True,2020-08-12 19:47:25+00:00,False,118,118,0,13,True,active,2020-08-12 20:06:30,2020
108,9,0,0,True,True,2020-08-12 20:05:27+00:00,False,119,119,0,6,True,active,2020-08-12 20:06:30,2020
109,4,0,0,True,True,2020-08-12 19:59:31+00:00,False,120,120,0,11,True,active,2020-08-12 20:06:30,2020
110,14,0,0,True,True,2020-08-12 19:52:23+00:00,False,121,121,0,3,True,active,2020-08-12 20:06:30,2020
111,12,0,0,True,True,2020-08-12 17:31:05+00:00,False,122,122,0,3,True,active,2020-08-12 20:06:30,2020
112,6,0,0,True,True,2020-08-12 19:48:26+00:00,False,124,124,0,9,True,active,2020-08-12 20:06:30,2020
113,14,0,0,True,True,2020-08-12 19:18:35+00:00,False,125,125,0,1,True,active,2020-08-12 20:06:30,2020
114,7,0,0,True,True,2020-08-12 19:50:45+00:00,False,126,126,0,8,True,active,2020-08-12 20:06:30,2020
115,13,0,0,True,True,2020-08-12 19:41:04+00:00,False,128,128,0,6,True,active,2020-08-12 20:06:30,2020
116,9,0,0,True,True,2020-08-12 19:50:59+00:00,False,129,129,0,10,True,active,2020-08-12 20:06:30,2020
117,3,0,0,True,True,2020-08-12 19:22:33+00:00,False,130,130,0,12,True,active,2020-08-12 20:06:30,2020
118,9,0,0,True,True,2020-08-12 19:49:05+00:00,False,131,131,0,9,True,active,2020-08-12 20:06:30,2020
119,12,0,0,True,True,2020-08-12 20:01:35+00:00,False,133,133,0,11,True,active,2020-08-12 20:06:30,2020
120,12,0,0,True,True,2020-08-12 18:50:50+00:00,False,135,135,0,5,True,active,2020-08-12 20:06:30,2020
121,14,0,0,True,True,2020-08-12 18:07:59+00:00,False,136,136,0,5,True,active,2020-08-12 20:06:30,2020
122,7,0,0,True,True,2020-08-12 19:48:31+00:00,False,137,137,0,8,True,active,2020-08-12 20:06:30,2020
123,1,0,1,True,True,2020-08-12 19:56:48+00:00,False,138,138,0,13,True,active,2020-08-12 20:06:30,2020
124,17,0,0,True,True,2020-08-12 19:23:29+00:00,False,139,139,0,2,True,active,2020-08-12 20:06:30,2020
125,4,0,0,True,True,2020-08-12 20:01:05+00:00,False,140,140,0,13,True,active,2020-08-12 20:06:30,2020
126,2,0,1,True,True,2020-08-12 19:56:06+00:00,False,141,141,0,12,True,active,2020-08-12 20:06:30,2020
127,10,0,1,True,True,2020-08-12 18:51:54+00:00,False,142,142,0,12,True,active,2020-08-12 20:06:30,2020
128,4,0,0,True,True,2020-08-12 19:48:41+00:00,False,143,143,0,19,True,active,2020-08-12 20:06:30,2020
129,4,0,1,True,True,2020-08-12 19:16:45+00:00,False,144,144,0,14,True,active,2020-08-12 20:06:30,2020
130,5,0,0,True,True,2020-08-12 16:03:53+00:00,False,145,145,0,14,True,active,2020-08-12 20:06:30,2020
131,10,0,0,True,True,2020-08-12 18:52:56+00:00,False,146,146,0,9,True,active,2020-08-12 20:06:30,2020
132,10,0,0,True,True,2020-08-12 20:05:56+00:00,True,149,149,0,8,True,active,2020-08-12 20:06:30,2020
133,5,0,0,True,True,2020-08-12 17:35:14+00:00,False,150,150,0,14,True,active,2020-08-12 20:06:30,2020
134,6,0,0,True,True,2020-08-12 19:43:37+00:00,False,151,151,0,13,True,active,2020-08-12 20:06:30,2020
135,13,0,0,True,True,2020-08-12 19:59:37+00:00,True,152,152,0,2,True,active,2020-08-12 20:06:30,2020
136,11,0,0,True,True,2020-08-12 19:52:19+00:00,False,156,156,0,4,True,active,2020-08-12 20:06:30,2020
137,7,0,1,True,True,2020-08-12 19:51:21+00:00,False,157,157,0,7,True,active,2020-08-12 20:06:30,2020
138,9,0,0,True,True,2020-08-12 19:43:09+00:00,False,159,159,0,6,True,active,2020-08-12 20:06:30,2020
139,10,0,0,True,True,2020-08-12 19:59:28+00:00,True,160,160,0,4,True,active,2020-08-12 20:06:30,2020
140,17,0,1,True,True,2020-08-12 19:59:45+00:00,True,161,161,0,5,True,active,2020-08-12 20:06:30,2020
141,9,0,0,True,True,2020-08-12 16:49:41+00:00,False,162,162,0,6,True,active,2020-08-12 20:06:30,2020
142,8,0,0,True,True,2020-08-12 19:16:04+00:00,True,163,163,0,11,True,active,2020-08-12 20:06:30,2020
143,13,0,0,True,True,2020-08-12 19:23:40+00:00,False,167,167,0,2,True,active,2020-08-12 20:06:30,2020
144,8,0,0,True,True,2020-08-12 19:27:46+00:00,False,169,169,0,11,True,active,2020-08-12 20:06:30,2020
145,13,0,1,True,True,2020-08-12 13:33:24+00:00,True,170,170,0,0,True,active,2020-08-12 20:06:30,2020
146,16,0,0,True,True,2020-08-12 15:34:14+00:00,True,171,171,0,7,True,active,2020-08-12 20:06:30,2020
147,6,0,0,True,True,2020-08-12 18:31:55+00:00,True,173,173,0,8,True,active,2020-08-12 20:06:30,2020
148,10,0,1,True,True,2020-08-12 17:59:09+00:00,False,174,174,0,4,True,active,2020-08-12 20:06:30,2020
149,11,0,0,True,True,2020-08-12 20:03:37+00:00,True,175,175,0,6,True,active,2020-08-12 20:06:30,2020
150,6,0,0,True,True,2020-08-12 19:52:01+00:00,False,176,176,0,9,True,active,2020-08-12 20:06:30,2020
151,14,0,0,True,True,2020-08-12 19:23:20+00:00,False,177,177,0,5,True,active,2020-08-12 20:06:30,2020
152,14,0,0,True,True,2020-08-12 20:06:11+00:00,False,178,178,0,5,True,active,2020-08-12 20:06:30,2020
153,8,0,0,True,True,2020-08-12 20:05:49+00:00,False,179,179,0,17,True,active,2020-08-12 20:06:30,2020
154,2,0,1,True,True,2020-08-12 19:23:36+00:00,False,180,180,0,16,True,active,2020-08-12 20:06:30,2020
155,13,0,0,True,True,2020-08-12 19:42:57+00:00,False,181,181,0,6,True,active,2020-08-12 20:06:30,2020
156,17,0,0,True,True,2020-08-12 19:24:10+00:00,True,182,182,0,2,True,active,2020-08-12 20:06:30,2020
157,14,0,0,True,True,2020-08-12 19:59:41+00:00,False,183,183,0,5,True,active,2020-08-12 20:06:30,2020
158,7,0,0,True,True,2020-08-12 19:33:09+00:00,False,184,184,0,12,True,active,2020-08-12 20:06:30,2020
159,9,0,0,True,True,2020-08-12 19:59:31+00:00,False,185,185,0,6,True,active,2020-08-12 20:06:30,2020
160,11,0,0,True,True,2020-08-12 19:46:11+00:00,True,186,186,0,4,True,active,2020-08-12 20:06:30,2020
161,8,0,0,True,True,2020-08-12 20:02:36+00:00,False,187,187,0,7,True,active,2020-08-12 20:06:30,2020
162,0,0,0,True,True,2020-08-12 13:30:54+00:00,False,188,188,0,15,True,active,2020-08-12 20:06:30,2020
163,8,0,0,True,True,2020-08-12 20:03:15+00:00,True,189,189,0,15,True,active,2020-08-12 20:06:30,2020
164,23,0,0,True,True,2020-08-12 19:57:38+00:00,True,190,190,0,14,True,active,2020-08-12 20:06:30,2020
165,11,0,0,True,True,2020-08-12 17:01:46+00:00,False,191,191,0,4,True,active,2020-08-12 20:06:30,2020
166,2,0,0,True,True,2020-08-12 19:36:33+00:00,False,192,192,0,17,True,active,2020-08-12 20:06:30,2020
167,9,0,2,True,True,2020-08-12 20:03:10+00:00,False,193,193,0,4,True,active,2020-08-12 20:06:30,2020
168,18,0,0,True,True,2020-08-12 19:34:59+00:00,False,194,194,0,1,True,active,2020-08-12 20:06:30,2020
169,17,0,0,True,True,2020-08-12 19:07:51+00:00,False,195,195,0,6,True,active,2020-08-12 20:06:30,2020
170,9,0,0,True,True,2020-08-12 19:42:35+00:00,True,196,196,0,1,True,active,2020-08-12 20:06:30,2020
171,9,0,0,True,True,2020-08-12 18:44:49+00:00,False,197,197,0,6,True,active,2020-08-12 20:06:30,2020
172,12,0,0,True,True,2020-08-12 19:48:41+00:00,False,199,199,0,3,True,active,2020-08-12 20:06:30,2020
173,0,0,1,True,True,2020-08-12 19:54:52+00:00,False,200,200,0,18,True,active,2020-08-12 20:06:30,2020
174,15,0,0,True,True,2020-08-12 12:04:48+00:00,False,201,201,0,0,True,active,2020-08-12 20:06:30,2020
175,13,0,0,True,True,2020-08-12 20:00:14+00:00,False,202,202,0,2,True,active,2020-08-12 20:06:30,2020
176,14,0,0,True,True,2020-08-12 08:43:55+00:00,False,203,203,0,1,True,active,2020-08-12 20:06:30,2020
177,15,0,0,True,True,2020-08-12 12:58:21+00:00,False,204,204,0,0,True,active,2020-08-12 20:06:30,2020
178,11,0,0,True,True,2020-08-12 18:58:44+00:00,False,205,205,0,4,True,active,2020-08-12 20:06:30,2020
179,18,0,1,True,True,2020-08-12 19:43:55+00:00,True,206,206,0,4,True,active,2020-08-12 20:06:30,2020
180,12,0,1,True,True,2020-08-12 19:21:02+00:00,True,208,208,0,2,True,active,2020-08-12 20:06:30,2020
181,11,0,0,True,True,2020-08-12 19:30:28+00:00,False,209,209,0,4,True,active,2020-08-12 20:06:30,2020
182,14,0,0,True,True,2020-08-12 12:40:11+00:00,False,210,210,0,1,True,active,2020-08-12 20:06:30,2020
183,15,0,0,True,True,2020-08-12 19:55:24+00:00,False,211,211,0,4,True,active,2020-08-12 20:06:30,2020
184,2,0,0,True,True,2020-08-12 19:48:06+00:00,False,212,212,0,31,True,active,2020-08-12 20:06:30,2020
185,11,0,0,True,True,2020-08-12 18:15:14+00:00,True,213,213,0,5,True,active,2020-08-12 20:06:30,2020
186,12,0,0,True,True,2020-08-12 20:02:04+00:00,False,214,214,0,3,True,active,2020-08-12 20:06:30,2020
187,9,0,1,True,True,2020-08-12 19:57:00+00:00,False,215,215,0,5,True,active,2020-08-12 20:06:30,2020
188,1,0,1,True,True,2020-08-12 16:28:35+00:00,False,216,216,0,17,True,active,2020-08-12 20:06:30,2020
189,5,0,0,True,True,2020-08-12 20:04:58+00:00,False,217,217,0,14,True,active,2020-08-12 20:06:30,2020
190,5,0,0,True,True,2020-08-12 20:03:08+00:00,False,218,218,0,10,True,active,2020-08-12 20:06:30,2020
191,8,0,1,True,True,2020-08-12 19:50:25+00:00,False,219,219,0,6,True,active,2020-08-12 20:06:30,2020
192,13,0,0,True,True,2020-08-12 20:03:48+00:00,False,221,221,0,6,True,active,2020-08-12 20:06:30,2020
193,14,0,0,True,True,2020-08-12 19:58:50+00:00,True,222,222,0,0,True,active,2020-08-12 20:06:30,2020
194,2,0,1,True,True,2020-08-12 19:42:35+00:00,False,224,224,0,14,True,active,2020-08-12 20:06:30,2020
195,15,0,0,True,True,2020-08-12 19:52:00+00:00,False,225,225,0,4,True,active,2020-08-12 20:06:30,2020
196,12,0,1,True,True,2020-08-12 19:56:52+00:00,False,226,226,0,2,True,active,2020-08-12 20:06:30,2020
197,6,0,3,True,True,2020-08-12 19:40:06+00:00,False,227,227,0,10,True,active,2020-08-12 20:06:30,2020
198,18,0,0,True,True,2020-08-12 19:43:59+00:00,False,228,228,0,1,True,active,2020-08-12 20:06:30,2020
199,3,0,0,True,True,2020-08-12 08:08:09+00:00,False,232,232,0,8,True,active,2020-08-12 20:06:30,2020
200,9,0,0,False,True,2020-08-12 18:16:55+00:00,False,233,233,0,6,False,active,2020-08-12 20:06:30,2020
201,14,0,0,True,True,2020-08-12 17:15:32+00:00,False,234,234,0,1,True,active,2020-08-12 20:06:30,2020
202,10,0,0,True,True,2020-08-12 19:07:58+00:00,False,235,235,0,5,True,active,2020-08-12 20:06:30,2020
203,8,0,0,True,True,2020-08-12 19:29:25+00:00,False,236,236,0,7,True,active,2020-08-12 20:06:30,2020
204,11,0,0,True,True,2020-08-12 17:42:23+00:00,False,239,239,0,4,True,active,2020-08-12 20:06:30,2020
205,7,0,0,True,True,2020-08-12 08:53:35+00:00,False,255,255,0,8,True,active,2020-08-12 20:06:30,2020
206,5,0,0,True,True,2020-08-12 08:54:13+00:00,False,258,258,0,10,True,active,2020-08-12 20:06:30,2020
207,0,0,0,True,True,2020-08-12 08:53:25+00:00,False,259,259,0,15,True,active,2020-08-12 20:06:30,2020
208,4,0,0,True,True,2020-08-12 20:05:35+00:00,False,260,260,0,11,True,active,2020-08-12 20:06:30,2020
209,11,0,0,True,True,2020-08-12 19:54:39+00:00,False,271,271,0,4,True,active,2020-08-12 20:06:30,2020
210,12,0,1,True,True,2020-08-12 20:00:47+00:00,False,272,272,0,6,True,active,2020-08-12 20:06:30,2020
211,21,0,0,True,True,2020-08-12 19:46:43+00:00,False,273,273,0,19,True,active,2020-08-12 20:06:30,2020
212,2,0,0,True,True,2020-08-12 18:56:00+00:00,False,279,279,0,17,True,active,2020-08-12 20:06:30,2020
213,10,0,0,True,True,2020-08-12 17:42:44+00:00,False,280,280,0,9,True,active,2020-08-12 20:06:30,2020
214,10,0,0,True,True,2020-08-12 19:46:14+00:00,False,282,282,0,5,True,active,2020-08-12 20:06:30,2020
215,11,0,0,True,True,2020-08-12 18:47:52+00:00,False,296,296,0,12,True,active,2020-08-12 20:06:30,2020
216,3,0,0,True,True,2020-08-12 19:48:30+00:00,False,318,318,0,16,True,active,2020-08-12 20:06:30,2020
217,23,0,0,True,True,2020-08-12 19:52:57+00:00,False,319,319,0,2,True,active,2020-08-12 20:06:30,2020
218,12,0,0,True,True,2020-08-12 19:36:54+00:00,False,327,327,0,3,True,active,2020-08-12 20:06:30,2020
219,7,0,1,True,True,2020-08-12 19:55:39+00:00,False,328,328,0,7,True,active,2020-08-12 20:06:30,2020
220,9,0,0,True,True,2020-08-12 18:45:13+00:00,False,329,329,0,6,True,active,2020-08-12 20:06:30,2020
221,7,0,0,True,True,2020-08-12 18:25:53+00:00,False,330,330,0,8,True,active,2020-08-12 20:06:30,2020
222,3,0,0,True,True,2020-08-12 19:44:18+00:00,False,331,331,0,12,True,active,2020-08-12 20:06:30,2020
223,11,0,1,True,True,2020-08-12 20:04:57+00:00,False,332,332,0,3,True,active,2020-08-12 20:06:30,2020
224,5,0,0,True,True,2020-08-12 19:47:21+00:00,False,333,333,0,20,True,active,2020-08-12 20:06:30,2020
225,1,0,2,True,True,2020-08-12 17:25:29+00:00,False,334,334,0,16,True,active,2020-08-12 20:06:30,2020
226,12,0,0,True,True,2020-08-12 20:04:08+00:00,False,335,335,0,7,True,active,2020-08-12 20:06:30,2020
227,9,0,0,True,True,2020-08-12 19:35:40+00:00,False,336,336,0,6,True,active,2020-08-12 20:06:30,2020
228,0,0,0,True,True,2020-08-12 13:06:03+00:00,False,337,337,0,15,True,active,2020-08-12 20:06:30,2020
229,13,0,1,True,True,2020-08-12 20:05:00+00:00,False,338,338,0,1,True,active,2020-08-12 20:06:30,2020
230,1,0,0,True,True,2020-08-12 17:49:47+00:00,False,339,339,0,14,True,active,2020-08-12 20:06:30,2020
231,1,0,0,True,True,2020-08-12 08:52:43+00:00,False,340,340,0,18,True,active,2020-08-12 20:06:30,2020
232,7,0,1,True,True,2020-08-12 13:49:12+00:00,True,341,341,0,7,True,active,2020-08-12 20:06:30,2020
