,station_status,num_bikes_disabled,eightd_has_available_keys,num_ebikes_available,is_installed,last_reported,legacy_id,num_docks_available,is_returning,is_renting,num_docks_disabled,num_bikes_available,station_id,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,active,0,False,0,True,2020-08-18 18:12:37+00:00,3,0,True,True,0,15,3,,,2020-08-18 18:13:15,2020
1,active,0,False,0,True,2020-08-18 18:10:18+00:00,4,16,True,True,0,3,4,,,2020-08-18 18:13:15,2020
2,active,2,False,0,True,2020-08-18 18:09:25+00:00,5,10,True,True,0,3,5,,,2020-08-18 18:13:15,2020
3,active,1,False,0,True,2020-08-18 17:58:26+00:00,6,6,True,True,0,8,6,,,2020-08-18 18:13:15,2020
4,active,1,False,0,True,2020-08-18 18:02:14+00:00,7,9,True,True,0,5,7,,,2020-08-18 18:13:15,2020
5,active,3,False,0,True,2020-08-18 17:58:52+00:00,8,16,True,True,0,0,8,,,2020-08-18 18:13:15,2020
6,active,1,False,0,True,2020-08-18 18:06:47+00:00,9,8,True,True,0,6,9,,,2020-08-18 18:13:15,2020
7,active,0,False,0,True,2020-08-18 18:08:26+00:00,10,1,True,True,0,10,10,,,2020-08-18 18:13:15,2020
8,active,1,False,0,True,2020-08-18 18:11:32+00:00,11,3,True,True,0,11,11,"{'off_dock_capacity': 50, 'dock_blocked_count': 0, 'valet_revision': 91, 'region': 'BOS', 'off_dock_count': 61, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'active': True}",[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],2020-08-18 18:13:15,2020
9,active,0,True,0,True,2020-08-18 18:13:02+00:00,12,12,True,True,0,6,12,,,2020-08-18 18:13:15,2020
10,active,0,False,0,True,2020-08-18 18:12:26+00:00,13,11,True,True,0,8,13,,,2020-08-18 18:13:15,2020
11,active,3,False,0,True,2020-08-18 18:07:23+00:00,14,5,True,True,0,17,14,,,2020-08-18 18:13:15,2020
12,active,0,False,0,True,2020-08-18 17:22:59+00:00,15,4,True,True,0,11,15,,,2020-08-18 18:13:15,2020
13,active,0,True,0,True,2020-08-18 17:41:20+00:00,16,18,True,True,0,1,16,,,2020-08-18 18:13:15,2020
14,active,0,False,0,True,2020-08-18 18:11:51+00:00,17,14,True,True,0,1,17,,,2020-08-18 18:13:15,2020
15,active,0,False,0,True,2020-08-18 17:42:55+00:00,19,13,True,True,0,2,19,,,2020-08-18 18:13:15,2020
16,active,0,True,0,True,2020-08-18 18:00:17+00:00,20,0,True,True,0,23,20,,,2020-08-18 18:13:15,2020
17,active,0,True,0,True,2020-08-18 18:09:52+00:00,21,11,True,True,0,7,21,,,2020-08-18 18:13:15,2020
18,active,1,True,0,True,2020-08-18 17:26:18+00:00,22,39,True,True,0,7,22,,,2020-08-18 18:13:15,2020
19,active,0,False,0,True,2020-08-18 18:12:33+00:00,23,9,True,True,0,12,23,,,2020-08-18 18:13:15,2020
20,active,1,False,0,True,2020-08-18 18:04:47+00:00,24,10,True,True,0,8,24,,,2020-08-18 18:13:15,2020
21,active,0,False,0,True,2020-08-18 18:10:20+00:00,25,12,True,True,0,3,25,,,2020-08-18 18:13:15,2020
22,active,0,False,0,True,2020-08-18 17:27:08+00:00,26,10,True,True,0,5,26,,,2020-08-18 18:13:15,2020
23,active,3,False,0,True,2020-08-18 17:00:39+00:00,27,6,True,True,0,14,27,,,2020-08-18 18:13:15,2020
24,active,1,False,0,True,2020-08-18 14:09:47+00:00,29,7,True,True,0,7,29,,,2020-08-18 18:13:15,2020
25,active,1,False,0,True,2020-08-18 18:10:16+00:00,30,3,True,True,0,11,30,,,2020-08-18 18:13:15,2020
26,active,0,True,0,True,2020-08-18 17:24:17+00:00,31,15,True,True,0,4,31,,,2020-08-18 18:13:15,2020
27,active,0,False,0,True,2020-08-18 18:12:03+00:00,32,5,True,True,0,10,32,,,2020-08-18 18:13:15,2020
28,active,0,False,0,True,2020-08-18 18:04:23+00:00,33,10,True,True,0,17,33,,,2020-08-18 18:13:15,2020
29,active,0,False,0,True,2020-08-18 17:51:29+00:00,35,3,True,True,0,20,35,,,2020-08-18 18:13:15,2020
30,active,0,True,0,True,2020-08-18 17:51:24+00:00,36,13,True,True,0,20,36,,,2020-08-18 18:13:15,2020
31,active,0,True,0,True,2020-08-18 17:41:11+00:00,37,1,True,True,0,14,37,,,2020-08-18 18:13:15,2020
32,active,1,False,0,True,2020-08-18 18:00:18+00:00,39,15,True,True,0,7,39,,,2020-08-18 18:13:15,2020
33,active,0,False,0,True,2020-08-18 17:53:56+00:00,40,4,True,True,0,15,40,,,2020-08-18 18:13:15,2020
