,station_id,is_renting,num_ebikes_available,num_bikes_disabled,eightd_has_available_keys,last_reported,eightd_active_station_services,num_docks_disabled,is_returning,valet,legacy_id,is_installed,num_bikes_available,num_docks_available,station_status,timestamp_of_data_read_request,year_station_last_reported
0,296,True,0,0,False,2020-08-02 19:00:40+00:00,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],0,True,"{'off_dock_capacity': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'off_dock_count': 0, 'active': True, 'dock_blocked_count': 0, 'valet_revision': 3, 'region': 'BOS'}",296,True,6,17,active,2020-08-02 19:09:00,2020
1,3,True,0,2,True,2020-08-02 19:01:15+00:00,,0,True,,3,True,11,2,active,2020-08-02 19:09:00,2020
2,4,True,0,0,False,2020-08-02 18:55:50+00:00,,0,True,,4,True,2,17,active,2020-08-02 19:09:00,2020
3,5,True,0,0,False,2020-08-02 18:54:43+00:00,,0,True,,5,True,4,11,active,2020-08-02 19:09:00,2020
4,6,True,0,0,False,2020-08-02 18:40:57+00:00,,0,True,,6,True,0,15,active,2020-08-02 19:09:00,2020
5,7,True,0,0,False,2020-08-02 18:52:37+00:00,,0,True,,7,True,9,6,active,2020-08-02 19:09:00,2020
6,8,True,0,3,False,2020-08-02 19:08:08+00:00,,0,True,,8,True,6,10,active,2020-08-02 19:09:00,2020
7,9,True,0,0,False,2020-08-02 19:06:54+00:00,,0,True,,9,True,8,7,active,2020-08-02 19:09:00,2020
8,10,True,0,2,False,2020-08-02 19:00:55+00:00,,0,True,,10,True,1,8,active,2020-08-02 19:09:00,2020
9,11,True,0,2,False,2020-08-02 18:55:05+00:00,,0,True,,11,True,13,0,active,2020-08-02 19:09:00,2020
10,12,True,0,0,True,2020-08-02 19:02:01+00:00,,0,True,,12,True,0,18,active,2020-08-02 19:09:00,2020
11,13,True,0,0,False,2020-08-02 19:08:02+00:00,,0,True,,13,True,6,13,active,2020-08-02 19:09:00,2020
12,14,True,0,1,False,2020-08-02 18:53:44+00:00,,0,True,,14,True,20,4,active,2020-08-02 19:09:00,2020
13,15,True,0,1,False,2020-08-02 19:08:34+00:00,,0,True,,15,True,8,6,active,2020-08-02 19:09:00,2020
14,16,True,0,1,True,2020-08-02 19:05:23+00:00,,0,True,,16,True,17,1,active,2020-08-02 19:09:00,2020
15,17,True,0,1,False,2020-08-02 19:00:11+00:00,,0,True,,17,True,6,8,active,2020-08-02 19:09:00,2020
16,19,True,0,0,False,2020-08-02 19:03:08+00:00,,0,True,,19,True,3,12,active,2020-08-02 19:09:00,2020
17,20,True,0,0,True,2020-08-02 19:06:37+00:00,,0,True,,20,True,19,4,active,2020-08-02 19:09:00,2020
18,21,True,0,0,True,2020-08-02 19:01:24+00:00,,0,True,,21,True,6,12,active,2020-08-02 19:09:00,2020
19,22,True,0,0,True,2020-08-02 18:27:32+00:00,,0,True,,22,True,4,43,active,2020-08-02 19:09:00,2020
20,23,True,0,0,True,2020-08-02 19:06:52+00:00,,0,True,,23,True,2,19,active,2020-08-02 19:09:00,2020
21,24,True,0,3,False,2020-08-02 19:07:39+00:00,,0,True,,24,True,13,3,active,2020-08-02 19:09:00,2020
22,25,True,0,2,False,2020-08-02 18:58:11+00:00,,0,True,,25,True,5,8,active,2020-08-02 19:09:00,2020
