,is_installed,station_status,is_renting,eightd_has_available_keys,num_ebikes_available,num_bikes_available,valet,legacy_id,is_returning,num_docks_available,station_id,num_docks_disabled,last_reported,num_bikes_disabled,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,True,active,True,False,0,9,"{'dock_blocked_count': 0, 'active': True, 'off_dock_count': 0, 'off_dock_capacity': 0, 'station_id': '74cb9bf6-bb53-4c70-88d2-67998b99628c', 'region': 'BOS', 'valet_revision': 3}",296,True,13,296,0,2020-08-03 00:16:22+00:00,1,[{'id': 'e4cf42bb-42a8-4a72-9a2f-5f76a12e7a7a'}],2020-08-03 00:35:35,2020
1,True,active,True,True,0,6,,3,True,8,3,0,2020-08-02 23:51:58+00:00,1,,2020-08-03 00:35:35,2020
2,True,active,True,False,0,8,,4,True,11,4,0,2020-08-03 00:32:51+00:00,0,,2020-08-03 00:35:35,2020
3,True,active,True,False,0,2,,5,True,12,5,0,2020-08-03 00:30:29+00:00,1,,2020-08-03 00:35:35,2020
4,True,active,True,False,0,6,,6,True,9,6,0,2020-08-03 00:28:37+00:00,0,,2020-08-03 00:35:35,2020
5,True,active,True,False,0,12,,7,True,3,7,0,2020-08-03 00:32:08+00:00,0,,2020-08-03 00:35:35,2020
6,True,active,True,False,0,11,,8,True,5,8,0,2020-08-03 00:10:10+00:00,3,,2020-08-03 00:35:35,2020
7,True,active,True,False,0,5,,9,True,10,9,0,2020-08-02 23:37:41+00:00,0,,2020-08-03 00:35:35,2020
8,True,active,True,False,0,1,,10,True,9,10,0,2020-08-02 23:59:12+00:00,1,,2020-08-03 00:35:35,2020
9,True,active,True,False,0,1,,11,True,13,11,0,2020-08-03 00:28:33+00:00,1,,2020-08-03 00:35:35,2020
10,True,active,True,True,0,6,,12,True,11,12,0,2020-08-02 23:27:09+00:00,1,,2020-08-03 00:35:35,2020
11,True,active,True,False,0,11,,13,True,8,13,0,2020-08-03 00:30:26+00:00,0,,2020-08-03 00:35:35,2020
12,True,active,True,False,0,14,,14,True,10,14,0,2020-08-02 23:41:24+00:00,1,,2020-08-03 00:35:35,2020
13,True,active,True,False,0,8,,15,True,7,15,0,2020-08-03 00:31:54+00:00,0,,2020-08-03 00:35:35,2020
14,True,active,True,True,0,10,,16,True,9,16,0,2020-08-03 00:19:51+00:00,0,,2020-08-03 00:35:35,2020
15,True,active,True,False,0,9,,17,True,5,17,0,2020-08-03 00:32:47+00:00,1,,2020-08-03 00:35:35,2020
16,True,active,True,False,0,2,,19,True,13,19,0,2020-08-02 23:41:27+00:00,0,,2020-08-03 00:35:35,2020
17,True,active,True,True,0,13,,20,True,10,20,0,2020-08-03 00:30:48+00:00,0,,2020-08-03 00:35:35,2020
