,station_status,station_id,eightd_has_available_keys,is_returning,is_installed,last_reported,num_bikes_available,num_bikes_disabled,num_ebikes_available,is_renting,num_docks_available,num_docks_disabled,legacy_id,timestamp_of_data_read_request,year_station_last_reported
90,active,101,False,True,True,2020-08-13 18:26:55+00:00,12,0,0,True,3,0,101,2020-08-13 18:44:45,2020
91,active,102,False,True,True,2020-08-13 18:36:54+00:00,6,0,0,True,9,0,102,2020-08-13 18:44:45,2020
92,active,103,False,True,True,2020-08-13 18:32:14+00:00,8,0,0,True,7,0,103,2020-08-13 18:44:45,2020
93,active,104,False,True,True,2020-08-13 18:33:57+00:00,3,0,0,True,16,0,104,2020-08-13 18:44:45,2020
94,active,105,False,True,True,2020-08-13 18:42:19+00:00,12,0,0,True,7,0,105,2020-08-13 18:44:45,2020
95,active,106,False,True,True,2020-08-13 16:34:07+00:00,0,1,0,True,14,0,106,2020-08-13 18:44:45,2020
96,active,107,False,True,True,2020-08-13 18:43:51+00:00,17,0,0,True,2,0,107,2020-08-13 18:44:45,2020
97,active,108,False,True,True,2020-08-13 18:43:55+00:00,5,0,0,True,12,0,108,2020-08-13 18:44:45,2020
98,active,109,False,True,True,2020-08-13 17:37:41+00:00,3,0,0,True,32,0,109,2020-08-13 18:44:45,2020
99,active,110,False,True,True,2020-08-13 18:28:01+00:00,2,0,0,True,13,0,110,2020-08-13 18:44:45,2020
100,active,111,False,True,True,2020-08-13 17:08:26+00:00,6,0,0,True,9,0,111,2020-08-13 18:44:45,2020
101,active,112,False,True,True,2020-08-13 18:44:09+00:00,11,0,0,True,4,0,112,2020-08-13 18:44:45,2020
102,active,113,False,True,True,2020-08-13 18:29:49+00:00,7,0,0,True,8,0,113,2020-08-13 18:44:45,2020
103,active,114,False,True,True,2020-08-13 17:03:31+00:00,3,1,0,True,11,0,114,2020-08-13 18:44:45,2020
104,active,115,False,True,True,2020-08-13 18:26:41+00:00,11,3,0,True,5,0,115,2020-08-13 18:44:45,2020
105,active,116,False,True,True,2020-08-13 18:08:10+00:00,4,0,0,True,19,0,116,2020-08-13 18:44:45,2020
106,active,117,False,True,True,2020-08-13 18:39:36+00:00,4,0,0,True,15,0,117,2020-08-13 18:44:45,2020
107,active,118,False,True,True,2020-08-13 18:29:06+00:00,11,1,0,True,7,0,118,2020-08-13 18:44:45,2020
108,active,119,False,True,True,2020-08-13 18:42:14+00:00,8,0,0,True,7,0,119,2020-08-13 18:44:45,2020
109,active,120,False,True,True,2020-08-13 17:55:41+00:00,2,0,0,True,13,0,120,2020-08-13 18:44:45,2020
110,active,121,False,True,True,2020-08-13 18:38:27+00:00,1,0,0,True,16,0,121,2020-08-13 18:44:45,2020
111,active,122,False,True,True,2020-08-13 18:08:12+00:00,8,0,0,True,7,0,122,2020-08-13 18:44:45,2020
112,active,124,False,True,True,2020-08-13 17:58:22+00:00,3,0,0,True,12,0,124,2020-08-13 18:44:45,2020
113,active,125,False,True,True,2020-08-13 18:41:16+00:00,3,1,0,True,11,0,125,2020-08-13 18:44:45,2020
114,active,126,False,True,True,2020-08-13 12:21:58+00:00,7,1,0,True,7,0,126,2020-08-13 18:44:45,2020
115,active,128,False,True,True,2020-08-13 18:24:55+00:00,6,0,0,True,13,0,128,2020-08-13 18:44:45,2020
116,active,129,False,True,True,2020-08-13 18:38:29+00:00,14,0,0,True,5,0,129,2020-08-13 18:44:45,2020
117,active,130,False,True,True,2020-08-13 18:35:31+00:00,13,0,0,True,2,0,130,2020-08-13 18:44:45,2020
118,active,131,False,True,True,2020-08-13 18:23:41+00:00,4,1,0,True,13,0,131,2020-08-13 18:44:45,2020
119,active,133,False,True,True,2020-08-13 15:08:45+00:00,1,0,0,True,22,0,133,2020-08-13 18:44:45,2020
120,active,135,False,True,True,2020-08-13 16:32:21+00:00,4,0,0,True,13,0,135,2020-08-13 18:44:45,2020
121,active,136,False,True,True,2020-08-13 18:22:22+00:00,11,1,0,True,7,0,136,2020-08-13 18:44:45,2020
122,active,137,False,True,True,2020-08-13 17:31:11+00:00,6,0,0,True,9,0,137,2020-08-13 18:44:45,2020
123,active,138,False,True,True,2020-08-13 18:25:59+00:00,10,2,0,True,3,0,138,2020-08-13 18:44:45,2020
124,active,139,False,True,True,2020-08-13 17:57:44+00:00,2,1,0,True,16,0,139,2020-08-13 18:44:45,2020
125,active,140,False,True,True,2020-08-13 18:34:45+00:00,12,0,0,True,5,0,140,2020-08-13 18:44:45,2020
126,active,141,False,True,True,2020-08-13 18:28:04+00:00,3,0,0,True,12,0,141,2020-08-13 18:44:45,2020
127,active,142,False,True,True,2020-08-13 18:20:12+00:00,12,1,0,True,10,0,142,2020-08-13 18:44:45,2020
128,active,143,False,True,True,2020-08-13 18:37:43+00:00,10,2,0,True,11,0,143,2020-08-13 18:44:45,2020
129,active,144,False,True,True,2020-08-13 18:19:30+00:00,7,0,0,True,12,0,144,2020-08-13 18:44:45,2020
130,active,145,False,False,True,2020-08-13 16:51:00+00:00,15,0,0,False,4,0,145,2020-08-13 18:44:45,2020
131,active,146,False,True,True,2020-08-13 18:26:37+00:00,12,0,0,True,7,0,146,2020-08-13 18:44:45,2020
132,active,149,True,True,True,2020-08-13 18:34:16+00:00,5,1,0,True,12,0,149,2020-08-13 18:44:45,2020
133,active,150,False,True,True,2020-08-13 18:18:27+00:00,13,0,0,True,6,0,150,2020-08-13 18:44:45,2020
134,active,151,False,True,True,2020-08-13 18:27:09+00:00,11,1,0,True,7,0,151,2020-08-13 18:44:45,2020
135,active,152,True,True,True,2020-08-13 17:22:50+00:00,4,0,0,True,11,0,152,2020-08-13 18:44:45,2020
136,active,156,False,True,True,2020-08-13 17:34:03+00:00,6,0,0,True,9,0,156,2020-08-13 18:44:45,2020
137,active,157,False,True,True,2020-08-13 18:26:17+00:00,4,2,0,True,9,0,157,2020-08-13 18:44:45,2020
138,active,159,False,True,True,2020-08-13 18:18:30+00:00,9,0,0,True,6,0,159,2020-08-13 18:44:45,2020
139,active,160,True,True,True,2020-08-13 18:32:53+00:00,8,0,0,True,6,0,160,2020-08-13 18:44:45,2020
140,active,161,True,True,True,2020-08-13 18:36:44+00:00,9,2,0,True,12,0,161,2020-08-13 18:44:45,2020
141,active,162,False,True,True,2020-08-13 18:30:33+00:00,2,0,0,True,13,0,162,2020-08-13 18:44:45,2020
142,active,163,True,True,True,2020-08-13 18:27:23+00:00,11,0,0,True,8,0,163,2020-08-13 18:44:45,2020
143,active,167,False,True,True,2020-08-13 18:40:14+00:00,1,0,0,True,14,0,167,2020-08-13 18:44:45,2020
144,active,169,False,True,True,2020-08-13 18:27:41+00:00,7,0,0,True,12,0,169,2020-08-13 18:44:45,2020
145,active,170,True,True,True,2020-08-13 16:34:52+00:00,7,0,0,True,7,0,170,2020-08-13 18:44:45,2020
146,active,171,True,True,True,2020-08-13 17:52:09+00:00,8,0,0,True,15,0,171,2020-08-13 18:44:45,2020
147,active,173,True,True,True,2020-08-13 18:15:35+00:00,11,0,0,True,3,0,173,2020-08-13 18:44:45,2020
148,active,174,False,True,True,2020-08-13 18:15:19+00:00,4,1,0,True,10,0,174,2020-08-13 18:44:45,2020
149,active,175,True,True,True,2020-08-13 17:44:40+00:00,4,1,0,True,12,0,175,2020-08-13 18:44:45,2020
150,active,176,False,True,True,2020-08-13 17:26:40+00:00,7,0,0,True,8,0,176,2020-08-13 18:44:45,2020
151,active,177,False,True,True,2020-08-13 18:39:13+00:00,8,0,0,True,11,0,177,2020-08-13 18:44:45,2020
152,active,178,False,True,True,2020-08-13 18:37:22+00:00,10,1,0,True,8,0,178,2020-08-13 18:44:45,2020
153,active,179,False,True,True,2020-08-13 18:44:28+00:00,19,0,0,True,6,0,179,2020-08-13 18:44:45,2020
154,active,180,False,True,True,2020-08-13 18:22:05+00:00,12,0,0,True,7,0,180,2020-08-13 18:44:45,2020
155,active,181,False,True,True,2020-08-13 16:40:54+00:00,7,0,0,True,12,0,181,2020-08-13 18:44:45,2020
156,active,182,True,True,True,2020-08-13 18:25:05+00:00,0,0,0,True,19,0,182,2020-08-13 18:44:45,2020
157,active,183,False,True,True,2020-08-13 18:09:36+00:00,8,1,0,True,10,0,183,2020-08-13 18:44:45,2020
158,active,184,False,True,True,2020-08-13 18:39:53+00:00,13,0,0,True,6,0,184,2020-08-13 18:44:45,2020
159,active,185,False,True,True,2020-08-13 18:23:18+00:00,9,0,0,True,6,0,185,2020-08-13 18:44:45,2020
160,active,186,True,True,True,2020-08-13 18:19:01+00:00,8,0,0,True,7,0,186,2020-08-13 18:44:45,2020
161,active,187,False,True,True,2020-08-13 18:15:15+00:00,4,0,0,True,11,0,187,2020-08-13 18:44:45,2020
162,active,188,False,True,True,2020-08-13 18:07:12+00:00,12,1,0,True,2,0,188,2020-08-13 18:44:45,2020
163,active,189,True,True,True,2020-08-13 18:39:37+00:00,11,0,0,True,12,0,189,2020-08-13 18:44:45,2020
164,active,190,True,True,True,2020-08-13 18:41:16+00:00,11,1,0,True,25,0,190,2020-08-13 18:44:45,2020
165,active,191,False,True,True,2020-08-13 18:35:03+00:00,5,0,0,True,10,0,191,2020-08-13 18:44:45,2020
166,active,192,False,True,True,2020-08-13 17:15:26+00:00,7,1,0,True,11,0,192,2020-08-13 18:44:45,2020
167,active,193,True,True,True,2020-08-13 18:38:16+00:00,3,1,0,True,11,0,193,2020-08-13 18:44:45,2020
168,active,194,False,True,True,2020-08-13 17:56:44+00:00,1,0,0,True,18,0,194,2020-08-13 18:44:45,2020
169,active,195,False,True,True,2020-08-13 18:38:07+00:00,5,1,0,True,17,0,195,2020-08-13 18:44:45,2020
170,active,196,True,True,True,2020-08-13 18:43:30+00:00,1,0,0,True,9,0,196,2020-08-13 18:44:45,2020
171,active,197,False,True,True,2020-08-13 18:34:20+00:00,3,1,0,True,11,0,197,2020-08-13 18:44:45,2020
172,active,199,False,True,True,2020-08-13 16:46:42+00:00,2,0,0,True,13,0,199,2020-08-13 18:44:45,2020
173,active,200,False,True,True,2020-08-13 17:11:48+00:00,12,1,0,True,6,0,200,2020-08-13 18:44:45,2020
174,active,201,False,True,True,2020-08-13 16:34:54+00:00,9,0,0,True,6,0,201,2020-08-13 18:44:45,2020
175,active,202,False,True,True,2020-08-13 18:29:34+00:00,3,0,0,True,12,0,202,2020-08-13 18:44:45,2020
176,active,203,False,True,True,2020-08-13 14:09:27+00:00,0,0,0,True,15,0,203,2020-08-13 18:44:45,2020
177,active,204,False,True,True,2020-08-13 04:10:02+00:00,0,1,0,True,14,0,204,2020-08-13 18:44:45,2020
178,active,205,False,True,True,2020-08-13 18:00:17+00:00,2,0,0,True,13,0,205,2020-08-13 18:44:45,2020
179,active,206,True,True,True,2020-08-13 18:41:16+00:00,9,1,0,True,13,0,206,2020-08-13 18:44:45,2020
180,active,208,True,True,True,2020-08-13 18:21:29+00:00,7,0,0,True,8,0,208,2020-08-13 18:44:45,2020
181,active,209,False,True,True,2020-08-13 17:43:17+00:00,6,0,0,True,9,0,209,2020-08-13 18:44:45,2020
182,active,210,False,True,True,2020-08-13 16:34:19+00:00,4,0,0,True,11,0,210,2020-08-13 18:44:45,2020
183,active,211,False,True,True,2020-08-13 18:27:11+00:00,6,0,0,True,13,0,211,2020-08-13 18:44:45,2020
184,active,212,False,True,True,2020-08-13 13:03:24+00:00,32,0,0,True,1,0,212,2020-08-13 18:44:45,2020
185,active,213,True,True,True,2020-08-13 03:28:10+00:00,3,0,0,True,13,0,213,2020-08-13 18:44:45,2020
186,active,214,False,True,True,2020-08-13 18:10:42+00:00,2,0,0,True,13,0,214,2020-08-13 18:44:45,2020
187,active,215,False,True,True,2020-08-13 10:44:35+00:00,5,0,0,True,10,0,215,2020-08-13 18:44:45,2020
188,active,216,False,True,True,2020-08-13 16:40:48+00:00,17,1,0,True,1,0,216,2020-08-13 18:44:45,2020
189,active,217,False,True,True,2020-08-13 17:51:40+00:00,10,0,0,True,9,0,217,2020-08-13 18:44:45,2020
190,active,218,False,True,True,2020-08-13 18:10:32+00:00,5,0,0,True,10,0,218,2020-08-13 18:44:45,2020
191,active,219,False,True,True,2020-08-13 11:05:56+00:00,7,1,0,True,7,0,219,2020-08-13 18:44:45,2020
192,active,221,False,True,True,2020-08-13 18:26:49+00:00,4,0,0,True,15,0,221,2020-08-13 18:44:45,2020
193,active,222,True,True,True,2020-08-13 18:11:52+00:00,2,0,0,True,12,0,222,2020-08-13 18:44:45,2020
194,active,224,False,True,True,2020-08-13 17:45:24+00:00,14,1,0,True,2,0,224,2020-08-13 18:44:45,2020
195,active,225,False,True,True,2020-08-13 18:37:06+00:00,3,0,0,True,16,0,225,2020-08-13 18:44:45,2020
196,active,226,False,True,True,2020-08-13 18:43:32+00:00,3,0,0,True,12,0,226,2020-08-13 18:44:45,2020
197,active,227,False,True,True,2020-08-13 18:25:35+00:00,12,3,0,True,4,0,227,2020-08-13 18:44:45,2020
198,active,228,False,True,True,2020-08-13 17:17:40+00:00,7,0,0,True,12,0,228,2020-08-13 18:44:45,2020
199,active,232,False,True,True,2020-08-13 03:23:26+00:00,7,0,0,True,4,0,232,2020-08-13 18:44:45,2020
200,active,233,False,True,True,2020-08-13 17:53:14+00:00,14,0,0,True,1,0,233,2020-08-13 18:44:45,2020
201,active,234,False,True,True,2020-08-13 13:57:01+00:00,0,0,0,True,15,0,234,2020-08-13 18:44:45,2020
202,active,235,False,True,True,2020-08-13 18:31:30+00:00,8,0,0,True,7,0,235,2020-08-13 18:44:45,2020
203,active,236,False,True,True,2020-08-13 18:35:32+00:00,10,0,0,True,5,0,236,2020-08-13 18:44:45,2020
204,active,239,False,True,True,2020-08-13 18:21:22+00:00,6,0,0,True,9,0,239,2020-08-13 18:44:45,2020
205,active,255,False,True,True,2020-08-13 12:33:28+00:00,10,0,0,True,5,0,255,2020-08-13 18:44:45,2020
206,active,258,False,True,True,2020-08-13 12:17:43+00:00,11,0,0,True,4,0,258,2020-08-13 18:44:45,2020
207,active,259,False,True,True,2020-08-13 18:35:59+00:00,14,0,0,True,1,0,259,2020-08-13 18:44:45,2020
208,active,260,False,True,True,2020-08-13 16:54:23+00:00,15,0,0,True,0,0,260,2020-08-13 18:44:45,2020
209,active,271,False,True,True,2020-08-13 18:34:40+00:00,8,0,0,True,7,0,271,2020-08-13 18:44:45,2020
210,active,272,False,True,True,2020-08-13 17:47:42+00:00,7,1,0,True,11,0,272,2020-08-13 18:44:45,2020
211,active,273,False,True,True,2020-08-13 17:59:03+00:00,14,0,0,True,26,0,273,2020-08-13 18:44:45,2020
212,active,279,False,True,True,2020-08-13 18:43:53+00:00,16,0,0,True,3,0,279,2020-08-13 18:44:45,2020
213,active,280,False,True,True,2020-08-13 17:57:28+00:00,10,1,0,True,8,0,280,2020-08-13 18:44:45,2020
214,active,282,False,True,True,2020-08-13 18:14:20+00:00,3,1,0,True,11,0,282,2020-08-13 18:44:45,2020
215,active,296,False,True,True,2020-08-13 18:44:14+00:00,14,0,0,True,9,0,296,2020-08-13 18:44:45,2020
216,active,318,False,True,True,2020-08-13 18:07:14+00:00,18,1,0,True,0,0,318,2020-08-13 18:44:45,2020
217,active,319,False,True,True,2020-08-13 15:51:18+00:00,3,0,0,True,22,0,319,2020-08-13 18:44:45,2020
218,active,327,False,True,True,2020-08-13 18:33:45+00:00,10,0,0,True,5,0,327,2020-08-13 18:44:45,2020
219,active,328,False,True,True,2020-08-13 17:26:52+00:00,8,1,0,True,6,0,328,2020-08-13 18:44:45,2020
220,active,329,False,True,True,2020-08-13 18:28:41+00:00,12,1,0,True,2,0,329,2020-08-13 18:44:45,2020
221,active,330,False,True,True,2020-08-13 18:38:28+00:00,7,0,0,True,8,0,330,2020-08-13 18:44:45,2020
222,active,331,False,True,True,2020-08-13 18:43:04+00:00,5,1,0,True,9,0,331,2020-08-13 18:44:45,2020
223,active,332,False,True,True,2020-08-13 18:38:46+00:00,2,1,0,True,12,0,332,2020-08-13 18:44:45,2020
224,active,333,False,True,True,2020-08-13 18:10:58+00:00,19,0,0,True,6,0,333,2020-08-13 18:44:45,2020
225,active,334,False,True,True,2020-08-13 13:43:03+00:00,17,2,0,True,0,0,334,2020-08-13 18:44:45,2020
226,active,335,False,True,True,2020-08-13 18:25:37+00:00,9,0,0,True,10,0,335,2020-08-13 18:44:45,2020
227,active,336,False,True,True,2020-08-13 16:28:17+00:00,5,0,0,True,10,0,336,2020-08-13 18:44:45,2020
228,active,337,False,True,True,2020-08-13 12:05:52+00:00,15,0,0,True,0,0,337,2020-08-13 18:44:45,2020
229,active,338,False,True,True,2020-08-13 18:12:59+00:00,0,1,0,True,14,0,338,2020-08-13 18:44:45,2020
230,active,339,False,True,True,2020-08-13 03:25:16+00:00,15,0,0,True,0,0,339,2020-08-13 18:44:45,2020
231,active,340,False,True,True,2020-08-13 03:25:14+00:00,18,0,0,True,1,0,340,2020-08-13 18:44:45,2020
232,active,341,True,True,True,2020-08-13 18:27:50+00:00,13,1,0,True,1,0,341,2020-08-13 18:44:45,2020
