,station_status,is_installed,last_reported,num_docks_disabled,num_bikes_disabled,station_id,eightd_has_available_keys,is_renting,is_returning,legacy_id,num_ebikes_available,num_docks_available,num_bikes_available,eightd_active_station_services,valet,timestamp_of_data_read_request,year_station_last_reported
0,active,True,2020-08-06 01:17:52+00:00,0,0,3,False,True,True,3,0,6,9,,,2020-08-06 01:24:05,2020
1,active,True,2020-08-06 01:06:28+00:00,0,0,4,False,True,True,4,0,6,13,,,2020-08-06 01:24:05,2020
2,active,True,2020-08-06 01:19:17+00:00,0,0,5,False,True,True,5,0,11,4,,,2020-08-06 01:24:05,2020
3,active,True,2020-08-06 01:21:05+00:00,0,2,6,False,True,True,6,0,10,3,,,2020-08-06 01:24:05,2020
4,active,True,2020-08-06 00:37:16+00:00,0,0,7,False,True,True,7,0,9,6,,,2020-08-06 01:24:05,2020
5,active,True,2020-08-06 00:57:43+00:00,0,0,8,False,True,True,8,0,14,5,,,2020-08-06 01:24:05,2020
6,active,True,2020-08-06 00:53:05+00:00,0,0,9,False,True,True,9,0,4,11,,,2020-08-06 01:24:05,2020
7,active,True,2020-08-06 00:59:37+00:00,0,0,10,False,True,True,10,0,9,2,,,2020-08-06 01:24:05,2020
8,active,True,2020-08-06 00:43:32+00:00,0,0,11,False,True,True,11,0,15,0,[{'id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0'}],"{'off_dock_count': 3, 'station_id': 'f8346ad7-0de8-11e7-991c-3863bb43a7d0', 'dock_blocked_count': 0, 'active': True, 'off_dock_capacity': 50, 'region': 'BOS', 'valet_revision': 79}",2020-08-06 01:24:05,2020
9,active,True,2020-08-06 01:07:27+00:00,0,0,12,True,True,True,12,0,8,10,,,2020-08-06 01:24:05,2020
10,active,True,2020-08-06 01:11:39+00:00,0,0,13,False,True,True,13,0,18,1,,,2020-08-06 01:24:05,2020
11,active,True,2020-08-06 01:19:27+00:00,0,0,14,False,True,True,14,0,24,1,,,2020-08-06 01:24:05,2020
12,active,True,2020-08-06 01:01:57+00:00,0,0,15,False,True,True,15,0,4,11,,,2020-08-06 01:24:05,2020
13,active,True,2020-08-06 00:43:38+00:00,0,0,16,True,True,True,16,0,16,3,,,2020-08-06 01:24:05,2020
14,active,True,2020-08-06 01:14:45+00:00,0,0,17,False,True,True,17,0,10,5,,,2020-08-06 01:24:05,2020
15,active,True,2020-08-06 01:08:26+00:00,0,0,19,False,True,True,19,0,12,3,,,2020-08-06 01:24:05,2020
16,active,True,2020-08-06 01:04:53+00:00,0,1,20,True,True,True,20,0,20,2,,,2020-08-06 01:24:05,2020
17,active,True,2020-08-06 01:14:17+00:00,0,1,21,True,True,True,21,0,15,2,,,2020-08-06 01:24:05,2020
18,active,True,2020-08-06 01:18:06+00:00,0,2,22,True,True,True,22,0,40,5,,,2020-08-06 01:24:05,2020
19,active,True,2020-08-06 00:23:20+00:00,0,0,23,True,True,True,23,0,11,10,,,2020-08-06 01:24:05,2020
20,active,True,2020-08-06 01:06:15+00:00,0,0,24,False,True,True,24,0,2,17,,,2020-08-06 01:24:05,2020
21,active,True,2020-08-06 00:58:27+00:00,0,0,25,False,True,True,25,0,10,5,,,2020-08-06 01:24:05,2020
22,active,True,2020-08-06 01:14:26+00:00,0,1,26,False,True,True,26,0,5,9,,,2020-08-06 01:24:05,2020
23,active,True,2020-08-06 01:20:47+00:00,0,1,27,False,True,True,27,0,11,11,,,2020-08-06 01:24:05,2020
24,active,True,2020-08-06 00:15:21+00:00,0,1,29,False,True,True,29,0,9,5,,,2020-08-06 01:24:05,2020
25,active,True,2020-08-06 00:56:47+00:00,0,0,30,False,True,True,30,0,15,0,,,2020-08-06 01:24:05,2020
26,active,True,2020-08-06 01:19:37+00:00,0,0,31,True,True,True,31,0,17,2,,,2020-08-06 01:24:05,2020
27,active,True,2020-08-06 01:23:40+00:00,0,2,32,False,True,True,32,0,10,3,,,2020-08-06 01:24:05,2020
28,active,True,2020-08-06 01:23:51+00:00,0,0,33,False,True,True,33,0,13,14,,,2020-08-06 01:24:05,2020
29,active,True,2020-08-06 00:21:46+00:00,0,0,35,False,True,True,35,0,20,3,,,2020-08-06 01:24:05,2020
30,active,True,2020-08-06 01:17:35+00:00,0,0,36,True,True,True,36,0,8,25,,,2020-08-06 01:24:05,2020
31,active,True,2020-08-05 23:21:29+00:00,0,0,37,True,True,True,37,0,3,12,,,2020-08-06 01:24:05,2020
32,active,True,2020-08-06 01:13:41+00:00,0,0,39,False,True,True,39,0,17,6,,,2020-08-06 01:24:05,2020
33,active,True,2020-08-06 01:21:50+00:00,0,1,40,False,True,True,40,0,13,5,,,2020-08-06 01:24:05,2020
34,active,True,2020-08-06 01:06:03+00:00,0,0,41,True,True,True,41,0,15,12,,,2020-08-06 01:24:05,2020
35,active,True,2020-08-06 01:19:31+00:00,0,1,42,False,True,True,42,0,8,14,,,2020-08-06 01:24:05,2020
36,active,True,2020-08-06 01:21:42+00:00,0,0,43,True,True,True,43,0,10,5,,,2020-08-06 01:24:05,2020
37,active,True,2020-08-06 01:15:39+00:00,0,0,44,False,True,True,44,0,2,21,,,2020-08-06 01:24:05,2020
38,active,True,2020-08-06 01:23:21+00:00,0,1,46,False,True,True,46,0,1,17,,,2020-08-06 01:24:05,2020
39,active,True,2020-08-06 01:07:26+00:00,0,0,47,True,True,True,47,0,0,19,,,2020-08-06 01:24:05,2020
40,active,True,2020-08-06 00:15:31+00:00,0,0,48,False,True,True,48,0,17,2,,,2020-08-06 01:24:05,2020
41,active,True,2020-08-06 01:17:30+00:00,0,0,49,False,True,True,49,0,4,14,,,2020-08-06 01:24:05,2020
42,active,True,2020-08-06 00:56:58+00:00,0,1,50,True,True,True,50,0,4,10,,,2020-08-06 01:24:05,2020
43,active,True,2020-08-06 01:02:21+00:00,0,1,51,False,True,True,51,0,8,6,,,2020-08-06 01:24:05,2020
44,active,True,2020-08-06 01:19:50+00:00,0,0,52,True,True,True,52,0,13,10,,,2020-08-06 01:24:05,2020
45,active,True,2020-08-06 01:14:08+00:00,0,2,53,False,True,True,53,0,2,15,,,2020-08-06 01:24:05,2020
46,active,True,2020-08-06 01:20:00+00:00,0,0,54,False,True,True,54,0,5,10,,,2020-08-06 01:24:05,2020
47,active,True,2020-08-06 01:20:28+00:00,0,1,55,False,True,True,55,0,9,5,,,2020-08-06 01:24:05,2020
48,active,True,2020-08-06 01:23:01+00:00,0,0,56,True,True,True,56,0,12,6,,,2020-08-06 01:24:05,2020
49,active,True,2020-08-06 01:04:27+00:00,0,1,57,True,True,True,57,0,7,6,,,2020-08-06 01:24:05,2020
50,active,True,2020-08-06 01:12:50+00:00,0,0,58,True,True,True,58,0,0,19,,,2020-08-06 01:24:05,2020
51,active,True,2020-08-06 00:24:42+00:00,0,0,59,True,True,True,59,0,13,6,,,2020-08-06 01:24:05,2020
52,active,True,2020-08-06 01:23:13+00:00,0,2,60,False,True,True,60,0,10,7,,,2020-08-06 01:24:05,2020
53,active,True,2020-08-06 01:20:27+00:00,0,1,61,False,True,True,61,0,13,5,,,2020-08-06 01:24:05,2020
54,active,True,2020-08-05 23:58:55+00:00,0,0,63,False,True,True,63,0,10,5,,,2020-08-06 01:24:05,2020
55,active,True,2020-08-06 01:22:39+00:00,0,0,64,False,True,True,64,0,14,5,,,2020-08-06 01:24:05,2020
56,active,True,2020-08-06 00:29:34+00:00,0,1,65,False,True,True,65,0,16,6,,,2020-08-06 01:24:05,2020
57,active,True,2020-08-06 01:11:44+00:00,0,0,66,False,True,True,66,0,5,10,,,2020-08-06 01:24:05,2020
58,active,True,2020-08-06 01:23:07+00:00,0,0,67,True,True,True,67,0,27,0,,,2020-08-06 01:24:05,2020
59,active,True,2020-08-06 01:23:55+00:00,0,1,68,True,True,True,68,0,7,11,,,2020-08-06 01:24:05,2020
60,active,True,2020-08-06 00:54:42+00:00,0,1,69,True,True,True,69,0,9,9,,,2020-08-06 01:24:05,2020
61,active,True,2020-08-06 01:07:19+00:00,0,0,70,False,True,True,70,0,8,15,,,2020-08-06 01:24:05,2020
62,active,True,2020-08-06 01:20:46+00:00,0,0,71,False,True,True,71,0,1,22,,,2020-08-06 01:24:05,2020
63,active,True,2020-08-06 00:23:19+00:00,0,0,72,False,True,True,72,0,20,3,,,2020-08-06 01:24:05,2020
64,active,True,2020-08-06 01:14:32+00:00,0,1,73,False,True,True,73,0,7,7,,,2020-08-06 01:24:05,2020
65,active,True,2020-08-06 01:10:53+00:00,0,0,74,True,True,True,74,0,2,17,,,2020-08-06 01:24:05,2020
66,active,True,2020-08-06 00:58:16+00:00,0,0,75,False,True,True,75,0,8,7,,,2020-08-06 01:24:05,2020
67,active,True,2020-08-06 01:06:57+00:00,0,0,76,False,True,True,76,0,4,13,,,2020-08-06 01:24:05,2020
68,active,True,2020-08-06 01:20:10+00:00,0,0,77,False,True,True,77,0,1,14,,,2020-08-06 01:24:05,2020
69,active,True,2020-08-06 00:42:09+00:00,0,1,78,False,True,True,78,0,1,17,,,2020-08-06 01:24:05,2020
70,active,True,2020-08-06 01:05:54+00:00,0,0,79,False,True,True,79,0,11,8,,,2020-08-06 01:24:05,2020
71,active,True,2020-08-06 01:23:11+00:00,0,0,80,False,True,True,80,0,34,1,,,2020-08-06 01:24:05,2020
72,active,True,2020-08-06 01:14:29+00:00,0,0,81,False,True,True,81,0,10,9,,,2020-08-06 01:24:05,2020
73,active,True,2020-08-05 23:58:09+00:00,0,2,82,False,True,True,82,0,7,6,,,2020-08-06 01:24:05,2020
74,active,True,2020-08-06 00:50:45+00:00,0,0,84,False,True,True,84,0,8,7,,,2020-08-06 01:24:05,2020
