,eightd_has_available_keys,num_bikes_available,station_status,last_reported,num_docks_disabled,is_renting,is_returning,legacy_id,num_bikes_disabled,station_id,num_docks_available,is_installed,num_ebikes_available,valet,eightd_active_station_services,timestamp_of_data_read_request,year_station_last_reported
0,False,6,active,2020-08-10 20:53:49+00:00,0,True,True,3,0,3,9,True,0,,,2020-08-10 20:56:00,2020
1,False,3,active,2020-08-10 20:52:23+00:00,0,True,True,4,0,4,16,True,0,,,2020-08-10 20:56:00,2020
2,False,1,active,2020-08-10 20:55:20+00:00,0,True,True,5,0,5,14,True,0,,,2020-08-10 20:56:00,2020
3,False,7,active,2020-08-10 20:52:04+00:00,0,True,True,6,1,6,7,True,0,,,2020-08-10 20:56:00,2020
4,False,4,active,2020-08-10 20:41:46+00:00,0,True,True,7,0,7,11,True,0,,,2020-08-10 20:56:00,2020
5,False,9,active,2020-08-10 20:48:21+00:00,0,True,True,8,1,8,9,True,0,,,2020-08-10 20:56:00,2020
6,False,2,active,2020-08-10 20:36:48+00:00,0,True,True,9,0,9,13,True,0,,,2020-08-10 20:56:00,2020
7,False,4,active,2020-08-10 20:48:50+00:00,0,True,True,10,1,10,6,True,0,,,2020-08-10 20:56:00,2020
8,False,11,active,2020-08-10 20:54:57+00:00,0,True,True,11,1,11,3,True,0,,,2020-08-10 20:56:00,2020
9,True,13,active,2020-08-10 20:52:09+00:00,0,True,True,12,1,12,4,True,0,,,2020-08-10 20:56:00,2020
10,False,10,active,2020-08-10 20:51:05+00:00,0,True,True,13,0,13,9,True,0,,,2020-08-10 20:56:00,2020
11,False,2,active,2020-08-10 20:54:19+00:00,0,True,True,14,2,14,21,True,0,,,2020-08-10 20:56:00,2020
12,False,14,active,2020-08-10 20:46:48+00:00,0,True,True,15,0,15,1,True,0,,,2020-08-10 20:56:00,2020
13,True,11,active,2020-08-10 20:48:58+00:00,0,True,True,16,0,16,8,True,0,,,2020-08-10 20:56:00,2020
14,False,3,active,2020-08-10 20:48:21+00:00,0,True,True,17,0,17,12,True,0,,,2020-08-10 20:56:00,2020
15,False,5,active,2020-08-10 20:46:57+00:00,0,True,True,19,0,19,10,True,0,,,2020-08-10 20:56:00,2020
16,True,11,active,2020-08-10 20:44:54+00:00,0,True,True,20,2,20,10,True,0,,,2020-08-10 20:56:00,2020
17,True,2,active,2020-08-10 20:43:12+00:00,0,True,True,21,0,21,16,True,0,,,2020-08-10 20:56:00,2020
18,True,9,active,2020-08-10 20:55:04+00:00,0,True,True,22,2,22,36,True,0,,,2020-08-10 20:56:00,2020
19,False,11,active,2020-08-10 20:54:16+00:00,0,True,True,23,0,23,10,True,0,,,2020-08-10 20:56:00,2020
20,False,1,active,2020-08-10 20:53:00+00:00,0,True,True,24,0,24,18,True,0,,,2020-08-10 20:56:00,2020
21,False,7,active,2020-08-10 20:55:40+00:00,0,True,True,25,1,25,7,True,0,,,2020-08-10 20:56:00,2020
22,False,8,active,2020-08-10 20:54:32+00:00,0,True,True,26,0,26,7,True,0,,,2020-08-10 20:56:00,2020
23,False,12,active,2020-08-10 20:53:58+00:00,0,True,True,27,1,27,10,True,0,,,2020-08-10 20:56:00,2020
24,False,7,active,2020-08-10 18:48:09+00:00,0,True,True,29,1,29,7,True,0,,,2020-08-10 20:56:00,2020
25,False,5,active,2020-08-10 20:54:53+00:00,0,True,True,30,0,30,10,True,0,,,2020-08-10 20:56:00,2020
26,True,3,active,2020-08-10 20:19:26+00:00,0,True,True,31,1,31,15,True,0,,,2020-08-10 20:56:00,2020
27,False,9,active,2020-08-10 20:51:39+00:00,0,True,True,32,0,32,6,True,0,,,2020-08-10 20:56:00,2020
28,False,15,active,2020-08-10 20:55:27+00:00,0,True,True,33,0,33,12,True,0,,,2020-08-10 20:56:00,2020
29,False,9,active,2020-08-10 20:15:48+00:00,0,True,True,35,1,35,13,True,0,,,2020-08-10 20:56:00,2020
30,True,10,active,2020-08-10 20:52:33+00:00,0,True,True,36,0,36,23,True,0,,,2020-08-10 20:56:00,2020
31,True,9,active,2020-08-10 20:50:13+00:00,0,True,True,37,0,37,6,True,0,,,2020-08-10 20:56:00,2020
32,False,13,active,2020-08-10 20:49:26+00:00,0,True,True,39,0,39,10,True,0,,,2020-08-10 20:56:00,2020
33,False,9,active,2020-08-10 20:48:29+00:00,0,True,True,40,0,40,10,True,0,,,2020-08-10 20:56:00,2020
34,True,8,active,2020-08-10 20:53:43+00:00,0,True,True,41,3,41,16,True,0,,,2020-08-10 20:56:00,2020
35,False,15,active,2020-08-10 20:45:32+00:00,0,True,True,42,5,42,3,True,0,,,2020-08-10 20:56:00,2020
36,True,3,active,2020-08-10 20:48:17+00:00,0,True,True,43,0,43,12,True,0,,,2020-08-10 20:56:00,2020
37,False,3,active,2020-08-10 20:29:10+00:00,0,True,True,44,1,44,19,True,0,,,2020-08-10 20:56:00,2020
38,False,5,active,2020-08-10 20:47:46+00:00,0,True,True,46,2,46,12,True,0,,,2020-08-10 20:56:00,2020
39,True,5,active,2020-08-10 20:50:53+00:00,0,True,True,47,1,47,13,True,0,,,2020-08-10 20:56:00,2020
40,False,13,active,2020-08-10 19:45:58+00:00,0,True,True,48,0,48,6,True,0,,,2020-08-10 20:56:00,2020
41,False,7,active,2020-08-10 20:42:14+00:00,0,True,True,49,0,49,11,True,0,,,2020-08-10 20:56:00,2020
42,True,10,active,2020-08-10 20:43:59+00:00,0,True,True,50,0,50,5,True,0,,,2020-08-10 20:56:00,2020
43,False,3,active,2020-08-10 20:55:34+00:00,0,True,True,51,0,51,12,True,0,,,2020-08-10 20:56:00,2020
44,True,13,active,2020-08-10 20:52:33+00:00,0,True,True,52,1,52,9,True,0,,,2020-08-10 20:56:00,2020
45,False,16,active,2020-08-10 20:50:33+00:00,0,True,True,53,1,53,2,True,0,,,2020-08-10 20:56:00,2020
46,False,6,active,2020-08-10 20:14:11+00:00,0,True,True,54,0,54,9,True,0,,,2020-08-10 20:56:00,2020
